# Weather station Madrid / Cuatro Vientos (airport), Spain, WMO_ID=8223,selection from 03.04.2020 till 31.08.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=8223&lang=en
#
"Local time in Madrid / Cuatro Vientos (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"30.06.2020 13:00";"34.4";"701.1";"756.0";"";"23";"Wind blowing from the south-southeast";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"10.3";"No precipitation";"6";"";"";"";"";
"30.06.2020 07:00";"23.5";"702.1";"759.0";"";"60";"Wind blowing from the east-northeast";"2";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"";"";"21.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"15.3";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"20.0";"";"";
"29.06.2020 19:00";"35.2";"701.2";"756.1";"";"12";"Wind blowing from the south-west";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"36.5";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"1.5";"No precipitation";"12";"";"";"";"";
"29.06.2020 13:00";"33.6";"703.6";"758.8";"";"29";"Wind blowing from the west-southwest";"13";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"30.0";"13.1";"No precipitation";"6";"";"";"";"";
"29.06.2020 07:00";"22.5";"704.2";"761.6";"";"52";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"30.0";"12.2";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"18.0";"";"";
"28.06.2020 19:00";"33.0";"703.0";"758.4";"";"20";"Wind blowing from the south";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"34.5";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"7.1";"No precipitation";"12";"";"";"";"";
"28.06.2020 13:00";"31.0";"704.6";"760.4";"";"28";"Wind blowing from the south-southwest";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"10.4";"No precipitation";"6";"";"";"";"";
"28.06.2020 07:00";"21.2";"704.8";"762.5";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.7";"";"";"";"";"";"";"30.0";"13.4";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"16.0";"";"";
"27.06.2020 19:00";"30.2";"702.6";"758.4";"";"30";"Wind blowing from the south-west";"3";"";"";"60%.";" ";"";"";"";"32.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"30.0";"10.7";"No precipitation";"12";"";"";"";"";
"27.06.2020 13:00";"28.8";"703.7";"759.9";"";"29";"Wind blowing from the west-southwest";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"9.0";"No precipitation";"6";"";"";"";"";
"27.06.2020 07:00";"19.6";"703.8";"761.8";"";"58";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"17.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1500-2000";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"11.1";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"15.0";"";"";
"26.06.2020 19:00";"28.2";"701.1";"757.3";"";"18";"Wind blowing from the west-southwest";"7";"";"";"90  or more, but not 100%";" ";"";"";"";"31.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"30.0";"1.7";"No precipitation";"12";"";"";"";"";
"26.06.2020 13:00";"25.8";"702.1";"758.8";"";"37";"Wind blowing from the south-west";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"30.0";"10.0";"No precipitation";"6";"";"";"";"";
"26.06.2020 07:00";"21.8";"702.1";"759.5";"";"51";"Wind blowing from the east-northeast";"2";"";"";"40%.";"State of sky on the whole unchanged. ";"";"";"19.6";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"1000-1500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"11.2";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"18.0";"";"";
"25.06.2020 19:00";"32.4";"700.3";"755.5";"";"23";"Wind blowing from the west-southwest";"6";"";"";"50%.";" ";"";"";"";"35.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"1000-1500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"8.6";"No precipitation";"12";"";"";"";"";
"25.06.2020 13:00";"32.0";"702.4";"757.8";"";"30";"Wind blowing from the south-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"12.3";"No precipitation";"6";"";"";"";"";
"25.06.2020 07:00";"21.4";"702.9";"760.4";"";"54";"Wind blowing from the north-northeast";"2";"";"";"40%.";" ";"";"";"20.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus castellanus or floccus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"11.7";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"20.0";"";"";
"24.06.2020 19:00";"32.0";"702.7";"758.2";"";"26";"Wind blowing from the east-northeast";"3";"";"";"70 – 80%.";" ";"";"";"";"32.5";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"30.0";"10.1";"No precipitation";"12";"";"";"";"";
"24.06.2020 13:00";"27.2";"704.5";"761.0";"";"38";"Wind blowing from the east-southeast";"5";"";"";"100%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"1000-1500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"25.0";"11.7";"No precipitation";"6";"";"";"";"";
"24.06.2020 07:00";"24.4";"703.5";"760.4";"";"49";"Wind blowing from the east";"2";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"";"";"22.9";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"25.0";"13.0";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"20.0";"";"";
"23.06.2020 19:00";"35.3";"701.5";"756.3";"";"19";"Wind blowing from the south-west";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"37.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"8.2";"No precipitation";"12";"";"";"";"";
"23.06.2020 13:00";"32.2";"703.9";"759.4";"";"35";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"30.0";"14.8";"No precipitation";"6";"";"";"";"";
"23.06.2020 07:00";"23.0";"704.8";"762.1";"";"52";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"21.9";"";"";"";"";"";"";"30.0";"12.6";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"20.0";"";"";
"22.06.2020 19:00";"34.1";"703.9";"759.1";"";"23";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"35.3";"";"";"";"";"";"30.0";"10.0";"No precipitation";"12";"";"";"";"";
"22.06.2020 13:00";"31.7";"707.2";"763.0";"";"27";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"30.0";"10.4";"No precipitation";"6";"";"";"";"";
"22.06.2020 07:00";"19.7";"708.4";"766.7";"";"54";"Wind blowing from the north";"3";"";"";"no clouds";"Cloud development not observed or not observable. ";"";"";"18.4";"";"";"";"";"";"";"30.0";"10.1";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"18.0";"";"";
"21.06.2020 19:00";"32.6";"706.1";"761.8";"";"16";"Wind blowing from the south-southwest";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"34.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"3.5";"No precipitation";"12";"";"";"";"";
"21.06.2020 13:00";"30.5";"708.1";"764.4";"";"23";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"30.0";"7.0";"No precipitation";"6";"";"";"";"";
"21.06.2020 07:00";"20.2";"708.0";"766.3";"";"46";"Wind blowing from the west";"2";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"";"";"18.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"8.2";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"14.0";"";"";
"20.06.2020 19:00";"31.1";"705.8";"761.8";"";"19";"Wind blowing from the south-west";"4";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"30.0";"4.8";"No precipitation";"12";"";"";"";"";
"20.06.2020 13:00";"29.4";"707.0";"763.4";"";"18";"Wind blowing from the west-southwest";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"30.0";"2.6";"No precipitation";"6";"";"";"";"";
"20.06.2020 07:00";"18.3";"706.6";"765.2";"";"44";"Wind blowing from the north-northeast";"1";"";"";"no clouds";"Cloud development not observed or not observable. ";"";"";"16.7";"";"";"";"";"";"";"30.0";"5.8";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"13.0";"";"";
"19.06.2020 19:00";"28.8";"703.6";"759.9";"";"23";"Wind blowing from the west-southwest";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"30.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"5.6";"No precipitation";"12";"";"";"";"";
"19.06.2020 13:00";"28.1";"704.3";"760.7";"";"27";"Wind blowing from the west-southwest";"3";"";"";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"7.4";"No precipitation";"6";"";"";"";"";
"19.06.2020 07:00";"16.7";"704.0";"762.6";"";"67";"Wind blowing from the north-northeast";"2";"";"";"10%  or less, but not 0";" ";"";"";"15.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"10.5";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"14.0";"";"";
"18.06.2020 19:00";"26.6";"700.2";"756.6";"";"20";"Wind blowing from the south-west";"5";"";"";"50%.";" ";"";"";"";"29.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"1.8";"No precipitation";"12";"";"";"";"";
"18.06.2020 13:00";"25.2";"701.2";"758.0";"";"25";"Wind blowing from the south-west";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"3.8";"No precipitation";"6";"";"";"";"";
"18.06.2020 07:00";"16.0";"701.2";"759.7";"";"61";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"30.0";"8.5";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"11.0";"";"";
"17.06.2020 19:00";"24.0";"700.9";"757.8";"";"30";"Wind blowing from the west";"3";"";"";"60%.";" ";"";"";"";"26.4";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"1000-1500";"Altocumulus castellanus or floccus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"30.0";"5.4";"No precipitation";"12";"";"";"";"";
"17.06.2020 13:00";"22.9";"702.9";"760.2";"";"33";"Wind blowing from the south-west";"3";"";"";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"30.0";"5.8";"No precipitation";"6";"";"";"";"";
"17.06.2020 07:00";"15.1";"703.4";"762.4";"";"59";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"13.4";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"30.0";"7.2";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"9.0";"";"";
"16.06.2020 19:00";"20.3";"703.6";"761.4";"";"46";"Wind blowing from the west-southwest";"5";"";"";"90  or more, but not 100%";"Precipitation within sight, reaching the ground or the surface of the sea, near to, but not at the station. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"26.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"1500-2000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"8.3";"Trace of precipitation";"12";"";"";"";"";
"16.06.2020 13:00";"23.7";"704.7";"762.0";"";"30";"Wind blowing from the west";"6";"";"";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"5.1";"No precipitation";"6";"";"";"";"";
"16.06.2020 07:00";"16.4";"705.2";"764.0";"";"58";"Wind blowing from the north-west";"1";"";"";"90  or more, but not 100%";"Clouds generally forming or developing. ";"";"";"15.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"30.0";"8.1";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"13.0";"";"";
"15.06.2020 19:00";"24.4";"705.1";"762.2";"";"37";"Wind blowing from the west";"4";"";"";"70 – 80%.";" ";"";"";"";"28.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"2000-2500";"Altocumulus castellanus or floccus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"8.8";"No precipitation";"12";"";"";"";"";
