# Weather station London City (airport), UK, METAR=EGLC,selection from 03.04.2020 till 01.09.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=EGLC&lang=en
#
"Local time in London City (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"21.08.2020 17:50";"22.0";"754.3";"754.6";"53";"Wind blowing from the south-west";"9";"14";"";"";"Few clouds (10-30%) 1290 m";"10.0 and more";"12.0";
"21.08.2020 17:20";"22.0";"754.3";"754.6";"53";"Wind blowing from the south-west";"8";"";"";"";"Broken clouds (60-90%) 1260 m";"10.0 and more";"12.0";
"21.08.2020 16:50";"23.0";"754.3";"754.6";"50";"Wind blowing from the south-west";"8";"14";"";"";"Broken clouds (60-90%) 1290 m";"10.0 and more";"12.0";
"21.08.2020 16:20";"23.0";"754.3";"754.6";"50";"Wind blowing from the south-west";"9";"15";"";"";"Broken clouds (60-90%) 1230 m";"10.0 and more";"12.0";
"21.08.2020 15:50";"23.0";"753.6";"753.9";"50";"Wind blowing from the south-west";"10";"16";"";"";"Scattered clouds (40-50%) 1230 m, broken clouds (60-90%) 1440 m";"10.0 and more";"12.0";
"21.08.2020 15:20";"23.0";"753.6";"753.9";"50";"Wind blowing from the south-west";"9";"18";"";"";"Broken clouds (60-90%) 1170 m";"10.0 and more";"12.0";
"21.08.2020 14:50";"23.0";"753.6";"753.9";"53";"Wind blowing from the south-west";"8";"14";"";"";"Broken clouds (60-90%) 1140 m, broken clouds (60-90%) 1440 m";"10.0 and more";"13.0";
"21.08.2020 14:20";"23.0";"753.6";"753.9";"53";"Wind blowing from the south-west";"10";"16";"";"";"Scattered clouds (40-50%) 1080 m, broken clouds (60-90%) 1440 m";"10.0 and more";"13.0";
"21.08.2020 13:50";"23.0";"753.6";"753.9";"57";"Wind blowing from the south-southwest";"10";"16";"";"";"Few clouds (10-30%) 990 m, scattered clouds (40-50%) 1410 m";"10.0 and more";"14.0";
"21.08.2020 13:20";"23.0";"753.6";"753.9";"57";"Wind blowing from the south-west";"11";"16";"";"";"Few clouds (10-30%) 1020 m";"10.0 and more";"14.0";
"21.08.2020 12:50";"23.0";"752.8";"753.1";"53";"Wind blowing from the south-west";"10";"17";"";"";"Scattered clouds (40-50%) 1170 m";"10.0 and more";"13.0";
"21.08.2020 12:20";"23.0";"752.8";"753.1";"53";"Wind blowing from the south-west";"9";"15";"";"";"Broken clouds (60-90%) 1110 m";"10.0 and more";"13.0";
"21.08.2020 11:50";"22.0";"752.8";"753.1";"57";"Wind blowing from the south-west";"8";"14";"";"";"Scattered clouds (40-50%) 1080 m, broken clouds (60-90%) 1260 m, broken clouds (60-90%) 1470 m";"10.0 and more";"13.0";
"21.08.2020 11:20";"22.0";"752.8";"753.1";"61";"Wind blowing from the south-west";"8";"16";"";"";"Broken clouds (60-90%) 1020 m, broken clouds (60-90%) 1290 m";"10.0 and more";"14.0";
"21.08.2020 10:50";"22.0";"752.0";"752.3";"61";"Wind blowing from the south-southwest";"8";"15";"";"";"Broken clouds (60-90%) 960 m, broken clouds (60-90%) 1230 m";"10.0 and more";"14.0";
"21.08.2020 10:20";"23.0";"752.0";"752.3";"57";"Wind blowing from the south-west";"9";"15";"";"";"Scattered clouds (40-50%) 1020 m, broken clouds (60-90%) 1470 m";"10.0 and more";"14.0";
"21.08.2020 09:50";"22.0";"752.0";"752.3";"57";"Wind blowing from the south-west";"9";"15";"";"";"Broken clouds (60-90%) 1020 m, broken clouds (60-90%) 1320 m";"10.0 and more";"13.0";
"21.08.2020 09:20";"22.0";"751.3";"751.6";"61";"Wind blowing from the south-west";"9";"15";"";"";"Scattered clouds (40-50%) 960 m, broken clouds (60-90%) 1260 m, cumulus congestus of great vertical extent";"10.0 and more";"14.0";
"21.08.2020 08:50";"21.0";"751.3";"751.6";"64";"Wind blowing from the south-southwest";"7";"15";"";"";"Broken clouds (60-90%) 900 m, broken clouds (60-90%) 1320 m";"10.0 and more";"14.0";
"21.08.2020 08:20";"21.0";"751.3";"751.6";"60";"Wind blowing from the south-west";"8";"";"";"";"Scattered clouds (40-50%) 930 m, broken clouds (60-90%) 1140 m";"10.0 and more";"13.0";
"21.08.2020 07:50";"21.0";"750.5";"750.8";"60";"Wind blowing from the south-southwest";"8";"";"";"";"Broken clouds (60-90%) 930 m";"10.0 and more";"13.0";
"21.08.2020 07:20";"20.0";"750.5";"750.8";"69";"Wind blowing from the south-southwest";"8";"";"";"";"Broken clouds (60-90%) 900 m";"10.0 and more";"14.0";
"21.08.2020 06:50";"20.0";"750.5";"750.8";"69";"Wind blowing from the south-southwest";"8";"";"";"";"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 1140 m, overcast (100%) 1470 m";"10.0 and more";"14.0";
"21.08.2020 06:20";"20.0";"750.5";"750.8";"69";"Wind blowing from the south-southwest";"8";"13";"";"";"Broken clouds (60-90%) 960 m, overcast (100%) 1380 m";"10.0 and more";"14.0";
"21.08.2020 05:50";"20.0";"749.8";"750.1";"69";"Wind blowing from the south-southwest";"7";"";"";"";"Scattered clouds (40-50%) 930 m, overcast (100%) 1200 m";"10.0 and more";"14.0";
"21.08.2020 05:20";"20.0";"749.8";"750.1";"64";"Wind blowing from the south-southwest";"7";"";"";"";"Broken clouds (60-90%) 930 m, broken clouds (60-90%) 1230 m";"10.0 and more";"13.0";
"21.08.2020 04:50";"20.0";"749.8";"750.1";"64";"Wind blowing from the south-southwest";"8";"15";"";"";"Broken clouds (60-90%) 1020 m, broken clouds (60-90%) 1380 m";"10.0 and more";"13.0";
"21.08.2020 04:20";"20.0";"749.8";"750.1";"64";"Wind blowing from the south-southwest";"7";"";"";"";"Scattered clouds (40-50%) 1020 m, scattered clouds (40-50%) 1260 m";"10.0 and more";"13.0";
"21.08.2020 03:50";"20.0";"749.8";"750.1";"64";"Wind blowing from the south-southwest";"7";"";"";"";"Few clouds (10-30%) 1050 m";"10.0 and more";"13.0";
"21.08.2020 03:20";"20.0";"749.8";"750.1";"69";"Wind blowing from the south-southwest";"7";"";"";"";"Scattered clouds (40-50%) 960 m";"10.0 and more";"14.0";
"21.08.2020 02:50";"21.0";"749.8";"750.1";"64";"Wind blowing from the south-southwest";"7";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"21.08.2020 02:20";"21.0";"749.8";"750.1";"64";"Wind blowing from the south-southwest";"7";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"21.08.2020 01:50";"21.0";"749.8";"750.1";"73";"Wind blowing from the south-southwest";"5";"";"";"";"Few clouds (10-30%) 930 m";"10.0 and more";"16.0";
"21.08.2020 01:20";"21.0";"749.8";"750.1";"73";"Wind blowing from the south-southwest";"5";"";"";"";"Scattered clouds (40-50%) 960 m";"10.0 and more";"16.0";
"21.08.2020 00:50";"21.0";"749.8";"750.1";"73";"Wind blowing from the south";"3";"";"";"";"Few clouds (10-30%) 930 m";"10.0 and more";"16.0";
"21.08.2020 00:20";"20.0";"749.8";"750.1";"78";"Wind blowing from the south-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"20.08.2020 23:50";"20.0";"750.5";"750.8";"73";"Wind blowing from the south-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"20.08.2020 22:50";"20.0";"750.5";"750.8";"69";"Wind blowing from the south-southeast";"5";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"20.08.2020 22:20";"21.0";"751.3";"751.6";"64";"Wind blowing from the south-east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"20.08.2020 21:50";"20.0";"751.2";"751.6";"64";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"20.08.2020 21:20";"20.0";"751.2";"751.6";"64";"Wind blowing from the south-east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"20.08.2020 20:50";"21.0";"751.3";"751.6";"57";"Wind blowing from the east-southeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"20.08.2020 20:20";"21.0";"752.0";"752.3";"50";"Wind blowing from the south-east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"20.08.2020 19:50";"22.0";"752.0";"752.3";"47";"Wind blowing from the south";"2";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"20.08.2020 19:20";"22.0";"752.0";"752.3";"47";"Wind blowing from the south-west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"20.08.2020 18:50";"22.0";"752.0";"752.3";"47";"Wind blowing from the south-west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"20.08.2020 18:20";"23.0";"752.0";"752.3";"44";"Wind blowing from the south-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"20.08.2020 17:50";"24.0";"752.0";"752.3";"39";"Wind blowing from the south-west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"20.08.2020 17:20";"24.0";"752.0";"752.3";"36";"Wind blowing from the south-west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"20.08.2020 16:50";"24.0";"752.0";"752.3";"36";"Wind blowing from the south-southwest";"6";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"20.08.2020 16:20";"25.0";"752.0";"752.3";"34";"Wind blowing from the south-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"20.08.2020 15:50";"25.0";"752.0";"752.3";"34";"Wind blowing from the south-west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"20.08.2020 15:20";"26.0";"752.8";"753.1";"32";"Wind blowing from the south";"5";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"20.08.2020 14:50";"26.0";"752.8";"753.1";"34";"Wind blowing from the south";"5";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"20.08.2020 14:20";"25.0";"752.8";"753.1";"42";"Wind blowing from the south";"5";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"20.08.2020 13:50";"26.0";"752.8";"753.1";"42";"Wind blowing from the south-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"20.08.2020 13:20";"25.0";"752.8";"753.1";"47";"Wind blowing from the south-west";"6";"";"";"";"Few clouds (10-30%) 1410 m";"10.0 and more";"13.0";
"20.08.2020 12:50";"25.0";"752.8";"753.1";"51";"Wind blowing from the south-southwest";"5";"";"";"";"Few clouds (10-30%) 1200 m";"10.0 and more";"14.0";
"20.08.2020 12:20";"25.0";"752.8";"753.1";"51";"Wind blowing from the south-west";"6";"";"";"";"Few clouds (10-30%) 1080 m";"10.0 and more";"14.0";
"20.08.2020 11:50";"24.0";"752.8";"753.1";"57";"Wind blowing from the south-southwest";"5";"";"";"";"Scattered clouds (40-50%) 900 m";"10.0 and more";"15.0";
"20.08.2020 11:20";"24.0";"752.8";"753.1";"57";"Wind blowing from the south-southwest";"6";"";"";"";"Scattered clouds (40-50%) 840 m";"10.0 and more";"15.0";
"20.08.2020 10:50";"23.0";"752.8";"753.1";"61";"Wind blowing from the south-southwest";"6";"11";"";"";"Broken clouds (60-90%) 750 m, broken clouds (60-90%) 960 m";"10.0 and more";"15.0";
"20.08.2020 10:20";"22.0";"752.8";"753.1";"69";"Wind blowing from the south-west";"4";"";"";"";"Scattered clouds (40-50%) 690 m, broken clouds (60-90%) 810 m";"10.0 and more";"16.0";
"20.08.2020 09:50";"21.0";"752.8";"753.1";"69";"Wind blowing from the south";"3";"";"";"";"Broken clouds (60-90%) 690 m, overcast (100%) 900 m";"10.0 and more";"15.0";
"20.08.2020 09:20";"21.0";"752.8";"753.1";"69";"Wind blowing from the south";"5";"";"";"";"Broken clouds (60-90%) 750 m";"10.0 and more";"15.0";
"20.08.2020 08:50";"21.0";"752.8";"753.1";"69";"Wind blowing from the south-southwest";"4";"";"";"";"Broken clouds (60-90%) 690 m";"10.0 and more";"15.0";
"20.08.2020 08:20";"20.0";"752.7";"753.1";"69";"Wind blowing from the south-west";"4";"";"";"";"Few clouds (10-30%) 720 m";"10.0 and more";"14.0";
"20.08.2020 07:50";"20.0";"751.9";"752.3";"69";"Wind blowing from the south-west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"20.08.2020 07:20";"19.0";"751.9";"752.3";"73";"Wind blowing from the south-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"20.08.2020 06:50";"19.0";"751.9";"752.3";"73";"Wind blowing from the south-west";"2";"";"";"";"No Significant Clouds";"9.0";"14.0";
"20.08.2020 06:20";"18.0";"751.9";"752.3";"78";"Wind blowing from the south-southwest";"3";"";"";"";"No Significant Clouds";"9.0";"14.0";
"20.08.2020 05:50";"18.0";"751.9";"752.3";"78";"Wind blowing from the south";"2";"";"";"";"Few clouds (10-30%) 570 m";"10.0 and more";"14.0";
"20.08.2020 05:20";"18.0";"751.2";"751.6";"78";"Wind blowing from the south-west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"20.08.2020 04:50";"18.0";"751.2";"751.6";"78";"Wind blowing from the west-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"20.08.2020 04:20";"19.0";"751.2";"751.6";"73";"Wind blowing from the west-southwest";"6";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"20.08.2020 03:50";"19.0";"751.2";"751.6";"73";"Wind blowing from the south-west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"20.08.2020 03:20";"20.0";"750.5";"750.8";"69";"Wind blowing from the west-southwest";"6";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"20.08.2020 02:50";"21.0";"750.5";"750.8";"64";"Wind blowing from the west-southwest";"8";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"20.08.2020 02:20";"21.0";"750.5";"750.8";"83";"Wind blowing from the south-west";"6";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"18.0";
"20.08.2020 01:50";"22.0";"749.8";"750.1";"78";"Wind blowing from the west-southwest";"6";"";"";"";"Scattered clouds (40-50%) 600 m";"10.0 and more";"18.0";
"20.08.2020 01:20";"22.0";"749.8";"750.1";"83";"Wind blowing from the south-west";"7";"12";"Light rain";"";"Broken clouds (60-90%) 540 m";"10.0 and more";"19.0";
"20.08.2020 00:50";"22.0";"749.0";"749.3";"83";"Wind blowing from the south-southwest";"6";"";"Light rain";"";"Few clouds (10-30%) 570 m, broken clouds (60-90%) 870 m, broken clouds (60-90%) 1230 m";"10.0 and more";"19.0";
"20.08.2020 00:20";"21.0";"749.0";"749.3";"88";"Wind blowing from the south-southwest";"6";"";"";"";"Few clouds (10-30%) 420 m, broken clouds (60-90%) 690 m, broken clouds (60-90%) 900 m";"10.0 and more";"19.0";
"19.08.2020 23:50";"21.0";"749.8";"750.1";"88";"Wind blowing from the south-southwest";"6";"";"";"";"Scattered clouds (40-50%) 390 m, scattered clouds (40-50%) 600 m, broken clouds (60-90%) 780 m";"10.0 and more";"19.0";
"19.08.2020 23:20";"22.0";"749.0";"749.3";"83";"Wind blowing from the south-southwest";"6";"";"Light rain";"";"Broken clouds (60-90%) 420 m, broken clouds (60-90%) 990 m, overcast (100%) 1440 m";"10.0 and more";"19.0";
"19.08.2020 22:50";"21.0";"749.0";"749.3";"88";"Wind blowing from the south-southwest";"4";"";"";"";"Broken clouds (60-90%) 360 m";"10.0 and more";"19.0";
"19.08.2020 22:20";"21.0";"749.0";"749.3";"88";"Wind blowing from the south";"4";"";"";"";"Scattered clouds (40-50%) 420 m, broken clouds (60-90%) 660 m, broken clouds (60-90%) 1020 m";"10.0 and more";"19.0";
"19.08.2020 21:50";"21.0";"749.0";"749.3";"88";"Wind blowing from the south";"4";"";"";"";"Broken clouds (60-90%) 450 m, broken clouds (60-90%) 1080 m, broken clouds (60-90%) 1440 m, cumulus congestus of great vertical extent";"10.0 and more";"19.0";
"19.08.2020 21:20";"21.0";"749.0";"749.3";"88";"Wind blowing from the south";"3";"";"";"";"Broken clouds (60-90%) 390 m, broken clouds (60-90%) 540 m";"10.0 and more";"19.0";
"19.08.2020 20:50";"21.0";"749.8";"750.1";"88";"Wind blowing from the south-southeast";"3";"";"";"";"Broken clouds (60-90%) 330 m, overcast (100%) 480 m";"10.0 and more";"19.0";
"19.08.2020 20:20";"21.0";"749.8";"750.1";"88";"Wind blowing from the south-southeast";"4";"";"";"";"Broken clouds (60-90%) 360 m";"10.0 and more";"19.0";
"19.08.2020 19:50";"21.0";"749.8";"750.1";"88";"Wind blowing from the south";"4";"";"";"";"Broken clouds (60-90%) 360 m, overcast (100%) 480 m";"10.0 and more";"19.0";
"19.08.2020 19:20";"20.0";"749.8";"750.1";"94";"Wind blowing from the south";"3";"";"Light rain";"";"Broken clouds (60-90%) 330 m, overcast (100%) 840 m";"9.0";"19.0";
"19.08.2020 18:50";"20.0";"749.8";"750.1";"94";"Wind blowing from the south";"4";"";"";"";"Broken clouds (60-90%) 300 m, overcast (100%) 750 m";"10.0 and more";"19.0";
"19.08.2020 18:20";"20.0";"749.8";"750.1";"94";"Wind blowing from the south";"4";"";"Light rain";"";"Broken clouds (60-90%) 270 m, overcast (100%) 480 m";"10.0 and more";"19.0";
"19.08.2020 17:50";"20.0";"749.8";"750.1";"94";"Wind blowing from the south";"4";"";"Light drizzle";"";"Broken clouds (60-90%) 240 m, overcast (100%) 390 m";"4.7";"19.0";
"19.08.2020 17:20";"20.0";"749.8";"750.1";"88";"Wind blowing from the south";"4";"";"";"";"Broken clouds (60-90%) 300 m, broken clouds (60-90%) 480 m, overcast (100%) 810 m";"10.0 and more";"18.0";
"19.08.2020 16:50";"20.0";"749.8";"750.1";"88";"Wind blowing from the south-southeast";"4";"";"Light rain";"";"Scattered clouds (40-50%) 270 m, scattered clouds (40-50%) 690 m, broken clouds (60-90%) 870 m, cumulus congestus of great vertical extent";"10.0 and more";"18.0";
"19.08.2020 16:20";"20.0";"750.5";"750.8";"88";"Wind blowing from the south";"4";"";"Light rain";"Rain";"Scattered clouds (40-50%) 270 m, broken clouds (60-90%) 360 m, broken clouds (60-90%) 480 m, cumulonimbus clouds";"9.0";"18.0";
"19.08.2020 15:50";"20.0";"750.5";"750.8";"88";"Wind blowing from the south-southeast";"4";"";"Light rain";"Rain";"Broken clouds (60-90%) 330 m, broken clouds (60-90%) 570 m, overcast (100%) 1320 m, cumulus congestus of great vertical extent";"10.0 and more";"18.0";
"19.08.2020 15:20";"20.0";"750.5";"750.8";"88";"Wind blowing from the south-southeast";"5";"";"Light rain";"";"Broken clouds (60-90%) 300 m, broken clouds (60-90%) 540 m, broken clouds (60-90%) 810 m, cumulus congestus of great vertical extent";"7.0";"18.0";
"19.08.2020 14:50";"20.0";"751.2";"751.6";"88";"Wind blowing from the south-southeast";"5";"";"Light rain";"";"Broken clouds (60-90%) 300 m, broken clouds (60-90%) 510 m, overcast (100%) 1200 m, cumulus congestus of great vertical extent";"8.0";"18.0";
"19.08.2020 14:20";"20.0";"751.2";"751.6";"88";"Wind blowing from the south-southeast";"5";"";"Light rain";"";"Broken clouds (60-90%) 300 m, broken clouds (60-90%) 450 m, cumulus congestus of great vertical extent";"10.0 and more";"18.0";
"19.08.2020 13:50";"20.0";"751.2";"751.6";"88";"Wind blowing from the south-southeast";"5";"";"Light rain";"";"Scattered clouds (40-50%) 240 m, broken clouds (60-90%) 360 m, broken clouds (60-90%) 480 m";"6.0";"18.0";
"19.08.2020 13:20";"20.0";"751.2";"751.6";"88";"Wind blowing from the south-east";"5";"";"Light rain";"";"Broken clouds (60-90%) 240 m, broken clouds (60-90%) 570 m, overcast (100%) 1350 m";"6.0";"18.0";
"19.08.2020 12:50";"20.0";"751.9";"752.3";"88";"Wind blowing from the south-east";"5";"";"Light rain";"";"Scattered clouds (40-50%) 240 m, broken clouds (60-90%) 360 m, broken clouds (60-90%) 480 m";"8.0";"18.0";
"19.08.2020 12:20";"20.0";"751.9";"752.3";"88";"Wind blowing from the south-east";"5";"";"Light rain";"";"Scattered clouds (40-50%) 270 m, broken clouds (60-90%) 390 m, broken clouds (60-90%) 540 m";"6.0";"18.0";
"19.08.2020 11:50";"20.0";"751.9";"752.3";"88";"Wind blowing from the south-southeast";"6";"";"Light rain";"Rain";"Scattered clouds (40-50%) 210 m, broken clouds (60-90%) 360 m, overcast (100%) 990 m, cumulus congestus of great vertical extent";"10.0 and more";"18.0";
"19.08.2020 11:20";"20.0";"752.7";"753.1";"88";"Wind blowing from the south-east";"4";"";"Light rain, drizzle";"";"Scattered clouds (40-50%) 240 m, broken clouds (60-90%) 360 m, overcast (100%) 630 m";"4.9";"18.0";
"19.08.2020 10:50";"20.0";"752.7";"753.1";"88";"Wind blowing from the south-southeast";"5";"";"Light rain";"";"Broken clouds (60-90%) 330 m, overcast (100%) 450 m";"10.0 and more";"18.0";
"19.08.2020 10:20";"20.0";"752.7";"753.1";"88";"Wind blowing from the south-east";"4";"";"Light rain";"";"Few clouds (10-30%) 330 m, scattered clouds (40-50%) 540 m, broken clouds (60-90%) 720 m";"10.0 and more";"18.0";
"19.08.2020 09:50";"20.0";"753.5";"753.9";"88";"Wind blowing from the east-southeast";"3";"";"Light rain";"";"Broken clouds (60-90%) 390 m, broken clouds (60-90%) 1080 m, cumulus congestus of great vertical extent";"10.0 and more";"18.0";
"19.08.2020 09:20";"20.0";"753.5";"753.9";"88";"Wind blowing from the east-southeast";"3";"";"Light rain";"";"Scattered clouds (40-50%) 390 m, broken clouds (60-90%) 1110 m";"10.0 and more";"18.0";
"19.08.2020 08:50";"19.0";"753.5";"753.9";"88";"Wind blowing from the south-southeast";"3";"";"Light rain";"";"Few clouds (10-30%) 1380 m";"10.0 and more";"17.0";
"19.08.2020 08:20";"19.0";"753.5";"753.9";"88";"Wind blowing from the south-southeast";"3";"";"Light rain";"";"Broken clouds (60-90%) 360 m";"10.0 and more";"17.0";
"19.08.2020 07:50";"19.0";"753.5";"753.9";"88";"Wind blowing from the south-southeast";"3";"";"Light rain";"";"Scattered clouds (40-50%) 360 m";"10.0 and more";"17.0";
"19.08.2020 07:20";"19.0";"754.2";"754.6";"83";"Wind blowing from the south-east";"3";"";"";"";"Broken clouds (60-90%) 270 m";"10.0 and more";"16.0";
