# Weather station Prague / Vaclav Havel (airport), Czech Republic, WMO_ID=11518,selection from 03.04.2020 till 31.08.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=11518&lang=en
#
"Local time in Prague / Vaclav Havel (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.08.2020 19:00";"27.6";"733.0";"763.7";"-0.4";"34";"Wind blowing from the east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"31.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"40.0";"10.3";"No precipitation";"12";"";"";"";"";
"08.08.2020 18:00";"29.5";"733.0";"763.6";"-0.5";"29";"Wind blowing from the east-northeast";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"9.6";"No precipitation";"1";"";"";"";"";
"08.08.2020 17:00";"31.3";"733.1";"763.5";"-0.6";"26";"Wind blowing from the north";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"9.5";"No precipitation";"1";"";"";"";"";
"08.08.2020 16:00";"30.8";"733.4";"763.9";"-0.5";"30";"Wind blowing from the east-northeast";"3";"";"";"20–30%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"11.2";"No precipitation";"1";"";"";"";"";
"08.08.2020 15:00";"30.4";"733.5";"763.9";"-0.7";"33";"Wind blowing from the east";"3";"";"";"20–30%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"12.3";"No precipitation";"1";"";"";"";"";
"08.08.2020 14:00";"30.8";"733.7";"764.2";"-0.8";"30";"Wind blowing from the north-northeast";"2";"";"";"20–30%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"11.2";"No precipitation";"1";"";"";"";"";
"08.08.2020 13:00";"30.5";"733.9";"764.4";"-0.8";"32";"Wind blowing from the north-northeast";"1";"";"";"20–30%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"12.0";"No precipitation";"6";"";"";"";"";
"08.08.2020 12:00";"30.2";"734.2";"764.8";"-0.6";"35";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"13.1";"No precipitation";"1";"";"";"";"";
"08.08.2020 11:00";"28.4";"734.5";"765.1";"-0.4";"39";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"25.0";"13.1";"No precipitation";"1";"";"";"";"";
"08.08.2020 10:00";"27.2";"734.7";"765.5";"-0.1";"48";"Wind blowing from the north-northeast";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"25.0";"15.1";"No precipitation";"1";"";"";"";"";
"08.08.2020 09:00";"24.7";"734.8";"765.9";"0.2";"57";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"25.0";"15.6";"No precipitation";"1";"";"";"";"";
"08.08.2020 08:00";"22.6";"734.9";"766.2";"0.4";"65";"Wind blowing from the north-northwest";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus castellanus or floccus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"15.6";"No precipitation";"1";"";"";"";"";
"08.08.2020 07:00";"20.6";"734.8";"766.4";"0.6";"68";"Wind blowing from the north-northwest";"2";"";"";"10%  or less, but not 0";" ";"";"";"16.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus castellanus or floccus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"25.0";"14.4";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"14.0";"";"";
"08.08.2020 06:00";"18.8";"734.6";"766.3";"0.4";"75";"Wind blowing from the north";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus castellanus or floccus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"25.0";"14.2";"No precipitation";"1";"";"";"";"";
"08.08.2020 05:00";"16.8";"734.5";"766.4";"0.4";"81";"Wind blowing from the west-northwest";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus castellanus or floccus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"25.0";"13.4";"No precipitation";"1";"";"";"";"";
"08.08.2020 04:00";"16.9";"734.2";"766.2";"0.0";"80";"Wind blowing from the north";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus castellanus or floccus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"25.0";"13.4";"No precipitation";"1";"";"";"";"";
"08.08.2020 03:00";"18.0";"734.2";"766.0";"0.0";"77";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"30.0";"13.9";"No precipitation";"1";"";"";"";"";
"08.08.2020 02:00";"18.7";"734.1";"765.8";"-0.1";"74";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"35.0";"14.0";"No precipitation";"1";"";"";"";"";
"08.08.2020 01:00";"19.5";"734.2";"765.9";"0.0";"69";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"40.0";"13.6";"No precipitation";"6";"";"";"";"";
"08.08.2020 00:00";"19.1";"734.2";"765.9";"0.0";"74";"Wind blowing from the south";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"45.0";"14.4";"No precipitation";"1";"";"";"";"";
"07.08.2020 23:00";"23.5";"734.2";"765.4";"0.3";"53";"Wind blowing from the south-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"45.0";"13.3";"No precipitation";"1";"";"";"";"";
"07.08.2020 22:00";"23.5";"734.2";"765.4";"0.4";"52";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"45.0";"13.1";"No precipitation";"1";"";"";"";"";
"07.08.2020 21:00";"23.6";"734.2";"765.4";"0.4";"53";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"45.0";"13.4";"No precipitation";"1";"";"";"";"";
"07.08.2020 20:00";"25.0";"733.9";"765.0";"-0.1";"48";"Wind blowing from the east";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"45.0";"13.2";"No precipitation";"1";"";"";"";"";
"07.08.2020 19:00";"26.8";"733.8";"764.6";"-0.4";"45";"Wind blowing from the east-northeast";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"29.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"45.0";"13.7";"No precipitation";"12";"";"";"";"";
"07.08.2020 18:00";"28.3";"733.8";"764.5";"-0.7";"39";"Wind blowing from the east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"45.0";"13.0";"No precipitation";"1";"";"";"";"";
"07.08.2020 17:00";"29.1";"734.0";"764.6";"-0.5";"37";"Wind blowing from the east-northeast";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"1500-2000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"45.0";"12.9";"No precipitation";"1";"";"";"";"";
"07.08.2020 16:00";"29.2";"734.2";"764.8";"-0.5";"40";"Wind blowing from the east-southeast";"3";"";"";"20–30%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"40.0";"14.2";"No precipitation";"1";"";"";"";"";
"07.08.2020 15:00";"29.1";"734.5";"765.1";"-0.4";"41";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"14.5";"No precipitation";"1";"";"";"";"";
"07.08.2020 14:00";"28.5";"734.5";"765.1";"-0.6";"43";"variable wind direction";"2";"";"";"20–30%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"14.7";"No precipitation";"1";"";"";"";"";
"07.08.2020 13:00";"27.6";"734.7";"765.4";"-0.6";"47";"Wind blowing from the east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"15.3";"No precipitation";"6";"";"";"";"";
"07.08.2020 12:00";"27.1";"734.9";"765.7";"-0.5";"49";"Wind blowing from the north-northwest";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"15.6";"No precipitation";"1";"";"";"";"";
"07.08.2020 11:00";"25.6";"735.1";"766.1";"-0.3";"55";"Wind blowing from the south-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"15.9";"No precipitation";"1";"";"";"";"";
"07.08.2020 10:00";"24.6";"735.3";"766.4";"0.2";"61";"Wind blowing from the east-northeast";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"25.0";"16.6";"No precipitation";"1";"";"";"";"";
"07.08.2020 09:00";"23.0";"735.4";"766.6";"0.5";"66";"Wind blowing from the north-northeast";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"16.4";"No precipitation";"1";"";"";"";"";
"07.08.2020 08:00";"21.4";"735.4";"766.8";"0.6";"75";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"18.0";"16.8";"No precipitation";"1";"";"";"";"";
"07.08.2020 07:00";"19.7";"735.1";"766.8";"0.5";"81";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"12.0";"16.3";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"13.0";"";"";
"07.08.2020 06:00";"16.9";"734.9";"766.9";"0.3";"93";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"12.0";"15.8";"No precipitation";"1";"";"";"";"";
"07.08.2020 05:00";"14.6";"734.8";"767.1";"0.1";"94";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"12.0";"13.6";"No precipitation";"1";"";"";"";"";
"07.08.2020 04:00";"16.2";"734.6";"766.6";"-0.2";"93";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"15.0";"15.0";"No precipitation";"1";"";"";"";"";
"07.08.2020 03:00";"15.7";"734.6";"766.7";"-0.3";"91";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"15.0";"14.3";"No precipitation";"1";"";"";"";"";
"07.08.2020 02:00";"16.0";"734.7";"766.7";"-0.2";"90";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"20.0";"14.4";"No precipitation";"1";"";"";"";"";
"07.08.2020 01:00";"17.4";"734.8";"766.6";"0.1";"86";"Wind blowing from the north-northeast";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"15.0";"No precipitation";"6";"";"";"";"";
"07.08.2020 00:00";"17.7";"734.9";"766.8";"0.4";"85";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"25.0";"15.1";"No precipitation";"1";"";"";"";"";
"06.08.2020 23:00";"19.2";"734.9";"766.6";"0.6";"77";"Wind blowing from the east";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"15.1";"No precipitation";"1";"";"";"";"";
"06.08.2020 22:00";"18.9";"734.7";"766.4";"0.7";"80";"Wind blowing from the east";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"15.3";"No precipitation";"1";"";"";"";"";
"06.08.2020 21:00";"20.8";"734.5";"766.0";"0.7";"72";"Wind blowing from the east";"3";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"15.5";"No precipitation";"1";"";"";"";"";
"06.08.2020 20:00";"21.1";"734.3";"765.7";"0.7";"68";"Wind blowing from the east";"3";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"15.0";"No precipitation";"1";"";"";"";"";
"06.08.2020 19:00";"23.3";"734.0";"765.2";"0.3";"60";"Wind blowing from the east";"4";"";"";"20–30%.";" ";"";"";"";"26.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"50.0";"15.1";"No precipitation";"12";"";"";"";"";
"06.08.2020 18:00";"24.9";"733.8";"764.8";"-0.1";"54";"Wind blowing from the east";"4";"";"";"20–30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"70.0";"15.0";"No precipitation";"1";"";"";"";"";
