"# Weather station Lisbon, Portugal, WMO_ID=8579,selection from 03.04.2020 till 01.09.2020, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=8579&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Lisbon,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
21.07.2020 13:00,33.7,750.9,759.4,0.1,39,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,18.0,No precipitation,1,,,,
21.07.2020 12:00,32.7,750.7,759.2,0.2,39,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,17.1,0.1,6,,,,
21.07.2020 11:00,31.3,750.8,759.5,-0.2,41,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,16.7,No precipitation,1,,,,
21.07.2020 10:00,29.5,750.8,759.5,0.7,41,Wind blowing from the north-east,5,,,, ,,,,,,,,,,,15.0,No precipitation,1,,,,
21.07.2020 09:00,26.9,750.5,759.4,0.5,49,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,15.4,0.1,1,,,,
21.07.2020 08:00,25.0,751.0,759.9,0.6,57,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,16.0,No precipitation,1,,,,
21.07.2020 07:00,24.5,750.1,759.1,1.3,58,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,15.7,No precipitation,1,,,,
21.07.2020 06:00,23.6,750.0,759.0,1.1,62,Wind blowing from the east-northeast,2,,,, ,,,23.3,,,,,,,,15.9,1,12,,,,
21.07.2020 05:00,25.6,750.4,759.4,0.5,50,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,14.3,No precipitation,1,,,,
21.07.2020 04:00,27.1,748.8,757.6,-0.8,38,Wind blowing from the north,5,,,, ,,,,,,,,,,,11.6,No precipitation,1,,,,
21.07.2020 03:00,25.1,748.9,757.9,-1.4,49,Wind blowing from the north-northwest,6,,,, ,,,,,,,,,,,13.5,0.1,1,,,,
21.07.2020 02:00,23.6,749.9,759.1,0.2,56,Wind blowing from the north,6,,,, ,,,,,,,,,,,14.3,0.8,1,,,,
21.07.2020 01:00,29.5,749.6,758.4,-0.3,30,Wind blowing from the north,4,,,, ,,,,,,,,,,,10.0,No precipitation,1,,,,
21.07.2020 00:00,28.6,750.3,759.1,0.5,32,Wind blowing from the north,7,,,, ,,,,,,,,,,,10.3,0.1,6,,,,
20.07.2020 23:00,26.6,749.7,758.6,-0.1,41,Wind blowing from the north,3,,,, ,,,,,,,,,,,12.3,No precipitation,1,,,,
20.07.2020 22:00,27.6,749.9,758.8,0.1,37,Wind blowing from the north,4,,,, ,,,,,,,,,,,11.8,No precipitation,1,,,,
20.07.2020 21:00,28.4,749.8,758.7,0.4,37,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,12.4,No precipitation,12,,,,
20.07.2020 20:00,30.6,749.8,758.6,0.3,29,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,10.4,No precipitation,1,,,,
20.07.2020 19:00,32.6,749.8,758.5,0.0,23,Wind blowing from the north,3,,,, ,,,,,,,,,,,9.1,No precipitation,1,,,,
20.07.2020 18:00,34.6,749.4,758.0,-1.1,27,Wind blowing from the north-northeast,3,,,, ,,,,35.1,,,,,,,13.1,No precipitation,12,,,,
20.07.2020 17:00,33.7,749.5,758.1,-1.2,24,Wind blowing from the north,4,,,, ,,,,,,,,,,,10.5,No precipitation,1,,,,
20.07.2020 16:00,32.1,749.8,758.5,-1.0,37,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,15.6,No precipitation,1,,,,
20.07.2020 15:00,34.1,750.5,759.1,-0.8,36,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,16.8,No precipitation,1,,,,
20.07.2020 14:00,32.2,750.7,759.4,,41,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,17.5,No precipitation,1,,,,
20.07.2020 13:00,28.5,750.8,759.5,-0.7,52,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,17.8,No precipitation,1,,,,
20.07.2020 12:00,28.1,751.3,760.0,,50,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,16.8,No precipitation,6,,,,
20.07.2020 11:00,24.3,,,,60,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,16.1,No precipitation,1,,,,
20.07.2020 10:00,24.1,751.5,760.3,0.5,64,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,16.8,No precipitation,1,,,,
20.07.2020 09:00,23.6,,,,60,Wind blowing from the north,2,,,, ,,,,,,,,,,,15.3,No precipitation,1,,,,
20.07.2020 08:00,21.3,752.5,761.5,0.9,69,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,15.4,No precipitation,1,,,,
20.07.2020 07:00,19.9,751.0,760.1,,74,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,15.1,No precipitation,1,,,,
20.07.2020 06:00,18.0,750.7,759.9,-0.1,82,Wind blowing from the north-east,3,,,, ,,,17.7,,,,,,,,14.9,No precipitation,12,,,,
20.07.2020 05:00,18.4,751.6,760.7,0.6,81,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,15.0,No precipitation,1,,,,
20.07.2020 03:00,18.6,750.8,760.0,,80,Wind blowing from the north,2,,,, ,,,,,,,,,,,15.1,No precipitation,1,,,,
20.07.2020 02:00,18.8,751.0,760.2,,76,Wind blowing from the north,2,,,, ,,,,,,,,,,,14.4,No precipitation,1,,,,
20.07.2020 01:00,18.8,751.6,760.8,,78,Wind blowing from the west,1,,,, ,,,,,,,,,,,14.8,No precipitation,1,,,,
20.07.2020 00:00,18.3,,,,81,Wind blowing from the north,2,,,, ,,,,,,,,,,,15.0,No precipitation,6,,,,
19.07.2020 23:00,18.4,,,,80,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,14.9,No precipitation,1,,,,
19.07.2020 22:00,18.9,,,,79,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,15.1,No precipitation,1,,,,
19.07.2020 21:00,20.0,,,,74,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,15.1,No precipitation,12,,,,
19.07.2020 20:00,21.6,,,,67,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,15.1,No precipitation,1,,,,
19.07.2020 19:00,23.9,,,,59,Wind blowing from the north,3,,,, ,,,,,,,,,,,15.4,No precipitation,1,,,,
19.07.2020 13:00,26.2,,,,53,Wind blowing from the south-east,4,,,, ,,,,,,,,,,,15.9,No precipitation,1,,,,
19.07.2020 12:00,25.4,,,,59,Wind blowing from the east,3,,,, ,,,,,,,,,,,16.8,No precipitation,6,,,,
19.07.2020 11:00,23.8,,,,63,Wind blowing from the south,2,,,, ,,,,,,,,,,,16.4,No precipitation,1,,,,
19.07.2020 10:00,22.5,752.9,761.8,0.7,66,Wind blowing from the east,3,,,, ,,,,,,,,,,,15.8,No precipitation,1,,,,
19.07.2020 09:00,21.2,752.8,761.8,0.9,69,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,15.3,No precipitation,1,,,,
19.07.2020 08:00,19.1,752.6,761.7,0.7,80,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,15.6,No precipitation,1,,,,
19.07.2020 07:00,17.4,752.2,761.4,0.4,88,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,15.4,No precipitation,1,,,,
19.07.2020 06:00,16.5,751.9,761.1,0.1,92,Wind blowing from the north-west,2,,,, ,,,16.3,,,,,,,,15.1,No precipitation,12,,,,
19.07.2020 05:00,16.5,751.9,761.1,-0.1,92,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,15.2,No precipitation,1,,,,
19.07.2020 04:00,16.9,751.8,761.0,-0.4,89,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,15.1,No precipitation,1,,,,
19.07.2020 03:00,17.2,751.8,761.0,,88,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,15.2,No precipitation,1,,,,
19.07.2020 02:00,17.7,752.0,761.2,,87,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,15.5,No precipitation,1,,,,
19.07.2020 01:00,18.5,752.2,761.5,,84,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,15.7,No precipitation,1,,,,
19.07.2020 00:00,18.4,,,,84,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,15.6,No precipitation,6,,,,
18.07.2020 23:00,19.0,,,,82,Wind blowing from the west,2,,,, ,,,,,,,,,,,15.8,No precipitation,1,,,,
18.07.2020 22:00,19.8,,,,78,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,15.8,No precipitation,1,,,,
18.07.2020 21:00,22.1,,,,64,Wind blowing from the west,3,,,, ,,,,,,,,,,,15.0,No precipitation,12,,,,
18.07.2020 20:00,24.8,,,,49,Wind blowing from the west,2,,,, ,,,,,,,,,,,13.4,No precipitation,1,,,,
18.07.2020 19:00,25.1,,,,59,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,16.5,No precipitation,1,,,,
18.07.2020 18:00,28.1,,,,50,Wind blowing from the west-southwest,4,,,, ,,,,34.4,,,,,,,16.6,No precipitation,12,,,,
18.07.2020 17:00,29.1,,,,49,Wind blowing from the south-west,4,,,, ,,,,,,,,,,,17.3,No precipitation,1,,,,
18.07.2020 16:00,30.1,,,,43,Wind blowing from the south-west,5,,,, ,,,,,,,,,,,16.1,No precipitation,1,,,,
18.07.2020 15:00,30.4,,,,40,Wind blowing from the south-west,6,,,, ,,,,,,,,,,,15.2,No precipitation,1,,,,
18.07.2020 14:00,29.9,,,,44,Wind blowing from the south-west,6,,,, ,,,,,,,,,,,16.2,No precipitation,1,,,,
18.07.2020 13:00,33.0,,,,35,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,15.7,No precipitation,1,,,,
18.07.2020 12:00,31.5,,,,35,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,14.3,No precipitation,6,,,,
18.07.2020 11:00,32.2,,,,40,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,17.0,No precipitation,1,,,,
18.07.2020 10:00,29.0,751.3,760.0,0.6,50,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,17.4,No precipitation,1,,,,
18.07.2020 09:00,28.8,751.1,759.8,0.7,54,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,18.6,No precipitation,1,,,,
18.07.2020 08:00,27.3,751.0,759.7,0.8,50,Wind blowing from the east,1,,,, ,,,,,,,,,,,16.1,No precipitation,1,,,,
18.07.2020 07:00,24.7,750.7,759.6,,58,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,15.9,No precipitation,1,,,,
18.07.2020 06:00,23.4,750.4,759.4,0.1,52,"Calm, no wind",0,,,, ,,,22.8,,,,,,,,13.1,No precipitation,12,,,,
18.07.2020 05:00,23.2,750.2,759.3,-0.3,57,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,14.2,No precipitation,1,,,,
18.07.2020 03:00,24.5,750.3,759.3,,50,Wind blowing from the west,2,,,, ,,,,,,,,,,,13.3,No precipitation,1,,,,
18.07.2020 02:00,25.5,750.5,759.5,,41,"Calm, no wind",0,,,, ,,,,,,,,,,,11.4,No precipitation,1,,,,
18.07.2020 01:00,25.2,,,,44,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,11.9,No precipitation,1,,,,
18.07.2020 00:00,25.6,,,,43,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,12.1,No precipitation,6,,,,
17.07.2020 23:00,24.9,,,,49,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,13.4,No precipitation,1,,,,
17.07.2020 22:00,26.5,,,,44,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,13.4,No precipitation,1,,,,
17.07.2020 21:00,27.8,,,,41,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,13.2,No precipitation,12,,,,
17.07.2020 20:00,30.4,,,,30,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,10.8,No precipitation,1,,,,
17.07.2020 19:00,32.6,,,,26,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,10.6,No precipitation,1,,,,
17.07.2020 18:00,34.3,,,,22,Wind blowing from the north-west,2,,,, ,,,,37.5,,,,,,,9.9,No precipitation,12,,,,
17.07.2020 17:00,35.2,,,,22,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,10.2,No precipitation,1,,,,
17.07.2020 16:00,36.8,,,,21,Wind blowing from the west,4,,,, ,,,,,,,,,,,11.3,No precipitation,1,,,,
17.07.2020 15:00,36.8,,,,27,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,14.9,No precipitation,1,,,,
17.07.2020 14:00,34.8,,,,25,Wind blowing from the south-west,5,,,, ,,,,,,,,,,,12.0,No precipitation,1,,,,
17.07.2020 13:00,35.2,,,,27,Wind blowing from the south-west,4,,,, ,,,,,,,,,,,13.4,No precipitation,1,,,,
17.07.2020 12:00,36.2,,,,25,Wind blowing from the east,1,,,, ,,,,,,,,,,,13.3,No precipitation,6,,,,
17.07.2020 11:00,33.6,,,,26,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,11.6,No precipitation,1,,,,
17.07.2020 10:00,31.7,751.1,759.8,0.2,30,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,11.9,No precipitation,1,,,,
17.07.2020 09:00,31.0,,,,31,Wind blowing from the east,2,,,, ,,,,,,,,,,,12.0,No precipitation,1,,,,
17.07.2020 08:00,29.7,751.3,760.0,0.9,40,Wind blowing from the east,2,,,, ,,,,,,,,,,,14.8,No precipitation,1,,,,
17.07.2020 07:00,28.1,750.9,759.7,0.7,53,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,17.5,No precipitation,1,,,,
17.07.2020 06:00,26.1,750.6,759.5,0.2,40,Wind blowing from the north-east,2,,,, ,,,25.9,,,,,,,,11.5,No precipitation,12,,,,
17.07.2020 05:00,26.9,750.4,759.4,-0.2,32,"Calm, no wind",0,,,, ,,,,,,,,,,,9.0,No precipitation,1,,,,
17.07.2020 04:00,28.0,750.2,759.1,,29,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,8.3,No precipitation,1,,,,
17.07.2020 03:00,28.2,750.4,759.3,,28,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,8.1,No precipitation,1,,,,
17.07.2020 02:00,29.0,750.6,759.4,,27,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,7.9,No precipitation,1,,,,
17.07.2020 01:00,28.9,,,,27,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,8.1,No precipitation,1,,,,
17.07.2020 00:00,29.2,,,,27,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,8.3,No precipitation,6,,,,
16.07.2020 23:00,29.2,,,,27,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,8.3,No precipitation,1,,,,
16.07.2020 22:00,29.6,,,,28,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,9.1,No precipitation,1,,,,
16.07.2020 21:00,30.7,,,,26,Wind blowing from the north,4,,,, ,,,,,,,,,,,9.2,No precipitation,12,,,,
16.07.2020 20:00,32.3,,,,23,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,8.6,No precipitation,1,,,,
16.07.2020 19:00,34.3,,,,21,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,9.0,No precipitation,1,,,,
16.07.2020 18:00,36.3,750.7,759.2,-0.4,20,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,10.3,No precipitation,12,,,,
16.07.2020 17:00,37.1,,,,19,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,10.2,No precipitation,1,,,,
16.07.2020 16:00,38.1,,,,20,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,11.3,No precipitation,1,,,,
16.07.2020 15:00,39.2,751.1,759.6,,20,Wind blowing from the west,2,,,, ,,,,,,,,,,,12.4,No precipitation,1,,,,
16.07.2020 14:00,38.8,,,,19,Wind blowing from the east,2,,,, ,,,,,,,,,,,11.5,No precipitation,1,,,,
16.07.2020 13:00,37.1,,,,23,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,12.8,No precipitation,1,,,,
16.07.2020 12:00,35.2,,,,24,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,11.5,No precipitation,6,,,,
16.07.2020 11:00,33.7,,,,25,Wind blowing from the east,2,,,, ,,,,,,,,,,,11.0,No precipitation,1,,,,
16.07.2020 10:00,31.1,752.5,761.2,0.8,28,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,10.5,No precipitation,1,,,,
16.07.2020 09:00,30.3,,,,28,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,9.9,No precipitation,1,,,,
16.07.2020 08:00,29.2,752.1,760.9,1.1,33,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,11.4,No precipitation,1,,,,
16.07.2020 07:00,27.1,751.7,760.6,0.7,42,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,13.2,No precipitation,1,,,,
16.07.2020 06:00,28.3,751.3,760.3,0.3,27,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,7.6,No precipitation,12,,,,
16.07.2020 05:00,28.4,751.0,759.9,,26,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,7.0,No precipitation,1,,,,
16.07.2020 04:00,28.3,751.0,759.8,-0.1,28,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,8.1,No precipitation,1,,,,
16.07.2020 03:00,28.4,751.0,759.9,,31,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,9.6,No precipitation,1,,,,
16.07.2020 01:00,27.9,751.1,760.0,,35,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,10.9,No precipitation,1,,,,
16.07.2020 00:00,28.4,,,,34,Wind blowing from the north,2,,,, ,,,,,,,,,,,10.9,No precipitation,6,,,,
15.07.2020 23:00,28.8,,,,33,Wind blowing from the north,3,,,, ,,,,,,,,,,,10.9,No precipitation,1,,,,
15.07.2020 22:00,28.6,,,,33,Wind blowing from the north,3,,,, ,,,,,,,,,,,10.9,No precipitation,1,,,,
15.07.2020 21:00,29.4,,,,31,Wind blowing from the north,6,,,, ,,,,,,,,,,,10.4,No precipitation,12,,,,
15.07.2020 20:00,29.0,,,,32,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,10.8,No precipitation,1,,,,
15.07.2020 19:00,31.1,,,,31,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,11.9,No precipitation,1,,,,
15.07.2020 18:00,32.5,,,,31,Wind blowing from the north-west,3,,,, ,,,,34.8,,,,,,,13.4,No precipitation,12,,,,
15.07.2020 17:00,33.4,,,,32,Wind blowing from the west,5,,,, ,,,,,,,,,,,14.4,No precipitation,1,,,,
15.07.2020 16:00,31.8,750.9,759.5,,34,Wind blowing from the west-southwest,6,,,, ,,,,,,,,,,,14.1,No precipitation,1,,,,
15.07.2020 15:00,32.4,751.0,759.5,,34,Wind blowing from the south-west,5,,,, ,,,,,,,,,,,14.8,No precipitation,1,,,,
15.07.2020 14:00,34.4,,,,31,Wind blowing from the south-west,3,,,, ,,,,,,,,,,,14.9,No precipitation,1,,,,
15.07.2020 13:00,33.6,,,,32,Wind blowing from the east,2,,,, ,,,,,,,,,,,14.5,No precipitation,1,,,,
15.07.2020 12:00,31.2,,,,37,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,,15.0,No precipitation,6,,,,
15.07.2020 11:00,28.6,,,,44,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,15.0,No precipitation,1,,,,
15.07.2020 10:00,26.3,751.5,760.3,1.1,49,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,14.6,No precipitation,1,,,,
15.07.2020 09:00,23.6,,,,57,Wind blowing from the east-northeast,5,,,, ,,,,,,,,,,,14.6,No precipitation,1,,,,
15.07.2020 08:00,22.4,750.8,759.7,1.0,64,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,15.2,No precipitation,1,,,,
15.07.2020 07:00,20.7,750.4,759.4,,69,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,14.8,No precipitation,1,,,,
15.07.2020 06:00,18.5,750.1,759.1,0.3,75,Wind blowing from the north,3,,,, ,,,18.1,,,,,,,,13.9,No precipitation,12,,,,
15.07.2020 05:00,18.2,749.8,758.8,-0.2,76,Wind blowing from the north,3,,,, ,,,,,,,,,,,13.8,No precipitation,1,,,,
15.07.2020 03:00,18.6,749.8,758.8,-0.9,73,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,13.7,No precipitation,1,,,,
15.07.2020 02:00,18.5,750.0,759.1,-0.9,75,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,14.0,No precipitation,1,,,,
15.07.2020 01:00,18.8,750.2,759.3,-1.0,75,Wind blowing from the north,5,,,, ,,,,,,,,,,,14.3,No precipitation,1,,,,
15.07.2020 00:00,18.8,750.7,759.7,-0.2,76,Wind blowing from the north,2,,,, ,,,,,,,,,,,14.4,No precipitation,6,,,,
14.07.2020 23:00,18.9,750.9,760.0,-0.3,75,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,14.3,No precipitation,1,,,,
14.07.2020 22:00,18.8,751.2,760.3,0.3,73,Wind blowing from the north,4,,,, ,,,,,,,,,,,13.9,No precipitation,1,,,,
14.07.2020 21:00,19.8,750.9,760.0,0.5,68,Wind blowing from the north,6,,,, ,,,,,,,,,,,13.7,No precipitation,12,,,,
14.07.2020 20:00,20.7,751.2,760.3,0.6,64,Wind blowing from the north,4,,,, ,,,,,,,,,,,13.6,No precipitation,1,,,,
14.07.2020 19:00,22.4,750.9,759.9,0.0,57,Wind blowing from the north,4,,,, ,,,,,,,,,,,13.4,No precipitation,1,,,,
14.07.2020 18:00,24.7,750.4,759.3,-0.9,45,Wind blowing from the north,3,,,, ,,,,,,,,,,,12.0,No precipitation,12,,,,
14.07.2020 17:00,26.0,750.6,759.4,,40,Wind blowing from the north-northwest,6,,,, ,,,,,,,,,,,11.4,No precipitation,1,,,,
14.07.2020 16:00,28.2,750.9,759.7,-1.0,37,Wind blowing from the north-northwest,7,,,, ,,,,,,,,,,,12.2,No precipitation,1,,,,
14.07.2020 15:00,28.3,751.3,760.1,,38,Wind blowing from the north-northwest,7,,,, ,,,,,,,,,,,12.6,No precipitation,1,,,,
14.07.2020 14:00,29.9,,,,39,Wind blowing from the north-northwest,7,,,, ,,,,,,,,,,,14.5,No precipitation,1,,,,
14.07.2020 13:00,30.6,751.9,760.5,,39,Wind blowing from the north-northwest,6,,,, ,,,,,,,,,,,15.0,No precipitation,1,,,,
14.07.2020 07:00,23.8,752.4,761.3,0.3,56,Wind blowing from the north,2,,,, ,,,,,,,,,,,14.5,,,,,,
14.07.2020 06:00,22.1,752.2,761.3,-0.2,62,Wind blowing from the north-northwest,6,,,, ,,,20.6,,,,,,,,14.4,No precipitation,12,,,,
14.07.2020 05:00,21.5,752.2,761.2,-0.3,65,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,14.6,No precipitation,1,,,,
14.07.2020 04:00,21.5,752.1,761.2,-1.0,67,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,15.2,No precipitation,1,,,,
14.07.2020 03:00,23.0,752.4,761.4,-0.9,62,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,15.2,No precipitation,1,,,,
14.07.2020 02:00,23.5,752.5,761.5,-1.0,60,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,15.2,No precipitation,1,,,,
14.07.2020 01:00,23.9,753.1,762.1,-0.3,59,Wind blowing from the north,3,,,, ,,,,,,,,,,,15.4,No precipitation,1,,,,
14.07.2020 00:00,25.0,753.3,762.3,0.2,54,Wind blowing from the north,3,,,, ,,,,,,,,,,,15.1,No precipitation,6,,,,
13.07.2020 23:00,24.9,753.5,762.5,0.5,55,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,15.3,No precipitation,1,,,,
13.07.2020 22:00,25.8,753.4,762.4,0.5,52,Wind blowing from the north,3,,,, ,,,,,,,,,,,15.3,No precipitation,1,,,,
13.07.2020 21:00,25.6,753.1,762.1,0.3,55,Wind blowing from the north-northwest,6,,,, ,,,,,,,,,,,15.8,No precipitation,12,,,,
13.07.2020 20:00,27.2,753.0,761.8,0.2,52,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,16.4,No precipitation,1,,,,
13.07.2020 19:00,29.1,752.9,761.8,0.0,45,Wind blowing from the north-northwest,6,,,, ,,,,,,,,,,,15.9,No precipitation,1,,,,
13.07.2020 18:00,31.5,752.8,761.5,-0.3,40,Wind blowing from the north-northwest,6,,,, ,,,,37.3,,,,,,,16.3,No precipitation,12,,,,
13.07.2020 17:00,32.2,752.8,761.4,-0.6,39,Wind blowing from the north-northwest,6,,,, ,,,,,,,,,,,16.4,No precipitation,1,,,,
13.07.2020 16:00,34.9,752.9,761.5,-0.8,32,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,15.9,No precipitation,1,,,,
13.07.2020 15:00,36.3,753.1,761.7,-1.2,29,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,15.7,No precipitation,1,,,,
13.07.2020 14:00,36.5,753.4,761.9,,29,Wind blowing from the north,4,,,, ,,,,,,,,,,,15.8,No precipitation,1,,,,
13.07.2020 13:00,36.0,753.7,762.4,,31,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,16.4,No precipitation,1,,,,
13.07.2020 12:00,34.3,754.3,762.9,-0.1,33,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,16.0,No precipitation,6,,,,
13.07.2020 11:00,33.3,,,,37,Wind blowing from the east,3,,,, ,,,,,,,,,,,16.9,No precipitation,1,,,,
13.07.2020 10:00,32.9,,,,41,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,17.8,No precipitation,1,,,,
13.07.2020 09:00,30.1,754.4,763.1,0.8,51,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,18.8,No precipitation,1,,,,
13.07.2020 08:00,26.8,,,,60,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,18.5,No precipitation,1,,,,
13.07.2020 07:00,24.5,754.0,762.9,0.9,67,Wind blowing from the east,2,,,, ,,,,,,,,,,,18.0,No precipitation,1,,,,
13.07.2020 06:00,22.8,753.6,762.6,0.5,66,Wind blowing from the east-northeast,2,,,, ,,,22.5,,,,,,,,16.1,No precipitation,12,,,,
13.07.2020 05:00,22.9,753.4,762.5,0.3,57,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,13.8,No precipitation,1,,,,
13.07.2020 04:00,23.7,753.1,762.2,-0.3,50,Wind blowing from the north,1,,,, ,,,,,,,,,,,12.7,No precipitation,1,,,,
13.07.2020 03:00,24.1,753.1,762.1,,46,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,11.8,No precipitation,1,,,,
13.07.2020 02:00,24.8,753.1,762.1,,45,Wind blowing from the north,2,,,, ,,,,,,,,,,,11.9,No precipitation,1,,,,
13.07.2020 01:00,23.9,753.4,762.5,,50,Wind blowing from the north,2,,,, ,,,,,,,,,,,12.7,No precipitation,1,,,,
13.07.2020 00:00,23.9,,,,54,Wind blowing from the north,1,,,, ,,,,,,,,,,,13.9,No precipitation,6,,,,
