# Weather station Warsaw / Okecie (airport), Poland, WMO_ID=12375,selection from 03.04.2020 till 31.08.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=12375&lang=en
#
"Local time in Warsaw / Okecie (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"07.08.2020 19:00";"26.9";"757.9";"767.1";"-0.3";"50";"Wind blowing from the north-northeast";"3";"";"";"10%  or less, but not 0";" ";"";"";"21.9";"30.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"15.6";"No precipitation";"12";"";"";"";"";
"07.08.2020 18:00";"28.1";"757.8";"766.9";"-0.7";"48";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"35.0";"16.1";"";"";"";"";"";"";
"07.08.2020 17:00";"29.4";"757.9";"767.1";"-0.8";"44";"Wind blowing from the east-northeast";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"15.9";"";"";"";"";"";"";
"07.08.2020 16:00";"30.0";"758.2";"767.3";"-0.7";"43";"Wind blowing from the north-east";"3";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"16.1";"";"";"";"";"";"";
"07.08.2020 15:00";"30.3";"758.5";"767.6";"-0.6";"44";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"16.7";"";"";"";"";"";"";
"07.08.2020 14:00";"30.1";"758.7";"767.8";"-0.6";"44";"Wind blowing from the east-northeast";"4";"";"";"40%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"16.5";"";"";"";"";"";"";
"07.08.2020 13:00";"28.9";"758.9";"768.1";"-0.5";"47";"Wind blowing from the east-northeast";"3";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1500-2000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"16.5";"No precipitation";"6";"";"";"";"";
"07.08.2020 12:00";"28.8";"759.1";"768.2";"-0.4";"51";"Wind blowing from the east-northeast";"4";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1500-2000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"17.7";"";"";"";"";"";"";
"07.08.2020 11:00";"29.0";"759.3";"768.4";"-0.4";"50";"Wind blowing from the east";"4";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"17.5";"";"";"";"";"";"";
"07.08.2020 10:00";"27.9";"759.4";"768.7";"-0.2";"55";"Wind blowing from the east";"5";"";"";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"35.0";"18.0";"";"";"";"";"";"";
"07.08.2020 09:00";"26.4";"759.5";"768.7";"0.1";"62";"Wind blowing from the east";"4";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"35.0";"18.5";"";"";"";"";"";"";
"07.08.2020 08:00";"23.9";"759.7";"769.0";"0.6";"68";"Wind blowing from the east-northeast";"3";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"35.0";"17.6";"";"";"";"";"";"";
"07.08.2020 07:00";"21.9";"759.6";"769.0";"0.6";"71";"Wind blowing from the east";"3";"";"";"10%  or less, but not 0";" ";"";"";"18.6";"25.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"16.4";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"17.0";"";"";
"07.08.2020 06:00";"19.9";"759.4";"768.8";"0.6";"77";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"15.7";"";"";"";"";"";"";
"07.08.2020 05:00";"18.8";"759.1";"768.7";"0.2";"80";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"15.3";"";"";"";"";"";"";
"07.08.2020 04:00";"19.2";"759.0";"768.4";"0.2";"76";"Wind blowing from the east";"2";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"14.9";"";"";"";"";"";"";
"07.08.2020 03:00";"19.4";"758.8";"768.3";"0.0";"74";"Wind blowing from the east-southeast";"2";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"14.6";"";"";"";"";"";"";
"07.08.2020 02:00";"19.9";"758.9";"768.4";"0.1";"72";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"14.7";"";"";"";"";"";"";
"07.08.2020 01:00";"20.0";"758.8";"768.3";"0.2";"70";"Wind blowing from the east-northeast";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"14.4";"No precipitation";"6";"";"";"";"";
"07.08.2020 00:00";"20.9";"758.8";"768.2";"0.3";"66";"Wind blowing from the east-northeast";"3";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"14.3";"";"";"";"";"";"";
"06.08.2020 23:00";"21.5";"758.8";"768.2";"0.6";"64";"Wind blowing from the east-northeast";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"35.0";"14.4";"";"";"";"";"";"";
"06.08.2020 22:00";"22.5";"758.6";"768.0";"0.7";"61";"Wind blowing from the east-northeast";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"35.0";"14.6";"";"";"";"";"";"";
"06.08.2020 21:00";"23.3";"758.5";"767.8";"0.8";"60";"Wind blowing from the north-east";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"15.1";"";"";"";"";"";"";
"06.08.2020 20:00";"24.0";"758.2";"767.5";"0.6";"58";"Wind blowing from the north-east";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"15.2";"";"";"";"";"";"";
"06.08.2020 19:00";"25.4";"757.9";"767.1";"0.1";"53";"Wind blowing from the north-east";"4";"";"";"10%  or less, but not 0";" ";"";"";"18.5";"27.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"15.1";"No precipitation";"12";"";"";"";"";
"06.08.2020 18:00";"26.8";"757.7";"766.9";"-0.2";"50";"Wind blowing from the north-east";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"15.5";"";"";"";"";"";"";
"06.08.2020 17:00";"27.4";"757.6";"766.9";"-0.5";"48";"Wind blowing from the east-northeast";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"15.4";"";"";"";"";"";"";
"06.08.2020 16:00";"27.4";"757.8";"767.0";"-0.5";"50";"Wind blowing from the north-east";"6";"";"";"20–30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"16.1";"";"";"";"";"";"";
"06.08.2020 15:00";"27.1";"757.9";"767.1";"-0.6";"50";"Wind blowing from the north-northeast";"6";"";"";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"15.8";"";"";"";"";"";"";
"06.08.2020 14:00";"27.0";"758.1";"767.3";"-0.5";"50";"Wind blowing from the north-northeast";"5";"";"";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"15.7";"";"";"";"";"";"";
"06.08.2020 13:00";"26.2";"758.3";"767.5";"-0.4";"53";"Wind blowing from the north-east";"5";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"35.0";"15.9";"No precipitation";"6";"";"";"";"";
"06.08.2020 12:00";"25.6";"758.5";"767.8";"-0.2";"53";"Wind blowing from the north-east";"5";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"35.0";"15.3";"";"";"";"";"";"";
"06.08.2020 11:00";"24.6";"758.6";"767.9";"0.1";"54";"Wind blowing from the north-east";"5";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"14.7";"";"";"";"";"";"";
"06.08.2020 10:00";"23.9";"758.7";"768.0";"0.3";"56";"Wind blowing from the east-northeast";"5";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"14.6";"";"";"";"";"";"";
"06.08.2020 09:00";"22.3";"758.7";"768.1";"0.5";"61";"Wind blowing from the east-northeast";"3";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"14.4";"";"";"";"";"";"";
"06.08.2020 08:00";"20.3";"758.5";"767.9";"0.6";"64";"Wind blowing from the east-northeast";"3";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"13.3";"";"";"";"";"";"";
"06.08.2020 07:00";"18.5";"758.4";"767.9";"0.7";"66";"Wind blowing from the east-northeast";"3";"";"";"60%.";" ";"";"";"15.7";"20.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"12.0";"No precipitation";"12";"Surface of ground moist.";"13.0";"";"";
"06.08.2020 06:00";"16.4";"758.2";"767.7";"0.6";"72";"Wind blowing from the east-northeast";"3";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"11.3";"";"";"";"";"";"";
"06.08.2020 05:00";"15.9";"757.9";"767.5";"0.5";"72";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"10.9";"";"";"";"";"";"";
"06.08.2020 04:00";"15.9";"757.7";"767.3";"0.4";"72";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"10.9";"";"";"";"";"";"";
"06.08.2020 03:00";"16.0";"757.6";"767.2";"0.4";"72";"Wind blowing from the north-east";"4";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"11.0";"";"";"";"";"";"";
"06.08.2020 02:00";"16.0";"757.4";"766.9";"0.3";"73";"Wind blowing from the north-east";"4";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"11.2";"";"";"";"";"";"";
"06.08.2020 01:00";"16.3";"757.3";"766.9";"0.4";"74";"Wind blowing from the north-east";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"11.7";"No precipitation";"6";"";"";"";"";
"06.08.2020 00:00";"16.7";"757.2";"766.7";"0.5";"79";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"13.0";"";"";"";"";"";"";
"05.08.2020 23:00";"16.6";"757.1";"766.6";"0.7";"80";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"13.1";"";"";"";"";"";"";
"05.08.2020 22:00";"17.6";"756.9";"766.4";"0.8";"73";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"12.7";"";"";"";"";"";"";
"05.08.2020 21:00";"18.3";"756.7";"766.2";"1.0";"70";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"12.7";"";"";"";"";"";"";
"05.08.2020 20:00";"20.0";"756.4";"765.9";"0.9";"58";"Wind blowing from the east-northeast";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"11.5";"";"";"";"";"";"";
"05.08.2020 19:00";"20.8";"756.1";"765.4";"0.6";"57";"Wind blowing from the east";"2";"";"";"20–30%.";" ";"";"";"14.0";"23.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"35.0";"12.0";"No precipitation";"12";"";"";"";"";
