,Action 1,Action 2,Action 3,Action 4,Action 5,Action 6,Action 7,Action 8,Action 9,Action 10,Action 11,Action 12,Action 13,Action 14,Action 15,Action 16,Action 17,Action 18,Action 19,Action 20,Action to Next Point
4328,-2,-3,-3,0,0,1,0,-2,-2,-2,-1,2,2,3,2,2,-1,-2,0,1,1
4329,1,-2,2,1,2,-1,-2,-2,-1,2,2,1,-1,-1,-3,-2,0,2,2,2,1
4330,2,-2,-2,-2,1,2,3,3,-2,0,0,-1,3,2,2,0,-3,-1,-1,1,1
4331,1,2,1,-1,-2,-3,-2,0,2,1,1,0,-2,0,1,2,2,1,-2,0,1
4332,1,0,-1,1,2,3,-1,-1,-1,-2,0,2,1,1,-2,-2,-3,-2,0,1,1
4333,2,2,2,-1,-2,-1,-2,-1,-3,-1,1,0,3,2,-1,-2,-2,2,2,2,1
4334,-3,-3,-2,0,2,2,0,-1,-2,2,2,2,2,-2,-2,-3,-2,2,2,2,1
4335,2,0,-3,-3,-2,0,2,-2,-3,-3,-2,2,3,3,3,-3,-3,-3,0,2,1
4336,-1,-2,-1,1,1,2,2,2,0,-2,-2,2,2,2,0,-1,-2,-1,1,2,1
4337,2,1,-2,-2,1,2,2,1,-2,-3,0,2,3,3,3,2,-3,-3,1,2,1
4338,1,-1,-1,-2,-1,1,1,2,-1,-1,-1,1,2,2,2,1,-2,-2,-2,2,1
4339,2,0,-1,-2,-2,2,1,1,0,-2,-2,0,2,2,1,-2,1,-3,-2,0,1
4340,2,0,-1,0,2,2,3,2,1,1,1,-1,3,2,-2,-2,-3,-3,2,2,1
4341,3,3,-1,1,0,0,0,1,0,-1,-1,-1,2,3,3,0,-2,-2,-2,1,1
4342,-3,-3,-3,-3,-2,2,2,-1,-2,-2,-2,0,0,3,2,-2,-2,-1,0,1,1
4343,-1,2,2,2,1,1,1,0,-2,-2,-1,-1,-1,-1,2,2,1,-1,-2,-2,1
4344,-2,-2,-1,2,2,1,-1,-2,-2,-2,-1,1,1,-1,-2,-2,-1,0,2,2,1
4345,2,2,-1,-2,-2,-2,-2,0,0,-2,-2,-2,-1,2,2,2,2,1,-2,-1,1
4346,-1,-1,-1,-2,0,2,1,1,-2,-2,-3,-2,0,1,1,-2,-2,-2,-2,0,1
4347,1,-2,0,-3,-1,1,1,2,0,-2,-1,1,1,2,2,1,1,0,1,2,1
4348,-2,-2,2,0,0,-1,-1,-1,0,0,0,-1,-1,-1,2,2,2,2,-1,-2,1
4349,-2,-3,1,2,3,2,2,-2,-3,1,2,2,2,0,-2,-2,-2,2,2,2,1
4350,1,-1,-2,-1,1,2,2,-1,-1,-1,2,2,2,1,-1,-3,-2,-2,-1,0,1
4351,-3,-3,-3,2,3,2,2,-2,-2,-2,1,3,2,1,-3,-3,-3,1,2,2,1
4352,3,3,-2,-3,-3,-3,2,3,3,3,-3,-3,-3,-3,2,3,3,-2,-3,-2,1
4353,3,3,3,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,2,2,1,0,-3,1
4354,-3,-2,-2,-1,0,1,-1,-2,-2,-2,1,2,2,1,-1,-1,1,1,3,2,1
4355,-3,-3,-3,-1,2,2,1,-2,-3,-2,-2,-1,-1,-1,1,-3,-2,0,1,2,1
4356,-2,-2,-2,-2,2,2,1,-2,-3,-2,-2,2,3,-1,-2,-2,-1,2,2,2,1
4357,1,2,-1,-2,-2,-2,0,2,2,-1,-2,-2,-2,1,1,1,-1,-1,-2,-1,1
4358,2,2,1,0,2,2,2,2,-2,-2,-2,-1,0,1,-1,-2,-2,-2,-2,0,1
4359,0,0,0,-1,-1,-1,2,2,2,2,-1,-2,1,2,3,-1,-2,-2,-2,0,1
4360,1,2,0,1,1,1,1,1,-2,2,-3,-1,-2,1,1,2,-1,-2,-2,-2,1
4361,1,3,1,0,-2,-2,0,1,2,0,-1,-1,-1,1,1,0,0,-3,-2,-2,1
4362,-3,-3,-3,-3,-3,-3,-3,2,2,0,1,1,2,2,3,2,1,-3,-3,-3,1
4363,3,3,3,-2,-3,-2,-1,3,3,2,1,-3,-3,-1,2,3,1,-2,-3,-3,1
4364,-2,-2,0,2,2,0,-2,-2,-1,1,2,2,0,-2,-3,-2,-2,1,2,1,1
4365,-1,-2,-2,-2,1,2,0,0,-2,-2,-2,1,2,2,0,-1,-2,-2,1,2,1
4366,-2,-3,-2,1,2,1,-1,-2,-3,-2,0,2,1,1,0,-2,0,1,2,2,1
4367,2,2,-2,-2,-3,-2,2,2,2,1,-2,-2,-1,2,2,1,-2,-2,-2,-1,1
4368,3,2,2,-2,-2,-2,1,3,2,1,-3,-3,-3,1,2,2,1,-1,-2,-1,1
4369,-3,-3,-2,2,3,2,2,0,-3,-3,2,2,2,-1,-2,-3,0,-2,0,1,1
4370,3,2,2,-3,-3,-3,-3,-2,0,1,-3,-3,-3,-1,1,0,-2,-2,-2,-2,1
4371,1,1,1,-2,-2,-2,-2,-1,2,2,2,2,-2,-2,-1,1,2,-2,0,-3,1
4372,3,3,2,-3,-3,1,2,1,-1,-3,-3,-1,-2,1,2,1,1,-2,-2,-2,1
4373,-1,-2,-2,-2,1,2,0,0,-2,-2,-2,1,2,2,0,-1,-2,-2,1,2,1
4374,0,1,-3,-3,-3,0,0,-2,-1,-3,-3,-3,1,2,2,2,1,0,0,0,1
4375,2,-1,-2,-2,-2,-1,1,1,2,-1,-2,1,-1,3,2,2,-2,-2,-2,-1,1
4376,3,3,0,-2,-2,-2,1,1,2,1,-3,-3,-3,2,3,2,2,-2,-2,-2,1
4377,2,2,-1,-1,-1,2,2,2,1,-1,-3,-2,-2,-1,0,1,-1,-2,-2,-2,1
4378,-2,-2,-3,-3,-2,2,2,2,-1,-1,-2,2,2,2,-1,-2,-3,-2,0,2,1
4379,-1,-1,-1,-2,0,2,1,1,-2,-2,-3,-2,0,1,1,-2,-2,-2,-2,0,1
4380,3,0,3,-2,-3,0,-1,2,1,1,-2,-2,1,2,2,-1,1,-3,-2,0,1
4381,1,3,2,0,-2,-2,1,2,3,2,2,-3,-3,-2,-1,1,2,1,0,-2,1
4382,1,-3,-3,-2,3,3,3,3,-2,-3,-3,2,2,2,-1,-3,-3,-2,-1,1,1
4383,3,3,0,-2,-2,-2,1,1,2,1,-3,-3,-3,2,3,2,2,-2,-2,-2,1
4384,2,2,3,-1,2,-1,-1,-1,-1,-1,3,3,3,3,-3,-3,-3,-3,-2,3,1
4385,2,0,-2,-2,1,0,3,2,-1,-1,-1,2,2,2,-1,-2,-2,-2,-1,1,1
4386,-2,-3,-3,-2,2,3,3,3,-3,-3,-3,0,2,1,-2,-2,-3,-2,-1,1,1
4387,1,-1,-1,-2,-1,1,1,2,2,2,0,-2,-2,2,2,2,0,-1,-2,-1,1
4388,2,2,2,3,3,0,-3,-3,-3,-1,0,1,2,2,0,-2,-2,1,2,2,1
4389,3,3,-2,-3,-3,-3,-3,2,0,1,-3,-3,-3,0,0,-2,-1,-3,-3,-3,1
4390,0,3,2,1,-2,-1,0,0,3,2,1,-2,0,-2,2,2,2,1,-2,-2,1
4391,-2,-2,-2,0,2,2,-1,-2,-2,-2,1,1,1,-1,-1,-2,-1,1,2,1,1
4392,-3,-3,-3,-3,-3,-3,-2,-2,-3,-3,1,-2,-2,-2,-3,-2,-3,-3,0,0,1
4393,2,1,-1,-2,-1,-1,2,2,1,0,-3,-2,-2,0,1,0,-2,-2,-2,-2,1
4394,-1,1,2,-1,-2,-1,-1,3,2,2,-2,-2,-3,1,2,3,2,2,-2,-3,1
4395,3,1,-2,0,-3,-1,2,3,3,3,-2,-2,-3,-3,1,-2,0,-3,1,-1,1
4396,-2,-2,-2,-1,0,2,2,2,-1,0,1,2,2,2,2,1,-1,-2,-1,2,1
4397,2,2,0,-2,-2,-2,2,2,2,1,-2,-3,-2,1,2,3,0,-2,-2,-2,1
4398,-2,-1,-1,0,2,2,1,-2,-2,-1,0,2,2,1,0,-2,-1,0,2,1,1
4399,-2,-2,-2,-2,2,3,2,2,0,-3,-2,2,2,2,0,-2,-2,-2,-2,-1,1
4400,-2,-2,1,1,1,1,0,0,0,1,1,3,3,2,2,-3,-3,1,2,3,3
4401,-2,-2,-1,2,3,3,-2,-2,-3,-2,-2,3,3,1,-2,0,-3,-1,2,3,3
4402,3,0,-2,-2,-2,1,1,2,1,-3,-3,-3,2,3,2,2,-2,-2,-2,1,3
4403,3,2,1,0,-1,-1,2,2,2,1,-2,-2,1,2,2,1,-2,-3,0,2,3
4404,0,-2,-3,-2,-2,1,2,1,1,0,1,2,2,2,-2,-2,-2,-2,2,1,3
4405,-1,-1,3,3,3,2,-2,-3,-3,-3,-1,-1,-3,-3,-2,0,2,3,3,3,3
4406,3,-2,0,0,-1,3,2,2,0,-3,-1,-1,1,1,-2,-2,-3,-3,3,3,3
4407,-1,-2,-3,-2,-2,-2,2,2,-2,-2,-2,2,2,2,2,1,-2,-2,2,3,3
4408,2,0,-2,-2,-2,2,2,2,1,-2,-3,-2,1,2,3,0,-2,-2,-2,1,3
4409,3,2,-2,-1,-1,3,3,3,2,-2,-3,-3,-3,-1,-1,-3,-3,-2,0,2,3
4410,1,-2,-3,-3,2,2,3,3,-1,1,0,0,0,1,0,-1,-1,-1,2,3,3
4411,0,-1,-3,-2,2,2,3,1,-2,-2,-1,2,3,2,1,-1,-3,-2,-2,3,3
4412,-2,-2,-2,-2,0,2,2,2,-2,-2,-2,-1,-1,3,2,-1,-2,-2,-2,3,3
4413,-3,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,-2,2,2,-1,-2,-2,-2,0,0,3
4414,-3,-3,2,2,2,1,-1,-2,-2,-1,2,2,2,1,-1,-2,3,3,3,3,3
4415,1,0,1,1,1,0,0,2,2,2,2,3,-1,2,-1,-1,-1,-1,-1,3,3
4416,-2,-3,-2,-2,-2,3,3,3,-2,-3,-2,-1,3,3,2,1,-3,-3,-1,2,3
4417,-1,-1,-1,-1,2,2,1,-1,-2,-2,1,1,1,1,0,0,0,1,1,3,3
4418,1,1,-2,-2,-2,2,1,2,0,-2,-2,1,2,2,2,-2,-2,-2,3,3,3
4419,-2,-3,-2,-2,2,3,2,-2,-3,-3,1,2,2,1,-2,-3,-3,2,2,3,3
4420,-1,-3,-2,-2,3,3,2,-1,-2,-3,-2,-1,2,2,1,-2,-1,-1,2,3,3
4421,2,2,-1,-2,1,2,3,-1,-2,-2,-2,0,1,1,1,0,0,-1,1,2,3
4422,0,-3,-3,-3,-1,0,1,2,2,0,-2,-2,1,2,2,1,-1,-2,3,3,3
4423,-1,-2,-2,-2,-2,0,2,2,2,-2,-2,-2,-1,-1,3,2,-1,-2,-2,-2,3
4424,-2,-1,2,3,3,-2,-2,-3,-2,-2,3,3,1,-2,0,-3,-1,2,3,3,3
4425,-2,-3,-2,-2,2,3,2,-2,-3,-3,1,2,2,1,-2,-3,-3,2,2,3,3
4426,3,-1,1,-1,-1,0,2,2,2,2,-2,-2,2,2,2,1,-2,-3,-2,3,3
4427,1,0,-3,1,2,3,2,2,-2,-2,-1,2,3,3,-2,-2,-3,-2,-2,3,3
4428,3,3,0,-3,-3,-3,-1,0,1,2,2,0,-2,-2,1,2,2,1,-1,-2,3
4429,2,-1,0,1,2,2,2,0,-3,-2,-2,2,2,0,-3,-3,0,2,3,3,3
4430,2,0,-1,-3,-1,-1,1,1,1,-2,-2,0,2,2,2,-1,-2,-2,-2,0,3
4431,0,0,-1,1,2,2,0,-2,-2,-2,-2,1,2,2,0,-2,-2,-2,0,2,3
4432,2,3,-1,1,-1,-1,0,2,2,2,2,-2,-2,2,2,2,1,-2,-3,-2,3
4433,2,3,3,-2,0,0,-1,3,2,2,0,-3,-1,-1,1,1,-2,-2,-3,-3,3
4434,0,3,1,1,-2,-2,-2,2,1,2,0,-2,-2,1,2,2,2,-2,-2,-2,3
4435,1,0,-1,-2,-2,-1,-1,-1,-2,-3,-2,-2,-2,2,2,-1,-2,-2,-2,1,3
4436,1,3,2,2,-2,-1,1,2,2,2,-2,-2,0,1,3,2,1,-3,-3,-2,3
4437,2,-1,-2,-2,-2,2,2,2,1,0,-3,-2,-1,2,2,1,0,-2,-2,-1,3
4438,-1,-2,-3,-2,-2,1,-1,3,2,2,2,1,3,2,2,1,-3,-2,-1,0,3
4439,-1,1,-1,-1,0,2,2,2,2,-2,-2,2,2,2,1,-2,-3,-2,3,3,3
4440,1,-2,-1,-1,2,3,3,1,-2,-3,-2,-2,-1,-2,-2,-3,-2,-2,2,-1,3
4441,-1,-2,-2,-3,-3,-2,-2,2,3,3,-1,0,0,0,1,1,1,0,0,0,3
4442,2,2,0,-3,-1,-1,1,1,-2,-2,-3,-3,3,3,3,3,1,-2,2,3,3
4443,2,-2,-2,-1,2,3,3,-2,-2,-3,-2,-2,3,3,1,-2,0,-3,-1,2,3
4444,-2,-1,0,-2,-1,-1,2,2,2,3,2,2,2,1,1,1,-2,-2,-2,-1,3
4445,1,1,1,0,0,2,2,2,2,3,-1,2,-1,-1,-1,-1,-1,3,3,3,3
4446,-2,-1,2,3,3,-2,-2,-3,-2,-2,3,3,1,-2,0,-3,-1,2,3,3,3
4447,2,2,1,-1,-1,1,1,3,2,1,-1,-1,1,2,3,2,2,-1,-1,1,3
4448,-1,2,-1,-1,2,2,2,2,-1,-2,-2,-2,2,3,1,-3,-3,0,3,3,3
4449,-2,-3,-3,-3,2,3,3,3,-3,-3,-3,-3,2,3,3,-2,-3,-2,1,2,3
4450,-2,-2,-3,-2,-2,2,-1,3,2,2,2,0,3,2,2,-2,-2,-2,0,2,3
4451,2,-2,-2,-1,2,3,3,-2,-2,-3,-2,-2,3,3,1,-2,0,-3,-1,2,3
4452,3,3,3,-1,-3,-2,-2,-2,-2,-3,-3,-3,-3,1,2,-2,-2,-2,0,2,3
4453,3,2,-2,-1,-1,3,3,3,2,-2,-3,-3,-3,-1,-1,-3,-3,-2,0,2,3
4454,3,0,-3,-3,-3,-1,0,1,2,2,0,-2,-2,1,2,2,1,-1,-2,3,3
4455,-2,-1,-1,-1,-1,2,2,1,-1,-2,-2,1,1,1,1,0,0,0,1,1,3
4456,-2,-2,-2,-2,0,2,2,2,-2,-2,-2,-1,-1,3,2,-1,-2,-2,-2,3,3
4457,2,1,0,-1,-1,2,2,2,1,-2,-2,1,2,2,1,-2,-3,0,2,3,3
4458,1,-1,-2,-2,-2,0,1,2,-1,-2,-2,0,2,2,2,-2,-2,-2,0,0,3
4459,-2,-2,-2,1,1,1,0,-1,-2,-1,2,2,2,2,-2,-2,-2,1,2,3,3
4460,3,3,-3,-3,-3,-3,2,3,3,-2,-3,-2,1,2,3,3,2,-2,-1,-1,3
4461,3,1,1,-2,-2,-2,2,1,2,0,-2,-2,1,2,2,2,-2,-2,-2,3,3
4462,0,3,-2,-3,0,-1,2,1,1,-2,-2,1,2,2,-1,1,-3,-2,0,1,3
4463,1,2,0,-2,-1,1,1,2,2,1,1,0,1,2,1,0,-1,-1,1,2,3
4464,2,2,-1,-2,1,2,3,-1,-2,-2,-2,0,1,1,1,0,0,-1,1,2,3
4465,-2,-3,-3,-3,2,3,3,3,-3,-3,-3,-3,2,3,3,-2,-3,-2,1,2,3
4466,2,-2,-2,-2,-1,-1,3,2,-1,-2,-2,-2,3,3,2,0,-3,-1,1,1,3
4467,1,0,-1,-1,2,2,2,1,-2,-2,1,2,2,1,-2,-3,0,2,3,3,3
4468,2,0,-2,-3,1,2,3,3,3,0,-3,-3,-3,-1,2,2,2,2,2,2,3
4469,3,3,0,-3,-3,-3,-1,0,1,2,2,0,-2,-2,1,2,2,1,-1,-2,3
4470,3,3,3,-1,-3,-2,-2,-2,-2,-3,-3,-3,-3,1,2,-2,-2,-2,0,2,3
4471,-1,-3,-3,-2,0,3,3,3,2,-2,0,2,3,3,-2,-3,-3,-3,2,3,3
4472,2,-2,-2,-1,2,2,2,-1,-2,-3,-3,-2,2,2,2,1,-2,-2,-1,2,3
4473,2,-2,-2,-3,-2,2,2,2,1,-2,-2,-2,0,2,2,1,-2,-3,0,2,3
4474,3,-2,0,0,-1,3,2,2,0,-3,-1,-1,1,1,-2,-2,-3,-3,3,3,3
4475,1,-1,-3,-2,-2,-1,0,1,-1,-2,-2,-2,1,2,2,1,-1,-1,1,1,3
4476,2,0,-2,-3,1,2,3,3,3,0,-3,-3,-3,-1,2,2,2,2,2,2,3
4477,1,0,-3,1,2,3,2,2,-2,-2,-1,2,3,3,-2,-2,-3,-2,-2,3,3
4478,1,-2,-3,-3,2,2,3,3,-1,1,0,0,0,1,0,-1,-1,-1,2,3,3
4479,0,-1,-2,2,2,2,2,-2,-2,-2,2,2,2,2,-2,-3,-2,3,3,3,3
4480,3,2,2,-3,-3,1,2,3,3,-2,-3,-3,-2,3,3,-1,-3,-3,-2,0,3
4481,-1,-2,-2,-2,-2,0,2,2,2,-2,-2,-2,-1,-1,3,2,-1,-2,-2,-2,3
4482,0,0,-1,1,2,2,0,-2,-2,-2,-2,1,2,2,0,-2,-2,-2,0,2,3
4483,1,-2,0,-2,2,2,2,1,-2,-2,1,2,2,1,-3,-3,-1,3,3,3,3
4484,2,2,1,1,-2,-1,2,2,1,-2,-1,-2,2,3,3,3,0,-3,-3,-2,3
4485,-2,-1,-1,-1,-1,2,2,1,-1,-2,-2,1,1,1,1,0,0,0,1,1,3
4486,2,-1,-2,-3,-2,-2,-2,2,2,-2,-2,-2,2,2,2,2,1,-2,-2,2,3
4487,2,2,1,1,-2,-1,2,2,1,-2,-1,-2,2,3,3,3,0,-3,-3,-2,3
4488,-1,3,2,-1,-2,-2,-2,3,3,2,0,-3,-1,1,1,3,1,-2,-2,0,3
4489,3,2,-2,0,2,3,3,-2,-3,-3,-3,2,3,3,3,-3,-3,-3,-3,2,3
4490,3,2,2,-1,0,1,2,2,2,0,-3,-2,-2,2,2,0,-3,-3,0,2,3
4491,2,2,0,-3,-1,-1,1,1,-2,-2,-3,-3,3,3,3,3,1,-2,2,3,3
4492,-2,0,-3,-1,0,1,2,2,1,1,-2,-1,2,2,1,-2,-1,-2,2,3,3
4493,1,-1,-2,-2,-2,0,1,2,-1,-2,-2,0,2,2,2,-2,-2,-2,0,0,3
4494,-3,-3,-3,-2,2,2,3,2,0,0,0,1,0,1,1,0,2,3,3,3,3
4495,3,-1,0,-1,-1,3,3,3,2,-2,-3,1,1,-1,-1,-3,-3,-2,0,2,3
4496,1,0,-1,-1,2,2,2,1,-2,-2,1,2,2,1,-2,-3,0,2,3,3,3
4497,1,-2,-2,-2,1,1,1,0,-1,-2,-1,2,2,2,2,-2,-2,-2,1,2,3
4498,2,0,0,-1,-1,-1,0,0,0,-1,-1,-1,2,2,2,2,-1,-2,1,2,3
4499,-2,-3,-3,-3,-3,-2,2,2,3,2,0,0,0,1,0,1,1,0,2,3,3
4500,1,1,-2,-2,-2,2,1,2,0,-2,-2,1,2,2,2,-2,-2,-2,3,3,3
4501,-2,-3,-3,-2,-2,2,3,3,-1,0,0,0,1,1,1,0,0,0,3,3,3
4502,2,-2,-2,-2,0,0,3,1,-1,-1,-3,-2,2,2,2,0,-2,-2,1,0,3
4503,2,0,-2,-2,-2,2,2,2,1,-2,-3,-2,1,2,3,0,-2,-2,-2,1,3
4504,1,-2,-3,-3,2,2,3,3,-1,1,0,0,0,1,0,-1,-1,-1,2,3,3
4505,-3,-2,-2,-2,2,2,-2,-2,-2,2,2,2,2,1,-2,-2,2,3,3,3,3
4506,3,2,2,-3,-2,-2,0,-1,-1,-2,-3,-2,-2,1,-1,3,2,2,2,1,3
4507,2,2,0,-2,-2,0,1,3,2,2,-2,-1,1,2,2,2,-2,-2,0,1,3
4508,1,-2,-2,-2,-2,0,1,2,1,-2,-1,-1,2,2,2,0,-1,-1,1,1,3
4509,-3,-3,2,2,2,1,-1,-2,-2,-1,2,2,2,1,-1,-2,3,3,3,3,3
4510,1,-1,-2,-2,-2,-2,0,1,0,-2,-2,-1,2,1,2,-2,-2,-2,-1,0,3
4511,0,-3,-3,-3,-1,0,1,2,2,0,-2,-2,1,2,2,1,-1,-2,3,3,3
4512,-2,-2,-2,-2,-2,0,2,2,1,0,-3,1,2,3,2,2,-2,-2,-1,2,3
4513,1,2,2,1,1,0,1,2,1,0,-1,-1,1,2,3,-1,-2,-2,-2,2,3
4514,-2,-2,-2,-2,0,2,2,2,-2,-2,-2,-1,-1,3,2,-1,-2,-2,-2,3,3
4515,1,-2,0,-2,2,2,2,1,-2,-2,1,2,2,1,-3,-3,-1,3,3,3,3
4516,2,-3,-3,1,2,3,3,-2,-3,-3,-2,3,3,-1,-3,-3,-2,0,3,3,3
4517,2,2,0,-2,-2,0,1,3,2,2,-2,-1,1,2,2,2,-2,-2,0,1,3
4518,2,0,-1,-3,-2,2,2,3,1,-2,-2,-1,2,3,2,1,-1,-3,-2,-2,3
4519,1,-2,-2,-2,1,1,1,0,-1,-2,-1,2,2,2,2,-2,-2,-2,1,2,3
4520,3,3,3,-3,-3,-3,-3,-2,3,1,-2,-3,-1,2,3,2,-2,0,1,2,3
4521,2,1,1,-1,-2,-2,2,2,2,2,-2,-2,0,1,2,2,-2,-2,-2,3,3
4522,-2,0,-3,-1,0,1,2,2,1,1,-2,-1,2,2,1,-2,-1,-2,2,3,3
4523,-3,0,0,2,3,2,1,-2,-3,-2,0,1,-2,-2,-2,-2,-1,2,3,0,3
4524,-2,-2,1,1,1,1,0,0,0,1,1,3,3,2,2,-3,-3,1,2,3,3
4525,3,2,-3,-3,-3,-1,-1,1,2,2,2,2,2,3,2,-2,-2,-3,2,2,3
4526,-3,-3,-2,0,3,3,3,2,-2,0,2,3,3,-2,-3,-3,-3,2,3,3,3
4527,-2,-2,-2,-2,0,2,2,2,-2,-2,-2,-1,-1,3,2,-1,-2,-2,-2,3,3
4528,3,1,-2,2,3,3,3,-3,-3,-3,-3,-3,1,2,0,-2,-3,1,2,3,3
4529,2,-2,-3,-2,-2,2,3,2,-2,-3,-3,1,2,2,1,-2,-3,-3,2,2,3
4530,-1,-2,-3,-2,-2,1,-1,3,2,2,2,1,3,2,2,1,-3,-2,-1,0,3
4531,0,3,-2,-3,0,-1,2,1,1,-2,-2,1,2,2,-1,1,-3,-2,0,1,3
4532,1,-2,-3,0,2,3,2,1,0,-2,-2,-2,2,2,2,0,-2,-3,1,2,3
4533,-1,-2,-3,-2,-2,-2,2,2,-2,-2,-2,2,2,2,2,1,-2,-2,2,3,3
4534,-2,-2,-2,-1,2,1,-2,-2,-3,-2,-1,2,2,1,-1,-1,-1,1,2,3,3
4535,-1,-2,-2,-2,-1,0,1,2,1,-1,-1,-1,2,2,2,0,-1,-2,0,2,3
4536,3,1,0,-1,-2,2,2,2,2,-2,-2,-2,2,2,2,2,-2,-3,-2,3,3
4537,0,3,2,1,-2,0,-2,2,2,2,1,-2,-2,1,2,2,1,-3,-3,-1,3
4538,3,0,-3,-3,-3,-1,0,1,2,2,0,-2,-2,1,2,2,1,-1,-2,3,3
4539,2,3,-1,1,-1,-1,0,2,2,2,2,-2,-2,2,2,2,1,-2,-3,-2,3
4540,-2,-3,-3,-3,2,3,3,3,-3,-3,-3,-3,2,3,3,-2,-3,-2,1,2,3
4541,3,3,-3,-3,-3,-3,2,3,3,-2,-3,-2,1,2,3,3,2,-2,-1,-1,3
4542,2,-1,-2,-2,-2,1,3,2,0,-2,-3,0,1,2,1,1,0,-1,1,2,3
4543,2,-2,-2,-2,-1,-1,3,2,-1,-2,-2,-2,3,3,2,0,-3,-1,1,1,3
4544,0,-2,-3,-2,-1,3,3,3,2,-3,-3,-3,-1,-1,1,2,2,2,2,2,3
4545,0,-2,-2,-2,0,1,2,2,0,-1,-1,0,2,2,2,2,-1,-1,0,0,3
4546,3,2,2,1,-2,-2,1,1,-2,-2,-3,-3,-2,3,2,2,-2,-2,-2,2,3
4547,3,2,1,0,-1,-1,2,2,2,1,-2,-2,1,2,2,1,-2,-3,0,2,3
4548,-2,0,0,-1,3,2,2,0,-3,-1,-1,1,1,-2,-2,-3,-3,3,3,3,3
4549,2,0,-1,-1,0,2,2,2,2,0,-2,-2,2,-1,3,-1,-2,-2,-2,0,3
4550,-3,-3,-3,2,3,3,3,-3,-3,-3,-3,2,3,3,-2,-3,-2,1,2,3,3
4551,2,1,-2,-3,-3,2,2,3,3,-1,1,0,0,0,1,0,-1,-1,-1,2,3
4552,0,-2,0,-3,-1,0,1,2,2,1,1,-2,-1,2,2,1,-2,-1,-2,2,3
4553,2,-2,-3,1,2,2,2,0,-2,-2,-2,2,2,2,1,-2,-3,-2,1,2,3
4554,2,-1,-2,-3,-3,-2,2,2,2,1,-2,-2,-1,2,3,2,2,2,0,2,3
4555,3,-2,-3,-2,-1,3,3,2,1,-3,-3,-1,2,3,1,-2,-3,-3,1,2,3
4556,0,-2,-3,-2,-1,3,3,3,2,-3,-3,-3,-1,-1,1,2,2,2,2,2,3
4557,2,-3,-3,1,2,3,3,-2,-3,-3,-2,3,3,-1,-3,-3,-2,0,3,3,3
4558,1,0,-1,-1,1,2,3,-1,-2,-2,-2,2,3,2,0,-2,-3,-2,-2,-2,3
4559,2,-1,-2,-2,-2,1,2,1,-1,-2,-2,0,2,2,0,-2,-1,-1,2,2,3
4560,3,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,2,2,1,0,-3,1,2,3
4561,2,-2,-1,1,2,2,2,1,0,-3,-2,-1,2,2,0,-1,-3,-2,2,2,3
4562,-2,-3,-2,-2,-2,2,2,-2,-2,-2,2,2,2,2,1,-2,-2,2,3,3,3
4563,3,3,0,-3,-3,-3,-1,0,1,2,2,0,-2,-2,1,2,2,1,-1,-2,3
4564,-1,-2,-2,-2,-2,0,2,2,2,-2,-2,-2,-1,-1,3,2,-1,-2,-2,-2,3
4565,1,-2,-3,-3,1,2,3,2,-2,-3,-2,-2,1,3,2,0,-2,-2,1,2,3
4566,1,-1,-2,-2,-2,-2,0,1,0,-2,-2,-1,2,1,2,-2,-2,-2,-1,0,3
4567,2,2,-3,-3,1,2,3,3,-2,-3,-3,-2,3,3,-1,-3,-3,-2,0,3,3
4568,-1,-2,-3,-2,-2,1,-1,3,2,2,2,1,3,2,2,1,-3,-2,-1,0,3
4569,-2,-3,0,2,3,2,1,0,-2,-2,-2,2,2,2,0,-2,-3,1,2,3,3
4570,-3,-3,-3,-3,-2,2,2,3,2,0,0,0,1,0,1,1,0,2,3,3,3
4571,2,-3,-3,1,2,3,3,-2,-3,-3,-2,3,3,-1,-3,-3,-2,0,3,3,3
4572,3,2,2,-1,0,1,2,2,2,0,-3,-2,-2,2,2,0,-3,-3,0,2,3
4573,1,-1,-1,0,2,2,2,2,-2,-2,2,2,2,1,-2,-3,-2,3,3,3,3
4574,1,0,-1,-1,1,2,3,-1,-2,-2,-2,2,3,2,0,-2,-3,-2,-2,-2,3
4575,3,-1,1,-1,-1,0,2,2,2,2,-2,-2,2,2,2,1,-2,-3,-2,3,3
4576,3,3,1,-2,2,3,3,3,-3,-3,-3,-3,-3,1,2,0,-2,-3,1,2,3
4577,2,2,0,-2,-2,0,1,3,2,2,-2,-1,1,2,2,2,-2,-2,0,1,3
4578,2,2,-1,0,1,2,2,2,0,-3,-2,-2,2,2,0,-3,-3,0,2,3,3
4579,0,-3,-1,0,1,2,2,1,1,-2,-1,2,2,1,-2,-1,-2,2,3,3,3
4580,2,0,-1,-1,0,2,2,2,2,0,-2,-2,2,-1,3,-1,-2,-2,-2,0,3
4581,-2,-2,-2,1,1,1,0,-1,-2,-1,2,2,2,2,-2,-2,-2,1,2,3,3
4582,-2,-2,-2,2,2,2,2,2,1,0,-1,2,2,2,2,0,-1,2,3,3,3
4583,-1,-2,-2,-2,-2,0,2,2,2,-2,-2,-2,-1,-1,3,2,-1,-2,-2,-2,3
