Local time in Bingley,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
17.09.2020 07:00,9.2,750.4,774.6,0.3,94,Wind blowing from the east,2,,,, ,,,,,,,2500 or more or no clouds.,,,13.0,8.2,,,,,,
17.09.2020 06:00,8.8,749.9,774.1,-0.5,91,Wind blowing from the east-southeast,2,,,, ,,,8.8,,,,300-600,,,15.0,7.4,No precipitation,12,,,,
17.09.2020 05:00,9.7,749.9,774.0,-0.7,89,Wind blowing from the east-southeast,2,,,, ,,,,,,,300-600,,,14.0,8.0,,,,,,
17.09.2020 04:00,10.2,750.1,774.2,-0.7,87,Wind blowing from the east,3,,,, ,,,,,,,1000-1500,,,18.0,8.1,,,,,,
17.09.2020 03:00,10.3,750.4,774.4,-0.4,87,Wind blowing from the east,3,,,, ,,,,,,,300-600,,,18.0,8.2,,,,,,
17.09.2020 02:00,10.3,750.6,774.7,-0.1,87,Wind blowing from the east,4,,,, ,,,,,,,300-600,,,16.0,8.2,,,,,,
17.09.2020 01:00,10.5,750.8,774.9,0.4,86,Wind blowing from the east,3,,,, ,,,,,,,300-600,,,20.0,8.3,,,,,,
17.09.2020 00:00,10.6,750.8,774.9,0.8,86,Wind blowing from the east,3,,,, ,,,,,,,300-600,,,17.0,8.4,No precipitation,6,,,,
16.09.2020 23:00,10.9,750.7,774.7,1.0,87,Wind blowing from the east,4,,,, ,,,,,,,300-600,,,15.0,8.8,,,,,,
16.09.2020 22:00,11.2,750.4,774.3,1.2,87,Wind blowing from the east,3,,,, ,,,,,,,300-600,,,18.0,9.1,,,,,,
16.09.2020 21:00,11.3,750.0,773.9,0.9,91,Wind blowing from the east-northeast,3,,,, ,,,,,,,300-600,,,15.0,9.9,,,,,,
16.09.2020 20:00,11.6,749.7,773.6,0.8,88,Wind blowing from the east-northeast,3,,,, ,,,,,,,300-600,,,15.0,9.7,,,,,,
16.09.2020 19:00,12.0,749.2,773.1,0.4,88,Wind blowing from the east,3,,,, ,,,,,,,300-600,,,16.0,10.0,,,,,,
16.09.2020 18:00,12.4,749.1,772.9,0.5,89,Wind blowing from the east-northeast,3,,,, ,,,,13.8,,,300-600,,,16.0,10.7,Trace of precipitation,12,,,,
16.09.2020 17:00,12.0,748.9,772.9,0.5,96,Wind blowing from the east-northeast,3,,,,Mist. ,,,,,,,100-200,,,9.0,11.3,,,,,,
16.09.2020 16:00,12.7,748.8,772.6,0.5,91,Wind blowing from the east-northeast,3,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,200-300,,,5.0,11.3,,,,,,
16.09.2020 15:00,12.5,748.6,772.4,0.6,92,Wind blowing from the north-east,4,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,200-300,,,6.0,11.2,,,,,,
16.09.2020 14:00,12.7,748.4,772.2,0.7,92,Wind blowing from the east-northeast,4,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,200-300,,,7.0,11.4,,,,,,
16.09.2020 13:00,12.9,748.3,772.0,0.9,92,Wind blowing from the north-east,5,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,100-200,,,3.8,11.6,,,,,,
16.09.2020 12:00,12.6,748.0,771.7,1.1,94,Wind blowing from the north-east,6,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,100-200,,,6.0,11.6,Trace of precipitation,6,,,,
16.09.2020 11:00,12.6,747.7,771.5,1.5,94,Wind blowing from the north-northeast,5,,,,Mist. ,,,,,,,100-200,,,9.0,11.7,,,,,,
16.09.2020 10:00,12.7,747.4,771.1,1.8,94,Wind blowing from the north-east,5,,,,Mist. ,,,,,,,100-200,,,11.0,11.8,,,,,,
16.09.2020 09:00,12.5,746.9,770.7,1.9,95,Wind blowing from the north-east,5,,,,Mist. ,,,,,,,100-200,,,9.0,11.7,,,,,,
16.09.2020 08:00,12.9,746.2,769.9,1.9,96,Wind blowing from the north-northeast,4,,,,Rain (not freezing). ,,,,,,,100-200,,,6.0,12.2,,,,,,
16.09.2020 07:00,13.0,745.6,769.3,1.7,96,Wind blowing from the north-east,4,,,,Rain shower(s) or intermittent rain slight. ,,,,,,,100-200,,,7.0,12.4,,,,,,
16.09.2020 06:00,13.8,745.0,768.6,1.3,96,Wind blowing from the north-east,4,,,,Mist. ,,,12.8,,,,100-200,,,3.7,13.1,Trace of precipitation,12,,,,
16.09.2020 05:00,13.6,744.3,767.8,0.9,93,Wind blowing from the north,3,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,2500 or more or no clouds.,,,8.0,12.4,,,,,,
16.09.2020 04:00,13.0,743.9,767.5,0.7,92,Wind blowing from the west,1,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,2500 or more or no clouds.,,,8.0,11.7,,,,,,
16.09.2020 03:00,13.3,743.7,767.2,0.6,86,Wind blowing from the west,1,,,, ,,,,,,,2500 or more or no clouds.,,,16.0,11.0,,,,,,
16.09.2020 02:00,14.2,743.4,766.9,0.3,82,Wind blowing from the west-northwest,1,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,11.2,,,,,,
16.09.2020 01:00,15.3,743.2,766.6,0.5,80,Wind blowing from the west,1,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,11.8,,,,,,
16.09.2020 00:00,10.6,750.8,774.9,8.3,86,Wind blowing from the east,3,,,, ,,,,,,,300-600,,,17.0,8.4,No precipitation,6,,,,
15.09.2020 23:00,17.2,743.1,766.3,0.7,77,Wind blowing from the west-northwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,13.1,,,,,,
15.09.2020 22:00,16.8,742.7,766.0,0.7,80,Wind blowing from the west-southwest,1,,,,Rain (not freezing). ,,,,,,,2500 or more or no clouds.,,,30.0,13.3,,,,,,
15.09.2020 21:00,17.4,742.5,765.7,1.0,75,Wind blowing from the west-northwest,2,,,,Rain (not freezing). ,,,,,,,2500 or more or no clouds.,,,45.0,12.9,,,,,,
15.09.2020 20:00,18.1,742.4,765.6,1.3,68,Wind blowing from the north-west,2,,,,Rain (not freezing). ,,,,,,,2500 or more or no clouds.,,,40.0,12.1,,,,,,
15.09.2020 19:00,19.4,742.0,765.0,1.0,63,Wind blowing from the west,2,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,12.2,,,,,,
15.09.2020 18:00,20.9,741.5,764.4,0.5,72,Wind blowing from the west,1,,,, ,,,,25.4,,,2500 or more or no clouds.,,,20.0,15.7,No precipitation,12,,,,
15.09.2020 17:00,22.8,741.1,763.9,-0.1,62,Wind blowing from the north-east,1,,,, ,,,,,,,2500 or more or no clouds.,,,27.0,15.0,,,,,,
15.09.2020 16:00,23.8,741.0,763.6,-0.4,63,Wind blowing from the east-northeast,1,,,, ,,,,,,,2500 or more or no clouds.,,,27.0,16.4,,,,,,
15.09.2020 15:00,24.9,741.0,763.6,-0.5,54,Wind blowing from the south-east,2,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,15.0,,,,,,
15.09.2020 14:00,24.7,741.2,763.9,-0.3,52,Wind blowing from the east-southeast,2,,,, ,,,,,,,2500 or more or no clouds.,,,18.0,14.3,,,,,,
15.09.2020 13:00,23.7,741.4,764.0,-0.3,55,Wind blowing from the east-southeast,2,,,, ,,,,,,,2500 or more or no clouds.,,,23.0,14.2,,,,,,
15.09.2020 12:00,23.3,741.5,764.2,-0.1,57,Wind blowing from the south-east,2,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,14.4,No precipitation,6,,,,
15.09.2020 11:00,21.7,741.5,764.3,-0.1,61,Wind blowing from the south-east,2,,,, ,,,,,,,2500 or more or no clouds.,,,17.0,13.8,,,,,,
15.09.2020 10:00,20.0,741.7,764.7,0.3,67,Wind blowing from the south-east,2,,,, ,,,,,,,2500 or more or no clouds.,,,14.0,13.7,,,,,,
15.09.2020 09:00,18.9,741.6,764.6,0.4,78,Wind blowing from the east,1,,,, ,,,,,,,2500 or more or no clouds.,,,10.0,15.0,,,,,,
15.09.2020 08:00,15.1,741.6,765.0,0.5,91,Calm no wind,0,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,2500 or more or no clouds.,,,10.0,13.6,,,,,,
15.09.2020 07:00,14.3,741.4,764.8,0.3,89,Wind blowing from the south-southeast,2,,,, ,,,,,,,2500 or more or no clouds.,,,10.0,12.5,,,,,,
15.09.2020 06:00,12.5,741.2,764.8,-0.1,92,Wind blowing from the south-southeast,1,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,12.0,,,,2500 or more or no clouds.,,,8.0,11.2,No precipitation,12,,,,
15.09.2020 05:00,13.0,741.1,764.7,-0.4,90,Wind blowing from the south-east,1,,,, ,,,,,,,2500 or more or no clouds.,,,13.0,11.3,,,,,,
15.09.2020 04:00,12.8,741.1,764.6,-0.6,86,Wind blowing from the south,2,,,, ,,,,,,,2500 or more or no clouds.,,,26.0,10.5,,,,,,
15.09.2020 03:00,14.0,741.3,764.8,-0.7,84,Wind blowing from the south-southeast,2,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,11.4,,,,,,
15.09.2020 02:00,14.3,741.5,765.0,-0.6,83,Wind blowing from the south,1,,,, ,,,,,,,2500 or more or no clouds.,,,26.0,11.4,,,,,,
15.09.2020 01:00,14.0,741.7,765.2,-0.5,83,Wind blowing from the south-southeast,2,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,11.2,,,,,,
15.09.2020 00:00,14.0,742.0,765.4,-0.3,83,Wind blowing from the south-southeast,2,,,,Fog ,,,,,,,2500 or more or no clouds.,,,22.0,11.1,No precipitation,6,,,,
14.09.2020 23:00,13.9,742.1,765.6,-0.2,85,Wind blowing from the south,1,,,, ,,,,,,,2500 or more or no clouds.,,,20.0,11.4,,,,,,
14.09.2020 22:00,14.5,742.2,765.7,0.2,82,Wind blowing from the south,2,,,, ,,,,,,,2500 or more or no clouds.,,,23.0,11.4,,,,,,
14.09.2020 21:00,14.8,742.3,765.7,0.4,81,Wind blowing from the south,2,,,, ,,,,,,,2500 or more or no clouds.,,,27.0,11.5,,,,,,
14.09.2020 20:00,15.2,742.3,765.7,0.6,79,Wind blowing from the south,2,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,11.5,,,,,,
14.09.2020 19:00,16.6,742.0,765.3,0.3,73,Wind blowing from the south-southwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,11.7,,,,,,
14.09.2020 18:00,19.7,741.9,764.8,-0.1,63,Wind blowing from the south-southwest,2,,,, ,,,,24.5,,,2500 or more or no clouds.,,,50.0,12.3,No precipitation,12,,,,
14.09.2020 17:00,22.7,741.7,764.5,-0.8,48,Wind blowing from the south-southwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,11.0,,,,,,
14.09.2020 16:00,23.9,741.7,764.4,-1.2,47,Wind blowing from the south,2,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,11.9,,,,,,
14.09.2020 15:00,24.3,742.0,764.5,-1.1,47,Wind blowing from the south,3,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,12.4,,,,,,
14.09.2020 14:00,24.2,742.5,765.1,-0.8,54,Wind blowing from the south-east,2,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,14.3,,,,,,
14.09.2020 13:00,23.6,742.9,765.6,-0.4,52,Wind blowing from the south-southwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,26.0,13.2,,,,,,
14.09.2020 12:00,21.5,743.1,766.0,-0.3,56,Wind blowing from the south-southwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,12.4,No precipitation,6,,,,
14.09.2020 11:00,20.9,743.3,766.3,0.4,67,Wind blowing from the south-west,3,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,14.5,,,,,,
14.09.2020 10:00,19.4,743.3,766.4,0.7,73,Wind blowing from the south-west,3,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,14.3,,,,,,
14.09.2020 09:00,17.7,743.4,766.6,1.1,78,Wind blowing from the south,2,,,, ,,,,,,,2500 or more or no clouds.,,,25.0,13.7,,,,,,
14.09.2020 08:00,16.1,742.9,766.1,0.4,86,Wind blowing from the south,2,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,13.8,,,,,,
14.09.2020 07:00,13.7,742.6,766.2,0.0,87,Wind blowing from the west-southwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,23.0,11.6,,,,,,
14.09.2020 06:00,13.1,742.3,765.9,-0.4,96,Wind blowing from the south-west,4,,,, ,,,12.0,,,,2500 or more or no clouds.,,,21.0,12.4,No precipitation,12,,,,
14.09.2020 05:00,12.5,742.5,766.1,-0.5,94,Wind blowing from the south-west,4,,,, ,,,,,,,2500 or more or no clouds.,,,17.0,11.6,,,,,,
14.09.2020 04:00,12.5,742.6,766.2,-0.4,92,Wind blowing from the south-west,4,,,, ,,,,,,,2500 or more or no clouds.,,,21.0,11.3,,,,,,
14.09.2020 03:00,12.7,742.7,766.3,-0.2,93,Wind blowing from the south-west,3,,,, ,,,,,,,2500 or more or no clouds.,,,24.0,11.6,,,,,,
14.09.2020 02:00,13.3,743.0,766.6,0.0,90,Wind blowing from the south-southwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,11.7,,,,,,
14.09.2020 01:00,14.7,743.0,766.5,0.1,84,Wind blowing from the south-west,4,,,,Fog ,,,,,,,2500 or more or no clouds.,,,50.0,12.0,,,,,,
14.09.2020 00:00,15.3,742.9,766.3,0.2,82,Wind blowing from the south-southwest,5,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,12.3,No precipitation,6,,,,
13.09.2020 23:00,15.9,743.0,766.3,0.6,81,Wind blowing from the south-west,5,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,12.6,,,,,,
13.09.2020 22:00,16.5,742.9,766.2,0.8,80,Wind blowing from the south-west,4,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,13.0,,,,,,
13.09.2020 21:00,16.6,742.7,766.0,0.8,80,Wind blowing from the west-southwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,13.1,,,,,,
13.09.2020 20:00,17.6,742.4,765.7,0.5,76,Wind blowing from the south-west,4,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,13.3,,,,,,
13.09.2020 19:00,17.6,742.1,765.3,0.2,78,Wind blowing from the south-west,2,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,13.6,,,,,,
13.09.2020 18:00,19.0,741.9,764.9,0.1,72,Wind blowing from the south-west,3,,,, ,,,,21.8,,,2500 or more or no clouds.,,,40.0,13.9,No precipitation,12,,,,
13.09.2020 17:00,20.5,741.9,764.8,0.0,65,Wind blowing from the west-southwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,13.6,,,,,,
13.09.2020 16:00,20.9,741.9,764.8,0.1,62,Wind blowing from the west-southwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,13.3,,,,,,
13.09.2020 15:00,21.4,741.8,764.7,0.4,62,Wind blowing from the west-southwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,29.0,13.9,,,,,,
13.09.2020 14:00,21.8,741.9,764.7,0.5,63,Wind blowing from the west-southwest,3,,,, ,,,,,,,1000-1500,,,50.0,14.4,,,,,,
13.09.2020 13:00,20.4,741.8,764.8,1.0,68,Wind blowing from the west-southwest,3,8,,, ,,,,,,,600-1000,,,40.0,14.3,,,,,,
13.09.2020 12:00,19.4,741.4,764.4,1.1,72,Wind blowing from the west-southwest,5,12,,, ,,,,,,,600-1000,,,24.0,14.1,No precipitation,6,,,,
13.09.2020 11:00,19.2,741.4,764.4,1.5,74,Wind blowing from the west-southwest,3,,,, ,,,,,,,600-1000,,,45.0,14.4,,,,,,
13.09.2020 10:00,16.0,740.8,764.0,0.9,83,Wind blowing from the west-southwest,6,12,13,, ,,,,,,,2500 or more or no clouds.,,,35.0,13.0,,,,,,
13.09.2020 09:00,15.1,740.3,763.6,0.6,85,Wind blowing from the west-southwest,6,11,15,, ,,,,,,,2500 or more or no clouds.,,,27.0,12.6,,,,,,
13.09.2020 08:00,14.2,739.9,763.3,0.7,88,Wind blowing from the west-southwest,6,12,13,, ,,,,,,,2500 or more or no clouds.,,,40.0,12.2,,,,,,
13.09.2020 07:00,13.6,739.9,763.3,0.8,91,Wind blowing from the south-west,7,12,,, ,,,,,,,2500 or more or no clouds.,,,30.0,12.1,,,,,,
13.09.2020 06:00,13.2,739.7,763.2,0.7,91,Wind blowing from the west-southwest,5,10,,, ,,,12.1,,,,2500 or more or no clouds.,,,35.0,11.8,Trace of precipitation,12,,,,
13.09.2020 05:00,13.0,739.2,762.7,0.2,91,Wind blowing from the west-southwest,6,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,11.5,,,,,,
13.09.2020 04:00,12.7,739.1,762.7,0.2,90,Wind blowing from the south-west,6,11,,, ,,,,,,,2500 or more or no clouds.,,,28.0,11.1,,,,,,
13.09.2020 03:00,12.6,739.0,762.4,0.2,88,Wind blowing from the south-west,6,13,13,, ,,,,,,,300-600,,,35.0,10.7,,,,,,
13.09.2020 02:00,12.3,739.0,762.5,-0.1,87,Wind blowing from the south-west,6,,14,, ,,,,,,,300-600,,,35.0,10.1,,,,,,
13.09.2020 01:00,12.1,738.9,762.4,-0.6,85,Wind blowing from the south-west,6,12,13,, ,,,,,,,2500 or more or no clouds.,,,40.0,9.6,,,,,,
13.09.2020 00:00,12.4,738.8,762.3,-0.9,82,Wind blowing from the south-west,7,12,,, ,,,,,,,2500 or more or no clouds.,,,45.0,9.4,Trace of precipitation,6,,,,
12.09.2020 23:00,12.7,739.1,762.6,-0.9,82,Wind blowing from the south-southwest,6,,,, ,,,,,,,1000-1500,,,30.0,9.6,,,,,,
12.09.2020 22:00,13.2,739.5,763.0,-0.4,78,Wind blowing from the south-southwest,5,,,,Rain (not freezing). ,,,,,,,600-1000,,,30.0,9.5,,,,,,
12.09.2020 21:00,13.1,739.7,763.1,-0.2,78,Wind blowing from the south-west,4,,,,Drizzle and rain slight. ,,,,,,,1500-2000,,,28.0,9.4,,,,,,
12.09.2020 20:00,13.3,740.0,763.4,0.1,71,Wind blowing from the south-southwest,2,,,, ,,,,,,,1500-2000,,,28.0,8.0,,,,,,
12.09.2020 19:00,13.4,739.9,763.3,0.0,67,Wind blowing from the south-west,3,,,, ,,,,,,,1500-2000,,,30.0,7.3,,,,,,
12.09.2020 18:00,13.7,739.9,763.3,-0.1,73,Wind blowing from the west,2,,,, ,,,,16.1,,,1500-2000,,,23.0,8.9,Trace of precipitation,12,,,,
12.09.2020 17:00,14.2,739.9,763.3,0.0,69,Wind blowing from the west-southwest,2,,,, ,,,,,,,2000-2500,,,19.0,8.6,,,,,,
12.09.2020 16:00,15.4,739.9,763.1,0.5,58,Wind blowing from the west-southwest,4,,,, ,,,,,,,2500 or more or no clouds.,,,19.0,7.0,,,,,,
12.09.2020 15:00,15.0,740.0,763.3,0.7,64,Wind blowing from the west-southwest,5,,,, ,,,,,,,2500 or more or no clouds.,,,13.0,8.1,,,,,,
12.09.2020 14:00,15.1,739.9,763.2,0.8,71,Wind blowing from the west,4,,,, ,,,,,,,600-1000,,,18.0,9.8,,,,,,
12.09.2020 13:00,15.1,739.4,762.7,0.7,65,Wind blowing from the west-southwest,5,,,, ,,,,,,,1000-1500,,,18.0,8.5,,,,,,
12.09.2020 12:00,14.1,739.3,762.7,1.2,70,Wind blowing from the west-southwest,6,,,,Rain (not freezing). ,,,,,,,600-1000,,,12.0,8.6,Trace of precipitation,6,,,,
12.09.2020 11:00,13.8,739.1,762.5,1.6,72,Wind blowing from the west,5,,,, ,,,,,,,600-1000,,,18.0,8.8,,,,,,
12.09.2020 10:00,13.7,738.7,762.1,1.5,73,Wind blowing from the west-southwest,5,,,, ,,,,,,,1000-1500,,,14.0,8.9,,,,,,
12.09.2020 09:00,12.9,738.1,761.6,1.5,85,Wind blowing from the west,3,,,,Rain (not freezing). ,,,,,,,300-600,,,14.0,10.4,,,,,,
12.09.2020 08:00,12.0,737.5,761.0,1.4,86,Wind blowing from the west,3,8,,,Rain (not freezing). ,,,,,,,1000-1500,,,11.0,9.7,,,,,,
12.09.2020 07:00,10.5,737.2,760.8,1.5,91,Wind blowing from the west,3,,,,Rain (not freezing). ,,,,,,,2500 or more or no clouds.,,,12.0,9.0,,,,,,
12.09.2020 06:00,11.2,736.6,760.1,1.0,91,Wind blowing from the west-southwest,5,10,,,Drizzle and rain moderate or heavy. ,,,10.7,,,,300-600,,,18.0,9.7,2.0,12,,,,
12.09.2020 05:00,11.2,736.1,759.6,0.6,91,Wind blowing from the west,4,,,, ,,,,,,,300-600,,,17.0,9.8,,,,,,
12.09.2020 04:00,10.8,735.7,759.2,0.5,92,Wind blowing from the west,5,,,, ,,,,,,,300-600,,,15.0,9.6,,,,,,
12.09.2020 03:00,10.9,735.6,759.1,0.4,91,Wind blowing from the west,3,8,,, ,,,,,,,300-600,,,15.0,9.5,,,,,,
12.09.2020 02:00,11.6,735.5,759.0,0.1,93,Wind blowing from the west-southwest,4,,,,Rain (not freezing). ,,,,,,,300-600,,,20.0,10.5,,,,,,
12.09.2020 01:00,11.6,735.2,758.7,-0.1,94,Wind blowing from the west-southwest,4,,,,Drizzle and rain slight. ,,,,,,,1000-1500,,,8.0,10.7,,,,,,
12.09.2020 00:00,11.5,735.2,758.7,-0.3,95,Wind blowing from the west,3,,,,Rain not freezing slight. ,,,,,,,200-300,,,5.0,10.7,2.0,6,,,,
11.09.2020 23:00,12.2,735.4,758.8,-0.1,95,Wind blowing from the west-southwest,4,,,,Drizzle not freezing moderate. ,,,,,,,300-600,,,3.7,11.4,,,,,,
11.09.2020 22:00,12.7,735.3,758.7,0.2,91,Wind blowing from the south-west,5,,,,Rain (not freezing). ,,,,,,,300-600,,,10.0,11.3,,,,,,
11.09.2020 21:00,12.8,735.5,758.8,0.4,91,Wind blowing from the south-west,4,,,,Rain (not freezing). ,,,,,,,300-600,,,16.0,11.4,,,,,,
11.09.2020 20:00,12.4,735.5,758.9,0.2,92,Wind blowing from the south-southwest,3,,,,Rain shower(s) or intermittent rain moderate. ,,,,,,,300-600,,,4.0,11.1,,,,,,
11.09.2020 19:00,13.5,735.1,758.5,-0.3,81,Wind blowing from the south-west,4,,,, ,,,,,,,300-600,,,19.0,10.2,,,,,,
11.09.2020 18:00,13.9,735.1,758.4,-0.6,79,Wind blowing from the south-west,5,,,, ,,,,15.7,,,600-1000,,,25.0,10.3,No precipitation,12,,,,
11.09.2020 17:00,14.2,735.3,758.5,-0.4,76,Wind blowing from the west-southwest,5,11,,, ,,,,,,,600-1000,,,20.0,10.0,,,,,,
11.09.2020 16:00,14.5,735.4,758.7,-0.3,73,Wind blowing from the south-west,5,,,, ,,,,,,,1000-1500,,,35.0,9.6,,,,,,
11.09.2020 15:00,14.7,735.7,758.8,0.0,72,Wind blowing from the south-west,5,,,, ,,,,,,,1000-1500,,,30.0,9.6,,,,,,
11.09.2020 14:00,15.2,735.7,758.8,0.3,70,Wind blowing from the west-southwest,5,,13,, ,,,,,,,1000-1500,,,24.0,9.8,,,,,,
11.09.2020 13:00,15.4,735.7,758.8,-0.1,71,Wind blowing from the south-west,7,12,13,, ,,,,,,,600-1000,,,29.0,10.2,,,,,,
11.09.2020 12:00,14.5,735.7,758.8,-0.1,75,Wind blowing from the south-west,6,,13,, ,,,,,,,600-1000,,,30.0,10.0,No precipitation,6,,,,
11.09.2020 11:00,13.4,735.4,758.7,-0.8,77,Wind blowing from the south-west,7,,,, ,,,,,,,1500-2000,,,27.0,9.4,,,,,,
11.09.2020 10:00,12.4,735.8,759.2,-0.4,81,Wind blowing from the south-west,6,,,, ,,,,,,,1500-2000,,,40.0,9.2,,,,,,
11.09.2020 09:00,11.7,735.8,759.3,-0.3,84,Wind blowing from the south-west,4,9,,, ,,,,,,,1500-2000,,,30.0,9.0,,,,,,
11.09.2020 08:00,10.7,736.2,759.7,-0.5,88,Wind blowing from the south-west,6,,,, ,,,,,,,1000-1500,,,30.0,8.8,,,,,,
11.09.2020 07:00,10.0,736.2,759.8,-1.1,89,Wind blowing from the south-west,5,,,, ,,,,,,,1000-1500,,,24.0,8.2,,,,,,
11.09.2020 06:00,9.7,736.1,759.7,-1.6,87,Wind blowing from the south-west,6,,,, ,,,9.2,,,,1000-1500,,,24.0,7.7,No precipitation,12,,,,
11.09.2020 05:00,9.8,736.7,760.3,-1.5,86,Wind blowing from the south-southwest,4,,,, ,,,,,,,1000-1500,,,24.0,7.6,,,,,,
11.09.2020 04:00,9.9,737.3,760.9,-1.4,85,Wind blowing from the south-southwest,4,,,, ,,,,,,,1000-1500,,,27.0,7.4,,,,,,
11.09.2020 03:00,9.8,737.7,761.4,-1.6,85,Wind blowing from the south-southwest,4,,,, ,,,,,,,1000-1500,,,23.0,7.3,,,,,,
11.09.2020 02:00,9.2,738.2,762.0,-1.6,85,Wind blowing from the south-southwest,3,,,, ,,,,,,,1000-1500,,,22.0,6.8,,,,,,
11.09.2020 01:00,9.5,738.7,762.5,-1.4,82,Wind blowing from the south-southwest,3,,,, ,,,,,,,1000-1500,,,30.0,6.6,,,,,,
11.09.2020 00:00,11.5,735.2,758.7,-5.2,95,Wind blowing from the west,3,,,,Rain not freezing slight. ,,,,,,,200-300,,,5.0,10.7,2.0,6,,,,
10.09.2020 23:00,9.9,739.8,763.6,-0.8,81,Wind blowing from the south-southwest,3,,,, ,,,,,,,1000-1500,,,26.0,6.7,,,,,,
10.09.2020 22:00,10.4,740.1,763.9,-0.8,76,Wind blowing from the south-west,3,,,, ,,,,,,,1000-1500,,,35.0,6.4,,,,,,
10.09.2020 21:00,10.5,740.4,764.1,-0.9,75,Wind blowing from the south-west,3,,,, ,,,,,,,1000-1500,,,35.0,6.3,,,,,,
10.09.2020 20:00,10.9,740.6,764.2,-1.0,73,Wind blowing from the south-west,4,,,, ,,,,,,,1000-1500,,,29.0,6.2,,,,,,
10.09.2020 19:00,11.0,740.9,764.6,-0.9,74,Wind blowing from the south-west,3,,,, ,,,,,,,1000-1500,,,40.0,6.5,,,,,,
10.09.2020 18:00,11.2,741.3,764.9,-1.0,78,Wind blowing from the west-southwest,2,,,, ,,,,12.8,,,1000-1500,,,25.0,7.4,Trace of precipitation,12,,,,
10.09.2020 17:00,11.3,741.6,765.3,-1.3,74,Wind blowing from the west,2,,,, ,,,,,,,1000-1500,,,28.0,6.8,,,,,,
10.09.2020 16:00,12.1,741.8,765.4,-1.4,70,Wind blowing from the west,2,,,, ,,,,,,,1000-1500,,,30.0,6.8,,,,,,
10.09.2020 15:00,12.4,742.3,765.9,-1.3,71,Wind blowing from the west,3,,,,Rain (not freezing). ,,,,,,,600-1000,,,17.0,7.3,,,,,,
10.09.2020 14:00,12.3,742.9,766.6,-1.2,72,Wind blowing from the west-southwest,3,,,, ,,,,,,,600-1000,,,17.0,7.4,,,,,,
10.09.2020 13:00,12.4,743.2,766.9,-1.3,74,Wind blowing from the west-southwest,3,,,, ,,,,,,,1000-1500,,,15.0,7.9,,,,,,
10.09.2020 12:00,11.7,743.6,767.4,-1.1,70,Wind blowing from the west,1,,,, ,,,,,,,600-1000,,,29.0,6.3,No precipitation,6,,,,
10.09.2020 11:00,12.3,744.1,767.8,-0.6,67,Wind blowing from the west-northwest,2,,,, ,,,,,,,1000-1500,,,28.0,6.2,,,,,,
10.09.2020 10:00,11.4,744.5,768.3,-0.1,75,Wind blowing from the north-west,2,,,, ,,,,,,,1000-1500,,,18.0,7.1,,,,,,
