Local time in Aberdaron,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.09.2020 07:00,10.9,742.3,750.8,0.0,96,Wind blowing from the north,9,,,, ,,,,,,,200-300,,,50.0,10.3,,,,,,
23.09.2020 06:00,11.1,742.0,750.6,-0.3,98,Wind blowing from the north,6,,,, ,,,10.8,,,,100-200,,,50.0,10.8,14.0,12,,,,
23.09.2020 05:00,11.2,742.0,750.6,-0.5,98,Wind blowing from the north-northwest,7,,,, ,,,,,,,100-200,,,9.0,10.9,,,,,,
23.09.2020 04:00,11.4,742.3,750.9,-0.5,98,Wind blowing from the north-northwest,5,,,, ,,,,,,,100-200,,,5.0,11.1,,,,,,
23.09.2020 03:00,11.5,742.3,750.7,-0.6,99,Wind blowing from the north-northwest,7,,,, ,,,,,,,100-200,,,5.0,11.3,,,,,,
23.09.2020 02:00,11.5,742.5,751.0,-0.6,99,Wind blowing from the north-northwest,7,,,, ,,,,,,,100-200,,,3.6,11.3,,,,,,
23.09.2020 01:00,12.3,742.8,751.3,-0.7,97,Wind blowing from the north-west,7,,,, ,,,,,,,100-200,,,1.8,11.9,,,,,,
23.09.2020 00:00,10.2,738.9,747.4,-4.9,81,Wind blowing from the south,4,,,, ,,,,,,,2500 or more or no clouds.,,,71.0,7.0,0.4,6,,,,
22.09.2020 23:00,14.2,743.1,751.5,-0.8,97,Wind blowing from the south-west,10,,,, ,,,,,,,100-200,,,1.6,13.7,,,,,,
22.09.2020 22:00,14.2,743.5,751.9,-0.7,94,Wind blowing from the south-west,10,,,, ,,,,,,,200-300,,,19.0,13.2,,,,,,
22.09.2020 21:00,14.4,743.8,752.2,-0.8,93,Wind blowing from the south-west,12,,,, ,,,,,,,200-300,,,22.0,13.2,,,,,,
22.09.2020 20:00,14.3,743.9,752.4,-1.1,97,Wind blowing from the south-southwest,10,,,, ,,,,,,,100-200,,,14.0,13.9,,,,,,
22.09.2020 19:00,14.4,744.2,752.6,-1.2,96,Wind blowing from the south-southwest,12,,,, ,,,,,,,100-200,,,2.1,13.8,,,,,,
22.09.2020 18:00,14.4,744.6,753.0,-1.5,96,Wind blowing from the south-west,11,,,, ,,,,14.9,,,100-200,,,16.0,13.7,,,,,,
22.09.2020 17:00,14.7,745.0,753.4,-1.6,95,Wind blowing from the south-southwest,11,,,, ,,,,,,,100-200,,,14.0,13.9,,,,,,
22.09.2020 16:00,14.5,745.4,753.9,-1.8,96,Wind blowing from the south-west,11,,,, ,,,,,,,100-200,,,12.0,13.8,,,,,,
22.09.2020 15:00,14.4,746.1,754.5,-1.6,96,Wind blowing from the south-west,12,,,, ,,,,,,,100-200,,,13.0,13.8,,,,,,
22.09.2020 14:00,14.7,746.6,755.0,-1.5,94,Wind blowing from the south-southwest,10,,,, ,,,,,,,100-200,,,16.0,13.7,,,,,,
22.09.2020 13:00,14.7,747.2,755.7,-1.2,92,Wind blowing from the south-southwest,11,,,, ,,,,,,,200-300,,,21.0,13.4,,,,,,
22.09.2020 12:00,14.6,747.7,756.1,-0.8,90,Wind blowing from the south-southwest,10,,,, ,,,,,,,300-600,,,19.0,13.0,,,,,,
22.09.2020 11:00,14.3,748.1,756.6,-0.9,90,Wind blowing from the south-west,10,,,, ,,,,,,,300-600,,,,12.6,,,,,,
22.09.2020 10:00,14.1,748.4,756.9,-0.9,91,Wind blowing from the south-west,11,,,, ,,,,,,,200-300,,,18.0,12.6,,,,,,
22.09.2020 09:00,13.9,748.5,757.0,-1.0,93,Wind blowing from the south-southwest,10,,,, ,,,,,,,200-300,,,16.0,12.7,,,,,,
22.09.2020 08:00,13.5,749.0,757.6,-0.8,94,Wind blowing from the south-southwest,11,,,, ,,,,,,,100-200,,,7.0,12.5,,,,,,
22.09.2020 07:00,13.8,749.3,757.9,-1.1,96,Wind blowing from the south-west,10,,,, ,,,,,,,100-200,,,0.6,13.2,,,,,,
22.09.2020 06:00,13.9,749.5,758.0,-1.4,97,Wind blowing from the south-west,9,,,, ,,,13.5,,,,100-200,,,0.8,13.4,No precipitation,12,,,,
22.09.2020 05:00,14.3,749.8,758.3,-1.7,96,Wind blowing from the south-southwest,8,,,, ,,,,,,,100-200,,,2.2,13.6,,,,,,
22.09.2020 04:00,14.2,750.4,758.9,-1.4,97,Wind blowing from the south-southwest,7,,,, ,,,,,,,100-200,,,8.0,13.8,,,,,,
22.09.2020 03:00,13.9,750.9,759.4,-1.5,96,Wind blowing from the south-southwest,5,,,, ,,,,,,,100-200,,,11.0,13.3,,,,,,
22.09.2020 02:00,13.9,751.5,760.0,-1.4,97,Wind blowing from the south,5,,,, ,,,,,,,2500 or more or no clouds.,,,17.0,13.4,,,,,,
22.09.2020 01:00,14.0,751.8,760.3,-1.6,99,Wind blowing from the south,5,,,, ,,,,,,,Less than  50,,,1.9,13.9,,,,,,
22.09.2020 00:00,14.1,742.9,751.3,,98,Wind blowing from the south-west,10,,,, ,,,,,,,100-200,,,2.8,13.8,3.0,6,,,,
21.09.2020 23:00,14.8,752.9,761.4,-1.0,99,Wind blowing from the south,4,,,, ,,,,,,,Less than  50,,,0.3,14.7,,,,,,
21.09.2020 22:00,14.7,753.4,762.0,-0.5,99,Wind blowing from the south,4,,,, ,,,,,,,Less than  50,,,0.8,14.5,,,,,,
21.09.2020 21:00,14.6,753.7,762.2,-0.2,98,Wind blowing from the south,4,,,, ,,,,,,,Less than  50,,,2.9,14.3,,,,,,
21.09.2020 20:00,14.3,753.9,762.4,-0.2,96,Wind blowing from the south,3,,,, ,,,,,,,2500 or more or no clouds.,,,7.0,13.7,,,,,,
21.09.2020 19:00,14.5,753.9,762.4,-0.7,93,Wind blowing from the south-southeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,17.0,13.3,,,,,,
21.09.2020 18:00,14.7,753.9,762.4,-1.0,88,Wind blowing from the south,2,,,, ,,,,17.8,,,2500 or more or no clouds.,,,19.0,12.8,No precipitation,12,,,,
21.09.2020 17:00,15.9,754.1,762.6,-1.1,81,Wind blowing from the south,3,,,, ,,,,,,,2500 or more or no clouds.,,,27.0,12.6,,,,,,
21.09.2020 16:00,16.6,754.6,763.1,-0.8,74,Wind blowing from the west-southwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,12.0,,,,,,
21.09.2020 15:00,17.1,754.9,763.5,-0.8,74,Wind blowing from the west-southwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,12.4,,,,,,
21.09.2020 14:00,17.2,755.2,763.7,-0.6,76,Wind blowing from the south-west,3,,,, ,,,,,,,2500 or more or no clouds.,,,3.7,12.9,,,,,,
21.09.2020 13:00,17.1,755.4,763.9,-0.5,83,Wind blowing from the south,3,,,, ,,,,,,,2500 or more or no clouds.,,,26.0,14.2,,,,,,
21.09.2020 12:00,17.0,755.7,764.2,-0.3,83,Wind blowing from the south-west,2,,,, ,,,,,,,2500 or more or no clouds.,,,23.0,14.1,No precipitation,6,,,,
21.09.2020 11:00,16.3,755.8,764.3,-0.2,89,Wind blowing from the south,3,,,, ,,,,,,,2500 or more or no clouds.,,,16.0,14.5,,,,,,
21.09.2020 10:00,15.9,755.9,764.4,0.0,89,Wind blowing from the south-southeast,4,,,, ,,,,,,,100-200,,,21.0,14.1,,,,,,
21.09.2020 09:00,16.0,756.0,764.5,0.2,90,Wind blowing from the east-southeast,3,,,, ,,,,,,,100-200,,,21.0,14.4,,,,,,
21.09.2020 08:00,15.2,756.0,764.5,0.3,93,Wind blowing from the south-east,2,,,, ,,,,,,,2500 or more or no clouds.,,,19.0,14.1,,,,,,
21.09.2020 07:00,14.1,755.9,764.5,0.1,96,Wind blowing from the south-east,3,,,, ,,,,,,,2500 or more or no clouds.,,,20.0,13.4,,,,,,
21.09.2020 06:00,13.6,755.8,764.4,0.0,94,Wind blowing from the south-east,2,,,, ,,,12.8,,,,2500 or more or no clouds.,,,23.0,12.7,No precipitation,12,,,,
21.09.2020 05:00,13.7,755.7,764.2,-0.7,93,Wind blowing from the south-east,4,,,, ,,,,,,,2500 or more or no clouds.,,,19.0,12.6,,,,,,
21.09.2020 04:00,14.0,755.8,764.3,-0.7,91,Wind blowing from the south-east,3,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,12.5,,,,,,
21.09.2020 03:00,14.1,755.8,764.5,-0.9,94,Wind blowing from the south-southeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,16.0,13.1,,,,,,
21.09.2020 02:00,14.2,756.4,765.0,-0.3,90,Wind blowing from the south-east,4,,,, ,,,,,,,2500 or more or no clouds.,,,27.0,12.5,,,,,,
21.09.2020 01:00,14.0,756.5,765.1,-0.2,90,Wind blowing from the south,2,,,, ,,,,,,,2500 or more or no clouds.,,,27.0,12.4,,,,,,
21.09.2020 00:00,14.2,756.7,765.4,0.0,90,Wind blowing from the south-southwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,12.5,No precipitation,6,,,,
20.09.2020 23:00,14.0,756.7,765.4,-0.3,90,Wind blowing from the east-southeast,2,,,, ,,,,,,,2500 or more or no clouds.,,,26.0,12.4,,,,,,
20.09.2020 22:00,14.1,756.7,765.2,-0.3,87,Wind blowing from the east-southeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,12.0,,,,,,
20.09.2020 21:00,14.4,756.7,765.2,-0.3,79,Wind blowing from the east-southeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,10.8,,,,,,
20.09.2020 20:00,13.6,757.0,765.6,-0.2,81,Wind blowing from the north-east,2,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,10.4,,,,,,
20.09.2020 19:00,12.9,757.0,765.6,-0.2,81,Wind blowing from the north-northeast,2,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,9.7,,,,,,
20.09.2020 18:00,13.9,757.0,765.6,-0.1,75,Wind blowing from the north,3,,,, ,,,,17.1,,,2500 or more or no clouds.,,,45.0,9.6,No precipitation,12,,,,
20.09.2020 17:00,14.4,757.2,765.7,0.0,77,Wind blowing from the north-northwest,6,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,10.3,,,,,,
20.09.2020 16:00,14.8,757.2,765.7,-0.4,71,Wind blowing from the north-northwest,6,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,9.5,,,,,,
20.09.2020 15:00,15.2,757.1,765.7,-0.7,74,Wind blowing from the north-northwest,6,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,10.6,,,,,,
20.09.2020 14:00,16.1,757.2,765.7,-0.7,71,Wind blowing from the north,5,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,10.9,,,,,,
20.09.2020 13:00,16.6,757.6,766.0,,63,Wind blowing from the east-southeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,9.4,,,,,,
20.09.2020 12:00,16.3,757.8,766.3,,67,Wind blowing from the east,5,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,10.1,No precipitation,6,,,,
20.09.2020 11:00,15.4,757.9,766.4,-0.3,69,Wind blowing from the east,7,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,9.6,,,,,,
20.09.2020 10:00,14.8,758.1,766.7,0.5,72,Wind blowing from the east,7,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,9.8,,,,,,
20.09.2020 09:00,13.8,758.2,766.8,0.7,75,Wind blowing from the east-northeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,9.5,,,,,,
20.09.2020 08:00,12.9,758.2,766.8,0.8,78,Wind blowing from the east-northeast,8,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,9.2,,,,,,
20.09.2020 07:00,12.1,757.6,766.3,0.3,82,Wind blowing from the east,8,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,9.1,,,,,,
20.09.2020 06:00,11.6,757.5,766.2,0.2,84,Wind blowing from the east,7,,,, ,,,10.8,,,,2500 or more or no clouds.,,,30.0,9.0,No precipitation,12,,,,
20.09.2020 05:00,11.6,757.4,766.1,0.1,83,Wind blowing from the east-northeast,7,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,8.7,,,,,,
20.09.2020 04:00,11.2,757.3,766.0,0.0,82,Wind blowing from the north-east,5,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,8.2,,,,,,
20.09.2020 03:00,12.0,757.3,766.0,0.0,83,Wind blowing from the east-northeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,9.2,,,,,,
20.09.2020 02:00,12.2,757.3,766.0,-0.2,77,Wind blowing from the north-east,5,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,8.3,,,,,,
20.09.2020 01:00,12.9,757.3,765.9,0.0,72,Wind blowing from the east-northeast,7,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,7.9,,,,,,
20.09.2020 00:00,13.5,757.3,766.0,0.0,70,Wind blowing from the east-northeast,7,,,, ,,,,,,,2500 or more or no clouds.,,,55.0,8.0,No precipitation,6,,,,
19.09.2020 23:00,13.9,757.5,766.1,0.5,68,Wind blowing from the east-northeast,8,,,, ,,,,,,,2500 or more or no clouds.,,,55.0,8.1,,,,,,
19.09.2020 22:00,14.7,757.3,766.0,0.6,68,Wind blowing from the east-northeast,8,,,, ,,,,,,,2500 or more or no clouds.,,,55.0,8.7,,,,,,
19.09.2020 21:00,13.1,757.3,765.9,1.0,77,Wind blowing from the north-east,5,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,9.1,,,,,,
19.09.2020 20:00,14.1,757.0,765.6,1.2,77,Wind blowing from the east-northeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,10.1,,,,,,
19.09.2020 19:00,13.4,756.7,765.3,0.6,82,Wind blowing from the north-east,5,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,10.4,,,,,,
19.09.2020 18:00,14.7,756.3,764.8,0.2,85,Wind blowing from the north-east,5,,,, ,,,,18.4,,,2500 or more or no clouds.,,,30.0,12.1,No precipitation,12,,,,
19.09.2020 17:00,17.0,755.8,764.4,-0.7,69,Wind blowing from the north-east,7,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,11.3,,,,,,
19.09.2020 16:00,17.8,756.1,764.5,-0.7,67,Wind blowing from the east-northeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,11.6,,,,,,
19.09.2020 15:00,18.2,756.1,764.5,-0.9,68,Wind blowing from the north-northeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,12.1,,,,,,
19.09.2020 14:00,17.1,756.5,765.1,-1.0,68,Wind blowing from the north,5,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,11.2,,,,,,
19.09.2020 13:00,17.0,756.8,765.4,-0.8,66,Wind blowing from the north-east,7,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,10.5,,,,,,
19.09.2020 12:00,16.0,757.0,765.6,-0.3,67,Wind blowing from the east-northeast,9,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,9.8,No precipitation,6,,,,
19.09.2020 11:00,15.3,757.5,766.0,0.4,72,Wind blowing from the east-northeast,9,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,10.2,,,,,,
19.09.2020 10:00,14.8,757.6,766.1,0.8,75,Wind blowing from the east-northeast,8,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,10.3,,,,,,
19.09.2020 09:00,14.3,757.3,765.9,0.6,77,Wind blowing from the east-northeast,9,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,10.3,,,,,,
19.09.2020 08:00,13.7,757.1,765.7,0.3,81,Wind blowing from the east-northeast,10,,,, ,,,,,,,2500 or more or no clouds.,,,27.0,10.5,,,,,,
19.09.2020 07:00,12.9,756.8,765.4,-0.2,83,Wind blowing from the east-northeast,11,,,, ,,,,,,,2500 or more or no clouds.,,,29.0,10.1,,,,,,
19.09.2020 06:00,12.4,756.7,765.3,-0.6,84,Wind blowing from the east-northeast,10,,,, ,,,11.3,,,,2500 or more or no clouds.,,,35.0,9.7,No precipitation,12,,,,
19.09.2020 05:00,12.3,756.8,765.4,-0.8,83,Wind blowing from the east-northeast,9,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,9.5,,,,,,
19.09.2020 04:00,12.1,757.0,765.7,-0.9,82,Wind blowing from the east-northeast,9,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,9.1,,,,,,
19.09.2020 03:00,11.9,757.3,766.0,-0.8,82,Wind blowing from the east-northeast,9,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,8.9,,,,,,
19.09.2020 02:00,11.4,757.6,766.3,-0.6,84,Wind blowing from the north-east,7,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,8.8,,,,,,
19.09.2020 01:00,11.7,757.9,766.6,-0.5,85,Wind blowing from the east-northeast,7,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,9.2,,,,,,
19.09.2020 00:00,13.5,757.3,766.0,-0.9,70,Wind blowing from the east-northeast,7,,,, ,,,,,,,2500 or more or no clouds.,,,55.0,8.0,No precipitation,6,,,,
18.09.2020 23:00,12.4,758.2,766.8,-0.1,79,Wind blowing from the east-northeast,9,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,8.8,,,,,,
18.09.2020 22:00,13.1,758.4,767.0,0.3,77,Wind blowing from the east-northeast,8,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,9.1,,,,,,
18.09.2020 21:00,14.0,758.2,766.8,0.1,73,Wind blowing from the east-northeast,9,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,9.2,,,,,,
18.09.2020 20:00,13.9,758.3,766.9,0.4,74,Wind blowing from the east-northeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,55.0,9.2,,,,,,
18.09.2020 19:00,15.1,758.1,766.6,0.0,68,Wind blowing from the north-east,7,,,, ,,,,,,,2500 or more or no clouds.,,,55.0,9.2,,,,,,
18.09.2020 18:00,15.6,758.1,766.6,-0.4,69,Wind blowing from the east-northeast,6,,,, ,,,,17.6,,,2500 or more or no clouds.,,,45.0,9.9,No precipitation,12,,,,
18.09.2020 17:00,16.2,757.9,766.5,-1.2,71,Wind blowing from the north-northeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,11.0,,,,,,
18.09.2020 16:00,16.6,758.1,766.6,-1.6,71,Wind blowing from the north-northeast,7,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,11.3,,,,,,
18.09.2020 15:00,16.6,758.5,767.0,-1.6,61,Wind blowing from the north-northeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,8.9,,,,,,
18.09.2020 14:00,16.8,759.1,767.7,-1.3,66,Wind blowing from the north-northeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,55.0,10.3,,,,,,
18.09.2020 13:00,16.7,759.7,768.3,-0.9,59,Wind blowing from the east-northeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,65.0,8.6,,,,,,
18.09.2020 12:00,16.1,760.1,768.7,-0.8,66,Wind blowing from the east,8,,,, ,,,,,,,2500 or more or no clouds.,,,55.0,9.6,No precipitation,6,,,,
18.09.2020 11:00,14.3,760.4,769.0,-0.3,69,Wind blowing from the east,7,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,8.6,,,,,,
18.09.2020 10:00,13.4,760.6,769.3,-0.3,72,Wind blowing from the east-northeast,10,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,8.4,,,,,,
18.09.2020 09:00,12.4,760.9,769.5,0.0,75,Wind blowing from the east-northeast,9,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,8.1,,,,,,
18.09.2020 08:00,12.4,760.7,769.4,-0.1,78,Wind blowing from the east-northeast,9,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,8.6,,,,,,
18.09.2020 07:00,11.8,760.9,769.6,0.1,82,Wind blowing from the east-northeast,8,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,8.8,,,,,,
18.09.2020 06:00,11.8,760.9,769.6,0.0,79,Wind blowing from the east-northeast,6,,,, ,,,11.4,,,,2500 or more or no clouds.,,,50.0,8.2,No precipitation,12,,,,
18.09.2020 05:00,12.1,760.8,769.5,-0.6,80,Wind blowing from the east-northeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,8.7,,,,,,
18.09.2020 04:00,13.0,760.8,769.4,-0.6,80,Wind blowing from the east,7,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,9.6,,,,,,
18.09.2020 03:00,13.4,760.9,769.6,-0.6,81,Wind blowing from the east,5,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,10.2,,,,,,
18.09.2020 02:00,13.6,761.4,770.0,-0.5,80,Wind blowing from the east,5,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,10.1,,,,,,
18.09.2020 01:00,14.0,761.4,770.1,-0.7,80,Wind blowing from the east-northeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,10.6,,,,,,
18.09.2020 00:00,14.5,761.5,770.2,-0.8,79,Wind blowing from the east,7,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,10.8,No precipitation,6,,,,
17.09.2020 23:00,15.0,761.9,770.5,-0.2,77,Wind blowing from the east,6,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,10.9,,,,,,
17.09.2020 22:00,15.1,762.1,770.7,0.3,78,Wind blowing from the east,6,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,11.2,,,,,,
17.09.2020 21:00,15.4,762.3,770.8,0.5,77,Wind blowing from the east,5,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,11.3,,,,,,
17.09.2020 20:00,14.4,762.1,770.8,0.1,85,Wind blowing from the north-east,4,,,, ,,,,,,,2500 or more or no clouds.,,,28.0,11.9,,,,,,
17.09.2020 19:00,14.2,761.8,770.5,-0.4,94,Wind blowing from the north-northeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,6.0,13.3,,,,,,
17.09.2020 18:00,15.2,761.8,770.4,-0.8,90,Wind blowing from the north-northeast,5,,,, ,,,,19.2,,,2500 or more or no clouds.,,,11.0,13.6,No precipitation,12,,,,
17.09.2020 17:00,16.1,762.0,770.6,-0.8,87,Wind blowing from the north,5,,,, ,,,,,,,2500 or more or no clouds.,,,10.0,14.0,,,,,,
17.09.2020 16:00,16.7,762.2,770.8,-1.2,83,Wind blowing from the north,4,,,, ,,,,,,,2500 or more or no clouds.,,,16.0,13.7,,,,,,
17.09.2020 15:00,18.3,762.6,771.1,-1.0,63,Wind blowing from the east,2,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,11.0,,,,,,
17.09.2020 14:00,18.5,762.8,771.4,-1.0,63,Wind blowing from the south-east,2,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,11.4,,,,,,
17.09.2020 13:00,17.9,763.4,771.9,-0.3,72,Wind blowing from the east-southeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,12.7,,,,,,
17.09.2020 12:00,16.8,763.6,772.3,-0.3,79,Wind blowing from the south-southeast,2,,,, ,,,,,,,300-600,,,30.0,13.1,No precipitation,6,,,,
17.09.2020 11:00,17.4,763.8,772.3,0.2,82,Wind blowing from the north,4,,,, ,,,,,,,2500 or more or no clouds.,,,17.0,14.3,,,,,,
17.09.2020 10:00,16.8,763.7,772.3,0.1,75,Wind blowing from the east,3,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,12.4,,,,,,
17.09.2020 09:00,15.7,763.9,772.5,0.5,81,Wind blowing from the east,5,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,12.5,,,,,,
17.09.2020 08:00,14.8,763.6,772.3,0.4,82,Wind blowing from the east,6,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,11.8,,,,,,
17.09.2020 07:00,14.0,763.6,772.3,0.3,86,Wind blowing from the east,5,,,, ,,,,,,,2500 or more or no clouds.,,,28.0,11.6,,,,,,
17.09.2020 06:00,13.6,763.4,772.1,0.1,87,Wind blowing from the east,6,,,, ,,,13.6,,,,2500 or more or no clouds.,,,23.0,11.5,No precipitation,12,,,,
17.09.2020 05:00,14.0,763.2,771.9,-0.2,87,Wind blowing from the east,7,,,, ,,,,,,,2500 or more or no clouds.,,,24.0,11.9,,,,,,
17.09.2020 04:00,14.0,763.3,772.0,-0.2,89,Wind blowing from the east-northeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,23.0,12.2,,,,,,
17.09.2020 03:00,14.4,763.3,771.9,-0.2,90,Wind blowing from the east,6,,,, ,,,,,,,2500 or more or no clouds.,,,17.0,12.8,,,,,,
17.09.2020 02:00,14.8,763.4,772.1,-0.1,90,Wind blowing from the east,7,,,, ,,,,,,,600-1000,,,18.0,13.1,,,,,,
17.09.2020 01:00,15.0,763.5,772.2,0.3,92,Wind blowing from the east,6,,,, ,,,,,,,600-1000,,,16.0,13.7,,,,,,
17.09.2020 00:00,15.0,763.5,772.1,0.6,92,Wind blowing from the east,5,,,, ,,,,,,,2500 or more or no clouds.,,,21.0,13.7,No precipitation,6,,,,
16.09.2020 23:00,15.4,763.5,772.1,1.1,93,Wind blowing from the east,6,,,, ,,,,,,,2500 or more or no clouds.,,,14.0,14.2,,,,,,
16.09.2020 22:00,15.8,763.2,771.8,1.4,93,Wind blowing from the east,6,,,, ,,,,,,,2500 or more or no clouds.,,,10.0,14.6,,,,,,
16.09.2020 21:00,16.4,762.9,771.5,1.5,91,Wind blowing from the east,6,,,, ,,,,,,,2500 or more or no clouds.,,,10.0,15.0,,,,,,
16.09.2020 20:00,16.9,762.4,771.0,1.2,90,Wind blowing from the east,6,,,, ,,,,,,,2500 or more or no clouds.,,,12.0,15.2,,,,,,
16.09.2020 19:00,17.7,761.8,770.3,0.7,88,Wind blowing from the east,6,,,, ,,,,,,,2500 or more or no clouds.,,,7.0,15.7,,,,,,
16.09.2020 18:00,18.1,761.4,769.9,0.2,85,Wind blowing from the east,4,,,, ,,,,20.1,,,2500 or more or no clouds.,,,11.0,15.6,No precipitation,12,,,,
16.09.2020 17:00,19.6,761.2,769.6,0.1,79,Wind blowing from the east-northeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,11.0,15.9,,,,,,
16.09.2020 16:00,19.3,761.1,769.6,-0.1,86,Wind blowing from the north-northeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,11.0,16.9,,,,,,
16.09.2020 15:00,18.6,761.2,769.7,0.3,86,Wind blowing from the north,4,,,, ,,,,,,,2500 or more or no clouds.,,,12.0,16.2,,,,,,
16.09.2020 14:00,17.5,761.1,769.6,0.1,93,Wind blowing from the north-northeast,6,,,, ,,,,,,,Less than  50,,,11.0,16.3,,,,,,
16.09.2020 13:00,16.8,761.2,769.7,0.3,98,Wind blowing from the north,7,,,, ,,,,,,,Less than  50,,,5.0,16.4,,,,,,
16.09.2020 12:00,16.4,760.9,769.5,0.2,100,Wind blowing from the north-northeast,4,,,, ,,,,,,,Less than  50,,,0.9,16.4,No precipitation,6,,,,
16.09.2020 11:00,17.3,761.0,769.5,0.4,100,Wind blowing from the north-northeast,4,,,, ,,,,,,,Less than  50,,,7.0,17.3,,,,,,
16.09.2020 10:00,15.5,760.9,769.5,0.8,100,Wind blowing from the north-northeast,6,,,, ,,,,,,,,,,0.3,15.5,,,,,,
16.09.2020 09:00,15.6,760.7,769.3,1.0,100,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,0.1,15.6,,,,,,
16.09.2020 08:00,14.6,760.6,769.2,1.1,100,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,0.1,14.6,,,,,,
16.09.2020 07:00,14.2,760.1,768.7,0.7,100,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,0.1,14.2,,,,,,
