Total errors 6402

19/11/2020 | Regions                                  | Blaenau Gwent
28/09/2020 | Regions                                  | Flintshire
27/09/2020 | Regions                                  | Flintshire
26/09/2020 | Regions                                  | Flintshire
25/09/2020 | Regions                                  | Flintshire
24/09/2020 | Regions                                  | Flintshire
23/09/2020 | Regions                                  | Flintshire
22/09/2020 | Regions                                  | Flintshire
21/09/2020 | Regions                                  | Flintshire
20/09/2020 | Regions                                  | Flintshire
19/09/2020 | Regions                                  | Flintshire
18/09/2020 | Regions                                  | Flintshire
17/09/2020 | Regions                                  | Flintshire
16/09/2020 | Regions                                  | Flintshire
15/09/2020 | Regions                                  | Flintshire
14/09/2020 | Regions                                  | Flintshire
13/09/2020 | Regions                                  | Flintshire
12/09/2020 | Regions                                  | Flintshire
11/09/2020 | Regions                                  | Flintshire
10/09/2020 | Regions                                  | Flintshire
09/09/2020 | Regions                                  | Flintshire
08/09/2020 | Regions                                  | Flintshire
07/09/2020 | Regions                                  | Flintshire
