Total errors 48773

04/03/2020 | Date                                     | Spain
07/07/2020 | Nursing & Care Home Visit                | France
07/08/2020 | Date                                     | France
07/08/2020 | Country                                  | France
07/08/2020 | Cases                                    | France
07/08/2020 | Cumulative Cases                         | France
07/08/2020 | Deaths                                   | France
07/08/2020 | Cumulative Deaths                        | France
07/08/2020 | Tests                                    | France
07/08/2020 | Cumulative Tests                         | France
07/08/2020 | Meeting Friends/Family (indoor)          | France
07/08/2020 | Meeting Friends/Family (outdoor)         | France
07/08/2020 | Domestic Travel                          | France
07/08/2020 | International Travel                     | France
07/08/2020 | Cafes and Restaurants                    | France
07/08/2020 | Pubs and bars                            | France
07/08/2020 | Sports and leisure                       | France
07/08/2020 | Schools Closure                          | France
07/08/2020 | Temperature                              | France
07/08/2020 | Humidity                                 | France
