Local time in Berlin / Tempelhof,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.07.2020 06:00,14.8,759.6,764.0,,85,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,12.3,,,,,,
23.07.2020 05:00,14.6,759.7,764.1,,85,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,12.1,,,,,,
23.07.2020 04:00,14.5,759.9,764.3,,87,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,12.3,,,,,,
23.07.2020 03:00,14.7,759.9,764.3,,86,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,12.3,,,,,,
23.07.2020 02:00,15.2,760.3,764.7,,80,Wind blowing from the west,1,,,, ,,,,,,,,,,,11.7,,,,,,
23.07.2020 01:00,15.9,760.1,764.5,,60,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,8.0,Trace of precipitation,6,,,,
23.07.2020 00:00,15.9,760.2,764.6,,58,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,7.7,,,,,,
22.07.2020 23:00,16.4,760.2,764.5,,56,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,7.6,,,,,,
22.07.2020 22:00,16.7,760.1,764.5,,56,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,7.8,,,,,,
22.07.2020 21:00,17.2,760.1,764.5,,54,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,7.7,,,,,,
22.07.2020 20:00,19.5,760.0,764.3,,42,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,6.3,,,,,,
22.07.2020 19:00,21.2,760.0,764.3,,38,Wind blowing from the north-west,2,,,, ,,,15.3,23.2,,,,,,,6.1,No precipitation,12,,,,
22.07.2020 18:00,21.6,760.3,764.5,,38,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,6.7,,,,,,
22.07.2020 17:00,22.1,760.6,764.9,,35,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,6.0,,,,,,
22.07.2020 16:00,22.1,761.2,765.4,,39,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,7.3,,,,,,
22.07.2020 15:00,22.2,761.5,765.7,,35,Wind blowing from the west,4,,,, ,,,,,,,,,,,5.9,,,,,,
22.07.2020 14:00,21.5,761.8,766.2,,36,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,5.7,,,,,,
22.07.2020 13:00,20.7,762.2,766.6,,40,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,6.5,No precipitation,6,,,,
22.07.2020 12:00,20.0,762.5,766.9,,40,Wind blowing from the north-west,6,,,, ,,,,,,,,,,,6.0,,,,,,
22.07.2020 11:00,19.9,762.7,767.1,,45,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,7.5,,,,,,
22.07.2020 10:00,19.4,762.9,767.2,,46,Wind blowing from the north-west,6,,,, ,,,10.9,,,,,,,,7.3,,,,,,
22.07.2020 09:00,17.9,763.0,767.4,,54,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,8.5,,,,,,
22.07.2020 08:00,16.9,763.0,767.5,,58,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,8.5,,,,,,
22.07.2020 07:00,15.5,762.9,767.3,,66,Wind blowing from the west-northwest,3,,,, ,,,10.9,21.2,,,,,,,9.2,No precipitation,12,,,,
22.07.2020 06:00,13.9,763.0,767.5,,73,Wind blowing from the west,2,,,, ,,,,,,,,,,,9.0,,,,,,
22.07.2020 05:00,11.7,762.9,767.4,,79,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,8.2,,,,,,
22.07.2020 04:00,11.3,762.7,767.2,,79,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,7.7,,,,,,
22.07.2020 03:00,12.7,762.7,767.1,,75,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,8.4,,,,,,
22.07.2020 02:00,13.8,762.6,767.0,,71,Wind blowing from the west,3,,,, ,,,,,,,,,,,8.6,,,,,,
22.07.2020 01:00,14.2,762.7,767.2,,71,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,8.9,No precipitation,6,,,,
22.07.2020 00:00,14.3,762.5,766.9,,67,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,8.3,,,,,,
21.07.2020 23:00,15.1,762.4,766.8,,65,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,8.5,,,,,,
21.07.2020 22:00,16.8,762.1,766.6,,59,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,8.6,,,,,,
21.07.2020 21:00,17.6,761.8,766.1,,57,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,9.0,,,,,,
21.07.2020 20:00,19.4,761.2,765.6,,45,Wind blowing from the north-northwest,6,,,, ,,,,,,,,,,,7.0,,,,,,
21.07.2020 19:00,21.2,760.9,765.3,,37,Wind blowing from the north-west,5,,,, ,,,15.3,23.6,,,,,,,5.7,No precipitation,12,,,,
21.07.2020 18:00,22.2,760.9,765.1,,32,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,4.7,,,,,,
21.07.2020 17:00,22.5,761.2,765.5,,32,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,5.1,,,,,,
21.07.2020 16:00,22.9,761.5,765.7,,30,Wind blowing from the west,5,,,, ,,,,,,,,,,,4.6,,,,,,
21.07.2020 15:00,21.9,761.7,766.0,,34,Wind blowing from the west,4,,,, ,,,,,,,,,,,5.1,,,,,,
21.07.2020 14:00,22.7,761.8,766.0,,33,Wind blowing from the west-northwest,6,,,, ,,,,,,,,,,,5.4,,,,,,
21.07.2020 13:00,21.5,761.9,766.3,,34,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,4.9,No precipitation,6,,,,
21.07.2020 12:00,20.5,762.1,766.5,,40,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,6.2,,,,,,
21.07.2020 11:00,20.6,762.1,766.4,,40,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,6.6,,,,,,
21.07.2020 10:00,19.1,762.1,766.4,,47,Wind blowing from the west-northwest,4,,,, ,,,12.6,,,,,,,,7.5,,,,,,
21.07.2020 09:00,17.9,762.1,766.4,,55,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,8.6,,,,,,
21.07.2020 08:00,16.9,762.0,766.3,,64,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,10.1,,,,,,
21.07.2020 07:00,15.3,761.7,766.1,,72,Wind blowing from the north-west,4,,,, ,,,12.6,20.3,,,,,,,10.2,No precipitation,12,,,,
21.07.2020 06:00,14.7,761.5,765.9,,77,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,10.7,,,,,,
21.07.2020 05:00,13.2,761.2,765.6,,83,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,10.3,,,,,,
21.07.2020 04:00,13.1,761.2,765.6,,80,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,9.7,,,,,,
21.07.2020 03:00,13.8,761.0,765.4,,79,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,10.1,,,,,,
21.07.2020 02:00,14.2,760.9,765.4,,82,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,11.2,,,,,,
21.07.2020 01:00,14.0,760.7,765.1,,84,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,11.3,No precipitation,6,,,,
21.07.2020 00:00,15.3,760.6,765.0,,80,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,11.9,,,,,,
20.07.2020 23:00,16.9,760.3,764.7,,72,Wind blowing from the west,1,,,, ,,,,,,,,,,,11.8,,,,,,
20.07.2020 22:00,17.7,760.2,764.5,,69,Wind blowing from the west,2,,,, ,,,,,,,,,,,11.8,,,,,,
20.07.2020 21:00,17.5,760.0,764.3,,68,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,11.4,,,,,,
20.07.2020 20:00,18.7,759.6,763.9,,61,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,11.0,,,,,,
20.07.2020 19:00,20.2,759.4,763.7,,56,Wind blowing from the north-west,5,,,, ,,,19.4,25.7,,,,,,,11.0,Trace of precipitation,12,,,,
20.07.2020 18:00,20.7,759.1,763.4,,58,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,12.0,,,,,,
20.07.2020 17:00,20.3,758.9,763.3,,61,Wind blowing from the north-west,6,,,, ,,,,,,,,,,,12.4,,,,,,
20.07.2020 16:00,20.4,758.8,763.0,,66,Wind blowing from the north-west,8,,,, ,,,,,,,,,,,13.8,,,,,,
20.07.2020 15:00,20.8,758.2,762.5,,74,Wind blowing from the north-northwest,7,,,, ,,,,,,,,,,,16.0,,,,,,
20.07.2020 14:00,23.9,757.5,761.8,,56,Wind blowing from the north-west,6,,,, ,,,,,,,,,,,14.5,,,,,,
20.07.2020 13:00,24.6,757.3,761.6,,52,Wind blowing from the north-west,6,,,, ,,,,,,,,,,,14.0,Trace of precipitation,6,,,,
20.07.2020 12:00,24.3,757.3,761.5,,48,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,12.7,,,,,,
20.07.2020 11:00,24.8,757.0,761.3,,46,Wind blowing from the north,6,,,, ,,,,,,,,,,,12.5,,,,,,
20.07.2020 10:00,23.5,756.8,761.1,,60,Wind blowing from the north-northwest,6,,,, ,,,17.4,,,,,,,,15.3,,,,,,
20.07.2020 09:00,24.4,756.0,760.2,,60,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,16.1,,,,,,
20.07.2020 08:00,22.8,755.6,759.9,,66,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,16.1,,,,,,
20.07.2020 07:00,21.2,755.5,759.8,,74,Wind blowing from the north-west,1,,,, ,,,17.4,24.7,,,,,,,16.4,Trace of precipitation,12,,,,
20.07.2020 06:00,19.3,755.7,760.0,,82,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,16.2,,,,,,
20.07.2020 05:00,18.3,755.8,760.1,,88,Wind blowing from the south,2,,,, ,,,,,,,,,,,16.2,,,,,,
20.07.2020 04:00,18.8,755.8,760.1,,84,Wind blowing from the south,1,,,, ,,,,,,,,,,,16.1,,,,,,
20.07.2020 03:00,19.1,756.0,760.3,,82,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,16.0,,,,,,
20.07.2020 02:00,19.4,756.0,760.3,,81,Wind blowing from the south,2,,,, ,,,,,,,,,,,16.1,,,,,,
20.07.2020 01:00,20.0,756.3,760.6,,78,Wind blowing from the south,2,,,, ,,,,,,,,,,,16.1,Trace of precipitation,6,,,,
20.07.2020 00:00,21.2,756.5,760.8,,71,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,15.8,,,,,,
19.07.2020 23:00,20.9,756.7,760.9,,79,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,17.1,,,,,,
19.07.2020 22:00,21.0,756.7,761.0,,78,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,17.0,,,,,,
19.07.2020 21:00,21.4,756.9,761.2,,75,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,,16.8,,,,,,
19.07.2020 20:00,22.2,756.5,760.8,,70,Wind blowing from the east-southeast,5,,,, ,,,,,,,,,,,16.4,,,,,,
19.07.2020 19:00,24.9,756.1,760.3,,54,Wind blowing from the east,5,,,, ,,,21.2,30.8,,,,,,,14.9,No precipitation,12,,,,
19.07.2020 18:00,28.9,755.7,759.9,,38,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,13.1,,,,,,
19.07.2020 17:00,30.2,755.8,759.9,,34,Wind blowing from the west,4,,,, ,,,,,,,,,,,12.6,,,,,,
19.07.2020 16:00,30.7,756.0,760.1,,34,Wind blowing from the west,4,,,, ,,,,,,,,,,,13.0,,,,,,
19.07.2020 15:00,30.6,756.4,760.6,,37,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,14.2,,,,,,
19.07.2020 14:00,28.5,756.7,760.9,,39,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,13.3,,,,,,
19.07.2020 13:00,28.1,757.1,761.3,,40,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,13.2,No precipitation,6,,,,
19.07.2020 12:00,29.0,757.6,761.8,,38,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,13.1,,,,,,
19.07.2020 11:00,27.9,757.9,762.1,,43,Wind blowing from the east,2,,,, ,,,,,,,,,,,14.2,,,,,,
19.07.2020 10:00,26.9,758.2,762.4,,45,Wind blowing from the west-northwest,2,,,, ,,,16.3,,,,,,,,13.9,,,,,,
19.07.2020 09:00,25.1,758.3,762.5,,54,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,15.2,,,,,,
19.07.2020 08:00,24.1,758.3,762.6,,64,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,16.8,,,,,,
19.07.2020 07:00,21.1,758.3,762.6,,76,Wind blowing from the north-west,1,,,, ,,,16.3,26.2,,,,,,,16.7,Trace of precipitation,12,,,,
19.07.2020 06:00,18.2,758.5,762.8,,89,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,,16.4,,,,,,
19.07.2020 05:00,16.5,758.6,763.0,,91,Calm no wind,0,,,, ,,,,,,,,,,,15.0,,,,,,
19.07.2020 04:00,16.7,758.7,763.0,,88,Wind blowing from the north,1,,,, ,,,,,,,,,,,14.6,,,,,,
19.07.2020 03:00,16.8,758.9,763.3,,86,Calm no wind,0,,,, ,,,,,,,,,,,14.4,,,,,,
19.07.2020 02:00,17.2,759.2,763.6,,84,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,14.4,,,,,,
19.07.2020 01:00,17.7,759.4,763.7,,81,Calm no wind,0,,,, ,,,,,,,,,,,14.4,Trace of precipitation,6,,,,
19.07.2020 00:00,18.7,759.6,763.9,,75,Calm no wind,0,,,, ,,,,,,,,,,,14.1,,,,,,
18.07.2020 23:00,19.3,759.7,764.0,,73,Calm no wind,0,,,, ,,,,,,,,,,,14.3,,,,,,
18.07.2020 22:00,20.6,759.6,763.9,,67,Calm no wind,0,,,, ,,,,,,,,,,,14.2,,,,,,
18.07.2020 21:00,22.2,759.4,763.6,,58,Calm no wind,0,,,, ,,,,,,,,,,,13.5,,,,,,
18.07.2020 20:00,25.1,758.9,763.2,,47,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,12.9,,,,,,
18.07.2020 19:00,26.2,758.8,763.0,,44,Wind blowing from the east-southeast,1,,,, ,,,18.2,27.8,,,,,,,13.0,No precipitation,12,,,,
18.07.2020 18:00,27.0,759.0,763.2,,39,Wind blowing from the south-east,3,,,, ,,,,,,,,,,,11.7,,,,,,
18.07.2020 17:00,26.9,759.1,763.3,,42,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,12.8,,,,,,
18.07.2020 16:00,27.2,759.4,763.6,,43,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,,13.5,,,,,,
18.07.2020 15:00,26.3,759.7,763.9,,43,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,12.8,,,,,,
18.07.2020 14:00,26.4,760.0,764.2,,44,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,13.2,,,,,,
18.07.2020 13:00,25.2,760.3,764.5,,47,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,13.0,No precipitation,6,,,,
18.07.2020 12:00,24.8,760.6,764.8,,51,Wind blowing from the east,3,,,, ,,,,,,,,,,,14.1,,,,,,
18.07.2020 11:00,23.7,760.8,765.1,,52,Wind blowing from the east,1,,,, ,,,,,,,,,,,13.2,,,,,,
18.07.2020 10:00,22.1,760.9,765.2,,59,Wind blowing from the north-northwest,3,,,, ,,,11.7,,,,,,,,13.8,,,,,,
18.07.2020 09:00,21.9,761.1,765.4,,61,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,13.9,,,,,,
18.07.2020 08:00,20.2,761.0,765.4,,73,Wind blowing from the east,1,,,, ,,,,,,,,,,,15.2,,,,,,
18.07.2020 07:00,18.0,760.9,765.3,,89,Wind blowing from the east,1,,,, ,,,11.7,20.1,,,,,,,16.1,No precipitation,12,,,,
18.07.2020 06:00,15.2,760.9,765.4,,99,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,15.0,,,,,,
18.07.2020 05:00,12.8,760.9,765.3,,99,Wind blowing from the north,1,,,, ,,,,,,,,,,,12.7,,,,,,
18.07.2020 04:00,12.5,760.9,765.3,,96,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,11.9,,,,,,
18.07.2020 03:00,14.1,761.0,765.4,,97,Calm no wind,0,,,, ,,,,,,,,,,,13.7,,,,,,
18.07.2020 02:00,13.8,760.9,765.4,,96,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,13.1,,,,,,
18.07.2020 01:00,14.5,761.0,765.4,,98,Wind blowing from the east,1,,,, ,,,,,,,,,,,14.2,No precipitation,6,,,,
18.07.2020 00:00,14.3,760.8,765.2,,94,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,13.4,,,,,,
17.07.2020 23:00,15.3,760.6,765.1,,96,Calm no wind,0,,,, ,,,,,,,,,,,14.7,,,,,,
17.07.2020 22:00,16.0,760.4,764.8,,94,Calm no wind,0,,,, ,,,,,,,,,,,15.0,,,,,,
17.07.2020 21:00,17.9,760.2,764.5,,88,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,15.9,,,,,,
17.07.2020 20:00,18.6,760.0,764.3,,81,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,15.2,,,,,,
17.07.2020 19:00,20.1,759.7,764.1,,77,Wind blowing from the north-west,2,,,, ,,,16.2,20.8,,,,,,,16.0,2.0,12,,,,
17.07.2020 18:00,19.7,759.7,764.0,,81,Wind blowing from the west,1,,,, ,,,,,,,,,,,16.3,,,,,,
17.07.2020 17:00,19.0,759.8,764.2,,86,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,16.6,,,,,,
17.07.2020 16:00,18.1,759.9,764.2,,89,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,16.3,,,,,,
17.07.2020 15:00,20.1,759.7,764.0,,70,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,14.5,,,,,,
17.07.2020 14:00,19.4,759.7,764.0,,71,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,13.9,,,,,,
17.07.2020 13:00,19.3,759.7,764.1,,71,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,13.8,No precipitation,6,,,,
17.07.2020 12:00,17.6,759.7,764.1,,75,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,13.1,,,,,,
17.07.2020 11:00,18.1,759.7,764.0,,69,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,12.3,,,,,,
17.07.2020 10:00,18.4,759.7,764.0,,65,Wind blowing from the west-northwest,5,,,, ,,,11.9,,,,,,,,11.6,,,,,,
17.07.2020 09:00,18.3,759.7,764.0,,68,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,12.3,,,,,,
17.07.2020 08:00,18.0,759.5,763.9,,69,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,12.2,,,,,,
17.07.2020 07:00,16.2,759.2,763.6,,77,Wind blowing from the north-west,4,,,, ,,,11.9,17.6,,,,,,,12.1,No precipitation,12,,,,
17.07.2020 06:00,14.2,759.1,763.5,,82,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,11.1,,,,,,
17.07.2020 05:00,12.6,759.0,763.4,,89,Wind blowing from the west,2,,,, ,,,,,,,,,,,10.8,,,,,,
17.07.2020 04:00,12.4,758.8,763.2,,88,Wind blowing from the west,2,,,, ,,,,,,,,,,,10.5,,,,,,
17.07.2020 03:00,12.5,758.8,763.3,,89,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,10.7,,,,,,
17.07.2020 02:00,12.6,758.8,763.3,,85,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,10.2,,,,,,
17.07.2020 01:00,13.7,758.8,763.2,,83,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,,10.9,No precipitation,6,,,,
17.07.2020 00:00,14.3,758.8,763.2,,81,Wind blowing from the west,1,,,, ,,,,,,,,,,,11.1,,,,,,
16.07.2020 23:00,15.4,758.7,763.0,,77,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,11.3,,,,,,
16.07.2020 22:00,16.0,758.5,762.9,,72,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,10.9,,,,,,
16.07.2020 21:00,16.7,758.2,762.6,,66,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,10.2,,,,,,
16.07.2020 20:00,17.3,757.9,762.3,,59,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,9.2,,,,,,
16.07.2020 19:00,17.6,757.7,762.1,,57,Wind blowing from the north,4,,,, ,,,14.9,21.7,,,,,,,9.0,1.0,12,,,,
16.07.2020 18:00,18.8,757.5,761.8,,57,Wind blowing from the north,4,,,, ,,,,,,,,,,,10.1,,,,,,
16.07.2020 17:00,19.1,757.2,761.5,,58,Wind blowing from the north,4,,,, ,,,,,,,,,,,10.5,,,,,,
16.07.2020 16:00,20.6,757.0,761.3,,51,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,10.2,,,,,,
16.07.2020 15:00,20.4,757.1,761.4,,54,Wind blowing from the north,6,,,, ,,,,,,,,,,,10.8,,,,,,
16.07.2020 14:00,20.2,757.1,761.4,,49,Wind blowing from the north,6,,,, ,,,,,,,,,,,9.0,,,,,,
16.07.2020 13:00,19.2,757.2,761.5,,59,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,10.9,1.0,6,,,,
16.07.2020 12:00,18.3,757.2,761.5,,66,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,11.7,,,,,,
16.07.2020 11:00,15.8,757.3,761.6,,81,Wind blowing from the west,2,,,, ,,,,,,,,,,,12.6,,,,,,
16.07.2020 10:00,19.2,757.1,761.5,,63,Wind blowing from the west,4,,,, ,,,14.0,,,,,,,,11.9,,,,,,
16.07.2020 09:00,17.0,757.2,761.5,,77,Wind blowing from the west,3,,,, ,,,,,,,,,,,13.0,,,,,,
16.07.2020 08:00,16.0,757.1,761.5,,82,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,12.9,,,,,,
16.07.2020 07:00,14.8,757.0,761.3,,88,Wind blowing from the north-west,3,,,, ,,,14.0,16.5,,,,,,,12.9,1.0,12,,,,
16.07.2020 06:00,14.0,756.8,761.2,,93,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,12.9,,,,,,
16.07.2020 05:00,14.0,756.6,761.0,,91,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,12.6,,,,,,
16.07.2020 04:00,14.2,756.4,760.9,,93,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,13.0,,,,,,
16.07.2020 03:00,14.8,756.3,760.6,,94,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,13.9,,,,,,
16.07.2020 02:00,15.1,756.2,760.6,,96,Wind blowing from the west,2,,,, ,,,,,,,,,,,14.4,,,,,,
16.07.2020 01:00,14.6,756.2,760.6,,95,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,13.8,0.8,6,,,,
16.07.2020 00:00,15.1,756.1,760.5,,94,Wind blowing from the west,3,,,, ,,,,,,,,,,,14.1,,,,,,
15.07.2020 23:00,15.1,756.1,760.4,,95,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,14.3,,,,,,
15.07.2020 22:00,15.3,756.0,760.3,,91,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,13.8,,,,,,
15.07.2020 21:00,16.3,755.8,760.2,,90,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,14.6,,,,,,
15.07.2020 20:00,16.3,755.5,759.9,,89,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,14.4,,,,,,
15.07.2020 19:00,16.5,755.5,759.8,,87,Wind blowing from the north-northwest,2,,,, ,,,15.7,18.3,,,,,,,14.4,4.0,12,,,,
15.07.2020 18:00,16.7,755.2,759.6,,90,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,15.1,,,,,,
15.07.2020 17:00,16.2,755.2,759.5,,91,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,14.7,,,,,,
15.07.2020 16:00,15.8,755.2,759.6,,91,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,14.4,,,,,,
15.07.2020 15:00,15.9,755.4,759.7,,93,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,14.7,,,,,,
15.07.2020 14:00,16.1,755.5,759.8,,93,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,14.9,,,,,,
15.07.2020 13:00,16.1,755.0,759.4,,91,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,14.7,0.9,6,,,,
15.07.2020 12:00,15.9,755.1,759.4,,91,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,14.4,,,,,,
15.07.2020 11:00,16.2,755.2,759.5,,89,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,14.3,,,,,,
15.07.2020 10:00,17.2,754.9,759.3,,80,Wind blowing from the north-west,4,,,, ,,,16.5,,,,,,,,13.7,,,,,,
15.07.2020 09:00,17.1,754.6,759.0,,79,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,13.4,,,,,,
15.07.2020 08:00,18.1,754.3,758.7,,75,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,13.5,,,,,,
15.07.2020 07:00,18.0,754.4,758.8,,70,Wind blowing from the north-northwest,3,,,, ,,,16.5,26.1,,,,,,,12.5,Trace of precipitation,12,,,,
15.07.2020 06:00,17.0,754.3,758.6,,75,Wind blowing from the north,3,,,, ,,,,,,,,,,,12.5,,,,,,
15.07.2020 05:00,16.7,754.2,758.5,,74,Wind blowing from the north,3,,,, ,,,,,,,,,,,12.1,,,,,,
15.07.2020 04:00,16.6,754.3,758.7,,74,Wind blowing from the north,3,,,, ,,,,,,,,,,,12.0,,,,,,
15.07.2020 03:00,16.9,754.4,758.8,,73,Wind blowing from the north,4,,,, ,,,,,,,,,,,12.0,,,,,,
15.07.2020 02:00,17.2,754.7,759.1,,70,Wind blowing from the north,4,,,, ,,,,,,,,,,,11.6,,,,,,
15.07.2020 01:00,18.3,754.7,759.1,,64,Wind blowing from the north-northwest,6,,,, ,,,,,,,,,,,11.3,Trace of precipitation,6,,,,
15.07.2020 00:00,19.3,754.5,758.8,,59,Wind blowing from the north,7,,,, ,,,,,,,,,,,11.0,,,,,,
14.07.2020 23:00,20.6,754.1,758.4,,61,Wind blowing from the north,6,,,, ,,,,,,,,,,,12.9,,,,,,
14.07.2020 22:00,23.1,753.7,758.0,,40,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,8.8,,,,,,
14.07.2020 21:00,24.0,753.7,757.9,,37,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,8.4,,,,,,
14.07.2020 20:00,25.1,753.8,758.0,,33,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,7.9,,,,,,
14.07.2020 19:00,26.1,753.9,758.1,,30,Wind blowing from the south-southeast,3,,,, ,,,17.3,28.9,,,,,,,7.1,No precipitation,12,,,,
14.07.2020 18:00,26.9,754.0,758.2,,27,Wind blowing from the south,2,,,, ,,,,,,,,,,,6.2,,,,,,
14.07.2020 17:00,28.0,754.3,758.5,,25,Wind blowing from the south,3,,,, ,,,,,,,,,,,6.4,,,,,,
14.07.2020 16:00,28.4,754.7,758.9,,23,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,5.5,,,,,,
