Local time in Tirana (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td,
23.07.2020 14:20,34.0,754.9,757.7,39,Wind blowing from the north-northwest,5,,,,No Significant Clouds,10.0 and more,18.0,
23.07.2020 13:50,34.0,754.9,757.7,39,Wind blowing from the north-northwest,4,,,,No Significant Clouds,10.0 and more,18.0,
23.07.2020 13:20,33.0,754.9,757.7,41,Wind blowing from the north-northwest,5,,,,No Significant Clouds,10.0 and more,18.0,
23.07.2020 12:50,35.0,754.9,757.7,41,Wind blowing from the north-northwest,5,,,,No Significant Clouds,10.0 and more,20.0,
23.07.2020 12:20,34.0,754.9,757.7,39,Wind blowing from the north,4,,,,No Significant Clouds,10.0 and more,18.0,
23.07.2020 11:50,34.0,755.4,758.2,39,Wind blowing from the north,4,,,,No Significant Clouds,10.0 and more,18.0,
23.07.2020 11:20,34.0,755.4,758.2,32,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,15.0,
23.07.2020 10:50,35.0,755.4,758.2,28,Wind blowing from the north-northwest,1,,,,No Significant Clouds,10.0 and more,14.0,
23.07.2020 10:20,34.0,755.4,758.2,34,variable wind direction,1,,,,No Significant Clouds,10.0 and more,16.0,
23.07.2020 09:50,32.0,756.2,759.0,36,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,15.0,
23.07.2020 09:20,31.0,756.2,759.0,40,variable wind direction,1,,,,No Significant Clouds,10.0 and more,16.0,
23.07.2020 08:50,30.0,756.2,759.0,40,variable wind direction,2,,,,No Significant Clouds,10.0 and more,15.0,
23.07.2020 08:20,28.0,756.2,759.0,42,Wind blowing from the south,1,,,,No Significant Clouds,10.0 and more,14.0,
23.07.2020 07:50,28.0,756.2,759.0,48,variable wind direction,1,,,,No Significant Clouds,10.0 and more,16.0,
23.07.2020 07:20,25.0,756.1,759.0,57,variable wind direction,1,,,,No Significant Clouds,10.0 and more,16.0,
23.07.2020 06:50,24.0,756.1,759.0,61,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,16.0,
23.07.2020 06:20,22.0,756.1,759.0,69,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,16.0,
23.07.2020 05:50,20.0,756.1,759.0,78,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,16.0,
23.07.2020 05:20,19.0,756.1,759.0,83,variable wind direction,1,,,,No Significant Clouds,10.0 and more,16.0,
23.07.2020 04:50,18.0,756.1,759.0,83,Wind blowing from the south-southeast,1,,,,No Significant Clouds,10.0 and more,15.0,
23.07.2020 04:20,18.0,756.1,759.0,88,Wind blowing from the south-east,1,,,,No Significant Clouds,10.0 and more,16.0,
23.07.2020 03:50,18.0,756.1,759.0,83,Wind blowing from the south-southeast,1,,,,No Significant Clouds,10.0 and more,15.0,
23.07.2020 03:20,18.0,756.1,759.0,83,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,15.0,
23.07.2020 02:50,19.0,756.1,759.0,83,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,16.0,
23.07.2020 02:20,20.0,756.8,759.7,73,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,15.0,
23.07.2020 01:50,19.0,756.8,759.7,78,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,15.0,
23.07.2020 01:20,20.0,756.8,759.7,78,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,16.0,
23.07.2020 00:50,20.0,756.8,759.7,78,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,16.0,
23.07.2020 00:20,20.0,756.8,759.7,78,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,16.0,
22.07.2020 23:50,21.0,756.8,759.7,73,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,16.0,
22.07.2020 23:20,21.0,756.8,759.7,73,Wind blowing from the south-southeast,1,,,,No Significant Clouds,10.0 and more,16.0,
22.07.2020 22:50,21.0,756.8,759.7,73,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,16.0,
22.07.2020 22:20,21.0,756.8,759.7,78,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,17.0,
22.07.2020 21:50,21.0,756.8,759.7,78,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,17.0,
22.07.2020 21:20,22.0,756.8,759.7,73,variable wind direction,1,,,,No Significant Clouds,10.0 and more,17.0,
22.07.2020 20:50,22.0,756.8,759.7,73,variable wind direction,1,,,,No Significant Clouds,10.0 and more,17.0,
22.07.2020 20:20,25.0,756.8,759.7,61,variable wind direction,1,,,,No Significant Clouds,10.0 and more,17.0,
22.07.2020 19:50,24.0,756.8,759.7,65,variable wind direction,1,,,,No Significant Clouds,10.0 and more,17.0,
22.07.2020 19:20,26.0,756.8,759.7,54,Wind blowing from the north,1,,,,No Significant Clouds,10.0 and more,16.0,
22.07.2020 18:50,26.0,756.8,759.7,54,Wind blowing from the north-west,3,,,,No Significant Clouds,10.0 and more,16.0,
22.07.2020 18:20,27.0,756.9,759.7,51,Wind blowing from the north-west,5,,,,No Significant Clouds,10.0 and more,16.0,
22.07.2020 17:50,28.0,756.9,759.7,48,Wind blowing from the north-northwest,5,,,,No Significant Clouds,10.0 and more,16.0,
22.07.2020 17:20,29.0,756.9,759.7,43,Wind blowing from the north-northwest,6,,,,No Significant Clouds,10.0 and more,15.0,
22.07.2020 16:50,29.0,756.9,759.7,40,Wind blowing from the north,6,,,,No Significant Clouds,10.0 and more,14.0,
22.07.2020 16:20,31.0,756.9,759.7,38,Wind blowing from the north,6,,,,No Significant Clouds,10.0 and more,15.0,
22.07.2020 15:50,31.0,756.9,759.7,40,Wind blowing from the north,6,,,,No Significant Clouds,10.0 and more,16.0,
22.07.2020 15:20,32.0,756.9,759.7,38,Wind blowing from the north,6,,,,No Significant Clouds,10.0 and more,16.0,
22.07.2020 14:50,32.0,756.9,759.7,38,Wind blowing from the north,6,,,,No Significant Clouds,10.0 and more,16.0,
22.07.2020 14:20,32.0,757.7,760.5,41,Wind blowing from the north,7,,,,No Significant Clouds,10.0 and more,17.0,
22.07.2020 13:50,34.0,756.9,759.7,36,Wind blowing from the north,6,,,,No Significant Clouds,10.0 and more,17.0,
22.07.2020 13:20,35.0,756.9,759.7,30,Wind blowing from the north-west,4,,,,No Significant Clouds,10.0 and more,15.0,
22.07.2020 12:50,35.0,757.7,760.5,30,Wind blowing from the north-west,3,,,,No Significant Clouds,10.0 and more,15.0,
22.07.2020 12:20,35.0,757.7,760.5,28,variable wind direction,2,,,,No Significant Clouds,10.0 and more,14.0,
22.07.2020 11:50,34.0,757.7,760.5,28,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,13.0,
22.07.2020 11:20,33.0,758.4,761.2,28,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,12.0,
22.07.2020 10:50,34.0,758.4,761.2,28,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,13.0,
22.07.2020 10:20,33.0,758.4,761.2,34,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,15.0,
22.07.2020 09:50,32.0,758.4,761.2,38,variable wind direction,1,,,,No Significant Clouds,10.0 and more,16.0,
22.07.2020 09:20,31.0,759.2,762.0,40,Wind blowing from the north-northwest,1,,,,No Significant Clouds,10.0 and more,16.0,
22.07.2020 08:50,30.0,759.2,762.0,43,Wind blowing from the north-northwest,1,,,,No Significant Clouds,10.0 and more,16.0,
22.07.2020 08:20,27.0,759.1,762.0,48,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,15.0,
22.07.2020 07:50,27.0,759.1,762.0,51,Calm no wind,0,,,,No Significant Clouds,10.0 and more,16.0,
22.07.2020 07:20,26.0,759.1,762.0,58,variable wind direction,1,,,,No Significant Clouds,10.0 and more,17.0,
22.07.2020 06:50,24.0,759.1,762.0,65,variable wind direction,1,,,,No Significant Clouds,10.0 and more,17.0,
22.07.2020 06:20,22.0,759.1,762.0,73,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,17.0,
22.07.2020 05:50,20.0,759.1,762.0,83,Calm no wind,0,,,,No Significant Clouds,10.0 and more,17.0,
22.07.2020 05:20,19.0,759.1,762.0,83,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,16.0,
22.07.2020 04:50,18.0,759.1,762.0,83,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,15.0,
22.07.2020 04:20,18.0,759.1,762.0,83,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,15.0,
22.07.2020 03:50,18.0,759.1,762.0,83,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,15.0,
22.07.2020 03:20,18.0,758.3,761.2,83,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,15.0,
22.07.2020 02:50,18.0,759.1,762.0,83,Wind blowing from the south-east,1,,,,No Significant Clouds,10.0 and more,15.0,
22.07.2020 02:20,18.0,759.1,762.0,88,variable wind direction,1,,,,No Significant Clouds,10.0 and more,16.0,
22.07.2020 01:50,18.0,759.1,762.0,88,variable wind direction,1,,,,No Significant Clouds,10.0 and more,16.0,
22.07.2020 01:20,19.0,759.1,762.0,83,variable wind direction,1,,,,No Significant Clouds,10.0 and more,16.0,
22.07.2020 00:50,19.0,759.1,762.0,83,variable wind direction,1,,,,No Significant Clouds,10.0 and more,16.0,
22.07.2020 00:20,20.0,759.1,762.0,78,variable wind direction,1,,,,No Significant Clouds,10.0 and more,16.0,
21.07.2020 23:50,19.0,759.1,762.0,88,Wind blowing from the east-southeast,2,,,,No Significant Clouds,10.0 and more,17.0,
21.07.2020 23:20,20.0,759.1,762.0,83,variable wind direction,1,,,,No Significant Clouds,10.0 and more,17.0,
21.07.2020 22:50,21.0,759.1,762.0,78,Wind blowing from the south,1,,,,No Significant Clouds,10.0 and more,17.0,
21.07.2020 22:20,21.0,759.1,762.0,78,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,17.0,
21.07.2020 21:50,22.0,759.1,762.0,73,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,17.0,
21.07.2020 21:20,22.0,759.1,762.0,73,Wind blowing from the south-southeast,1,,,,No Significant Clouds,10.0 and more,17.0,
21.07.2020 20:50,23.0,759.1,762.0,69,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,17.0,
21.07.2020 20:20,22.0,759.1,762.0,73,variable wind direction,1,,,,No Significant Clouds,10.0 and more,17.0,
21.07.2020 19:50,23.0,759.1,762.0,69,Wind blowing from the north-west,1,,,,No Significant Clouds,10.0 and more,17.0,
21.07.2020 19:20,24.0,759.1,762.0,65,Wind blowing from the north-west,2,,,,No Significant Clouds,10.0 and more,17.0,
21.07.2020 18:50,26.0,759.1,762.0,58,Wind blowing from the north-west,2,,,,No Significant Clouds,10.0 and more,17.0,
21.07.2020 18:20,26.0,759.1,762.0,54,Wind blowing from the north-northwest,3,,,,No Significant Clouds,10.0 and more,16.0,
21.07.2020 17:50,27.0,759.1,762.0,51,Wind blowing from the north,4,,,,No Significant Clouds,10.0 and more,16.0,
21.07.2020 17:20,29.0,759.2,762.0,45,Wind blowing from the north-northwest,4,,,,No Significant Clouds,10.0 and more,16.0,
21.07.2020 16:50,28.0,759.2,762.0,45,Wind blowing from the north,5,,,,No Significant Clouds,10.0 and more,15.0,
21.07.2020 16:20,30.0,759.2,762.0,40,Wind blowing from the north,5,,,,No Significant Clouds,10.0 and more,15.0,
21.07.2020 15:50,30.0,759.2,762.0,43,Wind blowing from the north,6,,,,No Significant Clouds,10.0 and more,16.0,
21.07.2020 15:20,31.0,759.2,762.0,43,Wind blowing from the north,6,,,,No Significant Clouds,10.0 and more,17.0,
21.07.2020 14:50,30.0,759.2,762.0,43,Wind blowing from the north,6,,,,No Significant Clouds,10.0 and more,16.0,
21.07.2020 14:20,31.0,759.2,762.0,43,Wind blowing from the north,6,,,,No Significant Clouds,10.0 and more,17.0,
21.07.2020 13:50,33.0,759.2,762.0,38,Wind blowing from the north,6,,,,No Significant Clouds,10.0 and more,17.0,
21.07.2020 13:20,33.0,759.2,762.0,41,Wind blowing from the north,6,,,,No Significant Clouds,10.0 and more,18.0,
21.07.2020 12:50,33.0,759.2,762.0,36,Wind blowing from the north,5,,,,No Significant Clouds,10.0 and more,16.0,
21.07.2020 12:20,33.0,759.2,762.0,38,Wind blowing from the north,4,,,,No Significant Clouds,10.0 and more,17.0,
21.07.2020 11:50,33.0,759.2,762.0,38,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,17.0,
21.07.2020 11:20,32.0,759.2,762.0,41,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,17.0,
21.07.2020 10:50,32.0,760.0,762.8,43,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,18.0,
21.07.2020 10:20,31.0,760.0,762.8,46,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,18.0,
21.07.2020 09:50,29.0,760.0,762.8,45,variable wind direction,2,,,,No Significant Clouds,10.0 and more,16.0,
21.07.2020 09:20,27.0,759.9,762.8,48,variable wind direction,1,,,,No Significant Clouds,10.0 and more,15.0,
21.07.2020 08:50,27.0,759.9,762.8,45,variable wind direction,1,,,,No Significant Clouds,10.0 and more,14.0,
21.07.2020 08:20,26.0,759.9,762.8,51,variable wind direction,1,,,,No Significant Clouds,10.0 and more,15.0,
21.07.2020 07:50,25.0,759.9,762.8,54,variable wind direction,1,,,,No Significant Clouds,10.0 and more,15.0,
21.07.2020 07:20,23.0,759.9,762.8,61,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,15.0,
21.07.2020 06:50,22.0,759.9,762.8,69,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,16.0,
21.07.2020 06:20,20.0,759.9,762.8,78,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,16.0,
21.07.2020 05:50,19.0,759.9,762.8,83,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,16.0,
21.07.2020 05:20,17.0,759.8,762.8,88,variable wind direction,1,,,,No Significant Clouds,10.0 and more,15.0,
21.07.2020 04:50,17.0,759.8,762.8,83,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,14.0,
21.07.2020 04:20,16.0,759.8,762.8,88,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,14.0,
21.07.2020 03:50,17.0,759.0,762.0,83,Wind blowing from the south-southeast,1,,,,No Significant Clouds,10.0 and more,14.0,
21.07.2020 03:20,17.0,759.8,762.8,88,Wind blowing from the south,1,,,,No Significant Clouds,10.0 and more,15.0,
21.07.2020 02:50,17.0,759.8,762.8,88,Wind blowing from the south,1,,,,No Significant Clouds,10.0 and more,15.0,
21.07.2020 02:20,18.0,759.9,762.8,83,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,15.0,
21.07.2020 01:50,17.0,759.8,762.8,88,Wind blowing from the south-southeast,1,,,,No Significant Clouds,10.0 and more,15.0,
21.07.2020 01:20,17.0,759.8,762.8,88,Wind blowing from the south,1,,,,No Significant Clouds,10.0 and more,15.0,
21.07.2020 00:50,17.0,759.8,762.8,88,Wind blowing from the east-southeast,1,,,,No Significant Clouds,10.0 and more,15.0,
21.07.2020 00:20,18.0,759.9,762.8,83,Wind blowing from the south-southeast,1,,,,No Significant Clouds,10.0 and more,15.0,
20.07.2020 23:50,19.0,759.9,762.8,83,Wind blowing from the south-southeast,1,,,,No Significant Clouds,10.0 and more,16.0,
20.07.2020 23:20,18.0,759.9,762.8,83,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,15.0,
20.07.2020 22:50,18.0,759.9,762.8,83,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,15.0,
20.07.2020 22:20,19.0,759.9,762.8,83,Wind blowing from the south-east,1,,,,No Significant Clouds,10.0 and more,16.0,
20.07.2020 21:50,20.0,759.9,762.8,83,Wind blowing from the south,1,,,,No Significant Clouds,10.0 and more,17.0,
20.07.2020 21:20,19.0,759.9,762.8,83,Wind blowing from the east-northeast,1,,,,No Significant Clouds,10.0 and more,16.0,
20.07.2020 20:50,20.0,759.9,762.8,78,Wind blowing from the west,1,,,,No Significant Clouds,10.0 and more,16.0,
20.07.2020 20:20,21.0,759.9,762.8,73,Wind blowing from the north-west,1,,,,No Significant Clouds,10.0 and more,16.0,
20.07.2020 19:50,22.0,759.9,762.8,69,Wind blowing from the west-northwest,2,,,,No Significant Clouds,10.0 and more,16.0,
20.07.2020 19:20,22.0,759.1,762.0,65,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,15.0,
20.07.2020 18:50,23.0,759.1,762.0,61,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,15.0,
20.07.2020 18:20,25.0,759.1,762.0,51,Wind blowing from the north-northwest,4,,,,No Significant Clouds,10.0 and more,14.0,
20.07.2020 17:50,26.0,759.1,762.0,51,Wind blowing from the north,4,,,,No Significant Clouds,10.0 and more,15.0,
20.07.2020 17:20,27.0,759.1,762.0,42,Wind blowing from the north,4,,,,No Significant Clouds,10.0 and more,13.0,
20.07.2020 16:50,27.0,759.1,762.0,39,Wind blowing from the north,5,,,,No Significant Clouds,10.0 and more,12.0,
20.07.2020 16:20,27.0,759.1,762.0,42,Wind blowing from the north-northwest,5,,,,No Significant Clouds,10.0 and more,13.0,
20.07.2020 15:50,28.0,759.2,762.0,37,Wind blowing from the north,5,,,,No Significant Clouds,10.0 and more,12.0,
20.07.2020 15:20,28.0,759.2,762.0,42,Wind blowing from the north,5,,,,No Significant Clouds,10.0 and more,14.0,
20.07.2020 14:50,27.0,759.1,762.0,45,Wind blowing from the north-northwest,5,,,,No Significant Clouds,10.0 and more,14.0,
20.07.2020 14:20,27.0,759.1,762.0,39,Wind blowing from the north,5,,,,No Significant Clouds,10.0 and more,12.0,
20.07.2020 13:50,28.0,759.2,762.0,40,Wind blowing from the north,5,,,,No Significant Clouds,10.0 and more,13.0,
20.07.2020 13:20,28.0,759.2,762.0,37,Wind blowing from the north,6,,,,No Significant Clouds,10.0 and more,12.0,
20.07.2020 12:50,28.0,758.4,761.2,37,Wind blowing from the north,5,,,,No Significant Clouds,10.0 and more,12.0,
20.07.2020 12:20,29.0,758.4,761.2,37,Wind blowing from the north,4,,,,No Significant Clouds,10.0 and more,13.0,
20.07.2020 11:50,27.0,758.3,761.2,37,Wind blowing from the north,4,,,,No Significant Clouds,10.0 and more,11.0,
20.07.2020 11:20,28.0,759.2,762.0,40,Wind blowing from the north-west,4,,,,No Significant Clouds,10.0 and more,13.0,
20.07.2020 10:50,27.0,759.1,762.0,45,Wind blowing from the north-northwest,3,,,,No Significant Clouds,10.0 and more,14.0,
20.07.2020 10:20,26.0,759.1,762.0,45,Wind blowing from the north-northwest,4,,,,No Significant Clouds,10.0 and more,13.0,
20.07.2020 09:50,26.0,759.1,762.0,48,Wind blowing from the north-northwest,3,,,,No Significant Clouds,10.0 and more,14.0,
20.07.2020 09:20,26.0,758.3,761.2,48,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,14.0,
20.07.2020 08:50,25.0,758.3,761.2,54,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,15.0,
20.07.2020 08:20,24.0,758.3,761.2,57,variable wind direction,1,,,,No Significant Clouds,10.0 and more,15.0,
20.07.2020 07:50,24.0,758.3,761.2,57,Wind blowing from the north-northeast,1,,,,No Significant Clouds,10.0 and more,15.0,
20.07.2020 07:20,22.0,758.3,761.2,61,variable wind direction,1,,,,No Significant Clouds,10.0 and more,14.0,
20.07.2020 06:50,20.0,758.3,761.2,69,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,14.0,
20.07.2020 06:20,18.0,758.3,761.2,78,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,14.0,
20.07.2020 05:50,17.0,758.2,761.2,77,variable wind direction,1,,,,No Significant Clouds,10.0 and more,13.0,
20.07.2020 05:20,15.0,758.2,761.2,88,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,13.0,
20.07.2020 04:50,14.0,758.2,761.2,88,variable wind direction,1,,,,No Significant Clouds,10.0 and more,12.0,
20.07.2020 04:20,14.0,758.2,761.2,88,Wind blowing from the south-southwest,2,,,,No Significant Clouds,10.0 and more,12.0,
20.07.2020 03:50,15.0,758.2,761.2,82,variable wind direction,1,,,,No Significant Clouds,10.0 and more,12.0,
20.07.2020 03:20,15.0,758.2,761.2,82,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,12.0,
20.07.2020 02:50,15.0,758.2,761.2,88,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,13.0,
20.07.2020 02:20,15.0,758.2,761.2,88,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,13.0,
20.07.2020 01:50,16.0,758.2,761.2,88,Wind blowing from the south,1,,,,No Significant Clouds,10.0 and more,14.0,
20.07.2020 01:20,15.0,758.2,761.2,88,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,13.0,
20.07.2020 00:50,16.0,758.2,761.2,83,Wind blowing from the south-southeast,1,,,,No Significant Clouds,10.0 and more,13.0,
20.07.2020 00:20,16.0,758.2,761.2,83,Wind blowing from the south-southeast,1,,,,No Significant Clouds,10.0 and more,13.0,
