,Action 1,Action 2,Action 3,Action 4,Action 5,Action 6,Action 7,Action 8,Action 9,Action 10,Action to Next Point
47,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
408,2,3,3,3,3,2,1,1,-1,-1,-2
1587,1,2,3,3,3,3,2,1,1,-1,-1
1952,-3,-2,-1,-1,1,1,2,3,3,3,3
1243,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
548,2,3,3,3,3,2,1,1,-1,-1,-2
1301,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2799,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
1406,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
2924,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
1672,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
1608,2,3,3,3,3,2,1,1,-1,-1,-2
699,3,3,3,3,2,1,1,-1,-1,-2,-3
2959,3,3,3,3,2,1,1,-1,-1,-2,-3
1031,3,3,2,1,1,-1,-1,-2,-3,-3,-3
963,-2,-1,-1,1,1,2,3,3,3,3,2
538,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
367,1,2,3,3,3,3,2,1,1,-1,-1
475,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
96,1,1,2,3,3,3,3,2,1,1,-1
472,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
1328,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
539,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
421,-3,-3,-2,-1,-1,1,1,2,3,3,3
1552,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
1879,3,3,3,3,2,1,1,-1,-1,-2,-3
2731,3,3,2,1,1,-1,-1,-2,-3,-3,-3
3222,-3,-2,-1,-1,1,1,2,3,3,3,3
756,1,1,2,3,3,3,3,2,1,1,-1
142,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
2671,3,3,2,1,1,-1,-1,-2,-3,-3,-3
1215,-1,1,1,2,3,3,3,3,2,1,1
1132,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
2421,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2469,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
2893,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
1380,3,3,3,2,1,1,-1,-1,-2,-3,-3
267,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
2762,-3,-2,-1,-1,1,1,2,3,3,3,3
2946,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
985,-1,1,1,2,3,3,3,3,2,1,1
1379,3,3,3,3,2,1,1,-1,-1,-2,-3
1967,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
2271,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2503,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
3155,-1,1,1,2,3,3,3,3,2,1,1
1501,-3,-3,-2,-1,-1,1,1,2,3,3,3
2533,-2,-1,-1,1,1,2,3,3,3,3,2
3115,-1,1,1,2,3,3,3,3,2,1,1
2288,2,3,3,3,3,2,1,1,-1,-1,-2
2780,-3,-3,-3,-2,-1,-1,1,1,2,3,3
2222,-3,-2,-1,-1,1,1,2,3,3,3,3
2585,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
2692,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
1841,3,3,2,1,1,-1,-1,-2,-3,-3,-3
50,-3,-3,-3,-2,-1,-1,1,1,2,3,3
2077,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
2379,3,3,3,3,2,1,1,-1,-1,-2,-3
1377,1,2,3,3,3,3,2,1,1,-1,-1
1623,-2,-1,-1,1,1,2,3,3,3,3,2
1055,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
2569,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
3153,-2,-1,-1,1,1,2,3,3,3,3,2
1622,-3,-2,-1,-1,1,1,2,3,3,3,3
3120,3,3,3,2,1,1,-1,-1,-2,-3,-3
1594,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
1235,-1,1,1,2,3,3,3,3,2,1,1
1144,-1,-1,1,1,2,3,3,3,3,2,1
362,-3,-2,-1,-1,1,1,2,3,3,3,3
1673,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
397,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
3349,3,3,3,3,2,1,1,-1,-1,-2,-3
1338,2,3,3,3,3,2,1,1,-1,-1,-2
602,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
1290,-3,-3,-3,-2,-1,-1,1,1,2,3,3
781,3,3,2,1,1,-1,-1,-2,-3,-3,-3
482,-3,-2,-1,-1,1,1,2,3,3,3,3
429,3,3,3,3,2,1,1,-1,-1,-2,-3
245,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
923,-2,-1,-1,1,1,2,3,3,3,3,2
1805,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
1549,3,3,3,3,2,1,1,-1,-1,-2,-3
3477,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
572,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
1288,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
2606,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
2690,3,3,3,2,1,1,-1,-1,-2,-3,-3
3414,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
1949,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
1803,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
3428,2,3,3,3,3,2,1,1,-1,-1,-2
536,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
3119,3,3,3,3,2,1,1,-1,-1,-2,-3
3387,1,2,3,3,3,3,2,1,1,-1,-1
1727,1,2,3,3,3,3,2,1,1,-1,-1
1732,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
1124,-1,-1,1,1,2,3,3,3,3,2,1
1245,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
3307,1,2,3,3,3,3,2,1,1,-1,-1
2466,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
2865,-1,1,1,2,3,3,3,3,2,1,1
1051,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2374,-1,-1,1,1,2,3,3,3,3,2,1
531,3,3,2,1,1,-1,-1,-2,-3,-3,-3
1295,-1,1,1,2,3,3,3,3,2,1,1
3353,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
3015,-1,1,1,2,3,3,3,3,2,1,1
389,3,3,3,3,2,1,1,-1,-1,-2,-3
3249,3,3,3,3,2,1,1,-1,-1,-2,-3
16,1,1,2,3,3,3,3,2,1,1,-1
2667,1,2,3,3,3,3,2,1,1,-1,-1
2867,1,2,3,3,3,3,2,1,1,-1,-1
3329,3,3,3,3,2,1,1,-1,-1,-2,-3
230,-3,-3,-3,-2,-1,-1,1,1,2,3,3
1749,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
3196,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
1785,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
274,-1,-1,1,1,2,3,3,3,3,2,1
1964,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
2017,1,2,3,3,3,3,2,1,1,-1,-1
3318,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
2538,2,3,3,3,3,2,1,1,-1,-1,-2
607,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
124,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
2137,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
3412,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
2357,1,2,3,3,3,3,2,1,1,-1,-1
1626,1,1,2,3,3,3,3,2,1,1,-1
2623,-2,-1,-1,1,1,2,3,3,3,3,2
3301,-3,-3,-2,-1,-1,1,1,2,3,3,3
3317,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
3064,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
3452,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
2855,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
3038,2,3,3,3,3,2,1,1,-1,-1,-2
2782,-3,-2,-1,-1,1,1,2,3,3,3,3
2612,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
813,-2,-1,-1,1,1,2,3,3,3,3,2
786,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
2515,-1,1,1,2,3,3,3,3,2,1,1
1074,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
1282,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
0,0,3,3,2,1,1,-1,-1,-2,-3,-3
1292,-3,-2,-1,-1,1,1,2,3,3,3,3
1807,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
1746,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
2498,2,3,3,3,3,2,1,1,-1,-1,-2
2944,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
137,1,2,3,3,3,3,2,1,1,-1,-1
36,1,1,2,3,3,3,3,2,1,1,-1
1075,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
238,2,3,3,3,3,2,1,1,-1,-1,-2
3386,1,1,2,3,3,3,3,2,1,1,-1
2110,3,3,3,2,1,1,-1,-1,-2,-3,-3
2244,-1,-1,1,1,2,3,3,3,3,2,1
674,-1,-1,1,1,2,3,3,3,3,2,1
292,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
1852,-3,-2,-1,-1,1,1,2,3,3,3,3
2232,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
2971,-3,-3,-2,-1,-1,1,1,2,3,3,3
798,2,3,3,3,3,2,1,1,-1,-1,-2
1414,-1,-1,1,1,2,3,3,3,3,2,1
1829,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
637,1,2,3,3,3,3,2,1,1,-1,-1
228,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
255,-1,1,1,2,3,3,3,3,2,1,1
1666,1,1,2,3,3,3,3,2,1,1,-1
3308,2,3,3,3,3,2,1,1,-1,-1,-2
1897,1,2,3,3,3,3,2,1,1,-1,-1
1420,3,3,3,2,1,1,-1,-1,-2,-3,-3
465,-1,1,1,2,3,3,3,3,2,1,1
814,-1,-1,1,1,2,3,3,3,3,2,1
70,-3,-3,-3,-2,-1,-1,1,1,2,3,3
2238,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
2179,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
1389,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
1570,3,3,3,2,1,1,-1,-1,-2,-3,-3
3121,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2051,3,3,2,1,1,-1,-1,-2,-3,-3,-3
1254,-1,-1,1,1,2,3,3,3,3,2,1
849,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
326,1,1,2,3,3,3,3,2,1,1,-1
78,2,3,3,3,3,2,1,1,-1,-1,-2
500,-3,-3,-3,-2,-1,-1,1,1,2,3,3
2912,-3,-2,-1,-1,1,1,2,3,3,3,3
2926,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
3470,3,3,3,2,1,1,-1,-1,-2,-3,-3
2517,1,2,3,3,3,3,2,1,1,-1,-1
1068,2,3,3,3,3,2,1,1,-1,-1,-2
3478,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
2880,-3,-3,-3,-2,-1,-1,1,1,2,3,3
1352,-3,-2,-1,-1,1,1,2,3,3,3,3
2298,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
1496,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
404,-1,-1,1,1,2,3,3,3,3,2,1
1779,3,3,3,3,2,1,1,-1,-1,-2,-3
1439,3,3,3,3,2,1,1,-1,-1,-2,-3
560,-3,-3,-3,-2,-1,-1,1,1,2,3,3
167,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
522,-3,-2,-1,-1,1,1,2,3,3,3,3
3177,1,2,3,3,3,3,2,1,1,-1,-1
740,3,3,3,2,1,1,-1,-1,-2,-3,-3
21,3,3,2,1,1,-1,-1,-2,-3,-3,-3
1863,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
1008,2,3,3,3,3,2,1,1,-1,-1,-2
2412,-3,-2,-1,-1,1,1,2,3,3,3,3
1948,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
263,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2438,2,3,3,3,3,2,1,1,-1,-1,-2
1812,-3,-2,-1,-1,1,1,2,3,3,3,3
3292,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
911,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2631,3,3,2,1,1,-1,-1,-2,-3,-3,-3
1857,1,2,3,3,3,3,2,1,1,-1,-1
3347,1,2,3,3,3,3,2,1,1,-1,-1
759,3,3,3,3,2,1,1,-1,-1,-2,-3
1925,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
411,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2675,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
2316,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
1280,3,3,3,2,1,1,-1,-1,-2,-3,-3
1659,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
1851,-3,-3,-2,-1,-1,1,1,2,3,3,3
2832,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
181,3,3,2,1,1,-1,-1,-2,-3,-3,-3
231,-3,-3,-2,-1,-1,1,1,2,3,3,3
877,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
683,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
18,2,3,3,3,3,2,1,1,-1,-1,-2
1999,3,3,3,3,2,1,1,-1,-1,-2,-3
2679,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
1946,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
2456,1,1,2,3,3,3,3,2,1,1,-1
1650,3,3,3,2,1,1,-1,-1,-2,-3,-3
3131,-3,-3,-2,-1,-1,1,1,2,3,3,3
2102,-3,-2,-1,-1,1,1,2,3,3,3,3
1972,-3,-2,-1,-1,1,1,2,3,3,3,3
2527,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
1968,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
510,3,3,3,2,1,1,-1,-1,-2,-3,-3
2849,3,3,3,3,2,1,1,-1,-1,-2,-3
1365,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
1945,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
2739,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
570,3,3,3,2,1,1,-1,-1,-2,-3,-3
1745,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
1909,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
1012,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
1583,-2,-1,-1,1,1,2,3,3,3,3,2
2401,3,3,2,1,1,-1,-1,-2,-3,-3,-3
1515,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
2284,-1,-1,1,1,2,3,3,3,3,2,1
556,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
1045,-1,1,1,2,3,3,3,3,2,1,1
2913,-2,-1,-1,1,1,2,3,3,3,3,2
1876,1,1,2,3,3,3,3,2,1,1,-1
2580,3,3,3,2,1,1,-1,-1,-2,-3,-3
642,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
958,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
2453,-2,-1,-1,1,1,2,3,3,3,3,2
3025,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
3080,3,3,3,2,1,1,-1,-1,-2,-3,-3
2616,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
2827,1,2,3,3,3,3,2,1,1,-1,-1
1192,-3,-2,-1,-1,1,1,2,3,3,3,3
2165,-1,1,1,2,3,3,3,3,2,1,1
2053,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
841,3,3,2,1,1,-1,-1,-2,-3,-3,-3
1522,-3,-2,-1,-1,1,1,2,3,3,3,3
2473,-2,-1,-1,1,1,2,3,3,3,3,2
1440,3,3,3,2,1,1,-1,-1,-2,-3,-3
2186,1,1,2,3,3,3,3,2,1,1,-1
805,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
900,-3,-3,-3,-2,-1,-1,1,1,2,3,3
2573,-2,-1,-1,1,1,2,3,3,3,3,2
1262,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
529,3,3,3,3,2,1,1,-1,-1,-2,-3
2365,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
3448,2,3,3,3,3,2,1,1,-1,-1,-2
3333,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2113,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
1394,-1,-1,1,1,2,3,3,3,3,2,1
279,3,3,3,3,2,1,1,-1,-1,-2,-3
540,-3,-3,-3,-2,-1,-1,1,1,2,3,3
2702,-3,-2,-1,-1,1,1,2,3,3,3,3
1698,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
2450,-3,-3,-3,-2,-1,-1,1,1,2,3,3
909,3,3,3,3,2,1,1,-1,-1,-2,-3
1118,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
307,1,2,3,3,3,3,2,1,1,-1,-1
2032,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
2173,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
947,1,2,3,3,3,3,2,1,1,-1,-1
2688,2,3,3,3,3,2,1,1,-1,-1,-2
2057,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
1358,2,3,3,3,3,2,1,1,-1,-1,-2
3021,3,3,2,1,1,-1,-1,-2,-3,-3,-3
929,3,3,3,3,2,1,1,-1,-1,-2,-3
2353,-2,-1,-1,1,1,2,3,3,3,3,2
3130,-3,-3,-3,-2,-1,-1,1,1,2,3,3
2751,3,3,2,1,1,-1,-1,-2,-3,-3,-3
209,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
643,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
750,-3,-3,-3,-2,-1,-1,1,1,2,3,3
736,1,1,2,3,3,3,3,2,1,1,-1
312,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
2231,3,3,2,1,1,-1,-1,-2,-3,-3,-3
576,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
2094,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
163,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
3174,-1,-1,1,1,2,3,3,3,3,2,1
888,2,3,3,3,3,2,1,1,-1,-1,-2
1359,3,3,3,3,2,1,1,-1,-1,-2,-3
99,3,3,3,3,2,1,1,-1,-1,-2,-3
242,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
2721,-3,-3,-2,-1,-1,1,1,2,3,3,3
1400,3,3,3,2,1,1,-1,-1,-2,-3,-3
582,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
2738,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
1244,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
1692,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
2399,3,3,3,3,2,1,1,-1,-1,-2,-3
2571,-3,-3,-2,-1,-1,1,1,2,3,3,3
3269,3,3,3,3,2,1,1,-1,-1,-2,-3
959,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
2996,1,1,2,3,3,3,3,2,1,1,-1
595,-1,1,1,2,3,3,3,3,2,1,1
1838,2,3,3,3,3,2,1,1,-1,-1,-2
44,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
664,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
2228,2,3,3,3,3,2,1,1,-1,-1,-2
1058,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
1057,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
450,3,3,3,2,1,1,-1,-1,-2,-3,-3
2741,-3,-3,-2,-1,-1,1,1,2,3,3,3
2182,-3,-2,-1,-1,1,1,2,3,3,3,3
1861,3,3,2,1,1,-1,-1,-2,-3,-3,-3
224,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
223,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2103,-2,-1,-1,1,1,2,3,3,3,3,2
2295,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
593,-2,-1,-1,1,1,2,3,3,3,3,2
1788,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
1206,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
3018,2,3,3,3,3,2,1,1,-1,-1,-2
2664,-1,-1,1,1,2,3,3,3,3,2,1
1285,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
2205,-1,1,1,2,3,3,3,3,2,1,1
731,-3,-3,-2,-1,-1,1,1,2,3,3,3
1397,1,2,3,3,3,3,2,1,1,-1,-1
1409,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
2779,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
667,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
1773,-2,-1,-1,1,1,2,3,3,3,3,2
3198,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
306,1,1,2,3,3,3,3,2,1,1,-1
2831,3,3,2,1,1,-1,-1,-2,-3,-3,-3
957,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
2195,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
710,-3,-3,-3,-2,-1,-1,1,1,2,3,3
2964,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
2864,-1,-1,1,1,2,3,3,3,3,2,1
610,-3,-3,-3,-2,-1,-1,1,1,2,3,3
3113,-2,-1,-1,1,1,2,3,3,3,3,2
2563,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2562,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
508,2,3,3,3,3,2,1,1,-1,-1,-2
1430,-3,-3,-3,-2,-1,-1,1,1,2,3,3
253,-2,-1,-1,1,1,2,3,3,3,3,2
162,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
1654,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
1010,3,3,3,2,1,1,-1,-1,-2,-3,-3
2107,1,2,3,3,3,3,2,1,1,-1,-1
1511,3,3,2,1,1,-1,-1,-2,-3,-3,-3
3233,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
442,-3,-2,-1,-1,1,1,2,3,3,3,3
176,1,1,2,3,3,3,3,2,1,1,-1
119,3,3,3,3,2,1,1,-1,-1,-2,-3
385,-1,1,1,2,3,3,3,3,2,1,1
109,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
916,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
1021,-3,-3,-2,-1,-1,1,1,2,3,3,3
2803,-2,-1,-1,1,1,2,3,3,3,3,2
2848,2,3,3,3,3,2,1,1,-1,-1,-2
3300,-3,-3,-3,-2,-1,-1,1,1,2,3,3
2929,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
72,-3,-2,-1,-1,1,1,2,3,3,3,3
3261,-3,-3,-2,-1,-1,1,1,2,3,3,3
2822,-3,-2,-1,-1,1,1,2,3,3,3,3
2992,-3,-2,-1,-1,1,1,2,3,3,3,3
2652,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
1951,-3,-3,-2,-1,-1,1,1,2,3,3,3
1466,1,1,2,3,3,3,3,2,1,1,-1
1578,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
715,-1,1,1,2,3,3,3,3,2,1,1
919,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
3208,2,3,3,3,3,2,1,1,-1,-1,-2
3241,-3,-3,-2,-1,-1,1,1,2,3,3,3
1360,3,3,3,2,1,1,-1,-1,-2,-3,-3
951,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2156,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
2345,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
2390,-3,-3,-3,-2,-1,-1,1,1,2,3,3
2447,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
1242,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
855,-1,1,1,2,3,3,3,3,2,1,1
662,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
226,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
3314,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
649,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
2976,1,1,2,3,3,3,3,2,1,1,-1
3129,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
3384,-1,-1,1,1,2,3,3,3,3,2,1
656,1,1,2,3,3,3,3,2,1,1,-1
3362,-3,-2,-1,-1,1,1,2,3,3,3,3
2727,1,2,3,3,3,3,2,1,1,-1,-1
1035,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
2512,-3,-2,-1,-1,1,1,2,3,3,3,3
3144,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
3288,2,3,3,3,3,2,1,1,-1,-1,-2
3048,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
2013,-2,-1,-1,1,1,2,3,3,3,3,2
557,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
823,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
496,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
3087,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
725,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
1609,3,3,3,3,2,1,1,-1,-1,-2,-3
395,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
23,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
1222,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
2334,-1,-1,1,1,2,3,3,3,3,2,1
2697,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
1503,-2,-1,-1,1,1,2,3,3,3,3,2
2269,3,3,3,3,2,1,1,-1,-1,-2,-3
3461,-3,-3,-2,-1,-1,1,1,2,3,3,3
2744,-1,-1,1,1,2,3,3,3,3,2,1
2087,1,2,3,3,3,3,2,1,1,-1,-1
310,3,3,3,2,1,1,-1,-1,-2,-3,-3
1228,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
3037,1,2,3,3,3,3,2,1,1,-1,-1
2687,1,2,3,3,3,3,2,1,1,-1,-1
2385,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
1350,-3,-3,-3,-2,-1,-1,1,1,2,3,3
2452,-3,-2,-1,-1,1,1,2,3,3,3,3
300,-3,-3,-3,-2,-1,-1,1,1,2,3,3
3086,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
3122,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
125,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
2572,-3,-2,-1,-1,1,1,2,3,3,3,3
2020,3,3,3,2,1,1,-1,-1,-2,-3,-3
2259,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
3323,-2,-1,-1,1,1,2,3,3,3,3,2
2448,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
733,-2,-1,-1,1,1,2,3,3,3,3,2
1554,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
627,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
334,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
491,3,3,2,1,1,-1,-1,-2,-3,-3,-3
232,-3,-2,-1,-1,1,1,2,3,3,3,3
1089,3,3,3,3,2,1,1,-1,-1,-2,-3
