"# Weather station Chisinau, Moldova, WMO_ID=33815,selection from 03.04.2020 till 31.08.2020, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=33815&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Chisinau,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
16.07.2020 08:00,18.2,746.7,761.5,0.8,65,Wind blowing from the east,1,,,"90  or more, but not 100%", ,,,14.2,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",20.0,11.5,,,,,,
16.07.2020 05:00,15.7,745.9,761.2,-1.0,63,Wind blowing from the south-southwest,1,,,100%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",20.0,8.7,,,,,,
16.07.2020 02:00,17.6,746.9,761.6,-0.1,49,Wind blowing from the north-west,1,,,70 – 80%., ,,,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",50%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,6.7,,,,,,
15.07.2020 23:00,20.1,747.0,761.8,0.2,41,Wind blowing from the west-northwest,1,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,6.4,,,,,,
15.07.2020 20:00,22.8,746.8,761.0,0.7,34,Wind blowing from the north-west,2,,,20–30%., ,,,,25.2,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0",2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",20.0,5.9,,,,,,
15.07.2020 17:00,25.0,746.1,760.8,-1.3,30,Wind blowing from the west,2,,,"90  or more, but not 100%", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",20.0,6.3,,,,,,
15.07.2020 14:00,24.0,747.4,761.9,0.5,35,Wind blowing from the west-southwest,2,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90  or more, but not 100%",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,7.7,,,,,,
15.07.2020 11:00,21.0,746.9,762.1,-0.9,43,Wind blowing from the west,2,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,7.9,,,,,,
15.07.2020 08:00,17.7,747.8,763.0,-0.2,62,Wind blowing from the west,1,,,40%., ,,,13.2,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0",2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",20.0,10.2,,,,,,
15.07.2020 05:00,13.9,748.0,763.3,-0.4,65,Wind blowing from the west-northwest,1,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,7.4,,,,,,
15.07.2020 02:00,14.8,748.4,763.6,0.2,61,Wind blowing from the west,1,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0",2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,7.4,,,,,,
14.07.2020 23:00,16.3,748.2,763.0,1.2,54,Wind blowing from the north-west,3,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,6.8,,,,,,
14.07.2020 20:00,18.7,747.0,761.9,0.2,44,Wind blowing from the west-northwest,3,,,50%., ,,,,21.9,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,6.2,,,,,,
14.07.2020 17:00,21.1,746.8,761.2,-0.3,37,Wind blowing from the west-northwest,6,,,"90  or more, but not 100%", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","90  or more, but not 100%",2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",50.0,5.8,,,,,,
14.07.2020 14:00,19.9,747.1,761.9,-0.6,40,Wind blowing from the north-west,6,,,100%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,5.7,,,,,,
14.07.2020 11:00,20.2,747.7,762.4,-0.3,40,Wind blowing from the north-west,6,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",50.0,6.0,,,,,,
14.07.2020 08:00,16.1,748.0,763.3,1.3,60,Wind blowing from the north-northwest,6,,,"10%  or less, but not 0", ,,,12.8,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",50.0,8.2,,,,,,
14.07.2020 05:00,13.3,746.7,761.9,-1.7,65,Wind blowing from the north-west,5,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,"2500 or more, or no clouds.","Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,6.9,,,,,,
14.07.2020 02:00,13.7,748.4,763.6,0.2,62,Wind blowing from the north-west,5,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0",2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,6.5,,,,,,
13.07.2020 23:00,16.0,748.2,763.1,0.6,51,Wind blowing from the north-west,4,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,2000-2500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,5.9,,,,,,
13.07.2020 20:00,18.8,747.6,762.1,0.6,44,Wind blowing from the north,6,,,100%., ,,,,20.8,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,6.2,,,,,,
13.07.2020 17:00,20.2,747.0,761.6,-0.4,41,Wind blowing from the north-northwest,6,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,6.5,,,,,,
13.07.2020 14:00,18.9,747.4,762.1,0.2,47,Wind blowing from the north,4,,12,100%., ,,,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",70 – 80%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,7.4,,,,,,
13.07.2020 11:00,17.3,747.2,762.6,-0.9,59,Wind blowing from the north-northwest,7,,14,100%., ,,,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",70 – 80%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.",,20.0,9.1,,,,,,
13.07.2020 08:00,12.8,748.1,763.2,-0.7,83,Wind blowing from the north-northwest,7,,12,100%.,State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,11.8,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",100%.,600-1000,,,20.0,9.9,0.4,12,,,,
13.07.2020 05:00,12.0,748.8,763.6,0.9,87,Wind blowing from the north-northwest,6,,12,100%.,Shower(s) of rain. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",100%.,600-1000,,,20.0,9.9,,,,,,
13.07.2020 02:00,12.4,747.9,763.0,-0.7,91,Wind blowing from the north-west,6,,12,100%.,"Rain shower(s), slight. ",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",100%.,600-1000,,,20.0,11.0,,,,,,
12.07.2020 23:00,15.1,748.6,763.5,1.1,77,Wind blowing from the north-northwest,6,,15,100%., ,,,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","90  or more, but not 100%",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,11.1,,,,,,
12.07.2020 20:00,17.0,747.5,762.4,1.0,74,Wind blowing from the north-west,6,,14,100%., ,,,,28.4,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","90  or more, but not 100%",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,12.3,,,,,,
12.07.2020 17:00,25.2,746.5,760.8,0.4,52,Wind blowing from the north-west,7,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,14.6,,,,,,
12.07.2020 14:00,28.3,746.1,760.8,-1.4,43,Wind blowing from the north,4,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,14.4,,,,,,
12.07.2020 11:00,25.3,747.5,761.8,0.0,53,Wind blowing from the north-northwest,5,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,2000-2500,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,15.1,,,,,,
12.07.2020 08:00,21.8,747.5,761.8,0.8,61,Wind blowing from the north-northwest,4,,,70 – 80%., ,,,19.7,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 – 80%.,2000-2500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,13.9,,,,,,
12.07.2020 05:00,20.4,746.7,761.5,-0.5,55,"Calm, no wind",0,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0",2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",20.0,10.9,,,,,,
12.07.2020 02:00,22.3,747.2,762.5,-0.5,48,Wind blowing from the north-west,2,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,10.8,,,,,,
11.07.2020 23:00,22.7,747.7,762.4,-0.3,50,Wind blowing from the south-west,2,,,no clouds, ,,,,,,,,,,20.0,11.7,,,,,,
11.07.2020 20:00,26.3,748.0,762.5,-0.5,41,Wind blowing from the south-east,4,,,40%., ,,,,29.6,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",20.0,12.0,,,,,,
11.07.2020 17:00,29.6,748.5,762.4,-1.5,34,Wind blowing from the south,3,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,12.0,,,,,,
11.07.2020 14:00,29.2,750.0,764.2,-0.8,34,Wind blowing from the south-southwest,4,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,11.9,,,,,,
11.07.2020 11:00,27.0,750.8,764.8,-0.3,37,Wind blowing from the south,4,,,no clouds, ,,,,,,,,,,20.0,11.2,,,,,,
11.07.2020 08:00,22.4,751.1,765.7,-0.1,53,Wind blowing from the south,1,,,no clouds, ,,,19.0,,,,,,,20.0,12.4,,,,,,
11.07.2020 05:00,19.0,751.2,766.0,0.2,60,Wind blowing from the south-southwest,1,,,no clouds, ,,,,,,,,,,20.0,11.1,,,,,,
11.07.2020 02:00,19.8,751.0,765.6,0.6,60,Wind blowing from the west-southwest,2,,,no clouds, ,,,,,,,,,,20.0,11.8,,,,,,
10.07.2020 23:00,21.6,750.4,765.1,0.5,57,Wind blowing from the south-southwest,4,,,no clouds, ,,,,,,,,,,20.0,12.6,,,,,,
10.07.2020 20:00,25.9,749.9,764.5,0.3,42,Wind blowing from the south-southeast,2,,,20–30%., ,,,,29.3,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,12.1,,,,,,
10.07.2020 17:00,29.0,749.6,764.2,-0.9,37,Wind blowing from the south,2,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",50.0,13.0,,,,,,
10.07.2020 14:00,28.4,750.5,765.2,-1.0,38,Wind blowing from the south,3,,,70 – 80%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",50.0,12.9,,,,,,
10.07.2020 11:00,26.1,751.5,766.0,-0.2,46,Wind blowing from the west-southwest,4,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,13.7,,,,,,
10.07.2020 08:00,21.4,751.7,766.2,0.7,64,Wind blowing from the south-southwest,3,,,20–30%., ,,,17.8,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,14.2,,,,,,
10.07.2020 05:00,17.9,751.0,766.2,0.0,76,Wind blowing from the south-southwest,3,,,"90  or more, but not 100%", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","90  or more, but not 100%",2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10.0,13.6,,,,,,
10.07.2020 02:00,18.8,751.0,765.7,0.0,71,Wind blowing from the south-southwest,2,,,100%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%.,2000-2500,Altocumulus translucidus at a single level.,,20.0,13.4,,,,,,
09.07.2020 23:00,21.0,751.0,765.7,0.9,52,Wind blowing from the south,2,,,100%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%.,2000-2500,Altocumulus translucidus at a single level.,,20.0,10.8,,,,,,
09.07.2020 20:00,22.7,750.1,764.8,-0.2,48,Wind blowing from the east-southeast,3,,,"90  or more, but not 100%", ,,,,25.6,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","90  or more, but not 100%",2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,11.1,,,,,,
09.07.2020 17:00,25.5,750.3,764.8,-0.4,38,Wind blowing from the south,3,,,60%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",50.0,10.2,,,,,,
09.07.2020 14:00,24.4,750.7,765.3,0.1,39,Wind blowing from the south,2,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,2000-2500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",50.0,9.6,,,,,,
09.07.2020 11:00,22.2,750.6,765.4,-0.2,42,Wind blowing from the south-west,2,,,60%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",50.0,8.7,,,,,,
