"# Weather station Rome / Fiumicino (airport), Italy, METAR=LIRF,selection from 03.04.2020 till 31.08.2020, all days",,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=LIRF&lang=en,,,,,,,,,,,,
#,,,,,,,,,,,,
Local time in Rome / Fiumicino (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td
15.08.2020 05:20,22.0,758.0,758.2,100,Wind blowing from the north-northeast,1,,Partial (covering part of the aerodrome) fog,,No Significant Clouds,3.5,22.0
15.08.2020 04:50,22.0,758.0,758.2,94,Wind blowing from the north-east,1,,Patches fog,,Scattered clouds (40-50%) 120 m,4,21.0
15.08.2020 04:20,22.0,758.0,758.2,100,variable wind direction,1,,Patches fog,,Scattered clouds (40-50%) 90 m,4,22.0
15.08.2020 03:50,23.0,758.0,758.2,100,variable wind direction,1,,Mist,,Scattered clouds (40-50%) 30 m,5,23.0
15.08.2020 03:20,22.0,758.8,759.0,100,Wind blowing from the east,1,,Mist,,No Significant Clouds,5,22.0
15.08.2020 02:50,23.0,758.8,759.0,100,Wind blowing from the north-east,2,,Mist,,No Significant Clouds,5,23.0
15.08.2020 02:20,24.0,758.8,759.0,94,Wind blowing from the east-southeast,2,,,,No Significant Clouds,6,23.0
15.08.2020 01:50,23.0,758.8,759.0,100,Wind blowing from the south,1,,,,No Significant Clouds,6,23.0
15.08.2020 01:20,24.0,758.8,759.0,94,Wind blowing from the east,1,,,,No Significant Clouds,8,23.0
15.08.2020 00:50,24.0,758.8,759.0,94,Wind blowing from the east,2,,,,No Significant Clouds,8,23.0
15.08.2020 00:20,24.0,758.8,759.0,94,Wind blowing from the south-southeast,1,,,,No Significant Clouds,10.0 and more,23.0
14.08.2020 23:50,25.0,758.8,759.0,94,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,24.0
14.08.2020 23:20,25.0,758.8,759.0,94,Wind blowing from the south-southwest,1,,,,No Significant Clouds,10.0 and more,24.0
14.08.2020 22:50,25.0,758.8,759.0,100,variable wind direction,1,,,,No Significant Clouds,10.0 and more,25.0
14.08.2020 22:20,24.0,758.8,759.0,100,Wind blowing from the west-northwest,1,,,,No Significant Clouds,10.0 and more,24.0
14.08.2020 21:50,25.0,758.8,759.0,94,Wind blowing from the west,1,,,,No Significant Clouds,10.0 and more,24.0
14.08.2020 21:20,25.0,758.8,759.0,94,Wind blowing from the north-west,2,,,,No Significant Clouds,10.0 and more,24.0
14.08.2020 20:50,26.0,758.0,758.2,89,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,24.0
14.08.2020 19:50,26.0,758.0,758.2,89,Wind blowing from the west-northwest,2,,,,No Significant Clouds,10.0 and more,24.0
14.08.2020 19:20,26.0,758.0,758.2,89,Wind blowing from the west-northwest,2,,,,Few clouds (10-30%) 300 m,10.0 and more,24.0
14.08.2020 18:50,27.0,758.0,758.2,89,Wind blowing from the west,2,,,,Few clouds (10-30%) 300 m,10.0 and more,25.0
14.08.2020 18:20,28.0,758.0,758.2,79,Wind blowing from the west-southwest,3,,,,Few clouds (10-30%) 600 m,10.0 and more,24.0
14.08.2020 17:50,29.0,758.0,758.2,74,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,24.0
14.08.2020 16:50,29.0,758.0,758.2,74,Wind blowing from the south,5,,,,"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 450 m",10.0 and more,24.0
14.08.2020 16:20,30.0,758.0,758.2,70,Wind blowing from the south,5,,,,Scattered clouds (40-50%) 450 m,10.0 and more,24.0
14.08.2020 15:50,31.0,758.0,758.2,66,Wind blowing from the south,4,,,,Scattered clouds (40-50%) 600 m,10.0 and more,24.0
14.08.2020 15:20,31.0,758.0,758.2,66,Wind blowing from the south,5,,,,Scattered clouds (40-50%) 600 m,10.0 and more,24.0
14.08.2020 14:50,30.0,758.0,758.2,66,Wind blowing from the south,6,,,,Scattered clouds (40-50%) 600 m,10.0 and more,23.0
14.08.2020 14:20,31.0,758.8,759.0,62,Wind blowing from the south,5,,,,Few clouds (10-30%) 750 m,10.0 and more,23.0
14.08.2020 13:50,31.0,758.8,759.0,62,Wind blowing from the south,7,,,,No Significant Clouds,10.0 and more,23.0
14.08.2020 13:20,31.0,758.8,759.0,59,Wind blowing from the south,6,,,,No Significant Clouds,10.0 and more,22.0
14.08.2020 12:50,32.0,758.8,759.0,55,Wind blowing from the south,5,,,,No Significant Clouds,10.0 and more,22.0
14.08.2020 12:20,30.0,758.8,759.0,62,Wind blowing from the south,4,,,,No Significant Clouds,10.0 and more,22.0
14.08.2020 11:50,31.0,758.8,759.0,59,Wind blowing from the south,6,,,,No Significant Clouds,10.0 and more,22.0
14.08.2020 11:20,30.0,758.8,759.0,62,Wind blowing from the south,7,,,,No Significant Clouds,10.0 and more,22.0
14.08.2020 10:50,31.0,758.8,759.0,59,Wind blowing from the south,5,,,,No Significant Clouds,10.0 and more,22.0
14.08.2020 10:20,30.0,758.8,759.0,59,Wind blowing from the south,4,,,,No Significant Clouds,10.0 and more,21.0
14.08.2020 09:50,30.0,759.5,759.7,59,Wind blowing from the south,5,,,,Few clouds (10-30%) 450 m,10.0 and more,21.0
14.08.2020 09:20,29.0,759.5,759.7,66,Wind blowing from the south,5,,,,Few clouds (10-30%) 450 m,10.0 and more,22.0
14.08.2020 08:50,30.0,759.5,759.7,55,Wind blowing from the south,4,,,,No Significant Clouds,10.0 and more,20.0
14.08.2020 08:20,29.0,759.5,759.7,62,Wind blowing from the south-east,4,,,,No Significant Clouds,10.0 and more,21.0
14.08.2020 07:50,27.0,759.5,759.7,70,Wind blowing from the south-east,4,,,,No Significant Clouds,10.0 and more,21.0
14.08.2020 07:20,26.0,759.5,759.7,65,Wind blowing from the south-east,4,,,,No Significant Clouds,10.0 and more,19.0
14.08.2020 06:50,24.0,759.5,759.7,69,variable wind direction,1,,,,No Significant Clouds,10.0 and more,18.0
14.08.2020 06:20,22.0,759.5,759.7,69,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,16.0
14.08.2020 05:50,21.0,759.5,759.7,73,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,16.0
14.08.2020 05:20,21.0,759.5,759.7,73,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,16.0
14.08.2020 04:50,21.0,759.5,759.7,78,Wind blowing from the east-southeast,3,,,,No Significant Clouds,10.0 and more,17.0
14.08.2020 04:20,22.0,759.5,759.7,73,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,17.0
14.08.2020 03:50,22.0,759.5,759.7,73,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,17.0
14.08.2020 03:20,22.0,759.5,759.7,73,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,17.0
14.08.2020 02:50,22.0,760.3,760.5,78,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,18.0
14.08.2020 02:20,22.0,760.3,760.5,78,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,18.0
14.08.2020 01:50,23.0,760.3,760.5,74,Wind blowing from the east,4,,,,No Significant Clouds,10.0 and more,18.0
14.08.2020 01:20,23.0,760.3,760.5,78,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,19.0
14.08.2020 00:50,22.0,760.3,760.5,83,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,19.0
14.08.2020 00:20,23.0,761.0,761.2,83,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,20.0
13.08.2020 23:50,23.0,761.0,761.2,83,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,20.0
13.08.2020 23:20,24.0,761.0,761.2,83,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,21.0
13.08.2020 22:50,24.0,761.0,761.2,83,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,21.0
13.08.2020 22:20,25.0,761.0,761.2,83,Wind blowing from the east-southeast,3,,,,No Significant Clouds,10.0 and more,22.0
13.08.2020 21:50,26.0,761.0,761.2,79,Wind blowing from the east-southeast,2,,,,No Significant Clouds,10.0 and more,22.0
13.08.2020 21:20,26.0,761.0,761.2,79,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,22.0
13.08.2020 20:50,26.0,761.0,761.2,79,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,22.0
13.08.2020 20:20,27.0,761.0,761.2,74,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,22.0
13.08.2020 19:50,27.0,760.3,760.5,66,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,20.0
13.08.2020 19:20,28.0,760.3,760.5,62,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,20.0
13.08.2020 18:50,28.0,760.3,760.5,62,Wind blowing from the south-southwest,4,,,,No Significant Clouds,10.0 and more,20.0
13.08.2020 18:20,29.0,760.3,760.5,58,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,20.0
13.08.2020 17:50,30.0,760.3,760.5,55,Wind blowing from the south-southwest,4,,,,No Significant Clouds,10.0 and more,20.0
13.08.2020 17:20,31.0,760.3,760.5,46,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,18.0
13.08.2020 16:50,31.0,761.0,761.2,49,Wind blowing from the south-west,4,,,,No Significant Clouds,10.0 and more,19.0
13.08.2020 16:20,31.0,761.0,761.2,46,Wind blowing from the south-west,4,,,,No Significant Clouds,10.0 and more,18.0
13.08.2020 15:50,31.0,761.0,761.2,40,Wind blowing from the south-west,5,,,,No Significant Clouds,10.0 and more,16.0
13.08.2020 15:20,32.0,761.0,761.2,41,Wind blowing from the south-west,5,,,,No Significant Clouds,10.0 and more,17.0
13.08.2020 14:50,31.0,761.8,762.0,49,Wind blowing from the south-west,6,,,,No Significant Clouds,10.0 and more,19.0
13.08.2020 14:20,31.0,761.8,762.0,46,Wind blowing from the south-west,6,,,,No Significant Clouds,10.0 and more,18.0
13.08.2020 13:50,32.0,761.8,762.0,43,Wind blowing from the west-southwest,5,,,,No Significant Clouds,10.0 and more,18.0
13.08.2020 13:20,32.0,761.8,762.0,38,Wind blowing from the south-west,5,,,,No Significant Clouds,10.0 and more,16.0
13.08.2020 12:50,32.0,761.8,762.0,38,Wind blowing from the west-southwest,3,,,,No Significant Clouds,10.0 and more,16.0
13.08.2020 12:20,31.0,762.6,762.8,46,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,18.0
13.08.2020 11:50,31.0,762.6,762.8,49,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,19.0
13.08.2020 11:20,31.0,762.6,762.8,52,Wind blowing from the west-southwest,3,,,,No Significant Clouds,10.0 and more,20.0
13.08.2020 10:50,30.0,762.6,762.8,49,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,18.0
13.08.2020 10:20,30.0,762.6,762.8,52,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,19.0
13.08.2020 09:50,30.0,762.6,762.8,52,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,19.0
13.08.2020 09:20,30.0,761.8,762.0,46,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,17.0
13.08.2020 08:50,29.0,761.8,762.0,48,variable wind direction,1,,,,No Significant Clouds,10.0 and more,17.0
13.08.2020 08:20,28.0,761.8,762.0,55,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,18.0
13.08.2020 07:50,26.0,761.8,762.0,61,Wind blowing from the east-southeast,2,,,,No Significant Clouds,10.0 and more,18.0
13.08.2020 07:20,24.0,761.8,762.0,69,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,18.0
13.08.2020 06:50,22.0,761.8,762.0,83,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,19.0
13.08.2020 06:20,20.0,761.8,762.0,100,Wind blowing from the east-northeast,1,,,,No Significant Clouds,10.0 and more,20.0
13.08.2020 05:50,20.0,761.8,762.0,94,Wind blowing from the east-northeast,2,,Mist,,No Significant Clouds,4,19.0
13.08.2020 05:20,20.0,761.8,762.0,100,Wind blowing from the east,1,,Partial (covering part of the aerodrome) fog,,No Significant Clouds,2,20.0
13.08.2020 04:50,20.0,761.8,762.0,100,Wind blowing from the east-northeast,1,,Partial (covering part of the aerodrome) fog,,Scattered clouds (40-50%) 60 m,1.5,20.0
13.08.2020 04:20,20.0,761.8,762.0,94,Wind blowing from the north,2,,Fog,,Scattered clouds (40-50%) 30 m,0.1,19.0
13.08.2020 03:50,20.0,761.8,762.0,100,variable wind direction,1,,Fog,,Few clouds (10-30%) 90 m,0.7,20.0
13.08.2020 03:20,22.0,761.8,762.0,100,variable wind direction,1,,Fog,,Broken clouds (60-90%) 30 m,0.1,22.0
13.08.2020 02:50,22.0,761.8,762.0,100,Wind blowing from the north,2,,Fog,,Broken clouds (60-90%) 30 m,0.5,22.0
13.08.2020 02:20,21.0,761.8,762.0,100,variable wind direction,1,,Partial (covering part of the aerodrome) fog,,Scattered clouds (40-50%) 30 m,2,21.0
13.08.2020 01:50,21.0,761.8,762.0,100,variable wind direction,1,,Partial (covering part of the aerodrome) fog,,No Significant Clouds,3,21.0
13.08.2020 01:20,22.0,761.8,762.0,100,Wind blowing from the east-northeast,1,,Patches fog,,No Significant Clouds,7,22.0
13.08.2020 00:50,23.0,761.8,762.0,94,Wind blowing from the east,1,,Patches fog,,No Significant Clouds,9,22.0
13.08.2020 00:20,23.0,761.8,762.0,100,Wind blowing from the east-northeast,1,,Patches fog,,No Significant Clouds,9,23.0
12.08.2020 23:50,23.0,761.8,762.0,94,Wind blowing from the north-west,1,,Patches fog,,Few clouds (10-30%) 150 m,9,22.0
12.08.2020 23:20,23.0,761.8,762.0,94,Wind blowing from the west,1,,Patches fog,,Scattered clouds (40-50%) 150 m,9,22.0
12.08.2020 22:50,23.0,761.8,762.0,100,Wind blowing from the west,1,,,,No Significant Clouds,10.0 and more,23.0
12.08.2020 22:20,24.0,761.8,762.0,100,Wind blowing from the north-west,1,,,,No Significant Clouds,10.0 and more,24.0
12.08.2020 21:50,25.0,761.8,762.0,94,variable wind direction,1,,,,No Significant Clouds,10.0 and more,24.0
12.08.2020 21:20,25.0,761.8,762.0,94,variable wind direction,1,,,,No Significant Clouds,10.0 and more,24.0
12.08.2020 20:50,25.0,761.8,762.0,94,variable wind direction,1,,,,No Significant Clouds,10.0 and more,24.0
12.08.2020 20:20,25.0,761.8,762.0,94,variable wind direction,1,,,,No Significant Clouds,10.0 and more,24.0
12.08.2020 19:50,26.0,761.8,762.0,89,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,24.0
12.08.2020 19:20,26.0,761.0,761.2,89,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,24.0
12.08.2020 18:50,27.0,761.0,761.2,79,Wind blowing from the west,3,,,,No Significant Clouds,10.0 and more,23.0
12.08.2020 18:20,27.0,761.0,761.2,74,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,22.0
12.08.2020 17:50,28.0,761.0,761.2,70,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,22.0
12.08.2020 17:20,29.0,761.0,761.2,62,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,21.0
12.08.2020 16:50,29.0,761.0,761.2,62,Wind blowing from the west-southwest,5,,,,No Significant Clouds,10.0 and more,21.0
12.08.2020 16:20,29.0,761.8,762.0,55,Wind blowing from the west-southwest,6,,,,No Significant Clouds,10.0 and more,19.0
12.08.2020 15:50,30.0,761.8,762.0,49,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,18.0
12.08.2020 15:20,31.0,761.8,762.0,43,Wind blowing from the west-southwest,5,,,,No Significant Clouds,10.0 and more,17.0
12.08.2020 14:50,31.0,761.8,762.0,43,Wind blowing from the west-southwest,5,,,,No Significant Clouds,10.0 and more,17.0
12.08.2020 14:20,30.0,761.8,762.0,49,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,18.0
12.08.2020 13:50,30.0,761.8,762.0,52,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,19.0
12.08.2020 13:20,30.0,761.8,762.0,49,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,18.0
12.08.2020 12:50,31.0,761.8,762.0,52,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,20.0
12.08.2020 12:20,30.0,761.8,762.0,59,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,21.0
12.08.2020 11:50,29.0,762.6,762.8,62,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,21.0
12.08.2020 11:20,30.0,762.6,762.8,55,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,20.0
12.08.2020 10:50,30.0,761.8,762.0,52,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,19.0
12.08.2020 10:20,30.0,761.8,762.0,49,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,18.0
12.08.2020 09:50,30.0,761.8,762.0,49,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,18.0
12.08.2020 09:20,30.0,761.8,762.0,46,Wind blowing from the south-southwest,2,,,,No Significant Clouds,10.0 and more,17.0
12.08.2020 08:50,29.0,761.8,762.0,51,variable wind direction,1,,,,No Significant Clouds,10.0 and more,18.0
12.08.2020 08:20,28.0,761.8,762.0,58,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,19.0
12.08.2020 07:50,26.0,761.8,762.0,65,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,19.0
12.08.2020 07:20,24.0,761.8,762.0,78,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,20.0
12.08.2020 06:50,22.0,761.8,762.0,94,variable wind direction,1,,,,No Significant Clouds,7,21.0
12.08.2020 06:20,20.0,761.0,761.2,100,variable wind direction,1,,Partial (covering part of the aerodrome) fog,,No Significant Clouds,5,20.0
12.08.2020 05:50,19.0,761.0,761.2,94,Wind blowing from the north,1,,"Ground fog, mist",,No Significant Clouds,5,18.0
12.08.2020 05:20,20.0,761.0,761.2,100,Wind blowing from the north,1,,Fog,,Overcast (100%) 30 m,0.2,20.0
12.08.2020 04:50,20.0,761.0,761.2,100,variable wind direction,1,,Partial (covering part of the aerodrome) fog,,Scattered clouds (40-50%) 60 m,1.5,20.0
12.08.2020 04:20,20.0,761.0,761.2,100,variable wind direction,1,,"Partial (covering part of the aerodrome) fog, mist",,Scattered clouds (40-50%) 60 m,5,20.0
12.08.2020 03:50,20.0,761.0,761.2,100,Wind blowing from the north-east,2,,Patches fog,,No Significant Clouds,7,20.0
12.08.2020 03:20,20.0,761.0,761.2,100,Wind blowing from the north-east,1,,,,No Significant Clouds,8,20.0
12.08.2020 02:50,20.0,761.0,761.2,100,Wind blowing from the east-northeast,2,,,,No Significant Clouds,8,20.0
12.08.2020 02:20,20.0,761.0,761.2,100,Wind blowing from the east-northeast,1,,,,No Significant Clouds,8,20.0
12.08.2020 01:50,21.0,761.0,761.2,100,variable wind direction,1,,,,No Significant Clouds,10.0 and more,21.0
12.08.2020 01:20,21.0,761.8,762.0,100,variable wind direction,1,,,,No Significant Clouds,10.0 and more,21.0
12.08.2020 00:50,21.0,761.8,762.0,100,Wind blowing from the north,1,,,,No Significant Clouds,10.0 and more,21.0
12.08.2020 00:20,21.0,761.8,762.0,100,variable wind direction,1,,,,No Significant Clouds,10.0 and more,21.0
11.08.2020 23:50,22.0,761.8,762.0,100,Wind blowing from the north-east,1,,,,No Significant Clouds,10.0 and more,22.0
11.08.2020 23:20,23.0,761.8,762.0,94,variable wind direction,1,,,,No Significant Clouds,10.0 and more,22.0
11.08.2020 22:50,24.0,761.0,761.2,94,variable wind direction,1,,,,No Significant Clouds,10.0 and more,23.0
11.08.2020 22:20,24.0,761.8,762.0,89,Wind blowing from the south-west,3,,,,No Significant Clouds,10.0 and more,22.0
11.08.2020 21:50,24.0,761.8,762.0,89,Wind blowing from the west-southwest,3,,,,No Significant Clouds,10.0 and more,22.0
11.08.2020 21:20,25.0,761.8,762.0,89,Wind blowing from the south-southwest,2,,,,No Significant Clouds,10.0 and more,23.0
11.08.2020 20:50,25.0,761.8,762.0,89,variable wind direction,1,,,,No Significant Clouds,10.0 and more,23.0
11.08.2020 20:20,25.0,761.0,761.2,89,Wind blowing from the south-west,2,,,,No Significant Clouds,10.0 and more,23.0
11.08.2020 19:50,25.0,761.0,761.2,89,Wind blowing from the west-southwest,3,,,,No Significant Clouds,10.0 and more,23.0
11.08.2020 18:50,27.0,761.0,761.2,74,Wind blowing from the west-southwest,3,,,,No Significant Clouds,10.0 and more,22.0
11.08.2020 18:20,28.0,761.0,761.2,66,Wind blowing from the west-southwest,2,,,,No Significant Clouds,10.0 and more,21.0
11.08.2020 17:50,28.0,761.0,761.2,70,Wind blowing from the west,3,,,,No Significant Clouds,10.0 and more,22.0
11.08.2020 17:20,28.0,761.0,761.2,70,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,22.0
11.08.2020 16:50,29.0,761.0,761.2,62,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,21.0
11.08.2020 16:20,29.0,761.0,761.2,66,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,22.0
11.08.2020 15:50,29.0,761.0,761.2,62,Wind blowing from the west-southwest,5,,,,No Significant Clouds,10.0 and more,21.0
11.08.2020 15:20,29.0,761.0,761.2,62,Wind blowing from the west-southwest,5,,,,No Significant Clouds,10.0 and more,21.0
11.08.2020 14:20,30.0,761.0,761.2,59,Wind blowing from the west-southwest,5,,,,No Significant Clouds,10.0 and more,21.0
