"# Weather station Ljubljana, Slovenia, WMO_ID=14015,selection from 03.04.2020 till 31.08.2020, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=14015&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Ljubljana,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.07.2020 10:00,19.5,734.5,760.1,0.4,78,Wind blowing from the west-southwest,1,,,60%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,100-200,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,15.6,,,,,,
25.07.2020 09:00,18.2,734.3,760.1,,88,Wind blowing from the south-southwest,1,,,"90  or more, but not 100%", ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,100-200,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,16.2,,,,,,
25.07.2020 08:00,17.5,734.3,760.2,,90,Wind blowing from the west-southwest,1,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",100-200,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,10.0,15.9,,,,,,
25.07.2020 07:00,17.2,734.1,760.0,1.1,92,Wind blowing from the south-west,1,,,100%.,"Rain, not freezing, intermittent, slight at time of observation. ",,,16.8,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",100-200,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,4.0,15.8,No precipitation,12,Surface of ground wet (standing water in small or large pools on surface).,16.0,,
25.07.2020 06:00,17.0,733.6,759.4,,93,"Calm, no wind",0,,,100%.,"Rain, not freezing, intermittent, slight at time of observation. ",,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",100-200,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,2.0,15.8,,,,,,
25.07.2020 05:00,16.9,733.2,759.1,,93,Wind blowing from the west-southwest,1,,,100%.,Mist. ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",100-200,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,1.2,15.8,,,,,,
25.07.2020 04:00,17.0,733.0,758.9,0.3,93,Wind blowing from the south-southwest,2,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,100-200,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,4.0,15.9,,,,,,
25.07.2020 03:00,17.3,733.0,758.8,,90,Wind blowing from the north-west,0,,,, ,,,,,,,,,,,15.7,,,,,,
25.07.2020 02:00,17.5,733.0,758.8,,89,Wind blowing from the north-west,0,,,, ,,,,,,,,,,,15.7,,,,,,
25.07.2020 01:00,17.5,732.7,758.5,0.1,85,Wind blowing from the north-northwest,0,,,, ,,,,,,,,,,,14.9,,,,,,
25.07.2020 00:00,17.6,732.7,758.5,,87,Wind blowing from the east,0,,,, ,,,,,,,,,,,15.4,,,,,,
24.07.2020 23:00,17.8,732.8,758.6,,85,Wind blowing from the north,0,,,, ,,,,,,,,,,,15.2,,,,,,
24.07.2020 22:00,17.9,732.6,758.4,0.6,85,Wind blowing from the north-northeast,0,,,, ,,,,,,,,,,,15.3,,,,,,
24.07.2020 21:00,18.0,732.5,758.2,,86,Wind blowing from the north,2,,,"90  or more, but not 100%", ,,,,,,,,,,15.0,15.6,,,Surface of ground wet (standing water in small or large pools on surface).,,,
24.07.2020 20:00,18.0,732.1,757.9,,88,Wind blowing from the north,1,,,70 – 80%.,"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ",,,,,,,,,,30.0,15.9,,,Surface of ground wet (standing water in small or large pools on surface).,,,
24.07.2020 19:00,18.9,732.0,757.6,-0.2,87,Wind blowing from the north,3,,,"90  or more, but not 100%", ,,,,23.9,,,,,,20.0,16.6,5,12,Surface of ground wet (standing water in small or large pools on surface).,,,
24.07.2020 18:00,19.3,732.1,757.6,,84,Wind blowing from the east,0,,,, ,,,,,,,,,,,16.6,,,,,,
24.07.2020 17:00,20.3,731.8,757.3,,92,Wind blowing from the north,2,,,, ,,,,,,,,,,,19.0,,,,,,
24.07.2020 16:00,20.6,732.2,757.7,-0.5,90,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,18.9,,,,,,
24.07.2020 15:00,21.7,732.5,757.9,,81,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,18.2,,,,,,
24.07.2020 14:00,23.4,732.4,757.7,,68,Wind blowing from the south,1,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,,,,20.0,17.1,,,Surface of ground wet (standing water in small or large pools on surface).,,,
24.07.2020 13:00,23.7,732.7,757.9,-1.3,66,Wind blowing from the south-east,1,,,100%., ,,,,,,,,,,30.0,16.9,0.9,6,Surface of ground moist.,,,
24.07.2020 12:00,23.1,733.2,758.5,,68,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,16.8,,,,,,
24.07.2020 11:00,22.4,733.6,758.9,,71,Wind blowing from the east-northeast,2,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,16.9,,,,,,
24.07.2020 10:00,20.8,734.0,759.6,0.2,75,Wind blowing from the north-east,1,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,1000-1500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,16.2,,,,,,
24.07.2020 09:00,19.9,733.9,759.6,,79,Wind blowing from the north-northwest,1,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,16.1,,,,,,
24.07.2020 08:00,18.1,733.6,759.4,,88,Wind blowing from the west-northwest,1,,,60%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,100-200,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,16.0,,,,,,
24.07.2020 07:00,17.2,733.8,759.7,-0.8,93,Wind blowing from the north-west,1,,,100%.,"Rain, not freezing, continuous, moderate at time of observation. ",,,16.9,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",100-200,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,8.0,16.1,10,12,Surface of ground wet (standing water in small or large pools on surface).,16.0,,
24.07.2020 06:00,17.0,734.5,760.4,,93,Wind blowing from the west-northwest,1,,,100%.,Moderate or heavy rain at time of observation. Thunderstorm during the preceding hour but not at time of observation. ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,600-1000,Altocumulus cumulogenitus (or cumulonimbogenitus).,,8.0,15.8,,,,,,
24.07.2020 05:00,17.3,734.7,760.6,,92,Wind blowing from the south-west,2,,,100%.,"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ",,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,50-100,Altocumulus cumulogenitus (or cumulonimbogenitus).,,20.0,15.9,,,,,,
24.07.2020 04:00,17.2,734.6,760.5,-0.9,88,Wind blowing from the north-west,1,,,"90  or more, but not 100%", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,2000-2500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",30.0,15.2,,,,,,
24.07.2020 03:00,17.1,734.5,760.4,,90,Wind blowing from the north,0,,,, ,,,,,,,,,,,15.4,,,,,,
24.07.2020 02:00,17.0,735.1,761.0,,89,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,15.2,,,,,,
24.07.2020 01:00,17.3,735.5,761.5,0.3,89,"Calm, no wind",0,,,, ,,,,,,,,,,,15.4,,,,,,
24.07.2020 00:00,17.6,735.8,761.7,,90,Wind blowing from the north,2,,,, ,,,,,,,,,,,15.9,,,,,,
23.07.2020 23:00,18.1,735.4,761.2,,89,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,16.3,,,,,,
23.07.2020 22:00,21.8,735.2,760.7,1.6,67,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,15.3,,,,,,
23.07.2020 21:00,22.8,734.4,759.8,,61,Wind blowing from the north-northeast,2,,,40%., ,,,,,,,,,,30.0,14.9,,,Surface of ground moist.,,,
23.07.2020 20:00,23.7,733.8,759.1,,59,Wind blowing from the north-east,2,,,60%., ,,,,,,,,,,30.0,15.2,,,Surface of ground wet (standing water in small or large pools on surface).,,,
23.07.2020 19:00,24.9,733.6,758.8,0.1,58,Wind blowing from the north-northeast,2,,,70 – 80%., ,,,,29.6,,,,,,30.0,16.0,Trace of precipitation,12,,,,
23.07.2020 18:00,25.5,733.8,758.9,,55,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,15.9,,,,,,
23.07.2020 17:00,28.6,733.4,758.2,,47,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,16.1,,,,,,
23.07.2020 16:00,28.2,733.5,758.4,-1.1,48,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,16.2,,,,,,
23.07.2020 15:00,29.0,733.7,758.5,,45,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,15.8,,,,,,
23.07.2020 14:00,28.6,734.0,758.9,,43,Wind blowing from the east-southeast,2,,,"10%  or less, but not 0", ,,,,,,,,,,50.0,14.8,,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
23.07.2020 13:00,27.8,734.6,759.6,-1.1,47,Wind blowing from the south-southeast,3,,,"10%  or less, but not 0", ,,,,,,,,,,50.0,15.4,No precipitation,6,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
23.07.2020 12:00,26.9,734.9,760.0,,52,Wind blowing from the east,1,,,, ,,,,,,,,,,,16.2,,,,,,
23.07.2020 11:00,25.3,735.4,760.6,,59,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,,16.7,,,,,,
23.07.2020 10:00,23.7,735.7,761.1,,64,Wind blowing from the south-east,1,,,, ,,,,,,,,,,,16.4,,,,,,
23.07.2020 09:00,21.9,735.9,761.4,,65,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,15.1,,,,,,
23.07.2020 08:00,19.8,736.0,761.8,,76,"Calm, no wind",0,,,60%., ,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",20–30%.,300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",15.0,15.5,,,,,,
23.07.2020 07:00,18.1,736.2,762.1,0.1,87,Wind blowing from the north-northeast,0,,,70 – 80%.,"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer. ",Rain.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,16.9,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",20–30%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8.0,15.8,0.5,12,Surface of ground moist.,16.0,,
23.07.2020 06:00,17.6,736.2,762.1,,88,Wind blowing from the north-northeast,1,,,70 – 80%.,"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer. ",,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",20–30%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6.0,15.6,,,,,,
23.07.2020 05:00,17.0,736.1,762.1,,88,"Calm, no wind",0,,,70 – 80%.,"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer. ",,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",40%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6.0,15.0,,,,,,
23.07.2020 04:00,17.1,736.1,762.1,-1.0,92,Wind blowing from the north,0,,,, ,,,,,,,,,,,15.8,,,,,,
23.07.2020 03:00,17.4,736.3,762.3,,92,Wind blowing from the north-northeast,0,,,, ,,,,,,,,,,,16.0,,,,,,
23.07.2020 02:00,17.4,736.9,762.8,,92,Wind blowing from the north,1,,,, ,,,,,,,,,,,16.0,,,,,,
23.07.2020 01:00,17.9,737.1,763.0,-0.1,93,"Calm, no wind",0,,,, ,,,,,,,,,,,16.8,,,,,,
23.07.2020 00:00,18.4,737.1,763.0,,93,Wind blowing from the north,1,,,, ,,,,,,,,,,,17.3,,,,,,
22.07.2020 23:00,18.8,737.0,762.8,,93,Wind blowing from the south-east,1,,,, ,,,,,,,,,,,17.7,,,,,,
22.07.2020 22:00,19.0,737.2,763.0,-0.6,92,Wind blowing from the north-northwest,0,,,, ,,,,,,,,,,,17.7,,,,,,
22.07.2020 21:00,19.6,737.8,763.6,,89,Wind blowing from the north-northeast,0,,,"90  or more, but not 100%", ,,,,,,,,,,20.0,17.7,,,Surface of ground wet (standing water in small or large pools on surface).,,,
22.07.2020 20:00,20.1,738.1,763.8,,85,Wind blowing from the north-west,1,,,"90  or more, but not 100%","Rain shower(s), moderate or heavy. ",,,,,,,,,,20.0,17.5,,,Surface of ground wet (standing water in small or large pools on surface).,,,
22.07.2020 19:00,20.2,737.8,763.6,1.0,86,Wind blowing from the north-east,2,,,"90  or more, but not 100%", ,,,,30.7,,,,,,30.0,17.7,24,12,Surface of ground wet (standing water in small or large pools on surface).,,,
22.07.2020 18:00,20.7,737.6,763.3,,83,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,17.6,,,,,,
22.07.2020 17:00,20.5,738.0,763.6,,89,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,18.7,,,,,,
22.07.2020 16:00,26.2,736.8,761.9,-0.4,63,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,18.5,,,,,,
22.07.2020 15:00,29.4,736.4,761.3,,45,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,16.2,,,,,,
22.07.2020 14:00,29.3,736.8,761.7,,49,Wind blowing from the east,3,,,, ,,,,,,,,,,,17.4,,,,,,
22.07.2020 13:00,28.7,737.2,762.2,-1.5,51,Wind blowing from the south,2,,,no clouds, ,,,,,,,,,,50.0,17.6,No precipitation,6,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
22.07.2020 12:00,27.9,737.8,762.9,,54,Wind blowing from the north,1,,,, ,,,,,,,,,,,17.8,,,,,,
22.07.2020 11:00,27.0,738.4,763.5,,53,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,16.7,,,,,,
22.07.2020 10:00,25.6,738.7,763.9,-0.3,59,Wind blowing from the north,2,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",50.0,16.9,,,,,,
22.07.2020 09:00,24.0,738.9,764.3,,65,Wind blowing from the north-northeast,1,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",50.0,16.9,,,,,,
22.07.2020 08:00,22.5,739.0,764.5,,69,Wind blowing from the north-northwest,1,,,no clouds, ,,,,,,,,,,50.0,16.5,,,,,,
22.07.2020 07:00,20.7,739.0,764.7,0.3,73,Wind blowing from the north,2,,,"10%  or less, but not 0", ,,,18.0,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.","Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",50.0,15.7,No precipitation,12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,14.0,,
22.07.2020 06:00,19.0,739.0,764.8,,81,Wind blowing from the north,1,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0",,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",50.0,15.7,,,,,,
22.07.2020 05:00,18.2,738.9,764.8,,84,Wind blowing from the north-east,0,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",2000-2500,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",40.0,15.4,,,,,,
22.07.2020 04:00,18.5,738.7,764.7,0.2,83,Wind blowing from the north-northeast,1,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,1500-2000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",40.0,15.5,,,,,,
22.07.2020 03:00,19.2,738.4,764.3,,82,Wind blowing from the east,1,,,, ,,,,,,,,,,,16.0,,,,,,
22.07.2020 02:00,19.7,738.5,764.3,,76,Wind blowing from the west,1,,,, ,,,,,,,,,,,15.4,,,,,,
22.07.2020 01:00,20.0,738.5,764.3,0.7,75,Wind blowing from the north,1,,,, ,,,,,,,,,,,15.4,,,,,,
22.07.2020 00:00,20.6,738.3,764.0,,74,Wind blowing from the north,2,,,, ,,,,,,,,,,,15.8,,,,,,
21.07.2020 23:00,21.5,738.2,763.9,,70,Wind blowing from the north,1,,,, ,,,,,,,,,,,15.7,,,,,,
21.07.2020 22:00,22.2,737.8,763.4,0.7,66,Wind blowing from the north,1,,,, ,,,,,,,,,,,15.5,,,,,,
21.07.2020 21:00,23.5,737.7,763.1,,66,Wind blowing from the north-northeast,1,,,"10%  or less, but not 0", ,,,,,,,,,,30.0,16.7,,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
