"# Weather station London / St. James's Park, UK, WMO_ID=3770,selection from 03.04.2020 till 01.09.2020, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=3770&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in London / St. James's Park,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
12.07.2020 12:00,21.8,,,,37,,,,,, ,,,,,,,,,,,6.5,No precipitation,6,,,,
12.07.2020 11:00,21.2,,,,43,,,,,, ,,,,,,,,,,,8.1,,,,,,
12.07.2020 10:00,20.0,,,,43,,,,,, ,,,,,,,,,,,7.0,,,,,,
12.07.2020 09:00,19.5,,,,49,,,,,, ,,,,,,,,,,,8.3,,,,,,
12.07.2020 08:00,18.0,,,,60,,,,,, ,,,,,,,,,,,10.1,,,,,,
12.07.2020 07:00,14.2,,,,79,,,,,, ,,,,,,,,,,,10.5,,,,,,
12.07.2020 06:00,12.5,,,,87,,,,,, ,,,10.6,,,,,,,,10.3,No precipitation,12,,,,
12.07.2020 05:00,10.7,,,,91,,,,,, ,,,,,,,,,,,9.3,,,,,,
12.07.2020 04:00,10.9,,,,89,,,,,, ,,,,,,,,,,,9.1,,,,,,
12.07.2020 03:00,11.5,,,,85,,,,,, ,,,,,,,,,,,9.1,,,,,,
12.07.2020 02:00,11.6,,,,83,,,,,, ,,,,,,,,,,,8.8,,,,,,
12.07.2020 01:00,12.4,,,,77,,,,,, ,,,,,,,,,,,8.4,,,,,,
12.07.2020 00:00,12.8,,,,73,,,,,, ,,,,,,,,,,,8.1,No precipitation,6,,,,
11.07.2020 23:00,14.0,,,,71,,,,,, ,,,,,,,,,,,8.7,,,,,,
11.07.2020 22:00,14.8,,,,63,,,,,, ,,,,,,,,,,,7.8,,,,,,
11.07.2020 21:00,16.1,,,,57,,,,,, ,,,,,,,,,,,7.4,,,,,,
11.07.2020 20:00,17.6,,,,48,,,,,, ,,,,,,,,,,,6.5,,,,,,
11.07.2020 19:00,18.2,,,,50,,,,,, ,,,,,,,,,,,7.4,,,,,,
11.07.2020 18:00,19.3,,,,43,,,,,, ,,,,21.1,,,,,,,6.4,No precipitation,12,,,,
11.07.2020 17:00,19.9,,,,38,,,,,, ,,,,,,,,,,,5.0,,,,,,
11.07.2020 16:00,20.1,,,,42,,,,,, ,,,,,,,,,,,6.9,,,,,,
11.07.2020 15:00,19.0,,,,47,,,,,, ,,,,,,,,,,,7.4,,,,,,
11.07.2020 14:00,19.7,,,,43,,,,,, ,,,,,,,,,,,6.7,,,,,,
11.07.2020 13:00,19.1,,,,48,,,,,, ,,,,,,,,,,,7.8,,,,,,
11.07.2020 12:00,19.1,,,,46,,,,,, ,,,,,,,,,,,7.1,No precipitation,6,,,,
11.07.2020 11:00,18.4,,,,50,,,,,, ,,,,,,,,,,,7.7,,,,,,
11.07.2020 10:00,17.3,,,,53,,,,,, ,,,,,,,,,,,7.6,,,,,,
11.07.2020 09:00,16.5,,,,55,,,,,, ,,,,,,,,,,,7.3,,,,,,
11.07.2020 08:00,15.8,,,,60,,,,,, ,,,,,,,,,,,8.1,,,,,,
11.07.2020 07:00,13.7,,,,72,,,,,, ,,,,,,,,,,,8.7,,,,,,
11.07.2020 06:00,11.8,,,,78,,,,,, ,,,9.5,,,,,,,,8.0,No precipitation,12,,,,
11.07.2020 05:00,10.0,,,,86,,,,,, ,,,,,,,,,,,7.7,,,,,,
11.07.2020 04:00,10.1,,,,82,,,,,, ,,,,,,,,,,,7.1,,,,,,
11.07.2020 03:00,11.2,,,,76,,,,,, ,,,,,,,,,,,7.1,,,,,,
11.07.2020 02:00,12.6,,,,71,,,,,, ,,,,,,,,,,,7.4,,,,,,
11.07.2020 01:00,13.1,,,,68,,,,,, ,,,,,,,,,,,7.2,,,,,,
11.07.2020 00:00,13.6,,,,69,,,,,, ,,,,,,,,,,,7.9,No precipitation,6,,,,
10.07.2020 23:00,13.8,,,,71,,,,,, ,,,,,,,,,,,8.5,,,,,,
10.07.2020 22:00,14.9,,,,63,,,,,, ,,,,,,,,,,,7.8,,,,,,
10.07.2020 21:00,15.7,,,,56,,,,,, ,,,,,,,,,,,6.9,,,,,,
10.07.2020 20:00,16.8,,,,54,,,,,, ,,,,,,,,,,,7.4,,,,,,
10.07.2020 19:00,17.4,,,,48,,,,,, ,,,,,,,,,,,6.3,,,,,,
10.07.2020 18:00,18.1,,,,47,,,,,, ,,,,19.0,,,,,,,6.7,0.2,12,,,,
10.07.2020 17:00,18.7,,,,49,,,,,, ,,,,,,,,,,,7.6,,,,,,
10.07.2020 16:00,18.2,,,,46,,,,,, ,,,,,,,,,,,6.4,,,,,,
10.07.2020 15:00,18.3,,,,48,,,,,, ,,,,,,,,,,,7.0,,,,,,
10.07.2020 14:00,17.7,,,,49,,,,,, ,,,,,,,,,,,6.9,,,,,,
10.07.2020 13:00,16.7,,,,49,,,,,, ,,,,,,,,,,,6.0,,,,,,
10.07.2020 12:00,17.7,,,,58,,,,,, ,,,,,,,,,,,9.3,0.2,6,,,,
10.07.2020 11:00,16.5,,,,53,,,,,, ,,,,,,,,,,,6.8,,,,,,
10.07.2020 10:00,16.8,,,,56,,,,,, ,,,,,,,,,,,7.8,,,,,,
10.07.2020 09:00,16.8,,,,59,,,,,, ,,,,,,,,,,,8.6,,,,,,
10.07.2020 08:00,14.9,,,,81,,,,,, ,,,,,,,,,,,11.6,,,,,,
10.07.2020 07:00,14.2,,,,83,,,,,, ,,,,,,,,,,,11.3,,,,,,
10.07.2020 06:00,13.4,,,,87,,,,,, ,,,13.0,,,,,,,,11.3,2,12,,,,
10.07.2020 05:00,13.0,,,,89,,,,,, ,,,,,,,,,,,11.2,,,,,,
10.07.2020 04:00,13.3,,,,90,,,,,, ,,,,,,,,,,,11.6,,,,,,
10.07.2020 03:00,13.7,,,,91,,,,,, ,,,,,,,,,,,12.2,,,,,,
10.07.2020 02:00,14.0,,,,91,,,,,, ,,,,,,,,,,,12.5,,,,,,
10.07.2020 01:00,14.3,,,,90,,,,,, ,,,,,,,,,,,12.7,,,,,,
10.07.2020 00:00,13.6,,,,69,,,,,, ,,,,,,,,,,,7.9,No precipitation,6,,,,
09.07.2020 23:00,15.4,,,,91,,,,,, ,,,,,,,,,,,13.9,,,,,,
09.07.2020 22:00,15.8,,,,93,,,,,, ,,,,,,,,,,,14.6,,,,,,
09.07.2020 21:00,16.3,,,,91,,,,,, ,,,,,,,,,,,14.9,,,,,,
09.07.2020 20:00,18.4,,,,83,,,,,, ,,,,,,,,,,,15.5,,,,,,
09.07.2020 19:00,18.3,,,,84,,,,,, ,,,,,,,,,,,15.5,,,,,,
09.07.2020 18:00,18.2,,,,85,,,,,, ,,,,20.0,,,,,,,15.7,0.2,12,,,,
09.07.2020 17:00,18.7,,,,82,,,,,, ,,,,,,,,,,,15.6,,,,,,
09.07.2020 16:00,18.4,,,,86,,,,,, ,,,,,,,,,,,16.0,,,,,,
09.07.2020 15:00,17.8,,,,91,,,,,, ,,,,,,,,,,,16.3,,,,,,
09.07.2020 14:00,19.2,,,,76,,,,,, ,,,,,,,,,,,14.9,,,,,,
09.07.2020 13:00,19.4,,,,77,,,,,, ,,,,,,,,,,,15.3,,,,,,
09.07.2020 12:00,19.6,,,,74,,,,,, ,,,,,,,,,,,14.8,No precipitation,6,,,,
09.07.2020 11:00,19.3,,,,78,,,,,, ,,,,,,,,,,,15.4,,,,,,
09.07.2020 10:00,18.2,,,,82,,,,,, ,,,,,,,,,,,15.0,,,,,,
09.07.2020 09:00,17.5,,,,84,,,,,, ,,,,,,,,,,,14.7,,,,,,
09.07.2020 08:00,17.3,,,,85,,,,,, ,,,,,,,,,,,14.7,,,,,,
09.07.2020 07:00,16.7,,,,88,,,,,, ,,,,,,,,,,,14.6,,,,,,
09.07.2020 06:00,16.2,,,,90,,,,,, ,,,16.0,,,,,,,,14.6,2,12,,,,
09.07.2020 05:00,16.0,,,,93,,,,,, ,,,,,,,,,,,14.8,,,,,,
09.07.2020 04:00,16.6,,,,89,,,,,, ,,,,,,,,,,,14.8,,,,,,
09.07.2020 03:00,17.0,,,,90,,,,,, ,,,,,,,,,,,15.3,,,,,,
09.07.2020 02:00,17.1,,,,91,,,,,, ,,,,,,,,,,,15.6,,,,,,
09.07.2020 01:00,17.2,,,,92,,,,,, ,,,,,,,,,,,15.8,,,,,,
09.07.2020 00:00,14.7,,,,90,,,,,, ,,,,,,,,,,,13.1,2,6,,,,
08.07.2020 23:00,17.5,,,,94,,,,,, ,,,,,,,,,,,16.5,,,,,,
08.07.2020 22:00,17.5,,,,95,,,,,, ,,,,,,,,,,,16.6,,,,,,
08.07.2020 21:00,17.5,,,,94,,,,,, ,,,,,,,,,,,16.5,,,,,,
08.07.2020 20:00,17.4,,,,93,,,,,, ,,,,,,,,,,,16.3,,,,,,
08.07.2020 19:00,17.5,,,,92,,,,,, ,,,,,,,,,,,16.2,,,,,,
08.07.2020 18:00,18.7,,,,86,,,,,, ,,,,19.9,,,,,,,16.3,1,12,,,,
08.07.2020 17:00,19.1,,,,79,,,,,, ,,,,,,,,,,,15.4,,,,,,
08.07.2020 16:00,19.0,,,,82,,,,,, ,,,,,,,,,,,15.8,,,,,,
08.07.2020 15:00,18.8,,,,83,,,,,, ,,,,,,,,,,,15.9,,,,,,
08.07.2020 14:00,19.4,,,,74,,,,,, ,,,,,,,,,,,14.6,,,,,,
08.07.2020 13:00,19.1,,,,78,,,,,, ,,,,,,,,,,,15.1,,,,,,
08.07.2020 12:00,18.7,,,,83,,,,,, ,,,,,,,,,,,15.8,1,6,,,,
08.07.2020 11:00,18.2,,,,87,,,,,, ,,,,,,,,,,,15.9,,,,,,
08.07.2020 10:00,17.8,,,,86,,,,,, ,,,,,,,,,,,15.5,,,,,,
08.07.2020 09:00,16.6,,,,93,,,,,, ,,,,,,,,,,,15.4,,,,,,
08.07.2020 08:00,15.8,,,,96,,,,,, ,,,,,,,,,,,15.1,,,,,,
08.07.2020 07:00,15.4,,,,96,,,,,, ,,,,,,,,,,,14.8,,,,,,
08.07.2020 06:00,14.8,,,,97,,,,,, ,,,13.8,,,,,,,,14.3,9,12,,,,
08.07.2020 05:00,14.7,,,,96,,,,,, ,,,,,,,,,,,14.1,,,,,,
08.07.2020 04:00,14.6,,,,96,,,,,, ,,,,,,,,,,,13.9,,,,,,
08.07.2020 03:00,14.6,,,,95,,,,,, ,,,,,,,,,,,13.8,,,,,,
08.07.2020 02:00,14.4,,,,96,,,,,, ,,,,,,,,,,,13.7,,,,,,
08.07.2020 01:00,14.4,,,,96,,,,,, ,,,,,,,,,,,13.7,,,,,,
08.07.2020 00:00,14.3,,,,96,,,,,, ,,,,,,,,,,,13.6,4,6,,,,
07.07.2020 23:00,14.3,,,,96,,,,,, ,,,,,,,,,,,13.6,,,,,,
07.07.2020 22:00,14.0,,,,95,,,,,, ,,,,,,,,,,,13.2,,,,,,
07.07.2020 21:00,14.0,,,,94,,,,,, ,,,,,,,,,,,13.1,,,,,,
07.07.2020 20:00,14.4,,,,90,,,,,, ,,,,,,,,,,,12.8,,,,,,
07.07.2020 19:00,15.3,,,,79,,,,,, ,,,,,,,,,,,11.7,,,,,,
07.07.2020 18:00,17.8,,,,57,,,,,, ,,,,21.0,,,,,,,9.2,No precipitation,12,,,,
07.07.2020 17:00,18.7,,,,53,,,,,, ,,,,,,,,,,,8.8,,,,,,
07.07.2020 16:00,18.8,,,,55,,,,,, ,,,,,,,,,,,9.4,,,,,,
07.07.2020 15:00,19.3,,,,50,,,,,, ,,,,,,,,,,,8.7,,,,,,
07.07.2020 14:00,19.6,,,,48,,,,,, ,,,,,,,,,,,8.1,,,,,,
07.07.2020 13:00,20.3,,,,48,,,,,, ,,,,,,,,,,,8.8,,,,,,
07.07.2020 12:00,19.7,,,,48,,,,,, ,,,,,,,,,,,8.4,No precipitation,6,,,,
07.07.2020 11:00,19.6,,,,49,,,,,, ,,,,,,,,,,,8.6,,,,,,
07.07.2020 10:00,18.5,,,,53,,,,,, ,,,,,,,,,,,8.7,,,,,,
07.07.2020 09:00,18.4,,,,57,,,,,, ,,,,,,,,,,,9.6,,,,,,
07.07.2020 08:00,17.1,,,,59,,,,,, ,,,,,,,,,,,8.9,,,,,,
07.07.2020 07:00,14.2,,,,68,,,,,, ,,,,,,,,,,,8.3,,,,,,
07.07.2020 06:00,13.3,,,,71,,,,,, ,,,11.2,,,,,,,,8.0,No precipitation,12,,,,
07.07.2020 05:00,12.4,,,,72,,,,,, ,,,,,,,,,,,7.4,,,,,,
07.07.2020 04:00,12.5,,,,71,,,,,, ,,,,,,,,,,,7.3,,,,,,
07.07.2020 03:00,11.3,,,,77,,,,,, ,,,,,,,,,,,7.4,,,,,,
07.07.2020 02:00,11.4,,,,72,,,,,, ,,,,,,,,,,,6.5,,,,,,
07.07.2020 01:00,12.6,,,,64,,,,,, ,,,,,,,,,,,6.0,,,,,,
07.07.2020 00:00,14.6,,,,57,,,,,, ,,,,,,,,,,,6.0,No precipitation,6,,,,
06.07.2020 23:00,15.9,,,,50,,,,,, ,,,,,,,,,,,5.3,,,,,,
06.07.2020 22:00,15.6,,,,51,,,,,, ,,,,,,,,,,,5.3,,,,,,
06.07.2020 21:00,16.7,,,,47,,,,,, ,,,,,,,,,,,5.2,,,,,,
06.07.2020 20:00,17.8,,,,50,,,,,, ,,,,,,,,,,,7.1,,,,,,
06.07.2020 19:00,18.5,,,,50,,,,,, ,,,,,,,,,,,7.8,,,,,,
06.07.2020 18:00,19.0,,,,48,,,,,, ,,,,20.2,,,,,,,7.8,No precipitation,12,,,,
06.07.2020 17:00,19.4,,,,47,,,,,, ,,,,,,,,,,,7.7,,,,,,
06.07.2020 16:00,19.8,,,,51,,,,,, ,,,,,,,,,,,9.2,,,,,,
06.07.2020 15:00,18.7,,,,50,,,,,, ,,,,,,,,,,,7.9,,,,,,
06.07.2020 14:00,18.4,,,,52,,,,,, ,,,,,,,,,,,8.3,,,,,,
06.07.2020 13:00,17.8,,,,53,,,,,, ,,,,,,,,,,,8.0,,,,,,
06.07.2020 12:00,18.1,,,,55,,,,,, ,,,,,,,,,,,8.9,No precipitation,6,,,,
06.07.2020 11:00,17.2,,,,55,,,,,, ,,,,,,,,,,,7.9,,,,,,
06.07.2020 10:00,17.4,,,,52,,,,,, ,,,,,,,,,,,7.5,,,,,,
06.07.2020 09:00,16.3,,,,55,,,,,, ,,,,,,,,,,,7.3,,,,,,
06.07.2020 08:00,15.5,,,,60,,,,,, ,,,,,,,,,,,7.8,,,,,,
06.07.2020 07:00,14.3,,,,69,,,,,, ,,,,,,,,,,,8.6,,,,,,
06.07.2020 06:00,13.4,,,,73,,,,,, ,,,11.7,,,,,,,,8.6,No precipitation,12,,,,
06.07.2020 05:00,12.2,,,,78,,,,,, ,,,,,,,,,,,8.4,,,,,,
06.07.2020 04:00,12.2,,,,78,,,,,, ,,,,,,,,,,,8.4,,,,,,
06.07.2020 03:00,12.4,,,,77,,,,,, ,,,,,,,,,,,8.4,,,,,,
06.07.2020 02:00,12.8,,,,76,,,,,, ,,,,,,,,,,,8.6,,,,,,
06.07.2020 01:00,13.3,,,,73,,,,,, ,,,,,,,,,,,8.5,,,,,,
06.07.2020 00:00,14.6,,,,57,,,,,, ,,,,,,,,,,,6.0,No precipitation,6,,,,
05.07.2020 23:00,14.3,,,,66,,,,,, ,,,,,,,,,,,8.0,,,,,,
05.07.2020 22:00,14.7,,,,63,,,,,, ,,,,,,,,,,,7.6,,,,,,
05.07.2020 21:00,15.6,,,,56,,,,,, ,,,,,,,,,,,6.9,,,,,,
05.07.2020 20:00,16.4,,,,51,,,,,, ,,,,,,,,,,,6.2,,,,,,
05.07.2020 19:00,17.5,,,,45,,,,,, ,,,,,,,,,,,5.4,,,,,,
05.07.2020 18:00,18.2,,,,44,,,,,, ,,,,21.8,,,,,,,5.6,No precipitation,12,,,,
05.07.2020 17:00,19.3,,,,41,,,,,, ,,,,,,,,,,,5.6,,,,,,
05.07.2020 16:00,19.9,,,,43,,,,,, ,,,,,,,,,,,6.8,,,,,,
05.07.2020 15:00,20.7,,,,44,,,,,, ,,,,,,,,,,,7.8,,,,,,
05.07.2020 14:00,21.5,,,,41,,,,,, ,,,,,,,,,,,7.8,,,,,,
05.07.2020 13:00,20.9,,,,43,,,,,, ,,,,,,,,,,,7.8,,,,,,
05.07.2020 12:00,20.5,,,,49,,,,,, ,,,,,,,,,,,9.3,No precipitation,6,,,,
05.07.2020 11:00,20.7,,,,49,,,,,, ,,,,,,,,,,,9.7,,,,,,
05.07.2020 10:00,19.9,,,,54,,,,,, ,,,,,,,,,,,10.2,,,,,,
05.07.2020 09:00,19.4,,,,57,,,,,, ,,,,,,,,,,,10.6,,,,,,
05.07.2020 08:00,18.6,,,,69,,,,,, ,,,,,,,,,,,12.8,,,,,,
05.07.2020 07:00,18.1,,,,79,,,,,, ,,,,,,,,,,,14.4,,,,,,
05.07.2020 06:00,17.5,,,,83,,,,,, ,,,16.9,,,,,,,,14.6,No precipitation,12,,,,
05.07.2020 05:00,17.3,,,,84,,,,,, ,,,,,,,,,,,14.5,,,,,,
05.07.2020 04:00,17.4,,,,85,,,,,, ,,,,,,,,,,,14.8,,,,,,
05.07.2020 03:00,17.2,,,,86,,,,,, ,,,,,,,,,,,14.8,,,,,,
05.07.2020 02:00,17.0,,,,85,,,,,, ,,,,,,,,,,,14.5,,,,,,
05.07.2020 01:00,17.1,,,,84,,,,,, ,,,,,,,,,,,14.4,,,,,,
05.07.2020 00:00,13.8,,,,70,,,,,, ,,,,,,,,,,,8.4,No precipitation,6,,,,
04.07.2020 23:00,17.9,,,,83,,,,,, ,,,,,,,,,,,15.0,,,,,,
04.07.2020 22:00,17.9,,,,86,,,,,, ,,,,,,,,,,,15.5,,,,,,
04.07.2020 21:00,18.0,,,,86,,,,,, ,,,,,,,,,,,15.6,,,,,,
04.07.2020 20:00,17.7,,,,89,,,,,, ,,,,,,,,,,,15.8,,,,,,
04.07.2020 19:00,18.5,,,,82,,,,,, ,,,,,,,,,,,15.3,,,,,,
04.07.2020 18:00,18.6,,,,82,,,,,, ,,,,20.4,,,,,,,15.5,No precipitation,12,,,,
04.07.2020 17:00,18.8,,,,82,,,,,, ,,,,,,,,,,,15.7,,,,,,
04.07.2020 16:00,19.3,,,,80,,,,,, ,,,,,,,,,,,15.7,,,,,,
04.07.2020 15:00,20.3,,,,76,,,,,, ,,,,,,,,,,,16.0,,,,,,
04.07.2020 14:00,19.7,,,,77,,,,,, ,,,,,,,,,,,15.6,,,,,,
04.07.2020 13:00,19.5,,,,78,,,,,, ,,,,,,,,,,,15.6,,,,,,
04.07.2020 12:00,19.1,,,,80,,,,,, ,,,,,,,,,,,15.6,No precipitation,6,,,,
04.07.2020 11:00,19.1,,,,77,,,,,, ,,,,,,,,,,,15.0,,,,,,
04.07.2020 10:00,19.4,,,,75,,,,,, ,,,,,,,,,,,14.9,,,,,,
04.07.2020 09:00,18.6,,,,81,,,,,, ,,,,,,,,,,,15.2,,,,,,
04.07.2020 08:00,17.7,,,,84,,,,,, ,,,,,,,,,,,15.0,,,,,,
04.07.2020 07:00,17.2,,,,86,,,,,, ,,,,,,,,,,,14.9,,,,,,
04.07.2020 06:00,16.7,,,,88,,,,,, ,,,14.7,,,,,,,,14.6,2,12,,,,
04.07.2020 05:00,16.1,,,,90,,,,,, ,,,,,,,,,,,14.5,,,,,,
04.07.2020 04:00,15.5,,,,93,,,,,, ,,,,,,,,,,,14.3,,,,,,
04.07.2020 03:00,15.4,,,,93,,,,,, ,,,,,,,,,,,14.2,,,,,,
04.07.2020 02:00,15.6,,,,89,,,,,, ,,,,,,,,,,,13.8,,,,,,
04.07.2020 01:00,15.8,,,,86,,,,,, ,,,,,,,,,,,13.5,,,,,,
04.07.2020 00:00,17.6,,,,83,,,,,, ,,,,,,,,,,,14.7,No precipitation,6,,,,
03.07.2020 23:00,15.4,,,,86,,,,,, ,,,,,,,,,,,13.0,,,,,,
03.07.2020 22:00,15.0,,,,87,,,,,, ,,,,,,,,,,,12.9,,,,,,
03.07.2020 21:00,14.8,,,,88,,,,,, ,,,,,,,,,,,12.8,,,,,,
03.07.2020 20:00,15.2,,,,84,,,,,, ,,,,,,,,,,,12.4,,,,,,
03.07.2020 19:00,16.1,,,,75,,,,,, ,,,,,,,,,,,11.7,,,,,,
03.07.2020 18:00,18.3,,,,61,,,,,, ,,,,20.9,,,,,,,10.6,No precipitation,12,,,,
03.07.2020 17:00,18.7,,,,59,,,,,, ,,,,,,,,,,,10.6,,,,,,
03.07.2020 16:00,19.1,,,,58,,,,,, ,,,,,,,,,,,10.5,,,,,,
03.07.2020 15:00,19.2,,,,56,,,,,, ,,,,,,,,,,,10.1,,,,,,
03.07.2020 14:00,20.1,,,,56,,,,,, ,,,,,,,,,,,11.0,,,,,,
03.07.2020 13:00,20.3,,,,57,,,,,, ,,,,,,,,,,,11.5,,,,,,
03.07.2020 12:00,20.2,,,,55,,,,,, ,,,,,,,,,,,10.8,No precipitation,6,,,,
03.07.2020 11:00,18.4,,,,56,,,,,, ,,,,,,,,,,,9.3,,,,,,
03.07.2020 10:00,18.0,,,,58,,,,,, ,,,,,,,,,,,9.6,,,,,,
03.07.2020 09:00,17.1,,,,63,,,,,, ,,,,,,,,,,,9.9,,,,,,
03.07.2020 08:00,16.6,,,,68,,,,,, ,,,,,,,,,,,10.7,,,,,,
03.07.2020 07:00,13.8,,,,82,,,,,, ,,,,,,,,,,,10.7,,,,,,
03.07.2020 06:00,13.1,,,,87,,,,,, ,,,12.4,,,,,,,,10.9,5,12,,,,
03.07.2020 05:00,12.7,,,,89,,,,,, ,,,,,,,,,,,10.9,,,,,,
03.07.2020 04:00,12.6,,,,93,,,,,, ,,,,,,,,,,,11.5,,,,,,
03.07.2020 03:00,13.0,,,,93,,,,,, ,,,,,,,,,,,11.9,,,,,,
03.07.2020 02:00,13.7,,,,96,,,,,, ,,,,,,,,,,,13.1,,,,,,
03.07.2020 01:00,14.0,,,,95,,,,,, ,,,,,,,,,,,13.2,,,,,,
03.07.2020 00:00,15.1,,,,96,,,,,, ,,,,,,,,,,,14.5,5,6,,,,
02.07.2020 23:00,15.4,,,,96,,,,,, ,,,,,,,,,,,14.8,,,,,,
02.07.2020 22:00,15.5,,,,96,,,,,, ,,,,,,,,,,,14.8,,,,,,
02.07.2020 21:00,15.7,,,,95,,,,,, ,,,,,,,,,,,14.9,,,,,,
02.07.2020 20:00,15.9,,,,94,,,,,, ,,,,,,,,,,,15.0,,,,,,
02.07.2020 19:00,16.1,,,,90,,,,,, ,,,,,,,,,,,14.4,,,,,,
02.07.2020 18:00,17.7,,,,76,,,,,, ,,,,21.0,,,,,,,13.3,0.8,12,,,,
02.07.2020 17:00,17.6,,,,75,,,,,, ,,,,,,,,,,,13.1,,,,,,
02.07.2020 16:00,19.9,,,,63,,,,,, ,,,,,,,,,,,12.6,,,,,,
02.07.2020 15:00,18.8,,,,66,,,,,, ,,,,,,,,,,,12.3,,,,,,
02.07.2020 14:00,18.3,,,,72,,,,,, ,,,,,,,,,,,13.1,,,,,,
02.07.2020 13:00,18.7,,,,72,,,,,, ,,,,,,,,,,,13.6,,,,,,
02.07.2020 12:00,17.8,,,,69,,,,,, ,,,,,,,,,,,11.9,0.2,6,,,,
02.07.2020 11:00,16.8,,,,77,,,,,, ,,,,,,,,,,,12.7,,,,,,
02.07.2020 10:00,16.7,,,,75,,,,,, ,,,,,,,,,,,12.2,,,,,,
02.07.2020 09:00,15.9,,,,75,,,,,, ,,,,,,,,,,,11.4,,,,,,
02.07.2020 08:00,15.6,,,,74,,,,,, ,,,,,,,,,,,11.0,,,,,,
02.07.2020 07:00,14.9,,,,80,,,,,, ,,,,,,,,,,,11.4,,,,,,
02.07.2020 06:00,13.4,,,,83,,,,,, ,,,12.6,,,,,,,,10.6,No precipitation,12,,,,
02.07.2020 05:00,13.0,,,,85,,,,,, ,,,,,,,,,,,10.5,,,,,,
02.07.2020 04:00,12.7,,,,85,,,,,, ,,,,,,,,,,,10.2,,,,,,
02.07.2020 03:00,13.2,,,,83,,,,,, ,,,,,,,,,,,10.3,,,,,,
02.07.2020 02:00,13.3,,,,80,,,,,, ,,,,,,,,,,,9.8,,,,,,
02.07.2020 01:00,14.5,,,,72,,,,,, ,,,,,,,,,,,9.4,,,,,,
02.07.2020 00:00,15.6,,,,85,,,,,, ,,,,,,,,,,,13.0,No precipitation,6,,,,
01.07.2020 23:00,15.8,,,,86,,,,,, ,,,,,,,,,,,13.4,,,,,,
01.07.2020 22:00,16.1,,,,85,,,,,, ,,,,,,,,,,,13.5,,,,,,
01.07.2020 21:00,16.4,,,,80,,,,,, ,,,,,,,,,,,13.0,,,,,,
01.07.2020 20:00,16.6,,,,83,,,,,, ,,,,,,,,,,,13.7,,,,,,
01.07.2020 19:00,17.5,,,,77,,,,,, ,,,,,,,,,,,13.4,,,,,,
01.07.2020 18:00,18.5,,,,74,,,,,, ,,,,21.0,,,,,,,13.7,5,12,,,,
01.07.2020 17:00,19.3,,,,75,,,,,, ,,,,,,,,,,,14.8,,,,,,
01.07.2020 16:00,19.0,,,,78,,,,,, ,,,,,,,,,,,15.0,,,,,,
01.07.2020 15:00,18.2,,,,79,,,,,, ,,,,,,,,,,,14.5,,,,,,
01.07.2020 14:00,19.5,,,,70,,,,,, ,,,,,,,,,,,13.8,,,,,,
01.07.2020 13:00,20.0,,,,62,,,,,, ,,,,,,,,,,,12.4,,,,,,
01.07.2020 12:00,20.2,,,,56,,,,,, ,,,,,,,,,,,11.2,No precipitation,6,,,,
01.07.2020 11:00,19.3,,,,61,,,,,, ,,,,,,,,,,,11.6,,,,,,
01.07.2020 10:00,20.1,,,,61,,,,,, ,,,,,,,,,,,12.4,,,,,,
01.07.2020 09:00,18.6,,,,63,,,,,, ,,,,,,,,,,,11.3,,,,,,
01.07.2020 08:00,17.5,,,,69,,,,,, ,,,,,,,,,,,11.8,,,,,,
01.07.2020 07:00,16.0,,,,76,,,,,, ,,,,,,,,,,,11.8,,,,,,
01.07.2020 06:00,14.8,,,,81,,,,,, ,,,14.4,,,,,,,,11.6,No precipitation,12,,,,
01.07.2020 05:00,14.5,,,,86,,,,,, ,,,,,,,,,,,12.2,,,,,,
01.07.2020 04:00,15.0,,,,82,,,,,, ,,,,,,,,,,,12.0,,,,,,
01.07.2020 03:00,15.9,,,,79,,,,,, ,,,,,,,,,,,12.2,,,,,,
01.07.2020 02:00,16.5,,,,76,,,,,, ,,,,,,,,,,,12.3,,,,,,
01.07.2020 01:00,16.7,,,,82,,,,,, ,,,,,,,,,,,13.6,,,,,,
01.07.2020 00:00,15.6,,,,85,,,,,, ,,,,,,,,,,,13.0,No precipitation,6,,,,
30.06.2020 23:00,17.3,,,,82,,,,,, ,,,,,,,,,,,14.2,,,,,,
30.06.2020 22:00,17.4,,,,84,,,,,, ,,,,,,,,,,,14.6,,,,,,
30.06.2020 21:00,17.3,,,,87,,,,,, ,,,,,,,,,,,15.1,,,,,,
30.06.2020 20:00,17.9,,,,83,,,,,, ,,,,,,,,,,,15.0,,,,,,
30.06.2020 19:00,18.2,,,,83,,,,,, ,,,,,,,,,,,15.3,,,,,,
