"# Weather station Bratislava (airport), Slovakia, METAR=LZIB,selection from 03.04.2020 till 31.08.2020, all days",,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=LZIB&lang=en,,,,,,,,,,,,
#,,,,,,,,,,,,
Local time in Bratislava (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td
16.07.2020 05:00,17.0,749.0,760.5,83,Wind blowing from the north-west,3,,Light rain,,"Few clouds (10-30%) 330 m, scattered clouds (40-50%) 750 m, broken clouds (60-90%) 2490 m",10.0 and more,14.0
16.07.2020 04:30,17.0,749.0,760.5,83,Wind blowing from the west,5,,Light rain,,"Few clouds (10-30%) 570 m, scattered clouds (40-50%) 2640 m, broken clouds (60-90%) 3000 m",10.0 and more,14.0
16.07.2020 04:00,18.0,749.1,760.5,73,Wind blowing from the west-northwest,5,,Light rain,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 2700 m, broken clouds (60-90%) 3000 m",10.0 and more,13.0
16.07.2020 03:30,18.0,748.3,759.7,73,Wind blowing from the west-northwest,5,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 3000 m",10.0 and more,13.0
16.07.2020 03:00,18.0,748.3,759.7,73,Wind blowing from the west-northwest,4,,,,No Significant Clouds,10.0 and more,13.0
16.07.2020 02:30,19.0,748.3,759.7,68,Wind blowing from the north-west,5,,,,No Significant Clouds,10.0 and more,13.0
16.07.2020 02:00,19.0,748.3,759.7,68,Wind blowing from the west-northwest,4,,,,No Significant Clouds,10.0 and more,13.0
16.07.2020 01:30,19.0,748.3,759.7,64,Wind blowing from the west-northwest,5,,,,No Significant Clouds,10.0 and more,12.0
16.07.2020 01:00,20.0,748.4,759.7,60,Wind blowing from the north-west,4,,,,No Significant Clouds,10.0 and more,12.0
16.07.2020 00:30,20.0,748.4,759.7,64,Wind blowing from the west-northwest,5,,,,No Significant Clouds,10.0 and more,13.0
16.07.2020 00:00,20.0,748.4,759.7,64,Wind blowing from the west-northwest,4,,,,No Significant Clouds,10.0 and more,13.0
15.07.2020 23:30,20.0,748.4,759.7,64,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,13.0
15.07.2020 23:00,20.0,748.4,759.7,64,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,13.0
15.07.2020 22:30,20.0,748.4,759.7,64,Wind blowing from the south-southwest,2,,,,No Significant Clouds,10.0 and more,13.0
15.07.2020 22:00,20.0,748.4,759.7,60,variable wind direction,1,,,,No Significant Clouds,10.0 and more,12.0
15.07.2020 21:30,21.0,748.4,759.7,57,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,12.0
15.07.2020 21:00,22.0,748.4,759.7,57,Wind blowing from the west-southwest,3,,,,No Significant Clouds,10.0 and more,13.0
15.07.2020 20:30,22.0,747.8,759.0,57,Wind blowing from the west,4,,"Light shower(s), rain",,"Few clouds (10-30%) 1380 m, cumulus congestus of great vertical extent , broken clouds (60-90%) 3000 m",10.0 and more,13.0
15.07.2020 20:00,22.0,747.8,759.0,50,Wind blowing from the west-southwest,5,,,,"Few clouds (10-30%) 1440 m, cumulus congestus of great vertical extent , scattered clouds (40-50%) 2460 m, broken clouds (60-90%) 2910 m",10.0 and more,11.0
15.07.2020 19:30,23.0,747.8,759.0,41,Wind blowing from the west-southwest,7,,,,"Few clouds (10-30%) 1380 m, cumulus congestus of great vertical extent , scattered clouds (40-50%) 2280 m, broken clouds (60-90%) 2460 m",10.0 and more,9.0
15.07.2020 19:11,24.0,747.8,759.0,41,Wind blowing from the south-west,5,,,,"Few clouds (10-30%) 1380 m, cumulus congestus of great vertical extent , scattered clouds (40-50%) 2490 m, broken clouds (60-90%) 3000 m",10.0 and more,10.0
15.07.2020 19:00,24.0,747.8,759.0,41,Wind blowing from the south-southeast,3,,,,No Significant Clouds,10.0 and more,10.0
15.07.2020 18:30,25.0,747.9,759.0,39,Wind blowing from the south-southeast,3,,,,No Significant Clouds,10.0 and more,10.0
15.07.2020 18:00,26.0,747.1,758.2,34,Wind blowing from the south-southeast,3,,,,No Significant Clouds,10.0 and more,9.0
15.07.2020 17:30,26.0,747.1,758.2,34,Wind blowing from the south-east,3,,,,No Significant Clouds,10.0 and more,9.0
15.07.2020 17:00,26.0,747.1,758.2,34,Wind blowing from the south-east,3,,,,No Significant Clouds,10.0 and more,9.0
15.07.2020 16:30,26.0,747.9,759.0,32,Wind blowing from the south,3,,,,No Significant Clouds,10.0 and more,8.0
15.07.2020 16:00,26.0,747.9,759.0,32,Wind blowing from the south-southeast,3,,,,No Significant Clouds,10.0 and more,8.0
15.07.2020 15:30,26.0,747.9,759.0,34,Wind blowing from the south-east,3,,,,No Significant Clouds,10.0 and more,9.0
15.07.2020 15:00,27.0,747.9,759.0,32,Wind blowing from the south,4,,,,No Significant Clouds,10.0 and more,9.0
15.07.2020 14:30,26.0,747.9,759.0,32,Wind blowing from the south-southeast,4,,,,No Significant Clouds,10.0 and more,8.0
15.07.2020 14:00,27.0,747.9,759.0,32,Wind blowing from the south-southeast,4,,,,No Significant Clouds,10.0 and more,9.0
15.07.2020 13:30,26.0,747.9,759.0,32,Wind blowing from the south,4,,,,No Significant Clouds,10.0 and more,8.0
15.07.2020 13:00,25.0,748.6,759.7,34,Wind blowing from the south-southeast,5,,,,No Significant Clouds,10.0 and more,8.0
15.07.2020 12:30,25.0,748.6,759.7,36,Wind blowing from the south,6,,,,No Significant Clouds,10.0 and more,9.0
15.07.2020 12:00,25.0,748.6,759.7,36,Wind blowing from the south-east,6,,,,No Significant Clouds,10.0 and more,9.0
15.07.2020 11:30,25.0,748.6,759.7,36,Wind blowing from the south-southeast,5,,,,No Significant Clouds,10.0 and more,9.0
15.07.2020 11:00,25.0,748.6,759.7,39,Wind blowing from the south-southeast,4,,,,Few clouds (10-30%) 1440 m,10.0 and more,10.0
15.07.2020 10:30,24.0,749.3,760.5,41,Wind blowing from the south-southeast,5,,,,Few clouds (10-30%) 1350 m,10.0 and more,10.0
15.07.2020 10:00,24.0,748.5,759.7,44,Wind blowing from the south-southeast,4,,,,No Significant Clouds,10.0 and more,11.0
15.07.2020 09:30,23.0,749.3,760.5,47,variable wind direction,3,,,,No Significant Clouds,10.0 and more,11.0
15.07.2020 09:00,21.0,749.2,760.5,53,variable wind direction,2,,,,No Significant Clouds,10.0 and more,11.0
15.07.2020 08:30,20.0,749.2,760.5,56,Wind blowing from the east-southeast,2,,,,No Significant Clouds,10.0 and more,11.0
15.07.2020 08:00,18.0,749.1,760.5,60,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,10.0
15.07.2020 07:30,17.0,749.0,760.5,64,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,10.0
15.07.2020 07:00,16.0,749.0,760.5,63,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,9.0
15.07.2020 06:30,15.0,749.0,760.5,68,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,9.0
15.07.2020 06:00,14.0,748.9,760.5,72,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,9.0
15.07.2020 05:30,13.0,748.9,760.5,77,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,9.0
15.07.2020 05:00,12.0,748.8,760.5,77,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,8.0
15.07.2020 04:30,11.0,748.8,760.5,82,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,8.0
15.07.2020 04:00,11.0,748.8,760.5,82,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,8.0
15.07.2020 03:30,11.0,748.8,760.5,82,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,8.0
15.07.2020 03:00,11.0,748.8,760.5,82,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,8.0
15.07.2020 02:30,12.0,748.8,760.5,82,variable wind direction,1,,,,No Significant Clouds,10.0 and more,9.0
15.07.2020 02:00,13.0,748.9,760.5,77,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,9.0
15.07.2020 01:30,13.0,748.9,760.5,77,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,9.0
15.07.2020 01:00,13.0,749.6,761.2,77,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,9.0
15.07.2020 00:00,14.0,749.6,761.2,72,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,9.0
14.07.2020 23:30,15.0,749.6,761.2,68,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,9.0
14.07.2020 23:00,16.0,749.7,761.2,63,Wind blowing from the east-southeast,2,,,,No Significant Clouds,10.0 and more,9.0
14.07.2020 22:30,16.0,749.7,761.2,63,Wind blowing from the east-southeast,2,,,,No Significant Clouds,10.0 and more,9.0
14.07.2020 22:00,17.0,749.7,761.2,59,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,9.0
14.07.2020 21:30,17.0,749.7,761.2,59,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,9.0
14.07.2020 21:00,18.0,749.8,761.2,56,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,9.0
14.07.2020 20:30,19.0,749.8,761.2,56,Wind blowing from the east-southeast,2,,,,No Significant Clouds,10.0 and more,10.0
14.07.2020 20:00,20.0,749.8,761.2,49,Wind blowing from the east-southeast,2,,,,No Significant Clouds,10.0 and more,9.0
14.07.2020 19:30,21.0,749.2,760.5,46,Wind blowing from the south-east,3,,,,No Significant Clouds,10.0 and more,9.0
14.07.2020 19:00,22.0,749.2,760.5,44,Wind blowing from the south-east,3,,,,No Significant Clouds,10.0 and more,9.0
14.07.2020 18:30,23.0,750.0,761.2,38,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,8.0
14.07.2020 18:00,24.0,750.0,761.2,34,Wind blowing from the east-southeast,2,,,,No Significant Clouds,10.0 and more,7.0
14.07.2020 17:30,24.0,750.0,761.2,34,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,7.0
14.07.2020 17:00,24.0,750.0,761.2,34,Wind blowing from the south-east,3,,,,No Significant Clouds,10.0 and more,7.0
14.07.2020 16:30,24.0,750.0,761.2,34,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,7.0
14.07.2020 16:00,24.0,750.0,761.2,34,Wind blowing from the south-southwest,5,,,,No Significant Clouds,10.0 and more,7.0
14.07.2020 15:30,24.0,750.0,761.2,34,Wind blowing from the south,4,,,,No Significant Clouds,10.0 and more,7.0
14.07.2020 15:00,25.0,750.8,762.0,34,Wind blowing from the south,3,,,,No Significant Clouds,10.0 and more,8.0
14.07.2020 14:41,25.0,750.8,762.0,34,Wind blowing from the south-southeast,4,,,,No Significant Clouds,10.0 and more,8.0
14.07.2020 14:30,23.0,750.7,762.0,36,variable wind direction,3,,,,No Significant Clouds,10.0 and more,7.0
14.07.2020 14:00,24.0,750.8,762.0,36,variable wind direction,2,,,,No Significant Clouds,10.0 and more,8.0
14.07.2020 13:30,23.0,750.7,762.0,36,Wind blowing from the south,4,,,,No Significant Clouds,10.0 and more,7.0
14.07.2020 13:00,23.0,751.5,762.8,38,Wind blowing from the east,4,,,,No Significant Clouds,10.0 and more,8.0
14.07.2020 12:30,23.0,751.5,762.8,38,Wind blowing from the south,3,,,,No Significant Clouds,10.0 and more,8.0
14.07.2020 12:00,22.0,752.2,763.5,41,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,8.0
14.07.2020 11:30,22.0,752.2,763.5,38,Wind blowing from the south-southeast,3,,,,No Significant Clouds,10.0 and more,7.0
14.07.2020 11:00,21.0,752.1,763.5,43,Wind blowing from the south,3,,,,Few clouds (10-30%) 1380 m,10.0 and more,8.0
14.07.2020 10:30,21.0,752.1,763.5,43,Wind blowing from the south,4,,,,Few clouds (10-30%) 1380 m,10.0 and more,8.0
14.07.2020 10:00,20.0,752.9,764.3,49,Wind blowing from the south-east,3,,,,Few clouds (10-30%) 1380 m,10.0 and more,9.0
14.07.2020 09:30,20.0,752.9,764.3,49,Wind blowing from the east,4,,,,Few clouds (10-30%) 1290 m,10.0 and more,9.0
14.07.2020 09:00,19.0,752.9,764.3,49,Wind blowing from the east,5,,,,No Significant Clouds,10.0 and more,8.0
14.07.2020 08:30,19.0,752.9,764.3,52,Wind blowing from the east-southeast,4,,,,No Significant Clouds,10.0 and more,9.0
14.07.2020 08:00,17.0,752.8,764.3,59,Wind blowing from the east-northeast,4,,,,No Significant Clouds,10.0 and more,9.0
14.07.2020 07:30,17.0,752.8,764.3,59,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,9.0
14.07.2020 07:00,16.0,752.7,764.3,63,Wind blowing from the north-east,4,,,,No Significant Clouds,10.0 and more,9.0
14.07.2020 06:30,15.0,752.7,764.3,68,Wind blowing from the north-northeast,4,,,,No Significant Clouds,10.0 and more,9.0
14.07.2020 06:00,14.0,753.3,765.0,72,Wind blowing from the north-east,4,,,,No Significant Clouds,10.0 and more,9.0
14.07.2020 05:30,13.0,753.3,765.0,77,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,9.0
14.07.2020 05:00,12.0,753.3,765.0,77,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,8.0
14.07.2020 04:30,11.0,753.2,765.0,77,Wind blowing from the north-northeast,4,,,,No Significant Clouds,10.0 and more,7.0
14.07.2020 04:00,11.0,752.5,764.3,77,Wind blowing from the north-northeast,4,,,,No Significant Clouds,10.0 and more,7.0
14.07.2020 03:30,11.0,752.5,764.3,77,Wind blowing from the north-northeast,4,,,,No Significant Clouds,10.0 and more,7.0
14.07.2020 03:00,11.0,752.5,764.3,77,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,7.0
14.07.2020 02:30,11.0,752.5,764.3,77,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,7.0
14.07.2020 02:00,12.0,753.3,765.0,72,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,7.0
14.07.2020 01:30,13.0,753.3,765.0,67,variable wind direction,1,,,,No Significant Clouds,10.0 and more,7.0
14.07.2020 01:00,13.0,753.3,765.0,67,"Calm, no wind",0,,,,No Significant Clouds,10.0 and more,7.0
14.07.2020 00:30,13.0,753.3,765.0,67,variable wind direction,1,,,,No Significant Clouds,10.0 and more,7.0
14.07.2020 00:00,13.0,753.3,765.0,72,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,8.0
13.07.2020 23:30,13.0,753.3,765.0,72,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,8.0
13.07.2020 23:00,13.0,753.3,765.0,72,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,8.0
13.07.2020 22:30,14.0,753.3,765.0,67,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,8.0
13.07.2020 22:00,15.0,753.4,765.0,68,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,9.0
13.07.2020 21:30,15.0,753.4,765.0,68,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,9.0
13.07.2020 21:00,16.0,753.4,765.0,63,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,9.0
13.07.2020 20:30,16.0,753.4,765.0,63,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,9.0
13.07.2020 20:00,17.0,753.5,765.0,59,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,9.0
13.07.2020 19:00,21.0,753.6,765.0,43,Wind blowing from the north,4,,,,No Significant Clouds,10.0 and more,8.0
13.07.2020 18:30,21.0,753.6,765.0,40,Wind blowing from the north,5,,,,No Significant Clouds,10.0 and more,7.0
13.07.2020 18:00,22.0,753.7,765.0,38,Wind blowing from the north,4,,,,No Significant Clouds,10.0 and more,7.0
13.07.2020 17:30,22.0,753.7,765.0,38,Wind blowing from the north,5,,,,No Significant Clouds,10.0 and more,7.0
13.07.2020 17:00,23.0,753.7,765.0,33,Wind blowing from the north,4,,,,No Significant Clouds,10.0 and more,6.0
13.07.2020 16:30,23.0,753.7,765.0,36,Wind blowing from the north,5,,,,No Significant Clouds,10.0 and more,7.0
13.07.2020 16:00,22.0,754.5,765.8,38,Wind blowing from the north,5,,,,No Significant Clouds,10.0 and more,7.0
13.07.2020 15:30,22.0,754.5,765.8,36,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,6.0
13.07.2020 15:00,23.0,754.5,765.8,36,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,7.0
13.07.2020 14:30,22.0,755.2,766.6,36,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,6.0
13.07.2020 14:00,22.0,755.2,766.6,36,Wind blowing from the north-northeast,4,,,,No Significant Clouds,10.0 and more,6.0
13.07.2020 13:30,22.0,755.2,766.6,38,Wind blowing from the north-northeast,4,,,,No Significant Clouds,10.0 and more,7.0
13.07.2020 13:00,22.0,755.2,766.6,38,Wind blowing from the north-west,3,,,,No Significant Clouds,10.0 and more,7.0
13.07.2020 12:30,22.0,755.9,767.3,33,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,5.0
13.07.2020 12:00,22.0,755.9,767.3,33,Wind blowing from the west-northwest,2,,,,No Significant Clouds,10.0 and more,5.0
13.07.2020 11:30,22.0,755.9,767.3,36,variable wind direction,2,,,,No Significant Clouds,10.0 and more,6.0
13.07.2020 11:00,21.0,755.9,767.3,35,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,5.0
13.07.2020 10:30,21.0,756.7,768.1,38,Wind blowing from the north-east,4,,,,No Significant Clouds,10.0 and more,6.0
13.07.2020 10:00,20.0,756.6,768.1,40,Wind blowing from the north-northeast,4,,,,No Significant Clouds,10.0 and more,6.0
13.07.2020 09:30,21.0,756.7,768.1,35,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,5.0
13.07.2020 09:00,21.0,756.7,768.1,38,Wind blowing from the north-east,4,,,,No Significant Clouds,10.0 and more,6.0
13.07.2020 08:30,21.0,756.7,768.1,46,variable wind direction,2,,,,Few clouds (10-30%) 1260 m,10.0 and more,9.0
13.07.2020 08:00,20.0,756.6,768.1,53,variable wind direction,1,,,,Few clouds (10-30%) 1080 m,10.0 and more,10.0
13.07.2020 07:30,19.0,756.6,768.1,56,variable wind direction,1,,,,Few clouds (10-30%) 1080 m,10.0 and more,10.0
13.07.2020 07:00,18.0,756.6,768.1,56,variable wind direction,1,,,,Few clouds (10-30%) 1080 m,10.0 and more,9.0
13.07.2020 06:30,16.0,756.5,768.1,63,variable wind direction,1,,,,Few clouds (10-30%) 840 m,10.0 and more,9.0
13.07.2020 06:00,14.0,756.4,768.1,72,variable wind direction,1,,,,No Significant Clouds,10.0 and more,9.0
13.07.2020 05:30,13.0,756.4,768.1,77,Wind blowing from the east-southeast,1,,,,No Significant Clouds,10.0 and more,9.0
13.07.2020 05:00,12.0,756.3,768.1,77,variable wind direction,1,,,,No Significant Clouds,10.0 and more,8.0
13.07.2020 04:30,12.0,756.3,768.1,77,Wind blowing from the north-northwest,1,,,,No Significant Clouds,10.0 and more,8.0
13.07.2020 04:00,11.0,756.3,768.1,82,Wind blowing from the north-northeast,1,,,,No Significant Clouds,10.0 and more,8.0
13.07.2020 03:30,12.0,756.3,768.1,77,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,8.0
13.07.2020 03:00,12.0,756.3,768.1,77,Wind blowing from the north-west,1,,,,No Significant Clouds,10.0 and more,8.0
13.07.2020 02:30,12.0,756.3,768.1,77,variable wind direction,1,,,,No Significant Clouds,10.0 and more,8.0
13.07.2020 02:00,12.0,756.3,768.1,77,variable wind direction,1,,,,No Significant Clouds,10.0 and more,8.0
13.07.2020 01:30,12.0,757.1,768.9,77,variable wind direction,1,,,,No Significant Clouds,10.0 and more,8.0
13.07.2020 01:00,15.0,757.2,768.9,63,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,8.0
13.07.2020 00:30,15.0,757.2,768.9,63,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,8.0
13.07.2020 00:00,14.0,757.2,768.9,67,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,8.0
12.07.2020 23:30,15.0,757.2,768.9,68,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,9.0
12.07.2020 23:00,16.0,757.3,768.9,59,Wind blowing from the north-northwest,1,,,,No Significant Clouds,10.0 and more,8.0
12.07.2020 22:30,16.0,757.3,768.9,63,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,9.0
12.07.2020 22:00,16.0,757.3,768.9,63,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,9.0
12.07.2020 21:30,17.0,757.3,768.9,56,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,8.0
12.07.2020 21:00,16.0,757.3,768.9,63,Wind blowing from the north-northwest,4,,,,No Significant Clouds,10.0 and more,9.0
12.07.2020 20:30,18.0,757.4,768.9,52,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,8.0
12.07.2020 20:00,18.0,756.6,768.1,56,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,9.0
12.07.2020 19:30,20.0,756.6,768.1,46,Wind blowing from the north,4,,,,No Significant Clouds,10.0 and more,8.0
12.07.2020 19:00,21.0,756.7,768.1,40,Wind blowing from the north,4,,,,No Significant Clouds,10.0 and more,7.0
12.07.2020 18:30,22.0,756.7,768.1,38,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,7.0
12.07.2020 18:00,21.0,756.7,768.1,40,Wind blowing from the north,5,,,,No Significant Clouds,10.0 and more,7.0
12.07.2020 17:30,22.0,756.7,768.1,38,Wind blowing from the north,5,,,,No Significant Clouds,10.0 and more,7.0
12.07.2020 17:00,22.0,756.7,768.1,38,Wind blowing from the north-northeast,6,,,,No Significant Clouds,10.0 and more,7.0
12.07.2020 16:30,23.0,756.8,768.1,38,Wind blowing from the north-northwest,5,,,,No Significant Clouds,10.0 and more,8.0
12.07.2020 16:00,22.0,756.7,768.1,36,Wind blowing from the north-northwest,7,,,,No Significant Clouds,10.0 and more,6.0
