"# Weather station Paris, France, WMO_ID=7156,selection from 03.04.2020 till 31.08.2020, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=7156&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Paris,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
13.08.2020 11:00,26.6,753.0,759.7,0.2,62,Wind blowing from the south-southwest,4,,10,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,18.7,No precipitation,1,,,,
13.08.2020 10:00,24.5,753.1,759.8,0.6,75,Wind blowing from the south-southwest,5,,10,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,19.8,0.2,3,,,,
13.08.2020 09:00,22.3,753.0,759.7,0.8,86,Wind blowing from the south,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,19.8,No precipitation,1,,,,
13.08.2020 08:00,20.1,752.8,759.7,0.8,93,Wind blowing from the south,2,,6,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,18.9,0.2,1,,,,
13.08.2020 07:00,20.3,752.5,759.4,0.9,94,Wind blowing from the south,2,,,,Cloud development not observed or not observable. ,,,19.5,24.4,,,,,,8.0,19.3,4,12,,,,
13.08.2020 06:00,19.5,752.2,759.0,-0.6,92,Wind blowing from the west,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,18.2,No precipitation,1,,,,
13.08.2020 05:00,20.1,752.0,758.8,-0.5,93,Wind blowing from the west,3,,5,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,18.9,0.6,1,,,,
13.08.2020 04:00,20.0,751.6,758.5,-0.6,91,Wind blowing from the north,2,,14,,"Rain, not freezing, intermittent, slight at time of observation. ",,,,,,,,,,5.0,18.5,3,3,,,,
13.08.2020 03:00,22.7,752.8,759.6,0.6,73,Wind blowing from the south-west,4,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.6,No precipitation,1,,,,
13.08.2020 02:00,23.5,752.5,759.3,0.8,77,Wind blowing from the south,4,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,19.2,No precipitation,1,,,,
13.08.2020 01:00,23.1,752.2,759.0,0.6,77,Wind blowing from the east,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,18.8,No precipitation,6,,,,
13.08.2020 00:00,23.2,752.2,758.9,0.6,81,Wind blowing from the north,3,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,19.8,No precipitation,1,,,,
12.08.2020 23:00,24.3,751.7,758.4,0.1,78,Wind blowing from the north-west,2,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,20.2,No precipitation,1,,,,
12.08.2020 22:00,23.0,751.6,758.4,0.4,88,Wind blowing from the north-northwest,2,,2,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,20.9,No precipitation,3,,,,
12.08.2020 21:00,22.6,751.6,758.4,0.7,87,Wind blowing from the north-northwest,1,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,20.3,No precipitation,1,,,,
12.08.2020 20:00,23.1,751.6,758.3,1.3,87,Wind blowing from the north-west,2,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,20.8,No precipitation,1,,,,
12.08.2020 19:00,23.6,751.2,757.9,0.3,94,Wind blowing from the west-southwest,2,,4,,Cloud development not observed or not observable. ,,,22.1,36.4,,,,,,18.0,22.6,11,12,,,,
12.08.2020 18:00,22.5,750.9,757.6,-0.7,86,Wind blowing from the south-west,3,,29,,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,,,,4.8,20.0,11,1,,,,
12.08.2020 17:00,33.3,750.3,756.8,-1.6,37,Wind blowing from the south-east,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.6,No precipitation,1,,,,
12.08.2020 16:00,36.0,750.9,757.3,-1.5,30,Wind blowing from the south-southeast,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,15.7,No precipitation,3,,,,
12.08.2020 15:00,35.4,751.6,758.1,-1.1,34,Wind blowing from the east-southeast,2,,7,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,17.1,No precipitation,1,,,,
12.08.2020 14:00,34.9,751.9,758.4,-1.0,34,Wind blowing from the east-southeast,2,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.7,No precipitation,1,,,,
12.08.2020 13:00,34.1,752.4,758.9,-0.8,35,Wind blowing from the south-east,2,,8,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,16.5,No precipitation,6,,,,
12.08.2020 12:00,33.2,752.7,759.2,-0.5,41,Wind blowing from the south-east,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,18.2,No precipitation,1,,,,
12.08.2020 11:00,31.6,752.9,759.4,-0.1,43,Wind blowing from the east-southeast,2,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.5,No precipitation,1,,,,
12.08.2020 10:00,30.0,753.2,759.8,-0.1,46,Wind blowing from the south-southeast,3,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.1,No precipitation,3,,,,
12.08.2020 09:00,28.0,753.2,759.8,-0.2,52,Wind blowing from the east-southeast,2,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.2,No precipitation,1,,,,
12.08.2020 08:00,25.7,753.0,759.7,-0.7,59,Wind blowing from the east,2,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.1,No precipitation,1,,,,
12.08.2020 07:00,22.7,753.3,760.0,-0.3,70,Wind blowing from the east-southeast,2,,5,,Cloud development not observed or not observable. ,,,22.4,26.2,,,,,,20.0,16.9,No precipitation,12,,,,
12.08.2020 06:00,22.5,753.4,760.2,-0.1,70,Wind blowing from the east-southeast,2,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.8,No precipitation,1,,,,
12.08.2020 05:00,23.0,753.7,760.4,-0.3,68,Wind blowing from the south-southeast,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.8,No precipitation,1,,,,
12.08.2020 04:00,23.3,753.6,760.3,0.2,66,Wind blowing from the east,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.6,No precipitation,3,,,,
12.08.2020 03:00,23.9,753.5,760.3,0.1,65,Wind blowing from the south-southwest,1,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.9,No precipitation,1,,,,
12.08.2020 02:00,24.9,754.0,760.6,0.5,64,Wind blowing from the south-east,3,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.6,No precipitation,1,,,,
12.08.2020 01:00,25.2,753.4,760.1,-0.4,60,Wind blowing from the east-southeast,3,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.9,No precipitation,6,,,,
12.08.2020 00:00,24.7,753.4,760.1,-0.3,63,Wind blowing from the east,2,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.2,No precipitation,1,,,,
11.08.2020 23:00,25.3,753.5,760.2,0.1,63,Wind blowing from the north,2,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.7,No precipitation,1,,,,
11.08.2020 22:00,25.7,753.8,760.5,0.9,62,Wind blowing from the west,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.9,No precipitation,3,,,,
11.08.2020 21:00,26.0,753.7,760.4,1.2,57,Wind blowing from the north-northwest,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.8,No precipitation,1,,,,
11.08.2020 20:00,25.0,753.4,760.1,0.2,64,Wind blowing from the north-northeast,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.7,No precipitation,1,,,,
11.08.2020 19:00,24.7,752.9,759.6,-0.8,66,Wind blowing from the west,2,,12,,Cloud development not observed or not observable. ,,,22.9,36.8,,,,,,20.0,17.9,2,12,,,,
11.08.2020 18:00,23.2,752.5,759.2,-0.3,90,Wind blowing from the north-northeast,4,,5,,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,,,,18.0,21.5,1,1,,,,
11.08.2020 17:00,23.6,753.2,760.0,0.1,78,Wind blowing from the south-west,3,,16,,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,,,,14.0,19.5,1,1,,,,
11.08.2020 16:00,26.4,753.7,760.3,0.1,64,Wind blowing from the south-southwest,6,,15,,"Rain, not freezing, continuous, moderate at time of observation. ",,,,,,,,,,16.0,19.0,Trace of precipitation,3,,,,
11.08.2020 15:00,32.7,752.8,759.4,-1.0,39,Wind blowing from the south-southwest,1,,7,,"Drizzle and rain, slight. ",,,,,,,,,,19.0,16.9,Trace of precipitation,1,,,,
11.08.2020 14:00,35.2,753.1,759.6,-0.9,31,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.5,No precipitation,1,,,,
11.08.2020 13:00,35.4,753.6,760.0,-0.2,31,Wind blowing from the south-east,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,15.7,No precipitation,6,,,,
11.08.2020 12:00,34.5,753.8,760.3,-0.1,37,Wind blowing from the east,2,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.7,No precipitation,1,,,,
11.08.2020 11:00,33.9,754.0,760.5,0.2,36,Wind blowing from the east-northeast,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,16.7,No precipitation,1,,,,
11.08.2020 10:00,33.2,753.8,760.3,0.4,38,Wind blowing from the south-southeast,1,,,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.0,No precipitation,3,,,,
11.08.2020 09:00,31.6,753.9,760.4,0.5,42,Wind blowing from the south-southeast,2,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.1,No precipitation,1,,,,
11.08.2020 08:00,27.2,753.8,760.5,0.4,51,Wind blowing from the south,2,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.2,No precipitation,1,,,,
11.08.2020 07:00,24.2,753.4,760.2,0.3,63,Wind blowing from the south-southwest,1,,2,,Cloud development not observed or not observable. ,,,23.2,32.3,,,,,,18.0,16.7,No precipitation,12,,,,
11.08.2020 06:00,23.4,753.4,760.1,0.2,66,Wind blowing from the south-southwest,1,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.7,No precipitation,1,,,,
11.08.2020 05:00,24.8,753.4,760.1,0.2,61,Wind blowing from the south-southwest,2,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.8,No precipitation,1,,,,
11.08.2020 04:00,25.0,753.1,759.8,0.0,58,Wind blowing from the north-east,2,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.2,No precipitation,3,,,,
11.08.2020 03:00,25.7,753.2,759.9,-0.1,55,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.0,No precipitation,1,,,,
11.08.2020 02:00,26.2,753.2,759.9,0.0,52,Wind blowing from the north-east,3,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.6,No precipitation,1,,,,
11.08.2020 01:00,26.8,753.1,759.7,-0.1,49,Wind blowing from the north,1,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.2,No precipitation,6,,,,
11.08.2020 00:00,26.3,753.3,760.0,0.3,51,Wind blowing from the north-northeast,2,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.4,No precipitation,1,,,,
10.08.2020 23:00,27.4,753.2,759.9,0.7,48,Wind blowing from the south-southeast,1,,2,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.4,No precipitation,1,,,,
10.08.2020 22:00,28.0,753.2,759.9,0.7,45,Wind blowing from the south-southeast,1,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.0,No precipitation,3,,,,
10.08.2020 21:00,28.6,753.0,759.6,1.0,43,Wind blowing from the east,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.8,No precipitation,1,,,,
10.08.2020 20:00,30.3,752.5,759.1,0.6,38,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.4,No precipitation,1,,,,
10.08.2020 19:00,32.4,752.5,759.0,0.1,34,Wind blowing from the south-east,3,,6,,Cloud development not observed or not observable. ,,,22.7,34.9,,,,,,20.0,14.5,No precipitation,12,,,,
10.08.2020 18:00,34.0,752.0,758.5,-0.6,30,Wind blowing from the north-east,2,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.0,No precipitation,1,,,,
10.08.2020 17:00,34.5,751.9,758.3,-1.2,32,Wind blowing from the east-northeast,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.4,No precipitation,1,,,,
10.08.2020 16:00,34.6,752.4,758.9,-0.7,31,Wind blowing from the south-east,2,,6,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,15.0,No precipitation,3,,,,
10.08.2020 15:00,34.2,752.6,759.1,-0.8,32,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,15.1,No precipitation,1,,,,
10.08.2020 14:00,33.7,753.1,759.7,-0.3,34,Wind blowing from the east,3,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.7,No precipitation,1,,,,
10.08.2020 13:00,31.3,753.1,759.7,-0.5,40,Wind blowing from the east,3,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.1,No precipitation,6,,,,
10.08.2020 12:00,31.5,753.4,760.0,-0.1,38,Wind blowing from the south-southwest,1,,,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,15.5,No precipitation,1,,,,
10.08.2020 11:00,30.5,753.4,760.0,0.0,42,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,16.1,No precipitation,1,,,,
10.08.2020 10:00,28.1,753.6,760.3,0.3,48,Wind blowing from the west,2,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.1,No precipitation,3,,,,
10.08.2020 09:00,26.5,753.5,760.2,0.2,52,"Calm, no wind",0,,,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.8,No precipitation,1,,,,
10.08.2020 08:00,24.0,753.4,760.2,0.2,69,Wind blowing from the south-southwest,2,,,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,18.0,No precipitation,1,,,,
10.08.2020 07:00,22.8,753.3,760.0,-0.3,72,Wind blowing from the south,3,,,,Cloud development not observed or not observable. ,,,22.8,36.5,,,,,,18.0,17.5,No precipitation,12,,,,
10.08.2020 06:00,24.0,753.3,760.0,-0.1,60,Wind blowing from the south-southeast,1,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.8,No precipitation,1,,,,
10.08.2020 05:00,24.0,753.2,760.0,0.2,60,Wind blowing from the east-southeast,1,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.8,No precipitation,1,,,,
10.08.2020 04:00,25.3,753.6,760.3,1.5,53,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.0,No precipitation,3,,,,
10.08.2020 03:00,25.6,753.4,760.1,-0.5,52,Wind blowing from the north-northeast,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.0,No precipitation,1,,,,
10.08.2020 02:00,25.3,753.0,759.7,-2.2,56,Wind blowing from the south-southwest,2,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.9,No precipitation,1,,,,
10.08.2020 01:00,25.3,752.1,758.8,-2.9,51,Wind blowing from the west-southwest,2,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.4,No precipitation,6,,,,
10.08.2020 00:00,25.9,753.9,760.6,0.9,49,Wind blowing from the south-southeast,3,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.4,No precipitation,1,,,,
09.08.2020 23:00,26.0,755.2,761.9,2.4,57,Wind blowing from the south-southeast,4,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.8,No precipitation,1,,,,
09.08.2020 22:00,27.7,755.0,761.7,3.0,52,Wind blowing from the south,5,,16,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.9,No precipitation,3,,,,
09.08.2020 21:00,29.5,753.0,759.6,1.3,37,Wind blowing from the south-southwest,4,,10,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,13.3,No precipitation,1,,,,
09.08.2020 20:00,31.1,752.8,759.4,0.7,38,Wind blowing from the south,5,,17,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.1,No precipitation,1,,,,
09.08.2020 19:00,36.5,752.0,758.5,-0.5,27,Wind blowing from the west-southwest,2,,7,,Cloud development not observed or not observable. ,,,24.9,39.1,,,,,,20.0,14.5,No precipitation,12,,,,
09.08.2020 18:00,37.5,751.7,758.2,-1.2,23,Wind blowing from the west-southwest,3,,,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,12.9,No precipitation,1,,,,
09.08.2020 17:00,38.3,752.1,758.5,-1.3,24,Wind blowing from the south-southwest,2,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.2,No precipitation,1,,,,
09.08.2020 16:00,38.7,752.5,758.9,-1.2,24,Wind blowing from the south-southwest,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,14.5,No precipitation,3,,,,
09.08.2020 15:00,38.2,752.9,759.4,-1.3,26,Wind blowing from the south-west,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.3,No precipitation,1,,,,
09.08.2020 14:00,38.1,753.4,759.8,-1.2,28,Wind blowing from the south,3,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.4,No precipitation,1,,,,
09.08.2020 13:00,37.2,753.7,760.2,-1.1,27,Wind blowing from the south-southeast,3,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.1,No precipitation,6,,,,
09.08.2020 12:00,35.8,754.2,760.6,-1.0,27,Wind blowing from the east-southeast,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,13.9,No precipitation,1,,,,
09.08.2020 11:00,33.8,754.6,761.1,-0.8,30,Wind blowing from the south-east,3,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,13.8,No precipitation,1,,,,
09.08.2020 10:00,33.0,754.8,761.3,-0.6,34,Wind blowing from the south-east,1,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.0,No precipitation,3,,,,
09.08.2020 09:00,30.0,755.2,761.8,0.3,40,Wind blowing from the south-southeast,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.9,No precipitation,1,,,,
09.08.2020 08:00,26.2,755.4,762.1,0.5,50,Wind blowing from the east-northeast,3,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.0,No precipitation,1,,,,
09.08.2020 07:00,25.2,755.4,762.1,0.3,54,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,,,24.3,34.4,,,,,,19.0,15.2,No precipitation,12,,,,
09.08.2020 06:00,24.5,754.9,761.6,-0.3,54,Wind blowing from the east-northeast,1,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.6,No precipitation,1,,,,
09.08.2020 05:00,24.7,754.9,761.6,-0.2,53,Wind blowing from the east-northeast,1,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.5,No precipitation,1,,,,
09.08.2020 04:00,25.7,755.1,761.8,-0.2,50,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.5,No precipitation,3,,,,
09.08.2020 03:00,26.6,755.2,761.8,-0.3,48,Wind blowing from the east,1,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.7,No precipitation,1,,,,
09.08.2020 02:00,27.0,755.1,761.8,-0.3,46,Wind blowing from the south-east,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.4,No precipitation,1,,,,
09.08.2020 01:00,26.8,755.3,762.0,0.0,46,Wind blowing from the east,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.2,No precipitation,6,,,,
09.08.2020 00:00,27.9,755.5,762.1,0.0,43,Wind blowing from the north-east,2,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.2,No precipitation,1,,,,
08.08.2020 23:00,28.7,755.4,762.1,0.0,41,Wind blowing from the east,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,18.0,14.1,No precipitation,1,,,,
08.08.2020 22:00,29.5,755.3,761.9,0.0,41,Wind blowing from the east-northeast,4,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.9,No precipitation,3,,,,
08.08.2020 21:00,30.9,755.5,762.1,0.1,36,Wind blowing from the north-east,3,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.1,No precipitation,1,,,,
08.08.2020 20:00,32.5,755.4,762.0,-0.1,33,Wind blowing from the north-northeast,3,,6,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,14.1,No precipitation,1,,,,
08.08.2020 19:00,34.5,755.3,761.8,-0.4,25,Wind blowing from the east-northeast,2,,4,,Cloud development not observed or not observable. ,,,24.0,37.8,,,,,,20.0,11.6,No precipitation,12,,,,
