"# Weather station Madrid / Cuatro Vientos (airport), Spain, METAR=LEVS,selection from 03.04.2020 till 31.08.2020, all days",,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=LEVS&lang=en,,,,,,,,,,,,
#,,,,,,,,,,,,
Local time in Madrid / Cuatro Vientos (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td
30.07.2020 09:00,29.0,705.8,762.8,35,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,12.0
30.07.2020 08:30,28.0,705.6,762.8,37,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,12.0
30.07.2020 08:00,28.0,705.6,762.8,37,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,12.0
30.07.2020 07:30,27.0,705.4,762.8,39,variable wind direction,1,,,Rain,No Significant Clouds,10.0 and more,12.0
30.07.2020 07:17,27.0,705.4,762.8,42,Wind blowing from the east-northeast,2,,,Rain,Few clouds (10-30%) 1740 m,10.0 and more,13.0
30.07.2020 07:11,26.0,705.2,762.8,42,Wind blowing from the north-east,2,,Rain,,Few clouds (10-30%) 810 m,10.0 and more,12.0
30.07.2020 07:00,26.0,705.2,762.8,42,variable wind direction,1,,,,Few clouds (10-30%) 1740 m,10.0 and more,12.0
30.07.2020 06:30,25.0,705.1,762.8,44,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,12.0
30.07.2020 06:00,25.0,705.1,762.8,44,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,12.0
30.07.2020 05:30,25.0,704.3,762.0,44,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,12.0
30.07.2020 05:00,26.0,704.5,762.0,42,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,12.0
30.07.2020 04:30,26.0,704.5,762.0,45,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,13.0
30.07.2020 04:00,27.0,704.7,762.0,45,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,14.0
30.07.2020 03:30,27.0,704.7,762.0,45,Wind blowing from the east,4,,,,No Significant Clouds,10.0 and more,14.0
30.07.2020 03:00,28.0,704.9,762.0,45,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,15.0
30.07.2020 02:30,28.0,704.9,762.0,45,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,15.0
30.07.2020 02:00,28.0,704.9,762.0,45,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,15.0
30.07.2020 01:30,29.0,705.1,762.0,45,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,16.0
30.07.2020 01:00,29.0,705.1,762.0,45,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,16.0
30.07.2020 00:30,30.0,705.2,762.0,46,Wind blowing from the east-southeast,5,,,,No Significant Clouds,10.0 and more,17.0
30.07.2020 00:00,30.0,705.2,762.0,46,Wind blowing from the east-southeast,6,,,,No Significant Clouds,10.0 and more,17.0
29.07.2020 23:30,31.0,704.7,761.2,40,Wind blowing from the east-southeast,5,,,,No Significant Clouds,10.0 and more,16.0
29.07.2020 23:00,32.0,704.9,761.2,36,Wind blowing from the east-southeast,5,,,,No Significant Clouds,10.0 and more,15.0
29.07.2020 22:30,32.0,704.9,761.2,33,Wind blowing from the east-southeast,4,,,,No Significant Clouds,10.0 and more,14.0
29.07.2020 22:00,33.0,705.0,761.2,24,Wind blowing from the east,4,9,,,No Significant Clouds,10.0 and more,10.0
29.07.2020 21:30,33.0,704.4,760.5,23,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,9.0
29.07.2020 21:00,34.0,704.6,760.5,20,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,8.0
29.07.2020 20:30,34.0,704.6,760.5,20,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,8.0
29.07.2020 20:00,36.0,704.9,760.5,18,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,8.0
29.07.2020 19:30,37.0,705.1,760.5,16,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,7.0
29.07.2020 19:00,38.0,705.3,760.5,15,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,7.0
29.07.2020 18:30,38.0,705.3,760.5,16,Wind blowing from the south-southeast,3,,,,No Significant Clouds,10.0 and more,8.0
29.07.2020 18:00,38.0,705.3,760.5,16,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,8.0
29.07.2020 17:30,38.0,705.3,760.5,17,Wind blowing from the east-southeast,4,,,,No Significant Clouds,10.0 and more,9.0
29.07.2020 17:00,38.0,705.3,760.5,17,variable wind direction,2,,,,No Significant Clouds,10.0 and more,9.0
29.07.2020 16:30,39.0,706.1,761.2,15,variable wind direction,3,,,,No Significant Clouds,10.0 and more,8.0
29.07.2020 16:00,39.0,706.1,761.2,15,variable wind direction,1,,,,No Significant Clouds,10.0 and more,8.0
29.07.2020 15:30,39.0,706.1,761.2,17,Wind blowing from the west-northwest,2,,,,No Significant Clouds,10.0 and more,10.0
29.07.2020 15:00,38.0,706.6,762.0,16,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,8.0
29.07.2020 14:30,37.0,706.5,762.0,19,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,10.0
29.07.2020 14:00,37.0,706.5,762.0,21,variable wind direction,3,,,,No Significant Clouds,10.0 and more,11.0
29.07.2020 13:30,37.0,706.5,762.0,24,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,13.0
29.07.2020 13:00,36.0,707.0,762.8,23,variable wind direction,2,,,,No Significant Clouds,10.0 and more,12.0
29.07.2020 12:30,34.0,706.7,762.8,28,variable wind direction,2,,,,No Significant Clouds,10.0 and more,13.0
29.07.2020 12:00,34.0,706.7,762.8,28,variable wind direction,3,,,,No Significant Clouds,10.0 and more,13.0
29.07.2020 11:30,32.0,707.0,763.5,31,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,13.0
29.07.2020 11:00,32.0,707.0,763.5,31,Wind blowing from the south-east,3,,,,No Significant Clouds,10.0 and more,13.0
29.07.2020 10:30,31.0,706.8,763.5,33,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,13.0
29.07.2020 10:00,30.0,706.6,763.5,35,Wind blowing from the east-southeast,3,,,,No Significant Clouds,10.0 and more,13.0
29.07.2020 09:30,30.0,706.6,763.5,35,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,13.0
29.07.2020 09:00,29.0,706.4,763.5,37,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,13.0
29.07.2020 08:30,28.0,705.6,762.8,40,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,13.0
29.07.2020 08:00,28.0,705.6,762.8,37,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,12.0
29.07.2020 07:30,27.0,705.4,762.8,42,variable wind direction,1,,,,No Significant Clouds,10.0 and more,13.0
29.07.2020 07:00,26.0,705.2,762.8,42,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,12.0
29.07.2020 06:30,25.0,705.1,762.8,44,variable wind direction,1,,,,No Significant Clouds,10.0 and more,12.0
29.07.2020 06:00,25.0,705.1,762.8,44,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,12.0
29.07.2020 05:30,25.0,704.3,762.0,47,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,13.0
29.07.2020 05:00,26.0,704.5,762.0,48,variable wind direction,1,,,,No Significant Clouds,10.0 and more,14.0
29.07.2020 04:30,25.0,704.3,762.0,47,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,13.0
29.07.2020 04:00,26.0,704.5,762.0,48,Wind blowing from the east-southeast,2,,,,No Significant Clouds,9,14.0
29.07.2020 03:30,27.0,704.7,762.0,42,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,13.0
29.07.2020 03:00,27.0,704.7,762.0,42,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,13.0
29.07.2020 02:30,28.0,704.9,762.0,40,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,13.0
29.07.2020 02:00,28.0,704.9,762.0,40,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,13.0
29.07.2020 01:30,28.0,704.9,762.0,35,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,11.0
29.07.2020 01:00,28.0,704.9,762.0,35,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,11.0
29.07.2020 00:00,29.0,705.1,762.0,33,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,11.0
28.07.2020 23:30,29.0,705.1,762.0,29,Wind blowing from the north-northwest,2,,,,No Significant Clouds,9,9.0
28.07.2020 23:00,30.0,705.2,762.0,27,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,9.0
28.07.2020 22:30,30.0,705.2,762.0,27,Wind blowing from the north-west,2,,,,Few clouds (10-30%) 1740 m,10.0 and more,9.0
28.07.2020 22:00,31.0,704.7,761.2,24,Wind blowing from the west-northwest,2,,,,Few clouds (10-30%) 1740 m,10.0 and more,8.0
28.07.2020 21:30,31.0,704.7,761.2,24,Wind blowing from the north-west,2,,,,Few clouds (10-30%) 1740 m,10.0 and more,8.0
28.07.2020 21:00,32.0,704.9,761.2,26,Wind blowing from the west,3,,,,Few clouds (10-30%) 1740 m,10.0 and more,10.0
28.07.2020 20:30,32.0,704.9,761.2,26,Wind blowing from the west,1,,,,Few clouds (10-30%) 1740 m,10.0 and more,10.0
28.07.2020 20:00,35.0,705.4,761.2,25,"Calm, no wind",0,,,,Few clouds (10-30%) 1740 m,10.0 and more,12.0
28.07.2020 19:30,35.0,705.4,761.2,23,"Calm, no wind",0,,,,Few clouds (10-30%) 1740 m,10.0 and more,11.0
28.07.2020 19:00,35.0,705.4,761.2,25,variable wind direction,2,,,,Scattered clouds (40-50%) 1740 m,10.0 and more,12.0
28.07.2020 18:30,36.0,705.6,761.2,23,Wind blowing from the north-northwest,1,,,,Scattered clouds (40-50%) 1650 m,10.0 and more,12.0
28.07.2020 18:00,36.0,705.6,761.2,23,Wind blowing from the south,3,,,,Scattered clouds (40-50%) 1650 m,10.0 and more,12.0
28.07.2020 17:30,35.0,705.4,761.2,25,variable wind direction,1,,,,Scattered clouds (40-50%) 1650 m,10.0 and more,12.0
28.07.2020 17:00,34.0,705.2,761.2,26,Wind blowing from the west-southwest,4,,,,Scattered clouds (40-50%) 1650 m,10.0 and more,12.0
28.07.2020 16:30,35.0,705.4,761.2,23,Wind blowing from the south,3,,,,Scattered clouds (40-50%) 1650 m,10.0 and more,11.0
28.07.2020 16:00,37.0,705.7,761.2,21,Wind blowing from the south-west,4,,,,Scattered clouds (40-50%) 1650 m,10.0 and more,11.0
28.07.2020 15:30,37.0,705.7,761.2,22,variable wind direction,2,,,,Scattered clouds (40-50%) 1650 m,10.0 and more,12.0
28.07.2020 15:00,36.0,706.3,762.0,22,variable wind direction,4,,,,Scattered clouds (40-50%) 1650 m,10.0 and more,11.0
28.07.2020 14:30,35.0,706.1,762.0,19,variable wind direction,4,,,,Few clouds (10-30%) 1650 m,10.0 and more,8.0
28.07.2020 14:00,35.0,706.1,762.0,26,Wind blowing from the south-west,4,,,,Few clouds (10-30%) 1740 m,10.0 and more,13.0
28.07.2020 13:30,35.0,706.1,762.0,26,Wind blowing from the south-southwest,6,,,,Few clouds (10-30%) 1740 m,10.0 and more,13.0
28.07.2020 13:00,34.0,705.9,762.0,30,Wind blowing from the west-southwest,6,,,,No Significant Clouds,10.0 and more,14.0
28.07.2020 12:30,33.0,706.5,762.8,30,Wind blowing from the south-west,6,,,,No Significant Clouds,10.0 and more,13.0
28.07.2020 12:00,33.0,706.5,762.8,32,Wind blowing from the south-west,4,,,,No Significant Clouds,10.0 and more,14.0
28.07.2020 11:30,33.0,706.5,762.8,30,Wind blowing from the south-west,4,,,,No Significant Clouds,10.0 and more,13.0
28.07.2020 11:00,33.0,706.5,762.8,32,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,14.0
28.07.2020 10:30,31.0,706.2,762.8,35,Wind blowing from the south-west,3,,,,No Significant Clouds,10.0 and more,14.0
28.07.2020 10:00,32.0,706.3,762.8,33,variable wind direction,3,,,,No Significant Clouds,10.0 and more,14.0
28.07.2020 09:30,30.0,706.0,762.8,40,Wind blowing from the south,4,,,,No Significant Clouds,10.0 and more,15.0
28.07.2020 09:00,30.0,706.0,762.8,38,Wind blowing from the south,4,,,,No Significant Clouds,10.0 and more,14.0
28.07.2020 08:30,29.0,705.8,762.8,40,Wind blowing from the south,3,,,,No Significant Clouds,10.0 and more,14.0
28.07.2020 08:00,29.0,705.8,762.8,40,Wind blowing from the south-southeast,3,,,,No Significant Clouds,10.0 and more,14.0
28.07.2020 07:30,27.0,705.4,762.8,45,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,14.0
28.07.2020 07:00,26.0,705.2,762.8,45,Wind blowing from the south,3,,,,No Significant Clouds,10.0 and more,13.0
28.07.2020 06:30,25.0,704.3,762.0,44,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,12.0
28.07.2020 06:00,25.0,704.3,762.0,42,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,11.0
28.07.2020 05:30,25.0,704.3,762.0,42,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,11.0
28.07.2020 05:00,26.0,704.5,762.0,37,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,10.0
28.07.2020 04:30,26.0,704.5,762.0,37,Wind blowing from the south,3,,,,No Significant Clouds,10.0 and more,10.0
28.07.2020 04:00,27.0,704.7,762.0,32,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,9.0
28.07.2020 03:30,28.0,704.9,762.0,30,Wind blowing from the south-west,4,,,,No Significant Clouds,10.0 and more,9.0
28.07.2020 03:00,28.0,704.9,762.0,30,Wind blowing from the south-west,3,,,,No Significant Clouds,10.0 and more,9.0
28.07.2020 02:30,29.0,704.3,761.2,29,Wind blowing from the south-west,4,,,,No Significant Clouds,10.0 and more,9.0
28.07.2020 02:00,30.0,705.2,762.0,25,Wind blowing from the south-west,5,,,,No Significant Clouds,10.0 and more,8.0
28.07.2020 01:30,30.0,705.2,762.0,27,Wind blowing from the south-west,5,,,,No Significant Clouds,10.0 and more,9.0
28.07.2020 01:00,31.0,705.4,762.0,25,Wind blowing from the south-west,5,,,,No Significant Clouds,10.0 and more,9.0
28.07.2020 00:00,32.0,705.6,762.0,26,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,10.0
27.07.2020 23:00,29.0,705.1,762.0,31,Wind blowing from the south-west,3,,,,No Significant Clouds,10.0 and more,10.0
27.07.2020 22:30,29.0,705.1,762.0,27,Wind blowing from the west-southwest,3,,,,No Significant Clouds,10.0 and more,8.0
27.07.2020 22:00,31.0,704.7,761.2,25,Wind blowing from the west-southwest,3,,,,No Significant Clouds,10.0 and more,9.0
27.07.2020 21:30,31.0,704.7,761.2,27,Wind blowing from the west-southwest,3,,,,No Significant Clouds,10.0 and more,10.0
27.07.2020 21:00,33.0,705.0,761.2,24,Wind blowing from the west,3,,,,No Significant Clouds,10.0 and more,10.0
27.07.2020 20:30,34.0,704.6,760.5,21,Wind blowing from the west-southwest,3,,,,No Significant Clouds,10.0 and more,9.0
27.07.2020 20:00,37.0,705.1,760.5,18,Wind blowing from the west-southwest,3,,,,"Few clouds (10-30%) 2400 m, cumulus congestus of great vertical extent",10.0 and more,9.0
27.07.2020 19:30,38.0,705.3,760.5,17,Wind blowing from the west-southwest,3,,,,"Few clouds (10-30%) 2400 m, cumulus congestus of great vertical extent",10.0 and more,9.0
27.07.2020 19:00,39.0,705.4,760.5,16,Wind blowing from the south-west,4,,,,"Few clouds (10-30%) 2400 m, cumulus congestus of great vertical extent",10.0 and more,9.0
27.07.2020 18:30,40.0,705.6,760.5,15,Wind blowing from the south,4,9,,,No Significant Clouds,10.0 and more,9.0
27.07.2020 18:00,40.0,706.2,761.2,16,Wind blowing from the west-southwest,3,,,,No Significant Clouds,10.0 and more,10.0
27.07.2020 17:30,40.0,706.2,761.2,17,Wind blowing from the south-west,4,,,,No Significant Clouds,10.0 and more,11.0
27.07.2020 17:00,40.0,706.2,761.2,15,Wind blowing from the south-southwest,4,,,,No Significant Clouds,10.0 and more,9.0
27.07.2020 16:30,40.0,706.2,761.2,16,Wind blowing from the south,3,,,,No Significant Clouds,10.0 and more,10.0
27.07.2020 16:00,40.0,707.0,762.0,16,Wind blowing from the south-southwest,4,,,,No Significant Clouds,10.0 and more,10.0
27.07.2020 15:30,40.0,707.0,762.0,15,Wind blowing from the south-west,4,,,,No Significant Clouds,10.0 and more,9.0
27.07.2020 15:00,39.0,706.8,762.0,16,Wind blowing from the south,5,,,,No Significant Clouds,10.0 and more,9.0
27.07.2020 14:30,39.0,707.6,762.8,17,Wind blowing from the south-southwest,5,,,,No Significant Clouds,10.0 and more,10.0
27.07.2020 14:00,39.0,707.6,762.8,16,variable wind direction,4,,,,No Significant Clouds,10.0 and more,9.0
27.07.2020 13:30,38.0,707.4,762.8,18,Wind blowing from the south,4,,,,No Significant Clouds,10.0 and more,10.0
27.07.2020 13:00,37.0,707.9,763.5,19,variable wind direction,3,,,,No Significant Clouds,10.0 and more,10.0
27.07.2020 12:30,37.0,707.9,763.5,19,variable wind direction,2,,,,No Significant Clouds,10.0 and more,10.0
27.07.2020 12:00,35.0,707.5,763.5,25,variable wind direction,2,,,,No Significant Clouds,10.0 and more,12.0
27.07.2020 11:30,34.0,708.1,764.3,26,variable wind direction,2,,,,No Significant Clouds,10.0 and more,12.0
27.07.2020 11:00,33.0,707.9,764.3,30,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,13.0
27.07.2020 10:30,31.0,706.8,763.5,33,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,13.0
27.07.2020 10:00,30.0,706.6,763.5,35,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,13.0
27.07.2020 09:30,30.0,706.6,763.5,33,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,12.0
27.07.2020 09:00,29.0,706.4,763.5,37,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,13.0
27.07.2020 08:30,28.0,706.3,763.5,40,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,13.0
27.07.2020 08:00,27.0,706.1,763.5,39,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,12.0
27.07.2020 07:30,27.0,706.1,763.5,37,variable wind direction,1,,,,No Significant Clouds,10.0 and more,11.0
27.07.2020 07:00,26.0,705.2,762.8,39,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,11.0
27.07.2020 06:30,26.0,705.2,762.8,42,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,12.0
27.07.2020 06:00,25.0,705.1,762.8,44,variable wind direction,1,,,,No Significant Clouds,10.0 and more,12.0
27.07.2020 05:30,26.0,705.2,762.8,37,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,10.0
27.07.2020 05:00,25.0,705.1,762.8,36,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,9.0
27.07.2020 04:30,25.0,705.1,762.8,36,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,9.0
27.07.2020 04:00,25.0,705.1,762.8,34,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,8.0
27.07.2020 03:30,26.0,705.2,762.8,32,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,8.0
27.07.2020 03:00,27.0,704.7,762.0,28,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,7.0
27.07.2020 02:30,28.0,704.9,762.0,26,variable wind direction,1,,,,No Significant Clouds,10.0 and more,7.0
27.07.2020 02:00,29.0,705.1,762.0,25,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,7.0
27.07.2020 01:30,28.0,704.9,762.0,26,variable wind direction,1,,,,No Significant Clouds,10.0 and more,7.0
27.07.2020 01:00,28.0,704.9,762.0,25,variable wind direction,1,,,,No Significant Clouds,10.0 and more,6.0
27.07.2020 00:30,29.0,705.1,762.0,25,variable wind direction,1,,,,No Significant Clouds,10.0 and more,7.0
27.07.2020 00:00,29.0,705.1,762.0,27,variable wind direction,1,,,,No Significant Clouds,10.0 and more,8.0
26.07.2020 23:30,29.0,705.1,762.0,23,variable wind direction,1,,,,No Significant Clouds,10.0 and more,6.0
26.07.2020 23:00,29.0,705.1,762.0,23,Wind blowing from the north-west,2,,,,No Significant Clouds,10.0 and more,6.0
26.07.2020 22:30,28.0,704.9,762.0,23,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,5.0
26.07.2020 22:00,30.0,705.2,762.0,19,Wind blowing from the west,1,,,,No Significant Clouds,10.0 and more,4.0
26.07.2020 21:30,30.0,704.5,761.2,20,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,5.0
26.07.2020 21:00,32.0,704.9,761.2,17,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,4.0
26.07.2020 20:00,36.0,705.6,761.2,13,Wind blowing from the south-west,3,,,,No Significant Clouds,10.0 and more,4.0
26.07.2020 19:00,38.0,705.9,761.2,12,Wind blowing from the south-west,5,,,,No Significant Clouds,10.0 and more,4.0
