# Weather station Cardiff (airport), UK, METAR=EGFF,selection from 27.02.2020 till 11.11.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=EGFF&lang=en
#
"Local time in Cardiff (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"12.09.2020 17:50";"16.0";"759.8";"765.8";"83";"Wind blowing from the west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"12.09.2020 17:20";"17.0";"759.8";"765.8";"77";"Wind blowing from the west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"12.09.2020 16:50";"17.0";"759.8";"765.8";"77";"Wind blowing from the west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"12.09.2020 16:20";"18.0";"759.8";"765.8";"73";"Wind blowing from the west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"12.09.2020 15:50";"18.0";"759.8";"765.8";"73";"Wind blowing from the west-northwest";"6";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"12.09.2020 15:20";"18.0";"759.8";"765.8";"64";"Wind blowing from the west-northwest";"6";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"12.09.2020 14:50";"18.0";"759.8";"765.8";"68";"Wind blowing from the west-northwest";"6";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"12.09.2020 14:20";"19.0";"759.8";"765.8";"60";"Wind blowing from the west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"12.09.2020 13:50";"19.0";"759.8";"765.8";"60";"Wind blowing from the west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"12.09.2020 13:20";"18.0";"759.8";"765.8";"64";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"12.09.2020 12:50";"18.0";"759.8";"765.8";"64";"Wind blowing from the west";"5";"";"";"";"Few clouds (10-30%) 690 m";"10.0 and more";"11.0";
"12.09.2020 12:20";"18.0";"759.8";"765.8";"68";"Wind blowing from the west";"6";"";"";"";"Scattered clouds (40-50%) 660 m";"10.0 and more";"12.0";
"12.09.2020 11:50";"18.0";"759.8";"765.8";"68";"Wind blowing from the west";"5";"";"";"";"Scattered clouds (40-50%) 690 m";"10.0 and more";"12.0";
"12.09.2020 11:20";"18.0";"759.8";"765.8";"68";"Wind blowing from the west";"5";"";"";"";"Few clouds (10-30%) 720 m, scattered clouds (40-50%) 870 m";"10.0 and more";"12.0";
"12.09.2020 10:50";"17.0";"759.8";"765.8";"73";"Wind blowing from the west";"6";"";"";"";"Scattered clouds (40-50%) 660 m, broken clouds (60-90%) 1050 m";"10.0 and more";"12.0";
"12.09.2020 10:20";"17.0";"759.0";"765.0";"73";"Wind blowing from the west";"5";"";"";"";"Scattered clouds (40-50%) 720 m, broken clouds (60-90%) 840 m, broken clouds (60-90%) 1020 m";"10.0 and more";"12.0";
"12.09.2020 09:50";"16.0";"759.0";"765.0";"77";"Wind blowing from the west";"4";"";"";"";"Broken clouds (60-90%) 690 m, broken clouds (60-90%) 870 m";"10.0 and more";"12.0";
"12.09.2020 09:20";"17.0";"759.0";"765.0";"73";"Wind blowing from the west";"4";"";"";"";"Scattered clouds (40-50%) 690 m";"10.0 and more";"12.0";
"12.09.2020 08:50";"16.0";"758.3";"764.3";"77";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"12.09.2020 08:20";"15.0";"758.3";"764.3";"88";"Wind blowing from the north-west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"12.09.2020 07:50";"15.0";"758.3";"764.3";"82";"Wind blowing from the north-west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"12.09.2020 07:20";"15.0";"757.5";"763.5";"88";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"12.09.2020 06:50";"14.0";"757.4";"763.5";"88";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"12.09.2020 06:20";"14.0";"757.4";"763.5";"88";"Wind blowing from the west-northwest";"4";"";"";"";"Few clouds (10-30%) 660 m";"10.0 and more";"12.0";
"12.09.2020 05:50";"15.0";"756.8";"762.8";"88";"Wind blowing from the west-northwest";"5";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"13.0";
"12.09.2020 05:20";"15.0";"756.8";"762.8";"88";"Wind blowing from the west";"5";"";"";"";"Few clouds (10-30%) 720 m, broken clouds (60-90%) 1140 m";"10.0 and more";"13.0";
"12.09.2020 04:50";"15.0";"756.8";"762.8";"88";"Wind blowing from the west";"5";"";"";"";"Few clouds (10-30%) 1200 m";"10.0 and more";"13.0";
"12.09.2020 04:20";"15.0";"756.0";"762.0";"94";"Wind blowing from the west";"5";"";"";"";"Broken clouds (60-90%) 390 m, broken clouds (60-90%) 570 m, overcast (100%) 1440 m";"10.0 and more";"14.0";
"12.09.2020 03:50";"15.0";"756.0";"762.0";"94";"Wind blowing from the west";"6";"";"";"";"Broken clouds (60-90%) 210 m, overcast (100%) 690 m";"10.0 and more";"14.0";
"12.09.2020 03:20";"14.0";"756.0";"762.0";"94";"Wind blowing from the west";"5";"";"";"Rain, drizzle";"Scattered clouds (40-50%) 150 m, broken clouds (60-90%) 300 m, broken clouds (60-90%) 600 m";"10.0 and more";"13.0";
"12.09.2020 02:50";"14.0";"756.0";"762.0";"94";"Wind blowing from the west";"6";"";"Rain, drizzle";"Rain";"Scattered clouds (40-50%) 150 m, broken clouds (60-90%) 270 m, overcast (100%) 420 m";"3.0";"13.0";
"12.09.2020 02:20";"16.0";"755.2";"761.2";"83";"Wind blowing from the west-southwest";"7";"";"";"";"Overcast (100%) 540 m";"10.0 and more";"13.0";
"12.09.2020 01:50";"15.0";"755.2";"761.2";"88";"Wind blowing from the west-southwest";"6";"";"";"";"Broken clouds (60-90%) 540 m, overcast (100%) 690 m";"10.0 and more";"13.0";
"12.09.2020 01:20";"15.0";"755.2";"761.2";"82";"Wind blowing from the west-southwest";"5";"";"";"";"Broken clouds (60-90%) 540 m, broken clouds (60-90%) 840 m, overcast (100%) 1200 m";"10.0 and more";"12.0";
"12.09.2020 00:50";"15.0";"756.0";"762.0";"88";"Wind blowing from the west-southwest";"6";"";"";"";"Broken clouds (60-90%) 480 m, broken clouds (60-90%) 600 m, overcast (100%) 720 m";"10.0 and more";"13.0";
"12.09.2020 00:20";"15.0";"756.0";"762.0";"88";"Wind blowing from the west";"7";"";"";"";"Broken clouds (60-90%) 660 m, overcast (100%) 930 m";"10.0 and more";"13.0";
"11.09.2020 23:50";"15.0";"756.0";"762.0";"82";"Wind blowing from the west";"6";"";"";"";"Overcast (100%) 780 m";"10.0 and more";"12.0";
"11.09.2020 23:20";"15.0";"756.0";"762.0";"82";"Wind blowing from the west-southwest";"7";"";"";"";"Broken clouds (60-90%) 660 m, broken clouds (60-90%) 960 m";"10.0 and more";"12.0";
"11.09.2020 22:50";"15.0";"756.0";"762.0";"82";"Wind blowing from the west-southwest";"6";"";"Light rain";"";"Scattered clouds (40-50%) 570 m, broken clouds (60-90%) 690 m";"10.0 and more";"12.0";
"11.09.2020 22:20";"15.0";"756.0";"762.0";"88";"Wind blowing from the west";"7";"";"";"";"Broken clouds (60-90%) 510 m, broken clouds (60-90%) 690 m, broken clouds (60-90%) 840 m";"10.0 and more";"13.0";
"11.09.2020 21:50";"15.0";"756.0";"762.0";"82";"Wind blowing from the west";"6";"";"Light rain";"";"Scattered clouds (40-50%) 510 m, broken clouds (60-90%) 780 m, overcast (100%) 930 m";"10.0 and more";"12.0";
"11.09.2020 21:20";"15.0";"756.0";"762.0";"82";"Wind blowing from the west";"6";"";"";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 840 m, broken clouds (60-90%) 990 m";"10.0 and more";"12.0";
"11.09.2020 20:50";"15.0";"756.0";"762.0";"82";"Wind blowing from the west-southwest";"6";"";"";"";"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 780 m, broken clouds (60-90%) 1020 m";"10.0 and more";"12.0";
"11.09.2020 20:20";"15.0";"756.0";"762.0";"82";"Wind blowing from the west-southwest";"6";"";"";"";"Few clouds (10-30%) 570 m, scattered clouds (40-50%) 750 m, broken clouds (60-90%) 1020 m";"10.0 and more";"12.0";
"11.09.2020 19:50";"15.0";"756.0";"762.0";"77";"Wind blowing from the west-southwest";"6";"";"";"";"Scattered clouds (40-50%) 570 m, broken clouds (60-90%) 1110 m";"10.0 and more";"11.0";
"11.09.2020 19:20";"15.0";"756.0";"762.0";"77";"Wind blowing from the west-southwest";"6";"";"";"";"Scattered clouds (40-50%) 630 m, broken clouds (60-90%) 1170 m";"10.0 and more";"11.0";
"11.09.2020 18:50";"15.0";"755.2";"761.2";"77";"Wind blowing from the west-southwest";"6";"";"";"";"Scattered clouds (40-50%) 630 m, broken clouds (60-90%) 930 m, broken clouds (60-90%) 1170 m";"10.0 and more";"11.0";
"11.09.2020 18:20";"15.0";"756.0";"762.0";"77";"Wind blowing from the west";"6";"";"";"";"Scattered clouds (40-50%) 690 m, scattered clouds (40-50%) 840 m, broken clouds (60-90%) 1170 m";"10.0 and more";"11.0";
"11.09.2020 17:50";"15.0";"756.0";"762.0";"77";"Wind blowing from the west";"7";"";"";"";"Few clouds (10-30%) 750 m, broken clouds (60-90%) 1080 m";"10.0 and more";"11.0";
"11.09.2020 17:20";"16.0";"756.0";"762.0";"72";"Wind blowing from the west";"7";"";"";"";"Scattered clouds (40-50%) 690 m, scattered clouds (40-50%) 840 m, broken clouds (60-90%) 960 m";"10.0 and more";"11.0";
"11.09.2020 16:50";"16.0";"756.0";"762.0";"72";"Wind blowing from the west";"6";"";"";"";"Few clouds (10-30%) 720 m, broken clouds (60-90%) 1260 m";"10.0 and more";"11.0";
"11.09.2020 16:20";"16.0";"756.0";"762.0";"72";"Wind blowing from the west";"6";"";"";"";"Overcast (100%) 1140 m";"10.0 and more";"11.0";
"11.09.2020 15:50";"16.0";"756.0";"762.0";"72";"Wind blowing from the west";"5";"";"";"";"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 810 m, overcast (100%) 1020 m";"10.0 and more";"11.0";
"11.09.2020 15:20";"15.0";"756.0";"762.0";"82";"Wind blowing from the west";"6";"";"";"";"Broken clouds (60-90%) 630 m, broken clouds (60-90%) 870 m, overcast (100%) 1020 m";"10.0 and more";"12.0";
"11.09.2020 14:50";"16.0";"756.0";"762.0";"72";"Wind blowing from the west";"7";"";"";"";"Scattered clouds (40-50%) 690 m, broken clouds (60-90%) 870 m, overcast (100%) 1230 m";"10.0 and more";"11.0";
"11.09.2020 14:20";"17.0";"756.0";"762.0";"73";"Wind blowing from the west";"7";"";"";"";"Scattered clouds (40-50%) 690 m, broken clouds (60-90%) 930 m, overcast (100%) 1260 m";"10.0 and more";"12.0";
"11.09.2020 13:50";"16.0";"756.8";"762.8";"77";"Wind blowing from the west";"7";"";"";"";"Scattered clouds (40-50%) 570 m, broken clouds (60-90%) 720 m, overcast (100%) 1080 m";"10.0 and more";"12.0";
"11.09.2020 13:20";"16.0";"756.8";"762.8";"77";"Wind blowing from the west-southwest";"7";"";"";"";"Few clouds (10-30%) 600 m, overcast (100%) 1170 m";"10.0 and more";"12.0";
"11.09.2020 12:50";"16.0";"756.8";"762.8";"77";"Wind blowing from the west-southwest";"6";"";"";"";"Overcast (100%) 870 m";"10.0 and more";"12.0";
"11.09.2020 12:20";"15.0";"756.8";"762.8";"77";"Wind blowing from the west";"6";"";"";"";"Broken clouds (60-90%) 570 m, overcast (100%) 1020 m";"10.0 and more";"11.0";
"11.09.2020 11:50";"15.0";"756.8";"762.8";"77";"Wind blowing from the west";"5";"";"";"";"Broken clouds (60-90%) 750 m, broken clouds (60-90%) 870 m, overcast (100%) 1110 m";"10.0 and more";"11.0";
"11.09.2020 11:20";"15.0";"756.8";"762.8";"72";"Wind blowing from the west-southwest";"6";"";"";"";"Overcast (100%) 780 m";"10.0 and more";"10.0";
"11.09.2020 10:50";"16.0";"756.8";"762.8";"72";"Wind blowing from the west-southwest";"6";"";"";"";"Overcast (100%) 1020 m";"10.0 and more";"11.0";
"11.09.2020 10:20";"16.0";"756.8";"762.8";"72";"Wind blowing from the west-southwest";"6";"";"";"";"Overcast (100%) 960 m";"10.0 and more";"11.0";
"11.09.2020 09:50";"15.0";"756.8";"762.8";"77";"Wind blowing from the west-southwest";"5";"";"";"";"Few clouds (10-30%) 780 m, overcast (100%) 930 m";"10.0 and more";"11.0";
"11.09.2020 09:20";"15.0";"756.8";"762.8";"72";"Wind blowing from the west-southwest";"5";"";"";"";"Overcast (100%) 810 m";"10.0 and more";"10.0";
"11.09.2020 08:50";"15.0";"756.8";"762.8";"72";"Wind blowing from the west-southwest";"6";"";"";"";"Scattered clouds (40-50%) 720 m, overcast (100%) 870 m";"10.0 and more";"10.0";
"11.09.2020 08:20";"15.0";"756.8";"762.8";"72";"Wind blowing from the west-southwest";"6";"";"";"";"Broken clouds (60-90%) 810 m, overcast (100%) 990 m";"10.0 and more";"10.0";
"11.09.2020 07:50";"14.0";"756.7";"762.8";"77";"Wind blowing from the west-southwest";"6";"";"";"";"Overcast (100%) 900 m";"10.0 and more";"10.0";
"11.09.2020 07:20";"14.0";"756.7";"762.8";"77";"Wind blowing from the west-southwest";"5";"";"";"";"Overcast (100%) 900 m";"10.0 and more";"10.0";
"11.09.2020 06:50";"14.0";"756.0";"762.0";"77";"Wind blowing from the west-southwest";"6";"";"";"";"Overcast (100%) 930 m";"10.0 and more";"10.0";
"11.09.2020 06:20";"14.0";"756.0";"762.0";"77";"Wind blowing from the west-southwest";"4";"";"";"";"Overcast (100%) 900 m";"10.0 and more";"10.0";
"11.09.2020 05:50";"14.0";"756.0";"762.0";"72";"Wind blowing from the west";"5";"";"";"";"Overcast (100%) 870 m";"10.0 and more";"9.0";
"11.09.2020 05:20";"14.0";"756.7";"762.8";"72";"Wind blowing from the west";"5";"";"";"";"Overcast (100%) 840 m";"10.0 and more";"9.0";
"11.09.2020 04:50";"14.0";"756.7";"762.8";"77";"Wind blowing from the west-southwest";"5";"";"";"";"Overcast (100%) 840 m";"10.0 and more";"10.0";
"11.09.2020 04:20";"14.0";"756.7";"762.8";"77";"Wind blowing from the west-southwest";"4";"";"";"";"Overcast (100%) 840 m";"10.0 and more";"10.0";
"11.09.2020 03:50";"14.0";"757.4";"763.5";"77";"Wind blowing from the west-southwest";"4";"";"";"";"Broken clouds (60-90%) 840 m, overcast (100%) 990 m";"10.0 and more";"10.0";
"11.09.2020 03:20";"13.0";"757.4";"763.5";"82";"Wind blowing from the west-southwest";"3";"";"";"";"Few clouds (10-30%) 810 m, overcast (100%) 930 m";"10.0 and more";"10.0";
"11.09.2020 02:50";"12.0";"757.4";"763.5";"82";"Wind blowing from the west";"3";"";"";"";"Broken clouds (60-90%) 960 m, overcast (100%) 1140 m";"10.0 and more";"9.0";
"11.09.2020 02:20";"12.0";"757.4";"763.5";"77";"Wind blowing from the west";"3";"";"";"";"Broken clouds (60-90%) 960 m";"10.0 and more";"8.0";
"11.09.2020 01:50";"11.0";"757.4";"763.5";"82";"Wind blowing from the north-west";"2";"";"";"";"Few clouds (10-30%) 990 m";"10.0 and more";"8.0";
"11.09.2020 01:20";"11.0";"758.2";"764.3";"88";"Wind blowing from the north-west";"2";"";"";"";"Few clouds (10-30%) 1020 m";"10.0 and more";"9.0";
"11.09.2020 00:50";"11.0";"758.2";"764.3";"82";"Wind blowing from the west-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"11.09.2020 00:20";"11.0";"758.2";"764.3";"82";"Wind blowing from the west";"3";"";"";"";"Few clouds (10-30%) 810 m";"10.0 and more";"8.0";
"10.09.2020 23:50";"11.0";"758.9";"765.0";"88";"Wind blowing from the west-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"10.09.2020 23:20";"11.0";"758.9";"765.0";"88";"Wind blowing from the west-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"10.09.2020 22:50";"11.0";"758.9";"765.0";"88";"Wind blowing from the west-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"10.09.2020 22:20";"12.0";"758.9";"765.0";"88";"Wind blowing from the west-northwest";"3";"";"";"";"Scattered clouds (40-50%) 960 m, broken clouds (60-90%) 1260 m";"10.0 and more";"10.0";
"10.09.2020 21:50";"13.0";"758.9";"765.0";"82";"Wind blowing from the west-northwest";"3";"";"";"";"Overcast (100%) 1110 m";"10.0 and more";"10.0";
"10.09.2020 21:20";"14.0";"758.9";"765.0";"72";"Wind blowing from the west";"2";"";"";"";"Scattered clouds (40-50%) 810 m, overcast (100%) 1230 m";"10.0 and more";"9.0";
"10.09.2020 20:50";"13.0";"759.7";"765.8";"77";"Wind blowing from the north-west";"2";"";"";"";"Overcast (100%) 1410 m";"10.0 and more";"9.0";
"10.09.2020 20:20";"13.0";"759.7";"765.8";"77";"Wind blowing from the north-west";"2";"";"";"";"Overcast (100%) 1470 m";"10.0 and more";"9.0";
"10.09.2020 19:50";"13.0";"759.7";"765.8";"77";"Wind blowing from the north-west";"2";"";"";"";"Broken clouds (60-90%) 1440 m";"10.0 and more";"9.0";
"10.09.2020 19:20";"12.0";"759.7";"765.8";"77";"Wind blowing from the north-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"10.09.2020 18:50";"12.0";"759.7";"765.8";"77";"Wind blowing from the west-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"10.09.2020 18:20";"14.0";"759.7";"765.8";"67";"Wind blowing from the west-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"10.09.2020 17:50";"15.0";"759.7";"765.8";"68";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"10.09.2020 17:20";"16.0";"759.8";"765.8";"59";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"10.09.2020 16:50";"16.0";"759.8";"765.8";"59";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"10.09.2020 16:20";"17.0";"759.8";"765.8";"59";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"10.09.2020 15:50";"17.0";"760.6";"766.6";"59";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"10.09.2020 15:20";"18.0";"760.6";"766.6";"52";"Wind blowing from the west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"10.09.2020 14:50";"18.0";"760.6";"766.6";"49";"Wind blowing from the west";"4";"";"";"";"Broken clouds (60-90%) 1410 m";"10.0 and more";"7.0";
"10.09.2020 14:20";"18.0";"760.6";"766.6";"49";"Wind blowing from the west";"3";"";"";"";"Broken clouds (60-90%) 1320 m";"10.0 and more";"7.0";
"10.09.2020 13:50";"18.0";"761.3";"767.3";"52";"Wind blowing from the west";"3";"";"";"";"Scattered clouds (40-50%) 1410 m";"10.0 and more";"8.0";
"10.09.2020 13:20";"17.0";"761.3";"767.3";"52";"Wind blowing from the south-west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"10.09.2020 12:50";"17.0";"761.3";"767.3";"64";"Wind blowing from the south-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"10.09.2020 12:20";"17.0";"761.3";"767.3";"68";"Wind blowing from the south-southwest";"3";"";"";"";"Broken clouds (60-90%) 1260 m";"10.0 and more";"11.0";
"10.09.2020 11:50";"17.0";"762.1";"768.1";"68";"Wind blowing from the south";"3";"";"";"";"Broken clouds (60-90%) 1230 m";"10.0 and more";"11.0";
"10.09.2020 11:20";"16.0";"762.0";"768.1";"68";"variable wind direction";"2";"";"";"";"Broken clouds (60-90%) 1230 m";"10.0 and more";"10.0";
"10.09.2020 10:50";"16.0";"762.8";"768.9";"68";"Wind blowing from the south";"2";"";"";"";"Overcast (100%) 1350 m";"10.0 and more";"10.0";
"10.09.2020 10:20";"16.0";"762.8";"768.9";"68";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"10.09.2020 09:50";"16.0";"762.8";"768.9";"68";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"10.09.2020 09:20";"15.0";"762.8";"768.9";"72";"Wind blowing from the south-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"10.09.2020 08:50";"15.0";"762.8";"768.9";"72";"Wind blowing from the south-east";"2";"";"";"";"Broken clouds (60-90%) 1440 m";"10.0 and more";"10.0";
"10.09.2020 08:20";"14.0";"762.8";"768.9";"72";"Wind blowing from the east";"2";"";"";"";"Overcast (100%) 1440 m";"10.0 and more";"9.0";
"10.09.2020 07:50";"13.0";"762.8";"768.9";"77";"Wind blowing from the north";"2";"";"";"";"Overcast (100%) 1440 m";"10.0 and more";"9.0";
"10.09.2020 07:20";"13.0";"762.8";"768.9";"77";"Wind blowing from the north-northeast";"1";"";"";"";"Overcast (100%) 1440 m";"10.0 and more";"9.0";
"10.09.2020 06:50";"12.0";"762.8";"768.9";"82";"Wind blowing from the north-northeast";"1";"";"";"";"Overcast (100%) 1410 m";"10.0 and more";"9.0";
"10.09.2020 06:20";"11.0";"762.7";"768.9";"88";"variable wind direction";"1";"";"";"";"Overcast (100%) 1410 m";"10.0 and more";"9.0";
"10.09.2020 05:50";"11.0";"762.7";"768.9";"82";"Wind blowing from the north";"2";"";"";"";"Overcast (100%) 1410 m";"10.0 and more";"8.0";
"10.09.2020 05:20";"11.0";"762.7";"768.9";"82";"Wind blowing from the north";"1";"";"";"";"Overcast (100%) 1380 m";"10.0 and more";"8.0";
"10.09.2020 04:50";"10.0";"762.7";"768.9";"82";"Wind blowing from the north";"2";"";"";"";"Broken clouds (60-90%) 1380 m";"10.0 and more";"7.0";
