"# Weather station Shoreham-by-Sea (airport), UK, WMO_ID=3876,selection from 05.02.2020 till 11.11.2020, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=3876&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Shoreham-by-Sea (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.08.2020 16:00,20.7,757.3,757.5,-0.3,82,Wind blowing from the south-southwest,6,,,, ,,,,,,,,,,,17.5,,,,,,
18.08.2020 15:00,19.8,757.5,757.7,-0.1,85,Wind blowing from the south-southwest,6,,,, ,,,,,,,,,,,17.2,,,,,,
18.08.2020 14:00,20.5,757.7,757.9,-0.1,82,Wind blowing from the south-southwest,7,,,, ,,,,,,,,,,,17.4,,,,,,
18.08.2020 13:00,20.7,757.6,757.7,0.0,80,Wind blowing from the south-southwest,7,,,, ,,,,,,,,,,,17.2,,,,,,
18.08.2020 12:00,20.4,757.6,757.9,0.1,84,Wind blowing from the south-southwest,7,,,, ,,,,,,,,,,,17.6,No precipitation,6,,,,
18.08.2020 11:00,19.5,757.8,757.9,0.3,85,Wind blowing from the south-southwest,6,,,, ,,,,,,,,,,,16.9,,,,,,
18.08.2020 10:00,20.7,757.6,757.8,0.3,82,Wind blowing from the south-southwest,7,,,, ,,,,,,,,,,,17.5,,,,,,
18.08.2020 09:00,19.5,757.5,757.7,0.4,83,Wind blowing from the south-southwest,6,,,, ,,,,,,,,,,,16.5,,,,,,
18.08.2020 08:00,19.0,757.5,757.7,0.5,86,Wind blowing from the south-west,6,,,, ,,,,,,,,,,,16.5,,,,,,
18.08.2020 07:00,19.0,757.3,757.4,0.5,89,Wind blowing from the south-west,7,,,, ,,,,,,,,,,,17.1,,,,,,
18.08.2020 06:00,17.7,757.1,757.3,0.1,91,Wind blowing from the south-west,6,,,, ,,,16.5,,,,,,,,16.2,3,12,,,,
18.08.2020 05:00,17.6,757.0,757.1,0.0,90,Wind blowing from the south-southwest,7,,,, ,,,,,,,,,,,15.9,,,,,,
18.08.2020 04:00,17.5,756.8,757.0,-0.1,93,Wind blowing from the south-west,5,,,, ,,,,,,,,,,,16.4,,,,,,
18.08.2020 03:00,18.2,757.0,757.3,0.0,79,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,14.5,,,,,,
18.08.2020 02:00,18.5,757.0,757.1,0.0,82,Wind blowing from the south-west,6,,,, ,,,,,,,,,,,15.4,,,,,,
18.08.2020 01:00,18.2,756.9,757.0,-0.1,82,Wind blowing from the south-west,6,,,, ,,,,,,,,,,,15.0,,,,,,
18.08.2020 00:00,17.9,757.0,757.2,-0.3,92,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,16.6,No precipitation,6,,,,
17.08.2020 23:00,18.2,757.0,757.1,0.0,85,Wind blowing from the south-west,6,,,, ,,,,,,,,,,,15.6,,,,,,
17.08.2020 22:00,18.6,757.0,757.2,0.5,87,Wind blowing from the south-west,7,,,, ,,,,,,,,,,,16.4,,,,,,
17.08.2020 21:00,18.4,757.3,757.4,1.0,87,Wind blowing from the south-southwest,7,,,, ,,,,,,,,,,,16.2,,,,,,
17.08.2020 20:00,18.2,757.0,757.2,0.7,83,Wind blowing from the south-west,6,,,, ,,,,,,,,,,,15.3,,,,,,
17.08.2020 19:00,18.3,756.5,756.7,0.1,83,Wind blowing from the south-west,7,,,, ,,,,,,,,,,,15.3,,,,,,
17.08.2020 18:00,18.7,756.3,756.4,0.1,83,Wind blowing from the south-west,7,,,, ,,,,21.9,,,,,,,15.8,No precipitation,12,,,,
17.08.2020 17:00,19.1,756.3,756.5,-0.1,82,Wind blowing from the south-southwest,7,,,, ,,,,,,,,,,,16.0,,,,,,
17.08.2020 16:00,20.1,756.4,756.5,0.0,77,Wind blowing from the south-southwest,7,,,, ,,,,,,,,,,,16.0,,,,,,
17.08.2020 15:00,20.5,756.2,756.4,-0.1,76,Wind blowing from the south-southwest,7,,,, ,,,,,,,,,,,16.2,,,,,,
17.08.2020 14:00,20.5,756.4,756.5,0.3,76,Wind blowing from the south-west,7,,,, ,,,,,,,,,,,16.1,,,,,,
17.08.2020 13:00,21.0,756.4,756.6,0.1,75,Wind blowing from the south-southwest,6,,,, ,,,,,,,,,,,16.4,,,,,,
17.08.2020 12:00,21.1,756.3,756.4,0.2,74,Wind blowing from the south-southwest,5,,,, ,,,,,,,,,,,16.2,No precipitation,6,,,,
17.08.2020 11:00,20.9,756.1,756.4,0.0,76,Wind blowing from the south-southwest,6,,,, ,,,,,,,,,,,16.5,,,,,,
17.08.2020 10:00,19.5,756.3,756.4,0.4,83,Wind blowing from the south-southwest,6,,,, ,,,,,,,,,,,16.6,,,,,,
17.08.2020 09:00,19.5,756.1,756.3,0.3,84,Wind blowing from the south,4,,,, ,,,,,,,,,,,16.8,,,,,,
17.08.2020 08:00,18.7,756.1,756.3,0.3,88,Wind blowing from the south,4,,,, ,,,,,,,,,,,16.6,,,,,,
17.08.2020 07:00,18.8,755.9,756.1,0.1,89,Wind blowing from the south,3,,,, ,,,,,,,,,,,17.0,,,,,,
17.08.2020 06:00,17.1,755.8,756.0,-0.3,100,Wind blowing from the south,2,,,, ,,,14.1,,,,,,,,17.1,No precipitation,12,,,,
17.08.2020 05:00,15.9,755.8,756.0,-0.4,100,Wind blowing from the north,1,,,, ,,,,,,,,,,,15.9,,,,,,
17.08.2020 04:00,15.7,755.8,756.0,-0.5,100,Wind blowing from the north,1,,,, ,,,,,,,,,,,15.7,,,,,,
17.08.2020 03:00,15.3,756.1,756.3,-0.4,100,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,15.3,,,,,,
17.08.2020 02:00,15.3,756.2,756.4,-0.5,99,Wind blowing from the north,1,,,, ,,,,,,,,,,,15.2,,,,,,
17.08.2020 01:00,15.3,756.3,756.4,-0.7,99,Wind blowing from the north,2,,,, ,,,,,,,,,,,15.2,,,,,,
17.08.2020 00:00,15.2,756.5,756.7,-0.5,98,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,14.9,No precipitation,6,,,,
16.08.2020 23:00,16.1,756.7,757.0,-0.2,96,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,15.5,,,,,,
16.08.2020 22:00,16.6,757.0,757.1,-0.2,96,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,,15.9,,,,,,
16.08.2020 21:00,16.1,757.0,757.3,0.3,92,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,14.8,,,,,,
16.08.2020 20:00,17.5,756.9,757.0,0.2,92,Wind blowing from the south,2,,,, ,,,,,,,,,,,16.1,,,,,,
16.08.2020 19:00,19.1,757.2,757.4,0.2,78,Wind blowing from the south-west,3,,,, ,,,,,,,,,,,15.1,,,,,,
16.08.2020 18:00,20.8,756.7,756.9,-0.1,71,Wind blowing from the south-southwest,4,,,, ,,,,22.8,,,,,,,15.3,13,12,,,,
16.08.2020 17:00,22.7,756.7,756.9,-1.2,67,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,16.2,,,,,,
16.08.2020 16:00,21.1,757.0,757.1,-1.5,85,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,18.5,,,,,,
16.08.2020 15:00,19.1,756.8,757.0,-2.0,96,Wind blowing from the north,4,,,, ,,,,,,,,,,,18.4,,,,,,
16.08.2020 14:00,18.0,757.9,758.2,-0.4,94,Wind blowing from the north,4,,,, ,,,,,,,,,,,17.0,,,,,,
16.08.2020 13:00,17.8,758.5,758.8,0.2,97,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,17.3,,,,,,
16.08.2020 12:00,18.9,758.8,758.9,0.3,92,Wind blowing from the south-southwest,4,,,, ,,,,,,,,,,,17.5,No precipitation,6,,,,
16.08.2020 11:00,19.4,758.3,758.5,-0.1,87,Wind blowing from the south,1,,,, ,,,,,,,,,,,17.2,,,,,,
16.08.2020 10:00,19.6,758.3,758.5,-0.1,85,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,16.9,,,,,,
16.08.2020 09:00,20.0,758.5,758.6,0.3,86,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,17.5,,,,,,
16.08.2020 08:00,19.3,758.4,758.5,0.2,89,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,17.4,,,,,,
16.08.2020 07:00,18.6,758.4,758.5,0.1,91,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,17.1,,,,,,
16.08.2020 06:00,18.4,758.2,758.4,-0.4,93,Wind blowing from the north-east,2,,,, ,,,17.5,,,,,,,,17.3,0.2,12,,,,
16.08.2020 05:00,18.1,758.2,758.4,-0.9,96,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,17.4,,,,,,
16.08.2020 04:00,18.2,758.3,758.5,-1.1,96,Wind blowing from the east,2,,,, ,,,,,,,,,,,17.5,,,,,,
16.08.2020 03:00,18.4,758.6,758.8,-0.8,96,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,,17.7,,,,,,
16.08.2020 02:00,18.6,759.1,759.3,-0.4,98,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,18.2,,,,,,
16.08.2020 01:00,18.6,759.4,759.5,-0.3,100,Wind blowing from the south,3,,,, ,,,,,,,,,,,18.6,,,,,,
16.08.2020 00:00,17.8,759.4,759.6,-0.3,99,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,17.7,0.2,6,,,,
15.08.2020 23:00,18.0,759.5,759.7,-0.5,99,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,17.9,,,,,,
15.08.2020 22:00,18.0,759.7,759.8,-0.4,99,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,17.8,,,,,,
15.08.2020 21:00,18.2,759.7,760.0,-0.3,98,Wind blowing from the north,2,,,, ,,,,,,,,,,,17.8,,,,,,
15.08.2020 20:00,19.1,760.0,760.2,-0.1,96,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,18.5,,,,,,
15.08.2020 19:00,19.5,760.1,760.3,-0.2,96,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,,18.9,,,,,,
15.08.2020 18:00,19.6,760.0,760.2,-0.6,97,Wind blowing from the west,2,,,, ,,,,19.9,,,,,,,19.1,1,12,,,,
15.08.2020 17:00,19.5,760.1,760.3,-0.7,98,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,19.2,,,,,,
15.08.2020 16:00,19.3,760.3,760.5,-0.7,98,Wind blowing from the south-west,4,,,, ,,,,,,,,,,,19.0,,,,,,
15.08.2020 15:00,19.1,760.6,760.7,-0.4,99,Wind blowing from the south,3,,,, ,,,,,,,,,,,18.9,,,,,,
15.08.2020 14:00,19.5,760.8,761.0,-0.1,96,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,,18.9,,,,,,
15.08.2020 13:00,19.3,761.0,761.2,0.0,96,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,,18.6,,,,,,
15.08.2020 12:00,19.6,761.0,761.2,0.1,95,Wind blowing from the south,3,,,, ,,,,,,,,,,,18.7,0.2,6,,,,
15.08.2020 11:00,19.8,760.9,761.2,0.0,94,Wind blowing from the north,1,,,, ,,,,,,,,,,,18.8,,,,,,
15.08.2020 10:00,19.1,761.0,761.2,0.3,97,Wind blowing from the east,1,,,, ,,,,,,,,,,,18.6,,,,,,
15.08.2020 09:00,18.8,760.9,761.1,0.3,99,Wind blowing from the north,2,,,, ,,,,,,,,,,,18.6,,,,,,
15.08.2020 08:00,18.6,760.9,761.0,0.5,98,Wind blowing from the north,3,,,, ,,,,,,,,,,,18.2,,,,,,
15.08.2020 07:00,18.4,760.7,760.9,0.4,98,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,18.0,,,,,,
15.08.2020 06:00,18.3,760.6,760.7,0.2,98,Wind blowing from the north-northwest,3,,,, ,,,18.2,,,,,,,,17.9,No precipitation,12,,,,
15.08.2020 05:00,18.3,760.4,760.6,-0.2,98,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,17.9,,,,,,
15.08.2020 04:00,18.4,760.3,760.5,-0.4,97,Wind blowing from the north,2,,,, ,,,,,,,,,,,17.9,,,,,,
15.08.2020 03:00,18.6,760.4,760.6,-0.4,95,Wind blowing from the north,3,,,, ,,,,,,,,,,,17.7,,,,,,
15.08.2020 02:00,18.8,760.6,760.9,-0.3,93,Wind blowing from the north,2,,,, ,,,,,,,,,,,17.6,,,,,,
15.08.2020 01:00,18.9,760.7,760.9,-0.2,92,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,17.6,,,,,,
15.08.2020 00:00,18.8,760.8,761.0,-0.1,90,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,17.1,No precipitation,6,,,,
14.08.2020 23:00,19.2,760.9,761.1,0.3,87,Wind blowing from the north,3,,,, ,,,,,,,,,,,16.9,,,,,,
14.08.2020 22:00,19.4,760.9,761.0,0.6,85,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,16.8,,,,,,
14.08.2020 21:00,19.7,760.9,761.0,0.9,83,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,16.8,,,,,,
14.08.2020 20:00,20.2,760.6,760.9,0.6,81,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,16.8,,,,,,
14.08.2020 19:00,20.6,760.3,760.5,0.3,78,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,16.7,,,,,,
14.08.2020 18:00,21.4,760.0,760.2,0.1,76,Wind blowing from the north-west,2,,,, ,,,,21.9,,,,,,,16.9,No precipitation,12,,,,
14.08.2020 17:00,21.5,760.0,760.3,0.1,76,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,17.0,,,,,,
14.08.2020 16:00,21.4,760.0,760.2,0.0,76,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,16.9,,,,,,
14.08.2020 15:00,21.5,759.9,760.0,-0.1,78,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,17.4,,,,,,
14.08.2020 14:00,21.7,759.9,760.1,0.0,79,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,17.8,,,,,,
14.08.2020 13:00,21.2,760.0,760.1,0.2,82,Wind blowing from the north,2,,,, ,,,,,,,,,,,18.0,,,,,,
14.08.2020 12:00,20.2,760.0,760.2,0.3,85,Wind blowing from the north,3,,,, ,,,,,,,,,,,17.6,No precipitation,6,,,,
14.08.2020 11:00,19.8,759.9,760.0,0.3,89,Wind blowing from the north,5,,,, ,,,,,,,,,,,18.0,,,,,,
14.08.2020 10:00,19.6,759.8,760.0,0.5,91,Wind blowing from the north,5,,,, ,,,,,,,,,,,18.0,,,,,,
14.08.2020 09:00,19.0,759.7,759.8,0.5,93,Wind blowing from the north,6,,,, ,,,,,,,,,,,17.8,,,,,,
14.08.2020 08:00,18.5,759.6,759.7,0.6,95,Wind blowing from the north,5,,,, ,,,,,,,,,,,17.7,,,,,,
14.08.2020 07:00,18.3,759.3,759.5,0.6,98,Wind blowing from the north,5,,,, ,,,,,,,,,,,17.9,,,,,,
14.08.2020 06:00,18.5,759.2,759.4,0.4,95,Wind blowing from the north,4,,,, ,,,18.4,,,,,,,,17.7,No precipitation,12,,,,
14.08.2020 05:00,18.8,759.0,759.1,0.0,93,Wind blowing from the north,4,,,, ,,,,,,,,,,,17.7,,,,,,
14.08.2020 04:00,19.1,758.7,758.8,-0.5,92,Wind blowing from the north,4,,,, ,,,,,,,,,,,17.8,,,,,,
14.08.2020 03:00,19.1,758.8,758.9,-0.3,93,Wind blowing from the north,3,,,, ,,,,,,,,,,,17.9,,,,,,
14.08.2020 02:00,19.1,759.0,759.1,-0.1,94,Wind blowing from the north,3,,,, ,,,,,,,,,,,18.1,,,,,,
14.08.2020 01:00,19.5,759.2,759.4,0.3,95,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,18.6,,,,,,
14.08.2020 00:00,19.5,759.1,759.3,0.0,96,Wind blowing from the north,4,,,, ,,,,,,,,,,,18.8,No precipitation,6,,,,
13.08.2020 23:00,18.5,759.1,759.3,0.2,97,Wind blowing from the north,2,,,, ,,,,,,,,,,,18.0,,,,,,
13.08.2020 22:00,19.2,758.9,759.1,0.2,97,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,18.7,,,,,,
13.08.2020 21:00,19.9,759.1,759.4,0.4,97,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,19.4,,,,,,
13.08.2020 20:00,19.8,758.9,759.1,0.4,95,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,,18.9,,,,,,
13.08.2020 19:00,21.2,758.7,758.8,-0.1,91,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,19.6,,,,,,
13.08.2020 18:00,21.4,758.7,758.8,-0.4,90,Wind blowing from the south-southeast,1,,,, ,,,,25.5,,,,,,,19.7,1,12,,,,
13.08.2020 17:00,21.4,758.5,758.8,-0.6,91,Wind blowing from the south-east,1,,,, ,,,,,,,,,,,19.8,,,,,,
13.08.2020 16:00,21.1,758.8,759.1,-0.3,92,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,19.8,,,,,,
13.08.2020 15:00,20.7,759.1,759.2,-0.2,95,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,19.8,,,,,,
13.08.2020 14:00,22.4,759.1,759.3,0.2,80,Wind blowing from the east-southeast,5,,,, ,,,,,,,,,,,18.8,,,,,,
13.08.2020 13:00,23.3,759.1,759.2,0.4,75,Wind blowing from the east-southeast,4,,,, ,,,,,,,,,,,18.7,,,,,,
13.08.2020 12:00,23.4,759.3,759.4,0.9,77,Wind blowing from the east-southeast,6,,,, ,,,,,,,,,,,19.1,No precipitation,6,,,,
13.08.2020 11:00,23.9,758.9,759.1,0.5,76,Wind blowing from the south,2,,,, ,,,,,,,,,,,19.4,,,,,,
13.08.2020 10:00,23.6,758.7,758.9,0.0,77,Wind blowing from the south-southeast,4,,,, ,,,,,,,,,,,19.3,,,,,,
13.08.2020 09:00,25.2,758.4,758.5,-0.1,69,Wind blowing from the north,3,,,, ,,,,,,,,,,,19.2,,,,,,
13.08.2020 08:00,23.8,758.4,758.6,-0.1,78,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,19.7,,,,,,
13.08.2020 07:00,21.9,758.7,758.8,0.1,86,Wind blowing from the north,3,,,, ,,,,,,,,,,,19.5,,,,,,
13.08.2020 06:00,20.2,758.5,758.8,-0.6,94,Wind blowing from the north,3,,,, ,,,19.4,,,,,,,,19.2,0.8,12,,,,
13.08.2020 05:00,19.5,758.5,758.8,-0.3,93,Wind blowing from the west,1,,,, ,,,,,,,,,,,18.4,,,,,,
13.08.2020 04:00,20.1,758.6,758.8,0.1,89,Wind blowing from the west,2,,,, ,,,,,,,,,,,18.3,,,,,,
13.08.2020 03:00,21.2,759.1,759.3,0.5,85,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,18.5,,,,,,
13.08.2020 02:00,20.4,758.8,758.9,0.3,87,Wind blowing from the north,2,,,, ,,,,,,,,,,,18.2,,,,,,
13.08.2020 01:00,20.7,758.5,758.8,-0.8,84,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,17.9,,,,,,
13.08.2020 00:00,20.7,758.6,758.8,-1.4,85,Wind blowing from the north,4,,,, ,,,,,,,,,,,18.0,No precipitation,6,,,,
12.08.2020 23:00,21.2,758.5,758.7,-1.5,80,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,17.6,,,,,,
12.08.2020 22:00,20.3,759.3,759.4,0.3,86,Wind blowing from the east,1,,,, ,,,,,,,,,,,17.8,,,,,,
12.08.2020 21:00,20.8,760.0,760.1,1.5,84,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,17.9,,,,,,
12.08.2020 20:00,22.3,760.0,760.1,1.9,80,Wind blowing from the south-southeast,4,,,, ,,,,,,,,,,,18.6,,,,,,
12.08.2020 19:00,23.6,759.0,759.1,0.3,75,Wind blowing from the south-west,3,,,, ,,,,,,,,,,,19.0,,,,,,
12.08.2020 18:00,25.2,758.5,758.7,-0.6,67,Wind blowing from the south-southwest,2,,,, ,,,,29.7,,,,,,,18.7,No precipitation,12,,,,
12.08.2020 17:00,26.9,758.1,758.2,-1.3,59,Wind blowing from the south,2,,,, ,,,,,,,,,,,18.2,,,,,,
12.08.2020 16:00,24.9,758.7,758.8,-0.8,71,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,,19.3,,,,,,
12.08.2020 15:00,27.0,759.1,759.3,-0.7,60,Wind blowing from the south-east,4,,,, ,,,,,,,,,,,18.5,,,,,,
12.08.2020 14:00,27.9,759.4,759.5,-0.3,60,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,19.3,,,,,,
12.08.2020 13:00,27.6,759.5,759.7,-0.5,53,Wind blowing from the south,3,,,, ,,,,,,,,,,,17.3,,,,,,
12.08.2020 12:00,29.3,759.8,760.0,-0.4,49,Wind blowing from the south-southeast,4,,,, ,,,,,,,,,,,17.6,No precipitation,6,,,,
12.08.2020 11:00,28.9,759.7,759.9,-0.5,53,Wind blowing from the south,1,,,, ,,,,,,,,,,,18.3,,,,,,
12.08.2020 10:00,25.7,760.0,760.2,0.0,67,Wind blowing from the south-east,3,,,, ,,,,,,,,,,,19.1,,,,,,
12.08.2020 09:00,25.5,760.2,760.3,0.5,70,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,19.7,,,,,,
12.08.2020 08:00,24.2,760.2,760.3,0.4,72,Wind blowing from the east-southeast,4,,,, ,,,,,,,,,,,18.8,,,,,,
12.08.2020 07:00,21.6,760.0,760.2,-0.1,84,Wind blowing from the north,4,,,, ,,,,,,,,,,,18.8,,,,,,
12.08.2020 06:00,19.5,759.7,759.9,-0.4,93,Wind blowing from the north,3,,,, ,,,17.7,,,,,,,,18.4,No precipitation,12,,,,
12.08.2020 05:00,17.9,759.8,760.0,0.1,95,Wind blowing from the north,2,,,, ,,,,,,,,,,,17.0,,,,,,
12.08.2020 04:00,18.1,760.1,760.3,0.6,95,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,17.2,,,,,,
12.08.2020 03:00,18.6,760.1,760.3,0.7,92,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,17.3,,,,,,
12.08.2020 02:00,19.3,759.7,759.9,-0.6,86,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,16.8,,,,,,
12.08.2020 01:00,20.1,759.5,759.7,-1.1,83,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,17.1,,,,,,
12.08.2020 00:00,21.3,759.4,759.6,-1.2,80,Wind blowing from the north-northwest,6,,,, ,,,,,,,,,,,17.7,No precipitation,6,,,,
11.08.2020 23:00,20.9,760.3,760.5,-0.3,85,Wind blowing from the north,4,,,, ,,,,,,,,,,,18.3,,,,,,
11.08.2020 22:00,21.9,760.6,760.9,0.6,82,Wind blowing from the east,2,,,, ,,,,,,,,,,,18.6,,,,,,
11.08.2020 21:00,21.1,760.6,760.9,0.7,82,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,,17.9,,,,,,
11.08.2020 20:00,23.6,760.6,760.8,0.9,74,Wind blowing from the south-southeast,4,,,, ,,,,,,,,,,,18.7,,,,,,
11.08.2020 19:00,26.0,760.0,760.2,0.3,59,Wind blowing from the south,2,,,, ,,,,,,,,,,,17.4,,,,,,
11.08.2020 18:00,28.4,759.9,760.0,-0.5,54,Wind blowing from the south-southwest,1,,,, ,,,,31.5,,,,,,,18.3,No precipitation,12,,,,
11.08.2020 17:00,28.0,759.7,759.9,-1.1,53,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,,17.4,,,,,,
11.08.2020 16:00,28.6,759.7,760.0,-1.5,50,Wind blowing from the south,2,,,, ,,,,,,,,,,,17.2,,,,,,
11.08.2020 15:00,26.8,760.4,760.6,-0.6,58,Wind blowing from the south,3,,,, ,,,,,,,,,,,17.8,,,,,,
11.08.2020 14:00,26.5,760.8,760.9,0.2,60,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,18.1,,,,,,
11.08.2020 13:00,25.1,761.2,761.3,0.6,66,Wind blowing from the south-east,4,,,, ,,,,,,,,,,,18.2,,,,,,
11.08.2020 12:00,25.8,761.0,761.2,0.4,67,Wind blowing from the south-east,5,,,, ,,,,,,,,,,,19.1,No precipitation,6,,,,
11.08.2020 11:00,31.3,760.6,760.7,0.0,43,Wind blowing from the south,2,,,, ,,,,,,,,,,,17.3,,,,,,
11.08.2020 10:00,30.3,760.6,760.8,0.0,43,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,16.3,,,,,,
11.08.2020 09:00,27.8,760.6,760.8,-0.1,58,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,18.8,,,,,,
11.08.2020 08:00,25.0,760.6,760.9,0.5,69,Wind blowing from the north,4,,,, ,,,,,,,,,,,18.9,,,,,,
11.08.2020 07:00,22.2,760.6,760.9,0.3,79,Wind blowing from the north,4,,,, ,,,,,,,,,,,18.3,,,,,,
11.08.2020 06:00,19.9,760.7,760.9,0.4,83,Wind blowing from the north,5,,,, ,,,18.2,,,,,,,,16.9,No precipitation,12,,,,
11.08.2020 05:00,20.1,760.1,760.3,-0.2,83,Wind blowing from the north,4,,,, ,,,,,,,,,,,17.1,,,,,,
11.08.2020 04:00,19.6,760.3,760.4,-0.3,87,Wind blowing from the north,3,,,, ,,,,,,,,,,,17.3,,,,,,
11.08.2020 03:00,19.5,760.3,760.6,-0.5,87,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,17.3,,,,,,
11.08.2020 02:00,18.6,760.3,760.5,-0.6,91,Wind blowing from the north,2,,,, ,,,,,,,,,,,17.1,,,,,,
11.08.2020 01:00,19.6,760.6,760.7,-0.3,89,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,17.7,,,,,,
11.08.2020 00:00,20.6,760.8,761.0,0.1,86,Wind blowing from the south,2,,,, ,,,,,,,,,,,18.2,No precipitation,6,,,,
10.08.2020 23:00,19.7,760.9,761.1,0.6,87,Wind blowing from the south,1,,,, ,,,,,,,,,,,17.5,,,,,,
10.08.2020 22:00,19.7,760.9,761.0,0.9,85,Wind blowing from the north,1,,,, ,,,,,,,,,,,17.1,,,,,,
10.08.2020 21:00,19.6,760.7,760.9,1.0,87,Wind blowing from the south-east,1,,,, ,,,,,,,,,,,17.3,,,,,,
10.08.2020 20:00,21.1,760.3,760.6,0.5,81,Wind blowing from the south,2,,,, ,,,,,,,,,,,17.7,,,,,,
10.08.2020 19:00,24.4,760.0,760.1,0.2,62,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,16.6,,,,,,
10.08.2020 18:00,24.3,759.7,759.9,-0.3,64,Wind blowing from the south,2,,,, ,,,,29.0,,,,,,,17.1,No precipitation,12,,,,
10.08.2020 17:00,25.5,759.8,760.0,-0.4,63,Wind blowing from the south,2,,,, ,,,,,,,,,,,18.0,,,,,,
10.08.2020 16:00,26.5,759.8,760.0,-0.4,59,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,17.9,,,,,,
10.08.2020 15:00,26.9,760.0,760.1,-0.2,57,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,17.6,,,,,,
