# Weather station Mumbles, UK, WMO_ID=3609,selection from 03.02.2020 till 20.11.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=3609&lang=en
#
"Local time in Mumbles";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"13.09.2020 11:00";"18.3";"764.7";"768.6";"0.8";"79";"Wind blowing from the south-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"";"";"";"";"";"";
"13.09.2020 10:00";"17.9";"764.6";"768.4";"1.0";"81";"Wind blowing from the south-west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"";"";"";"";"";"";
"13.09.2020 09:00";"17.0";"764.2";"768.1";"0.9";"83";"Wind blowing from the south-west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"13.09.2020 08:00";"16.6";"763.9";"767.8";"0.7";"84";"Wind blowing from the south-west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"13.09.2020 07:00";"16.2";"763.6";"767.5";"0.4";"92";"Wind blowing from the south-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.9";"";"";"";"";"";"";
"13.09.2020 06:00";"16.2";"763.3";"767.2";"0.2";"91";"Wind blowing from the south-west";"9";"";"";"";" ";"";"";"15.8";"";"";"";"";"";"";"";"14.7";"No precipitation";"12";"";"";"";"";
"13.09.2020 05:00";"16.4";"763.2";"767.0";"0.0";"91";"Wind blowing from the south-west";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.9";"";"";"";"";"";"";
"13.09.2020 04:00";"16.4";"763.2";"767.0";"0.0";"90";"Wind blowing from the south-west";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.7";"";"";"";"";"";"";
"13.09.2020 03:00";"16.4";"763.1";"766.9";"-0.1";"90";"Wind blowing from the south-west";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.7";"";"";"";"";"";"";
"13.09.2020 02:00";"16.4";"763.2";"767.1";"-0.1";"88";"Wind blowing from the west-southwest";"10";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"13.09.2020 01:00";"16.4";"763.2";"767.0";"-0.2";"86";"Wind blowing from the south-west";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"13.09.2020 00:00";"16.4";"763.2";"767.0";"-0.2";"86";"Wind blowing from the south-west";"11";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"14.1";"No precipitation";"6";"";"";"";"";
"12.09.2020 23:00";"16.0";"763.3";"767.1";"-0.1";"85";"Wind blowing from the south-west";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"12.09.2020 22:00";"16.0";"763.4";"767.3";"0.6";"84";"Wind blowing from the south-west";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"12.09.2020 21:00";"15.9";"763.4";"767.3";"0.7";"83";"Wind blowing from the south-west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"12.09.2020 20:00";"16.0";"763.4";"767.2";"0.7";"80";"Wind blowing from the south-west";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"12.09.2020 19:00";"16.0";"762.8";"766.7";"0.4";"78";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"";"";"";"";"";"";
"12.09.2020 18:00";"16.1";"762.7";"766.6";"0.0";"75";"Wind blowing from the west-southwest";"10";"";"";"";" ";"";"";"";"18.8";"";"";"";"";"";"";"11.6";"No precipitation";"12";"";"";"";"";
"12.09.2020 17:00";"16.6";"762.7";"766.5";"0.3";"76";"Wind blowing from the south-west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"12.09.2020 16:00";"17.2";"762.4";"766.3";"0.0";"75";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.7";"";"";"";"";"";"";
"12.09.2020 15:00";"17.4";"762.7";"766.5";"0.4";"71";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"12.09.2020 14:00";"18.6";"762.4";"766.3";"0.3";"71";"Wind blowing from the south-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"12.09.2020 13:00";"17.4";"762.4";"766.3";"0.6";"70";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"12.09.2020 12:00";"17.4";"762.3";"766.2";"0.9";"70";"Wind blowing from the west-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"No precipitation";"6";"";"";"";"";
"12.09.2020 11:00";"16.9";"762.1";"766.0";"1.1";"72";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"12.09.2020 10:00";"16.6";"761.8";"765.7";"1.7";"72";"Wind blowing from the west-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"12.09.2020 09:00";"16.1";"761.4";"765.3";"1.7";"72";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"12.09.2020 08:00";"14.7";"761.0";"764.9";"1.7";"81";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"12.09.2020 07:00";"14.1";"760.1";"764.0";"1.0";"82";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"12.09.2020 06:00";"13.5";"759.7";"763.6";"1.0";"87";"Wind blowing from the west";"3";"";"";"";" ";"";"";"13.5";"";"";"";"";"";"";"";"11.4";"0.2";"12";"";"";"";"";
"12.09.2020 05:00";"14.5";"759.3";"763.2";"0.8";"85";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"12.09.2020 04:00";"15.0";"759.1";"763.0";"1.1";"83";"Wind blowing from the west";"5";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"12.09.2020 03:00";"15.5";"758.7";"762.5";"0.2";"86";"Wind blowing from the west";"9";"";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"12.09.2020 02:00";"15.1";"758.5";"762.4";"0.0";"91";"Wind blowing from the west-southwest";"10";"";"16";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"12.09.2020 01:00";"16.2";"758.0";"761.9";"-0.6";"84";"Wind blowing from the west-southwest";"13";"";"16";"";" ";"";"";"";"";"";"";"";"";"";"";"13.4";"";"";"";"";"";"";
"12.09.2020 00:00";"16.2";"758.5";"762.3";"-0.2";"81";"Wind blowing from the west-southwest";"13";"";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"No precipitation";"6";"";"";"";"";
"11.09.2020 23:00";"15.9";"758.5";"762.4";"0.0";"75";"Wind blowing from the west-southwest";"13";"";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"11.09.2020 22:00";"16.0";"758.6";"762.4";"0.4";"78";"Wind blowing from the west-southwest";"13";"";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"11.09.2020 21:00";"15.9";"758.7";"762.5";"0.4";"77";"Wind blowing from the west-southwest";"12";"";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"11.09.2020 20:00";"15.9";"758.5";"762.4";"-0.1";"77";"Wind blowing from the west-southwest";"12";"";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"11.09.2020 19:00";"15.9";"758.2";"762.1";"-0.6";"79";"Wind blowing from the south-west";"12";"";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"11.09.2020 18:00";"16.1";"758.3";"762.2";"-0.7";"76";"Wind blowing from the west-southwest";"11";"";"14";"";" ";"";"";"";"16.8";"";"";"";"";"";"";"11.8";"No precipitation";"12";"";"";"";"";
"11.09.2020 17:00";"16.2";"758.6";"762.4";"-0.5";"79";"Wind blowing from the south-west";"11";"";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"11.09.2020 16:00";"16.6";"758.8";"762.6";"-0.5";"74";"Wind blowing from the west-southwest";"12";"";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"11.09.2020 15:00";"16.0";"759.0";"762.8";"-0.4";"76";"Wind blowing from the south-west";"11";"";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"11.09.2020 14:00";"16.0";"759.1";"762.9";"-0.3";"71";"Wind blowing from the west-southwest";"12";"";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"11.09.2020 13:00";"15.6";"759.3";"763.2";"0.1";"74";"Wind blowing from the west-southwest";"10";"";"16";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"11.09.2020 12:00";"15.8";"759.4";"763.3";"0.1";"67";"Wind blowing from the west-southwest";"11";"";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"No precipitation";"6";"";"";"";"";
"11.09.2020 11:00";"15.0";"759.4";"763.3";"0.1";"82";"Wind blowing from the west-southwest";"10";"";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"11.09.2020 10:00";"15.3";"759.2";"763.1";"0.1";"74";"Wind blowing from the west-southwest";"11";"";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"11.09.2020 09:00";"15.5";"759.3";"763.1";"0.2";"69";"Wind blowing from the south-west";"11";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"11.09.2020 08:00";"15.1";"759.3";"763.1";"-0.1";"70";"Wind blowing from the west-southwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"11.09.2020 07:00";"15.0";"759.1";"762.9";"-0.6";"66";"Wind blowing from the west-southwest";"9";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"11.09.2020 06:00";"14.5";"759.1";"763.0";"-1.0";"69";"Wind blowing from the west";"6";"";"";"";" ";"";"";"12.9";"";"";"";"";"";"";"";"8.8";"No precipitation";"12";"";"";"";"";
"11.09.2020 05:00";"14.6";"759.4";"763.3";"-1.1";"67";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"11.09.2020 04:00";"14.7";"759.7";"763.6";"-1.2";"68";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"11.09.2020 03:00";"14.7";"760.1";"764.0";"-1.2";"67";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"11.09.2020 02:00";"15.0";"760.5";"764.4";"-1.3";"67";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"11.09.2020 01:00";"14.0";"760.9";"764.8";"-1.1";"70";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"11.09.2020 00:00";"13.6";"761.3";"765.2";"-1.0";"65";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"No precipitation";"6";"";"";"";"";
"10.09.2020 23:00";"13.3";"761.8";"765.7";"-0.4";"67";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"10.09.2020 22:00";"13.1";"762.0";"765.9";"-0.4";"69";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"10.09.2020 21:00";"13.5";"762.3";"766.2";"-0.4";"79";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"10.09.2020 20:00";"14.7";"762.2";"766.1";"-0.5";"70";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"10.09.2020 19:00";"15.6";"762.4";"766.3";"-0.8";"66";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"10.09.2020 18:00";"15.6";"762.7";"766.6";"-0.8";"66";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"18.8";"";"";"";"";"";"";"9.2";"No precipitation";"12";"";"";"";"";
"10.09.2020 17:00";"16.2";"762.7";"766.6";"-1.5";"60";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"10.09.2020 16:00";"16.7";"763.2";"767.1";"-1.2";"57";"Wind blowing from the west-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"10.09.2020 15:00";"17.7";"763.5";"767.4";"-1.1";"58";"Wind blowing from the south-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"10.09.2020 14:00";"16.3";"764.2";"768.1";"-1.1";"60";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"10.09.2020 13:00";"18.8";"764.4";"768.2";"-1.3";"57";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"10.09.2020 12:00";"16.4";"764.6";"768.5";"-1.2";"62";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"No precipitation";"6";"";"";"";"";
"10.09.2020 11:00";"15.9";"765.3";"769.2";"-0.4";"63";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"10.09.2020 10:00";"15.2";"765.7";"769.6";"0.1";"66";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"10.09.2020 09:00";"14.5";"765.8";"769.8";"0.3";"73";"Wind blowing from the north-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"10.09.2020 08:00";"13.8";"765.7";"769.6";"0.0";"72";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"10.09.2020 07:00";"13.2";"765.6";"769.5";"-0.2";"78";"Wind blowing from the north-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"10.09.2020 06:00";"12.7";"765.5";"769.4";"-0.6";"73";"Wind blowing from the north";"3";"";"";"";" ";"";"";"11.4";"";"";"";"";"";"";"";"7.9";"No precipitation";"12";"";"";"";"";
"10.09.2020 05:00";"12.0";"765.7";"769.6";"-0.6";"80";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"10.09.2020 04:00";"12.1";"765.8";"769.7";"-0.8";"84";"Wind blowing from the north-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"10.09.2020 03:00";"11.7";"766.1";"770.1";"-0.5";"87";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"10.09.2020 02:00";"11.7";"766.3";"770.3";"-0.5";"87";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"10.09.2020 01:00";"12.1";"766.6";"770.5";"-0.2";"85";"Wind blowing from the north-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"10.09.2020 00:00";"12.0";"766.6";"770.5";"0.0";"84";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"No precipitation";"6";"";"";"";"";
"09.09.2020 23:00";"12.2";"766.8";"770.8";"0.4";"83";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"09.09.2020 22:00";"12.6";"766.8";"770.8";"0.7";"81";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"09.09.2020 21:00";"13.4";"766.6";"770.5";"0.8";"75";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"09.09.2020 20:00";"14.1";"766.4";"770.3";"1.0";"68";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"09.09.2020 19:00";"15.1";"766.1";"770.0";"0.7";"65";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"09.09.2020 18:00";"16.2";"765.8";"769.7";"0.5";"63";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"18.9";"";"";"";"";"";"";"9.0";"0.2";"12";"";"";"";"";
"09.09.2020 17:00";"16.6";"765.4";"769.3";"0.2";"59";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"09.09.2020 16:00";"17.6";"765.4";"769.3";"0.1";"59";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"09.09.2020 15:00";"18.1";"765.3";"769.1";"0.0";"61";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"09.09.2020 14:00";"18.1";"765.2";"769.1";"0.0";"58";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"09.09.2020 13:00";"17.7";"765.3";"769.2";"0.3";"70";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"09.09.2020 12:00";"17.0";"765.3";"769.2";"0.7";"82";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"0.2";"6";"";"";"";"";
"09.09.2020 11:00";"16.3";"765.2";"769.0";"0.9";"91";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.9";"";"";"";"";"";"";
"09.09.2020 10:00";"17.0";"765.0";"768.9";"0.7";"97";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.5";"";"";"";"";"";"";
"09.09.2020 09:00";"16.5";"764.6";"768.5";"0.5";"98";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.1";"";"";"";"";"";"";
"09.09.2020 08:00";"16.2";"764.3";"768.2";"0.1";"97";"Wind blowing from the west-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.8";"";"";"";"";"";"";
"09.09.2020 07:00";"16.0";"764.3";"768.2";"0.3";"97";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.6";"";"";"";"";"";"";
"09.09.2020 06:00";"15.9";"764.1";"768.0";"-0.1";"98";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"15.2";"";"";"";"";"";"";"";"15.6";"0.8";"12";"";"";"";"";
"09.09.2020 05:00";"15.9";"764.2";"768.1";"-0.2";"97";"Wind blowing from the west-southwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.5";"";"";"";"";"";"";
"09.09.2020 04:00";"15.7";"764.0";"767.8";"-0.6";"97";"Wind blowing from the west-southwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.2";"";"";"";"";"";"";
"09.09.2020 03:00";"15.4";"764.2";"768.1";"-0.9";"96";"Wind blowing from the west-southwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.8";"";"";"";"";"";"";
"09.09.2020 02:00";"15.7";"764.4";"768.3";"-0.9";"90";"Wind blowing from the west-southwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.1";"";"";"";"";"";"";
"09.09.2020 01:00";"15.8";"764.6";"768.5";"-1.1";"87";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.7";"";"";"";"";"";"";
"09.09.2020 00:00";"15.8";"765.1";"769.0";"-0.7";"87";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"0.2";"6";"";"";"";"";
"08.09.2020 23:00";"15.8";"765.3";"769.2";"-0.6";"86";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"08.09.2020 22:00";"15.9";"765.7";"769.5";"-0.2";"86";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"08.09.2020 21:00";"16.0";"765.8";"769.7";"-0.1";"88";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"08.09.2020 20:00";"15.7";"765.9";"769.8";"0.0";"91";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.3";"";"";"";"";"";"";
"08.09.2020 19:00";"15.3";"765.9";"769.8";"0.0";"97";"Wind blowing from the west-southwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.9";"";"";"";"";"";"";
"08.09.2020 18:00";"15.7";"765.9";"769.8";"-0.1";"99";"Wind blowing from the west-southwest";"10";"";"";"";" ";"";"";"";"16.6";"";"";"";"";"";"";"15.5";"0.2";"12";"";"";"";"";
"08.09.2020 17:00";"15.9";"765.9";"769.8";"-0.4";"97";"Wind blowing from the west-southwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.5";"";"";"";"";"";"";
"08.09.2020 16:00";"16.1";"765.9";"769.8";"-0.3";"97";"Wind blowing from the west-southwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.7";"";"";"";"";"";"";
"08.09.2020 15:00";"16.3";"766.0";"769.9";"-0.3";"98";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.0";"";"";"";"";"";"";
"08.09.2020 14:00";"16.4";"766.3";"770.2";"-0.3";"98";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.0";"";"";"";"";"";"";
"08.09.2020 13:00";"16.4";"766.2";"770.1";"-0.2";"98";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.1";"";"";"";"";"";"";
"08.09.2020 12:00";"16.5";"766.3";"770.2";"0.2";"98";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.1";"No precipitation";"6";"";"";"";"";
"08.09.2020 11:00";"16.4";"766.6";"770.4";"0.7";"98";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.1";"";"";"";"";"";"";
"08.09.2020 10:00";"16.2";"766.4";"770.3";"1.0";"97";"Wind blowing from the west-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.8";"";"";"";"";"";"";
"08.09.2020 09:00";"16.2";"766.1";"770.0";"0.7";"97";"Wind blowing from the west-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.8";"";"";"";"";"";"";
"08.09.2020 08:00";"16.0";"765.9";"769.8";"0.9";"98";"Wind blowing from the west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.7";"";"";"";"";"";"";
"08.09.2020 07:00";"16.0";"765.4";"769.3";"0.5";"98";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.7";"";"";"";"";"";"";
"08.09.2020 06:00";"15.8";"765.4";"769.3";"0.5";"98";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"15.7";"";"";"";"";"";"";"";"15.5";"0.4";"12";"";"";"";"";
"08.09.2020 05:00";"15.9";"765.0";"768.8";"-0.1";"97";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.5";"";"";"";"";"";"";
"08.09.2020 04:00";"16.0";"764.9";"768.8";"-0.2";"97";"Wind blowing from the west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.6";"";"";"";"";"";"";
"08.09.2020 03:00";"16.0";"764.9";"768.7";"0.0";"97";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.6";"";"";"";"";"";"";
"08.09.2020 02:00";"15.9";"765.1";"769.0";"0.1";"97";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.5";"";"";"";"";"";"";
"08.09.2020 01:00";"15.8";"765.1";"768.9";"0.2";"97";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.4";"";"";"";"";"";"";
"08.09.2020 00:00";"15.8";"764.9";"768.8";"0.1";"97";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.3";"No precipitation";"6";"";"";"";"";
"07.09.2020 23:00";"15.8";"765.0";"768.8";"0.2";"97";"Wind blowing from the west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.3";"";"";"";"";"";"";
"07.09.2020 22:00";"15.7";"764.9";"768.7";"0.6";"96";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.1";"";"";"";"";"";"";
"07.09.2020 21:00";"16.0";"764.8";"768.7";"0.9";"94";"Wind blowing from the west";"9";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"15.1";"";"";"";"";"";"";
"07.09.2020 20:00";"16.2";"764.8";"768.6";"0.7";"91";"Wind blowing from the west-southwest";"10";"";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"14.8";"";"";"";"";"";"";
