# Weather station Hereford, UK, WMO_ID=3522,selection from 03.02.2020 till 20.11.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=3522&lang=en
#
"Local time in Hereford";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"29.08.2020 03:00";"10.9";"750.3";"757.2";"0.5";"74";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"15.0";"6.4";"";"";"";"";"";"";
"29.08.2020 02:00";"10.7";"750.1";"757.0";"0.6";"71";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"13.0";"5.7";"";"";"";"";"";"";
"29.08.2020 01:00";"10.5";"749.8";"756.7";"0.5";"71";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"11.0";"5.4";"";"";"";"";"";"";
"29.08.2020 00:00";"12.1";"756.7";"763.6";"7.6";"73";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"14.0";"7.3";"No precipitation";"6";"";"";"";"";
"28.08.2020 23:00";"11.0";"749.5";"756.4";"1.0";"73";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"11.0";"6.2";"";"";"";"";"";"";
"28.08.2020 22:00";"11.7";"749.3";"756.2";"1.4";"78";"Wind blowing from the north-northwest";"4";"";"";"";"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ";"";"";"";"";"";"";"1000-1500";"";"";"9.0";"8.0";"";"";"";"";"";"";
"28.08.2020 21:00";"12.4";"749.1";"755.9";"1.7";"76";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"11.0";"8.2";"";"";"";"";"";"";
"28.08.2020 20:00";"13.0";"748.5";"755.3";"1.7";"78";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"11.0";"9.2";"";"";"";"";"";"";
"28.08.2020 19:00";"13.1";"747.9";"754.7";"1.7";"79";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"12.0";"9.6";"";"";"";"";"";"";
"28.08.2020 18:00";"13.3";"747.4";"754.1";"1.8";"78";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"16.4";"";"";"1500-2000";"";"";"13.0";"9.5";"3.0";"12";"";"";"";"";
"28.08.2020 17:00";"13.4";"746.8";"753.6";"1.6";"84";"Wind blowing from the north";"5";"";"13";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"13.0";"10.7";"";"";"";"";"";"";
"28.08.2020 16:00";"14.0";"746.2";"752.9";"1.5";"86";"Wind blowing from the north";"5";"";"";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"300-600";"";"";"12.0";"11.7";"";"";"";"";"";"";
"28.08.2020 15:00";"13.6";"745.6";"752.3";"1.5";"90";"Wind blowing from the north";"5";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"6.0";"12.0";"";"";"";"";"";"";
"28.08.2020 14:00";"14.1";"745.2";"751.9";"1.4";"87";"Wind blowing from the north-northeast";"4";"";"";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"600-1000";"";"";"11.0";"11.9";"";"";"";"";"";"";
"28.08.2020 13:00";"14.6";"744.7";"751.4";"0.9";"88";"Wind blowing from the north";"4";"";"";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"300-600";"";"";"10.0";"12.6";"";"";"";"";"";"";
"28.08.2020 12:00";"16.4";"744.1";"750.8";"0.6";"83";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"14.0";"13.4";"0.8";"6";"";"";"";"";
"28.08.2020 11:00";"14.9";"743.8";"750.6";"0.4";"82";"Wind blowing from the north-northwest";"3";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"300-600";"";"";"13.0";"11.9";"";"";"";"";"";"";
"28.08.2020 10:00";"14.5";"743.8";"750.5";"0.5";"86";"Wind blowing from the north-west";"3";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"300-600";"";"";"11.0";"12.1";"";"";"";"";"";"";
"28.08.2020 09:00";"14.7";"743.5";"750.2";"0.0";"91";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"12.0";"13.2";"";"";"";"";"";"";
"28.08.2020 08:00";"13.2";"743.4";"750.1";"-0.1";"99";"Wind blowing from the west-northwest";"2";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1500-2000";"";"";"12.0";"13.1";"";"";"";"";"";"";
"28.08.2020 07:00";"12.7";"743.3";"750.1";"-0.3";"99";"Wind blowing from the west";"1";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"1500-2000";"";"";"4.4";"12.6";"";"";"";"";"";"";
"28.08.2020 06:00";"11.9";"743.5";"750.3";"-0.3";"100";"Wind blowing from the west-southwest";"1";"";"";"";"Rain, not freezing, moderate. ";"";"";"11.0";"";"";"";"1500-2000";"";"";"3.1";"11.9";"1.0";"12";"";"";"";"";
"28.08.2020 05:00";"11.8";"743.5";"750.4";"-0.7";"99";"Wind blowing from the west-northwest";"1";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"1500-2000";"";"";"3.5";"11.7";"";"";"";"";"";"";
"28.08.2020 04:00";"11.8";"743.6";"750.4";"-0.7";"99";"Wind blowing from the west";"1";"";"";"";"Rain shower(s) or intermittent rain, moderate. ";"";"";"";"";"";"";"1500-2000";"";"";"3.7";"11.7";"";"";"";"";"";"";
"28.08.2020 03:00";"11.3";"743.8";"750.7";"-1.1";"99";"Wind blowing from the south-southwest";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"600-1000";"";"";"5.0";"11.2";"";"";"";"";"";"";
"28.08.2020 02:00";"11.2";"744.2";"751.0";"-1.1";"99";"Wind blowing from the south-west";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"600-1000";"";"";"4.3";"11.0";"";"";"";"";"";"";
"28.08.2020 01:00";"11.5";"744.3";"751.1";"-1.4";"98";"Wind blowing from the north-northwest";"1";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"2000-2500";"";"";"7.0";"11.2";"";"";"";"";"";"";
"28.08.2020 00:00";"12.4";"744.9";"751.6";"-1.3";"98";"Wind blowing from the east";"1";"";"";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"600-1000";"";"";"5.0";"12.1";"0.2";"6";"";"";"";"";
"27.08.2020 23:00";"12.1";"745.3";"752.2";"-1.2";"97";"Wind blowing from the south-southeast";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"600-1000";"";"";"5.0";"11.7";"";"";"";"";"";"";
"27.08.2020 22:00";"13.2";"745.7";"752.5";"-1.0";"96";"Wind blowing from the south-east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"600-1000";"";"";"6.0";"12.6";"";"";"";"";"";"";
"27.08.2020 21:00";"13.4";"746.2";"752.9";"-0.9";"97";"Wind blowing from the east-northeast";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"1000-1500";"";"";"7.0";"13.0";"";"";"";"";"";"";
"27.08.2020 20:00";"12.8";"746.5";"753.3";"-0.8";"94";"Wind blowing from the east";"1";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"5.0";"11.9";"";"";"";"";"";"";
"27.08.2020 19:00";"14.0";"746.7";"753.4";"-0.4";"94";"Wind blowing from the east";"2";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1500-2000";"";"";"8.0";"13.0";"";"";"";"";"";"";
"27.08.2020 18:00";"14.4";"747.1";"753.9";"-0.9";"93";"Wind blowing from the south-east";"1";"";"";"";"Rain (not freezing). ";"";"";"";"14.9";"";"";"300-600";"";"";"9.0";"13.2";"14.0";"12";"";"";"";"";
"27.08.2020 17:00";"14.4";"747.3";"754.0";"-2.5";"91";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"200-300";"";"";"10.0";"13.0";"";"";"";"";"";"";
"27.08.2020 16:00";"14.5";"747.1";"753.8";"-3.0";"95";"Wind blowing from the south-east";"1";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"100-200";"";"";"11.0";"13.7";"";"";"";"";"";"";
"27.08.2020 15:00";"13.0";"748.0";"754.7";"-3.2";"98";"Wind blowing from the east";"4";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"1000-1500";"";"";"3.7";"12.7";"";"";"";"";"";"";
"27.08.2020 14:00";"13.4";"749.8";"756.7";"-2.0";"96";"Wind blowing from the east";"2";"";"";"";"Rain, not freezing, heavy. ";"";"";"";"";"";"";"100-200";"";"";"2.9";"12.8";"";"";"";"";"";"";
"27.08.2020 13:00";"13.4";"750.1";"757.0";"-2.6";"97";"Wind blowing from the east";"3";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"100-200";"";"";"2.7";"13.0";"";"";"";"";"";"";
"27.08.2020 12:00";"13.3";"751.2";"758.0";"-1.8";"95";"Wind blowing from the east";"2";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"1000-1500";"";"";"3.0";"12.5";"3.0";"6";"";"";"";"";
"27.08.2020 11:00";"13.7";"751.8";"758.6";"-1.5";"90";"Wind blowing from the south-east";"2";"";"";"";"Rain shower(s) or intermittent rain, moderate. ";"";"";"";"";"";"";"1000-1500";"";"";"5.0";"12.0";"";"";"";"";"";"";
"27.08.2020 10:00";"14.4";"752.7";"759.5";"-1.0";"88";"Wind blowing from the south";"1";"";"";"";"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ";"";"";"";"";"";"";"300-600";"";"";"9.0";"12.4";"";"";"";"";"";"";
"27.08.2020 09:00";"14.2";"753.0";"759.9";"-1.5";"88";"Wind blowing from the south-east";"2";"";"";"";"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ";"";"";"";"";"";"";"300-600";"";"";"8.0";"12.3";"";"";"";"";"";"";
"27.08.2020 08:00";"13.3";"753.3";"760.2";"-1.6";"93";"Wind blowing from the east-southeast";"2";"";"";"";"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ";"";"";"";"";"";"";"600-1000";"";"";"7.0";"12.1";"";"";"";"";"";"";
"27.08.2020 07:00";"11.8";"753.7";"760.6";"-1.6";"99";"Wind blowing from the east-northeast";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"1000-1500";"";"";"6.0";"11.6";"";"";"";"";"";"";
"27.08.2020 06:00";"10.4";"754.5";"761.4";"-1.3";"99";"Wind blowing from the north-northeast";"1";"";"";"";"Mist. ";"";"";"9.4";"";"";"";"1500-2000";"";"";"5.0";"10.2";"No precipitation";"12";"";"";"";"";
"27.08.2020 05:00";"9.4";"754.9";"761.9";"-1.2";"98";"Wind blowing from the east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"1000-1500";"";"";"5.0";"9.1";"";"";"";"";"";"";
"27.08.2020 04:00";"10.5";"755.3";"762.3";"-1.0";"99";"Calm, no wind";"0";"";"";"";"Mist. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"5.0";"10.3";"";"";"";"";"";"";
"27.08.2020 03:00";"10.7";"755.8";"762.7";"-0.9";"98";"Calm, no wind";"0";"";"";"";"Mist. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"7.0";"10.4";"";"";"";"";"";"";
"27.08.2020 02:00";"10.6";"756.1";"763.1";"-0.9";"97";"Calm, no wind";"0";"";"";"";"Mist. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"5.0";"10.2";"";"";"";"";"";"";
"27.08.2020 01:00";"10.5";"756.3";"763.3";"-0.7";"96";"Calm, no wind";"0";"";"";"";"Mist. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"8.0";"9.9";"";"";"";"";"";"";
"27.08.2020 00:00";"10.8";"756.7";"763.7";"0.0";"94";"Wind blowing from the east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"8.0";"9.9";"No precipitation";"6";"";"";"";"";
"26.08.2020 23:00";"12.0";"757.0";"763.9";"0.3";"89";"Wind blowing from the east-southeast";"1";"";"";"";"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"9.0";"10.3";"";"";"";"";"";"";
"26.08.2020 22:00";"13.4";"757.0";"763.9";"0.6";"86";"Wind blowing from the west-southwest";"2";"";"";"";"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"9.0";"11.1";"";"";"";"";"";"";
"26.08.2020 21:00";"14.3";"756.7";"763.6";"0.5";"83";"Wind blowing from the west";"3";"";"";"";"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"9.0";"11.4";"";"";"";"";"";"";
"26.08.2020 20:00";"15.6";"756.7";"763.5";"0.6";"79";"Wind blowing from the west";"3";"";"";"";"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ";"";"";"";"";"";"";"1500-2000";"";"";"9.0";"11.9";"";"";"";"";"";"";
"26.08.2020 19:00";"16.8";"756.4";"763.2";"0.3";"76";"Wind blowing from the west-southwest";"2";"";"";"";"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ";"";"";"";"";"";"";"1500-2000";"";"";"9.0";"12.5";"";"";"";"";"";"";
"26.08.2020 18:00";"17.7";"756.2";"763.0";"0.4";"71";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"20.4";"";"";"1500-2000";"";"";"10.0";"12.3";"No precipitation";"12";"";"";"";"";
"26.08.2020 17:00";"18.4";"756.1";"762.8";"0.5";"68";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"10.0";"12.3";"";"";"";"";"";"";
"26.08.2020 16:00";"18.7";"756.1";"762.8";"1.0";"68";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"10.0";"12.6";"";"";"";"";"";"";
"26.08.2020 15:00";"19.0";"755.8";"762.6";"1.3";"65";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"11.0";"12.3";"";"";"";"";"";"";
"26.08.2020 14:00";"18.8";"755.6";"762.4";"1.5";"64";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"11.0";"11.8";"";"";"";"";"";"";
"26.08.2020 13:00";"18.8";"755.1";"761.8";"1.5";"61";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"12.0";"11.0";"";"";"";"";"";"";
"26.08.2020 12:00";"18.5";"754.5";"761.2";"1.5";"63";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"11.0";"11.3";"No precipitation";"6";"";"";"";"";
"26.08.2020 11:00";"18.2";"754.1";"760.9";"1.7";"64";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"11.0";"11.3";"";"";"";"";"";"";
"26.08.2020 10:00";"17.1";"753.6";"760.3";"2.3";"70";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"12.0";"11.5";"";"";"";"";"";"";
"26.08.2020 09:00";"17.2";"753.0";"759.8";"2.3";"70";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"12.0";"11.7";"";"";"";"";"";"";
"26.08.2020 08:00";"16.0";"752.4";"759.1";"2.7";"73";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"11.0";"11.2";"";"";"";"";"";"";
"26.08.2020 07:00";"15.0";"751.3";"758.2";"2.7";"77";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"12.0";"10.9";"";"";"";"";"";"";
"26.08.2020 06:00";"14.9";"750.7";"757.4";"3.1";"74";"Wind blowing from the west";"3";"";"";"";" ";"";"";"14.2";"";"";"";"600-1000";"";"";"10.0";"10.2";"Trace of precipitation";"12";"";"";"";"";
"26.08.2020 05:00";"14.9";"749.7";"756.4";"2.9";"74";"Wind blowing from the west";"4";"";"";"";"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ";"";"";"";"";"";"";"600-1000";"";"";"9.0";"10.3";"";"";"";"";"";"";
"26.08.2020 04:00";"15.0";"748.6";"755.3";"2.2";"74";"Wind blowing from the west";"6";"11";"14";"";" ";"";"";"";"";"";"";"600-1000";"";"";"10.0";"10.3";"";"";"";"";"";"";
"26.08.2020 03:00";"14.9";"747.6";"754.3";"2.3";"74";"Wind blowing from the west";"8";"13";"16";"";" ";"";"";"";"";"";"";"600-1000";"";"";"10.0";"10.2";"";"";"";"";"";"";
"26.08.2020 02:00";"14.9";"746.8";"753.6";"2.6";"77";"Wind blowing from the west";"7";"13";"13";"";"Rain (not freezing). ";"";"";"";"";"";"";"600-1000";"";"";"10.0";"10.8";"";"";"";"";"";"";
"26.08.2020 01:00";"14.5";"746.4";"753.1";"3.2";"82";"Wind blowing from the west";"7";"13";"13";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"600-1000";"";"";"9.0";"11.5";"";"";"";"";"";"";
"26.08.2020 00:00";"10.8";"756.7";"763.7";"14.7";"94";"Wind blowing from the east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"8.0";"9.9";"No precipitation";"6";"";"";"";"";
"25.08.2020 23:00";"15.5";"744.2";"750.9";"3.4";"79";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"11.0";"11.8";"";"";"";"";"";"";
"25.08.2020 22:00";"15.8";"743.2";"750.0";"3.5";"78";"Wind blowing from the west";"7";"";"14";"";"Rain (not freezing). ";"";"";"";"";"";"";"600-1000";"";"";"10.0";"11.9";"";"";"";"";"";"";
"25.08.2020 21:00";"15.9";"742.0";"748.6";"2.4";"79";"Wind blowing from the west-southwest";"8";"14";"15";"";"Rain (not freezing). ";"";"";"";"";"";"";"600-1000";"";"";"8.0";"12.2";"";"";"";"";"";"";
"25.08.2020 20:00";"16.2";"740.8";"747.5";"1.8";"77";"Wind blowing from the west-southwest";"6";"14";"14";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"600-1000";"";"";"8.0";"12.1";"";"";"";"";"";"";
"25.08.2020 19:00";"17.2";"739.7";"746.3";"1.0";"69";"Wind blowing from the west-southwest";"8";"15";"15";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"11.0";"11.5";"";"";"";"";"";"";
"25.08.2020 18:00";"16.5";"739.6";"746.2";"1.2";"77";"Wind blowing from the west-southwest";"6";"12";"15";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"19.7";"";"";"600-1000";"";"";"8.0";"12.4";"2.0";"12";"";"";"";"";
"25.08.2020 17:00";"17.8";"739.0";"745.6";"1.2";"69";"Wind blowing from the west-southwest";"8";"17";"17";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"10.0";"11.9";"";"";"";"";"";"";
"25.08.2020 16:00";"18.9";"738.7";"745.3";"1.0";"68";"Wind blowing from the west-southwest";"6";"14";"14";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"11.0";"12.9";"";"";"";"";"";"";
"25.08.2020 15:00";"18.1";"738.4";"745.0";"0.7";"73";"Wind blowing from the west-southwest";"6";"12";"14";"";"Drizzle and rain, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"9.0";"13.1";"";"";"";"";"";"";
"25.08.2020 14:00";"19.0";"737.8";"744.4";"-0.1";"71";"Wind blowing from the south-west";"5";"12";"15";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"10.0";"13.6";"";"";"";"";"";"";
"25.08.2020 13:00";"19.0";"737.7";"744.2";"-0.4";"72";"Wind blowing from the south-west";"5";"13";"15";"";"Rain (not freezing). ";"";"";"";"";"";"";"600-1000";"";"";"12.0";"13.9";"";"";"";"";"";"";
"25.08.2020 12:00";"18.1";"737.7";"744.3";"-0.8";"78";"Wind blowing from the south-southwest";"4";"12";"";"";"Drizzle and rain, slight. ";"";"";"";"";"";"";"600-1000";"";"";"11.0";"14.2";"2.0";"6";"";"";"";"";
"25.08.2020 11:00";"18.3";"737.9";"744.5";"-1.4";"82";"Wind blowing from the south-southwest";"3";"8";"";"";"Drizzle and rain, slight. ";"";"";"";"";"";"";"600-1000";"";"";"10.0";"15.1";"";"";"";"";"";"";
"25.08.2020 10:00";"19.1";"738.1";"744.7";"-2.3";"81";"Wind blowing from the south-west";"3";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"600-1000";"";"";"11.0";"15.8";"";"";"";"";"";"";
"25.08.2020 09:00";"17.6";"738.5";"745.1";"-3.0";"96";"Wind blowing from the south-east";"3";"8";"";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"300-600";"";"";"6.0";"16.9";"";"";"";"";"";"";
"25.08.2020 08:00";"16.5";"739.3";"745.9";"-3.9";"97";"Wind blowing from the south-southeast";"3";"8";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"200-300";"";"";"4.8";"16.0";"";"";"";"";"";"";
"25.08.2020 07:00";"15.1";"740.4";"747.1";"-4.7";"97";"Wind blowing from the south-southeast";"4";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"300-600";"";"";"3.2";"14.7";"";"";"";"";"";"";
"25.08.2020 06:00";"14.7";"741.5";"748.3";"-4.5";"96";"Wind blowing from the south-east";"4";"";"";"";"Rain, not freezing, moderate. ";"";"";"14.7";"";"";"";"300-600";"";"";"2.7";"14.1";"13.0";"12";"";"";"";"";
"25.08.2020 05:00";"14.8";"743.2";"749.9";"-4.1";"96";"Wind blowing from the south-east";"4";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"300-600";"";"";"3.8";"14.1";"";"";"";"";"";"";
"25.08.2020 04:00";"15.5";"745.1";"751.9";"-3.7";"94";"Wind blowing from the south-southeast";"4";"9";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"300-600";"";"";"5.0";"14.6";"";"";"";"";"";"";
"25.08.2020 03:00";"15.9";"746.0";"752.8";"-3.6";"98";"Wind blowing from the south-east";"3";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"200-300";"";"";"3.6";"15.6";"";"";"";"";"";"";
"25.08.2020 02:00";"15.7";"747.3";"754.0";"-3.3";"97";"Wind blowing from the east-southeast";"3";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"300-600";"";"";"4.4";"15.3";"";"";"";"";"";"";
"25.08.2020 01:00";"16.0";"748.8";"755.5";"-2.3";"97";"Wind blowing from the south-east";"2";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"300-600";"";"";"3.5";"15.5";"";"";"";"";"";"";
"25.08.2020 00:00";"16.1";"749.6";"756.4";"-2.2";"94";"Wind blowing from the east";"1";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"600-1000";"";"";"5.0";"15.2";"0.2";"6";"";"";"";"";
"24.08.2020 23:00";"16.6";"750.6";"757.3";"-1.5";"93";"Wind blowing from the south-southeast";"2";"";"";"";"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ";"";"";"";"";"";"";"300-600";"";"";"8.0";"15.4";"";"";"";"";"";"";
"24.08.2020 22:00";"16.4";"751.1";"757.9";"-1.1";"91";"Wind blowing from the south-east";"2";"";"";"";"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"8.0";"14.9";"";"";"";"";"";"";
"24.08.2020 21:00";"16.9";"751.8";"758.5";"-0.8";"89";"Wind blowing from the south-southeast";"1";"";"";"";"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"9.0";"15.0";"";"";"";"";"";"";
"24.08.2020 20:00";"17.2";"752.1";"758.8";"-0.7";"82";"Wind blowing from the south-southeast";"2";"";"";"";"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ";"";"";"";"";"";"";"1000-1500";"";"";"9.0";"14.0";"";"";"";"";"";"";
"24.08.2020 19:00";"17.7";"752.2";"759.0";"-1.0";"79";"Wind blowing from the west-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"10.0";"14.0";"";"";"";"";"";"";
